county_name,contest_name,choice,votes
Arapahoe,Regent of the University of Colorado - Congressional District 6 - DEM,Ilana Spiegel,87568
Arapahoe,State Senator - District 26 - DEM,Jeff Bridges,27587
Arapahoe,State Senator - District 27 - DEM,Chris Kolker,26177
Arapahoe,State Senator - District 28 - DEM,Janet Buckner,24524
Arapahoe,State Senator - District 29 - DEM,Rhonda Fields,20228
Arapahoe,State Senator - District 31 - DEM,Maria E. Orms,886
Arapahoe,State Senator - District 31 - DEM,Chris Hansen,771
Arapahoe,State Representative - District 3 - DEM,Meg Froelich,14512
Arapahoe,State Representative - District 36 - DEM,Mike Weissman,11962
Arapahoe,State Representative - District 37 - DEM,Tom Sullivan,14163
Arapahoe,State Representative - District 38 - DEM,David Ortiz,12153
Arapahoe,State Representative - District 38 - DEM,Candice Ferguson,6448
Arapahoe,State Representative - District 40 - DEM,Naquetta Ricks,7212
Arapahoe,State Representative - District 40 - DEM,John Ronquillo,6815
Arapahoe,State Representative - District 41 - DEM,Iman Jodeh,13247
Arapahoe,State Representative - District 42 - DEM,Dominique Jackson,8935
Arapahoe,State Representative - District 56 - DEM,Giugi Carminati,5710
Arapahoe,State Representative - District 9 - DEM,Emily Sirota,1517
Arapahoe,District Attorney--18th Judicial District - DEM,Amy L. Padden,76409
Arapahoe,District Attorney--18th Judicial District - DEM,Matt Maillaro,30669
Arapahoe,Arapahoe County Commissioner - District 1 - DEM,Carrie Warren-Gully,23157
Arapahoe,Arapahoe County Commissioner - District 3 - DEM,Idris Keith,20772
Arapahoe,Arapahoe County Commissioner - District 5 - DEM,Bill Holen,13531
Arapahoe,United States Senator - LBR,Raymon Anthony Doane,506
Arapahoe,United States Senator - LBR,Gaylon Kent,256
Arapahoe,United States Senator - REP,Cory Gardner,50035
Arapahoe,Representative to the 117th United States Congress-District 1 - REP,Shane Bolling,3442
Arapahoe,Representative to the 117th United States Congress-District 4 - REP,Ken Buck,1464
Arapahoe,Representative to the 117th United States Congress-District 6 - REP,Steve House,42406
Arapahoe,State Board of Education Member - Congressional District 1 - REP,Sydnnia Wulff,3430
Arapahoe,Regent of the University of Colorado - Congressional District 6 - REP - Arapahoe County,Richard Murray,27926
Arapahoe,Regent of the University of Colorado - Congressional District 6 - REP - Arapahoe County,Priscilla Rahn,14802
Arapahoe,State Senator - District 26 - REP,Bob Roth,12145
Arapahoe,State Senator - District 27 - REP,Suzanne Staiert,14638
Arapahoe,State Senator - District 28 - REP,Karl Stecher,11186
Arapahoe,State Senator - District 31 - REP,Doug Townsend,300
Arapahoe,State Representative - District 3 - REP,"William S. ""Bill"" Klocek",6052
Arapahoe,State Representative - District 36 - REP,Dustin Bishop,5154
Arapahoe,State Representative - District 37 - REP,Caroline Cornell,7608
Arapahoe,State Representative - District 38 - REP,Richard Champion,10064
Arapahoe,State Representative - District 40 - REP,Richard A. Bassett,5946
Arapahoe,State Representative - District 41 - REP,"Robert ""Bob"" Andrews",5083
Arapahoe,State Representative - District 56 - REP,Rod Bockenfeld,5274
Arapahoe,State Representative - District 9 - REP,Larry L. Braig,297
Arapahoe,District Attorney--18th Judicial District - REP,John Kellner,48128
Arapahoe,Arapahoe County Commissioner - District 1 - REP,Kathleen Conti,11644
Arapahoe,Arapahoe County Commissioner - District 3 - REP,Jeff Baker,13248
Arapahoe,Arapahoe County Commissioner - District 5 - REP,Jim Parker,4133
Archuleta,United States Senator - DEM,John W. Hickenlooper,1355
Archuleta,United States Senator - DEM,Andrew Romanoff,592
Archuleta,Representative to the 117th United States Congress-District 3 - DEM - Archuleta County,Diane E. Mitsch Bush,1133
Archuleta,Representative to the 117th United States Congress-District 3 - DEM - Archuleta County,James Iacino,711
Archuleta,State Board of Education Member - Congressional District 3 - DEM,Mayling Simpson,1541
Archuleta,State Representative - District 59 - DEM,Barbara McLachlan,1607
Archuleta,District Attorney--6th Judicial District - DEM,Christian Champagne,1538
Archuleta,United States Senator - LBR,Raymon Anthony Doane,12
Archuleta,United States Senator - LBR,Gaylon Kent,4
Archuleta,United States Senator - REP,Cory Gardner,2400
Archuleta,Representative to the 117th United States Congress-District 3 - REP,Scott R. Tipton,1574
Archuleta,Representative to the 117th United States Congress-District 3 - REP,Lauren Boebert,1054
Archuleta,State Board of Education Member - Congressional District 3 - REP,Joyce Rankin,2131
Archuleta,State Representative - District 59 - REP,Marilyn Harris,2168
Archuleta,Archuleta County Commissioner District 1 - REP,Warren M. Brown,1631
Archuleta,Archuleta County Commissioner District 1 - REP,June E. Marquez,595
Archuleta,Archuleta County Commissioner District 1 - REP,Nate Berman,469
Archuleta,Archuleta County Commissioner District 2 - REP,Ronnie Maez,2228
Baca,United States Senator - DEM,John W. Hickenlooper,132
Baca,United States Senator - DEM,Andrew Romanoff,107
Baca,Representative to the 117th United States Congress-District 4 - DEM,Ike McCorkle,175
Baca,State Senator - District 35 - DEM,Carlos R. Lopez,172
Baca,State Representative - District 64 - DEM,Dean Ormiston,213
Baca,United States Senator - LBR,Gaylon Kent,2
Baca,United States Senator - LBR,Raymon Anthony Doane,0
Baca,United States Senator - REP,Cory Gardner,913
Baca,Representative to the 117th United States Congress-District 4 - REP,Ken Buck,904
Baca,State Senator - District 35 - REP,Cleave Simpson,842
Baca,State Representative - District 64 - REP,Richard Holtorf,838
Baca,District Attorney - 15th Judicial District - REP,Joshua Vogel,857
Baca,Baca County Commissioner 1 - REP,"Glen R ""Spike"" Ausmus",637
Baca,Baca County Commissioner 1 - REP,Mark A. Miranda,440
Baca,Baca County Commissioner 3 - REP,Rick Butler,717
Baca,Baca County Commissioner 3 - REP,Kirk D Guder,350
Bent,United States Senator - DEM,John W. Hickenlooper,274
Bent,United States Senator - DEM,Andrew Romanoff,176
Bent,Representative to the 117th United States Congress-District 4 - DEM,Ike McCorkle,334
Bent,State Senator - District 35 - DEM,Carlos R. Lopez,364
Bent,State Representative - District 64 - DEM,Dean Ormiston,346
Bent,District Attorney--16th Judicial District - DEM,Rodney D. Fouracre,337
Bent,United States Senator - LBR,Gaylon Kent,2
Bent,United States Senator - LBR,Raymon Anthony Doane,2
Bent,United States Senator - REP,Cory Gardner,654
Bent,Representative to the 117th United States Congress-District 4 - REP,Ken Buck,632
Bent,State Senator - District 35 - REP,Cleave Simpson,603
Bent,State Representative - District 64 - REP,Richard Holtorf,602
Bent,District Attorney--16th Judicial District - REP,William Culver,600
Bent,Bent County Commissioner-District 1 - REP,Kim MacDonnell,584
Bent,Bent County Commissioner-District 3 - REP,Jean Sykes,597
Broomfield,United States Senator - DEM,John W. Hickenlooper,9550
Broomfield,United States Senator - DEM,Andrew Romanoff,7471
Broomfield,Representative to the 117th United States Congress-District 2 - DEM,Joe Neguse,15015
Broomfield,Regent of the University of Colorado - Congressional District 2 - DEM,Callie Rennison,7572
Broomfield,Regent of the University of Colorado - Congressional District 2 - DEM,Dave Gross,4033
Broomfield,Regent of the University of Colorado - Congressional District 2 - DEM,Aaron Harber,3169
Broomfield,State Senator - District 23 - DEM - Broomfield County,Sally Boccella,8043
Broomfield,State Senator - District 23 - DEM - Broomfield County,Galina Nicoll,6954
Broomfield,State Representative - District 33 - DEM,Matt Gray,14442
Broomfield,District Attorney - 17th Judicial District - DEM,Brian Mason,14136
Broomfield,United States Senator - LBR,Raymon Anthony Doane,81
Broomfield,United States Senator - LBR,Gaylon Kent,27
Broomfield,United States Senator - REP,Cory Gardner,7142
Broomfield,Representative to the 117th United States Congress-District 2 - REP,Charlie Winn,6386
Broomfield,Regent of the University of Colorado - Congressional District 2 - REP,Dick R. Murphy,6657
Broomfield,State Senator - District 23 - REP - Broomfield County,Barbara Kirkmeyer,4044
Broomfield,State Senator - District 23 - REP - Broomfield County,Rupert Parchment,3119
Broomfield,State Representative - District 33 - REP,Mindy Quiachon,6668
Broomfield,District Attorney - 17th Judicial District - REP,Tim McCormack,6707
Chaffee,United States Senator - DEM,John W. Hickenlooper,2852
Chaffee,United States Senator - DEM,Andrew Romanoff,1736
Chaffee,Representative to the 117th United States Congress-District 5 - DEM,Jillian Freeland,3517
Chaffee,State Representative - District 60 - DEM,Lori Boydston,3501
Chaffee,District Attorney - 11th Judicial District - DEM,Kaitlin Turner,3523
Chaffee,Chaffee County Commissioner - District 1 - DEM,Keith Baker,3833
Chaffee,United States Senator - LBR,Raymon Anthony Doane,10
Chaffee,United States Senator - LBR,Gaylon Kent,9
Chaffee,United States Senator - REP,Cory Gardner,2882
Chaffee,Representative to the 117th United States Congress-District 5 - REP,Doug Lamborn,2798
Chaffee,State Representative - District 60 - REP,Ron Hanks,2717
Chaffee,District Attorney - 11th Judicial District - REP - Chaffee,Linda Stanley,1399
Chaffee,District Attorney - 11th Judicial District - REP - Chaffee,Thom K. LeDoux,1311
Chaffee,Chaffee County Commissioner - District 1 - REP,Hannah Hannah,2630
Cheyenne,United States Senator - DEM,John W. Hickenlooper,46
Cheyenne,United States Senator - DEM,Andrew Romanoff,32
Cheyenne,Representative to the 117th United States Congress-District 4 - DEM,Ike McCorkle,46
Cheyenne,United States Senator - LBR,Raymon Anthony Doane,0
Cheyenne,United States Senator - LBR,Gaylon Kent,0
Cheyenne,United States Senator - REP,Cory Gardner,552
Cheyenne,Representative to the 117th United States Congress-District 4 - REP,Ken Buck,525
Cheyenne,State Representative - District 65 - REP,Rod Pelton,548
Cheyenne,District Attorney - 15th Judicial District - REP,Joshua Vogel,467
Cheyenne,Cheyenne County Commissioner - District 1 - REP,R. J. Jolly,539
Cheyenne,Cheyenne County Commissioner - District 3 - REP,Darin C. Dickey,355
Clear Creek,United States Senator - DEM,John W. Hickenlooper,1279
Clear Creek,United States Senator - DEM,Andrew Romanoff,843
Clear Creek,Representative to the 117th United States Congress-District 2 - DEM,Joe Neguse,1815
Clear Creek,Regent of the University of Colorado - Congressional District 2 - DEM - Clear Creek County,Callie Rennison,902
Clear Creek,Regent of the University of Colorado - Congressional District 2 - DEM - Clear Creek County,Dave Gross,400
Clear Creek,Regent of the University of Colorado - Congressional District 2 - DEM - Clear Creek County,Aaron Harber,364
Clear Creek,State Representative - District 13 - DEM,Judy Amabile,1603
Clear Creek,District Attorney - 5th Judicial District - DEM,Heidi McCollum,1384
Clear Creek,District Attorney - 5th Judicial District - DEM,Braden Christopher Angel,401
Clear Creek,Clear Creek County Commissioner - District 3 - DEM,Randy Wheelock,1723
Clear Creek,United States Senator - LBR,Gaylon Kent,9
Clear Creek,United States Senator - LBR,Raymon Anthony Doane,9
Clear Creek,United States Senator - REP,Cory Gardner,1034
Clear Creek,Representative to the 117th United States Congress-District 2 - REP,Charlie Winn,923
Clear Creek,Regent of the University of Colorado - Congressional District 2 - REP,Dick R. Murphy,952
Clear Creek,State Representative - District 13 - REP,Kevin Sipple,956
Clear Creek,Clear Creek County Commissioner - District 2 - REP,Sean C. Wood,988
Clear Creek,Clear Creek County Commissioner - District 3 - REP,Mike Spies,943
Conejos,United States Senator - DEM,John W. Hickenlooper,974
Conejos,United States Senator - DEM,Andrew Romanoff,530
Conejos,Representative to the 117th United States Congress-District 3 - DEM,James Iacino,892
Conejos,Representative to the 117th United States Congress-District 3 - DEM,Diane E. Mitsch Bush,537
Conejos,State Board of Education Member - Congressional District 3 - DEM,Mayling Simpson,1197
Conejos,State Senator - District 35 - DEM,Carlos R. Lopez,1306
Conejos,State Representative - District 62 - DEM,Donald E. Valdez,1167
Conejos,State Representative - District 62 - DEM,Matthew Martinez,346
Conejos,District Attorney - 12th Judicial District - DEM,Alonzo Christopher Payne,941
Conejos,District Attorney - 12th Judicial District - DEM,Robert S. Willett,457
Conejos,Conejos County Commissioner District 1 - DEM,Placido Erwin Romero,1037
Conejos,Conejos County Commissioner District 1 - DEM,Rick Espinoza ,448
Conejos,Conejos County Commissioner District 3 - DEM,Joseph Baroz ,1370
Conejos,United States Senator - LBR,Raymon Anthony Doane,2
Conejos,United States Senator - LBR,Gaylon Kent,2
Conejos,United States Senator - REP,Cory Gardner,1129
Conejos,Representative to the 117th United States Congress-District 3 - REP,Scott R. Tipton,730
Conejos,Representative to the 117th United States Congress-District 3 - REP,Lauren Boebert,495
Conejos,State Board of Education Member - Congressional District 3 - REP,Joyce Rankin,1023
Conejos,State Senator - District 35 - REP,Cleave Simpson,1080
Conejos,State Representative - District 62 - REP,Logan Taggart,783
Conejos,State Representative - District 62 - REP,Steven Rodriguez,344
Conejos,Conejos County Commissioner District 1 - REP,Carlos Garcia,1083
Conejos,Conejos County Commissioner District 3 - REP,Dwight L. Larson,678
Conejos,Conejos County Commissioner District 3 - REP,Lucas Moroni Larson,542
Costilla,United States Senator - DEM,John W. Hickenlooper,714
Costilla,United States Senator - DEM,Andrew Romanoff,454
Costilla,Representative to the 117th United States Congress-District 3 - DEM,James Iacino,564
Costilla,Representative to the 117th United States Congress-District 3 - DEM,Diane E. Mitsch Bush,504
Costilla,State Board of Education Member - Congressional District 3 - DEM,Mayling Simpson,848
Costilla,State Senator - District 35 - DEM,Carlos R. Lopez,908
Costilla,State Representative - District 62 - DEM,Donald E. Valdez,796
Costilla,State Representative - District 62 - DEM,Matthew Martinez,361
Costilla,District Attorney - 12th Judicial District - DEM,Alonzo Christopher Payne,897
Costilla,District Attorney - 12th Judicial District - DEM,Robert S. Willett,287
Costilla,Costilla County Commissioner District 1 - DEM,Robert Espinoza,635
Costilla,Costilla County Commissioner District 1 - DEM,"Lawrence ""Ted"" Rael",373
Costilla,Costilla County Commissioner District 1 - DEM,"Joe ""Doro"" Sanchez",206
Costilla,Costilla County Commissioner District 3 - DEM,Steven Romero,743
Costilla,Costilla County Commissioner District 3 - DEM,Alonzo Lobato,470
Costilla,United States Senator - LBR,Gaylon Kent,0
Costilla,United States Senator - LBR,Raymon Anthony Doane,0
Costilla,United States Senator - REP,Cory Gardner,202
Costilla,Representative to the 117th United States Congress-District 3 - REP,Scott R. Tipton,142
Costilla,Representative to the 117th United States Congress-District 3 - REP,Lauren Boebert,76
Costilla,State Board of Education Member - Congressional District 3 - REP,Joyce Rankin,196
Costilla,State Senator - District 35 - REP,Cleave Simpson,202
Costilla,State Representative - District 62 - REP - Costilla County,Logan Taggart,149
Costilla,State Representative - District 62 - REP - Costilla County,Steven Rodriguez,61
Crowley,United States Senator - DEM,John W. Hickenlooper,187
Crowley,United States Senator - DEM,Andrew Romanoff,75
Crowley,Representative to the 117th United States Congress-District 4 - DEM,Ike McCorkle,196
Crowley,State Senator - District 35 - DEM,Carlos R. Lopez,210
Crowley,State Representative - District 64 - DEM,Dean Ormiston,193
Crowley,District Attorney--16th Judicial District - DEM,Rodney D. Fouracre,197
Crowley,United States Senator - LBR,Gaylon Kent,3
Crowley,United States Senator - LBR,Raymon Anthony Doane,2
Crowley,United States Senator - REP,Cory Gardner,747
Crowley,Representative to the 117th United States Congress-District 4 - REP,Ken Buck,727
Crowley,State Senator - District 35 - REP,Cleave Simpson,682
Crowley,State Representative - District 64 - REP,Richard Holtorf,689
Crowley,District Attorney--16th Judicial District - REP,William Culver,668
Crowley,Crowley County Commissioner - District 2 - Rep,Blaine Arbuthnot,517
Crowley,Crowley County Commissioner - District 2 - Rep,Kelli Jo Brubaker,323
Crowley,Crowley County Commissioner - District 3 - Rep,Terry McMillian,517
Crowley,Crowley County Commissioner - District 3 - Rep,Tobe Allumbaugh,265
Crowley,Crowley County Commissioner - District 3 - Rep,Robert K Petty,73
Custer,United States Senator - DEM,John W. Hickenlooper,425
Custer,United States Senator - DEM,Andrew Romanoff,218
Custer,Representative to the 117th United States Congress-District 3 - DEM - Custer County,Diane E. Mitsch Bush,397
Custer,Representative to the 117th United States Congress-District 3 - DEM - Custer County,James Iacino,231
Custer,State Board of Education Member - Congressional District 3 - DEM,Mayling Simpson,466
Custer,State Senator - District 35 - DEM,Carlos R. Lopez,474
Custer,State Representative - District 60 - DEM,Lori Boydston,468
Custer,District Attorney - 11th Judicial District - DEM,Kaitlin Turner,474
Custer,United States Senator - LBR,Gaylon Kent,5
Custer,United States Senator - LBR,Raymon Anthony Doane,1
Custer,United States Senator - REP,Cory Gardner,1240
Custer,Representative to the 117th United States Congress-District 3 - REP,Lauren Boebert,854
Custer,Representative to the 117th United States Congress-District 3 - REP,Scott R. Tipton,589
Custer,State Board of Education Member - Congressional District 3 - REP,Joyce Rankin,1034
Custer,State Senator - District 35 - REP,Cleave Simpson,1041
Custer,State Representative - District 60 - REP,Ron Hanks,1071
Custer,District Attorney - 11th Judicial District - REP - Custer County,Linda Stanley,754
Custer,District Attorney - 11th Judicial District - REP - Custer County,Thom K. LeDoux,508
Custer,Custer County Commissioner - District 2 - REP,Kevin V. Day,1212
Custer,Custer County Commissioner - District 3 - REP,Tommy G. Flower,914
Delta,United States Senator - DEM,John W. Hickenlooper,2065
Delta,United States Senator - DEM,Andrew Romanoff,1469
Delta,Representative to the 117th United States Congress-District 3 - DEM - Delta County,Diane E. Mitsch Bush,2036
Delta,Representative to the 117th United States Congress-District 3 - DEM - Delta County,James Iacino,1352
Delta,State Board of Education Member - Congressional District 3 - DEM,Mayling Simpson,2695
Delta,State Representative - District 54 - DEM,AliceMarie Slaven-Emond,661
Delta,State Representative - District 61 - DEM,Julie McCluskie,2143
Delta,United States Senator - LBR,Raymon Anthony Doane,20
Delta,United States Senator - LBR,Gaylon Kent,14
Delta,United States Senator - REP,Cory Gardner,6019
Delta,Representative to the 117th United States Congress-District 3 - REP,Lauren Boebert,4057
Delta,Representative to the 117th United States Congress-District 3 - REP,Scott R. Tipton,2552
Delta,State Board of Education Member - Congressional District 3 - REP,Joyce Rankin,5553
Delta,State Representative - District 54 - REP,Matt Soper,1959
Delta,State Representative - District 61 - REP,Kim McGahey,3717
Delta,District Attorney--7th Judicial District - REP,Seth D. Ryan,5510
Delta,Delta County Commissioner - District 2 - REP,Don Suppes,5865
Delta,Delta County Commissioner - District 3 - REP,Wendell A. Koontz,5411
Delta,Delta County Commissioner - District 3 - REP,Kim Shay,239
Denver,United States Senator - DEM,John W. Hickenlooper,99973
Denver,United States Senator - DEM,Andrew Romanoff,87542
Denver,United States Senator - REP,Cory Gardner,23717
Denver,United States Senator - LBR,Raymon Anthony Doane,539
Denver,United States Senator - LBR,Gaylon Kent,319
Denver,Representative to the 117th United States Congress-District 1 - DEM,Diana DeGette,165083
Denver,Representative to the 117th United States Congress-District 1 - REP,Shane Bolling,19470
Denver,State Board of Education Member - Congressional District 1 - DEM,Lisa Escárcega,123066
Denver,State Board of Education Member - Congressional District 1 - DEM,Donna Morganstern,44840
Denver,State Board of Education Member - Congressional District 1 - REP,Sydnnia Wulff,20600
Denver,State Senator - District 31 - DEM - Denver County,Chris Hansen,23667
Denver,State Senator - District 31 - DEM - Denver County,Maria E. Orms,21028
Denver,State Senator - District 31 - REP,Doug Townsend,6462
Denver,State Senator - District 33 - DEM,James Rashad Coleman,40536
Denver,State Representative - District 1 - DEM,Susan Lontine,11590
Denver,State Representative - District 1 - REP,Samantha Koch,3742
Denver,State Representative - District 2 - DEM,Alec Garnett,25708
Denver,State Representative - District 2 - REP,Victoria Partridge,2566
Denver,State Representative - District 4 - DEM,Serena Gonzales-Gutierrez,18856
Denver,State Representative - District 4 - REP,Grant Price,1790
Denver,State Representative - District 5 - DEM,Alex Valdez,18080
Denver,State Representative - District 5 - REP,Jonathan Woodley,1781
Denver,State Representative - District 6 - DEM,Steven Woodrow,11143
Denver,State Representative - District 6 - DEM,Steven Paletz,7560
Denver,State Representative - District 6 - DEM,Dan Himelspach,5672
Denver,State Representative - District 6 - REP,Bill McAleb,3944
Denver,State Representative - District 7 - DEM,Jennifer Bacon,18804
Denver,State Representative - District 8 - DEM,Leslie Herod,27851
Denver,State Representative - District 9 - DEM,Emily Sirota,16764
Denver,State Representative - District 9 - REP,Larry L. Braig,3661
Denver,District Attorney - 2nd Judicial District - DEM,Beth McCann,154976
Dolores,United States Senator - DEM,John W. Hickenlooper,96
Dolores,United States Senator - DEM,Andrew Romanoff,88
Dolores,Representative to the 117th United States Congress-District 3 - DEM,Diane E. Mitsch Bush,93
Dolores,Representative to the 117th United States Congress-District 3 - DEM,James Iacino,83
Dolores,State Board of Education Member - Congressional District 3 - DEM,Mayling Simpson,119
Dolores,State Representative - District 58 - DEM,Seth Cagin,121
Dolores,United States Senator - LBR,Raymon Anthony Doane,1
Dolores,United States Senator - LBR,Gaylon Kent,0
Dolores,United States Senator - REP,Cory Gardner,489
Dolores,Representative to the 117th United States Congress-District 3 - REP - Dolores County,Lauren Boebert,304
Dolores,Representative to the 117th United States Congress-District 3 - REP - Dolores County,Scott R. Tipton,236
Dolores,State Board of Education Member - Congressional District 3 - REP,Joyce Rankin,407
Dolores,State Representative - District 58 - REP,Marc Catlin,423
Dolores,District Attorney--22nd Judicial District - REP,Matthew Gregory Margeson,407
Dolores,Dolores County Commissioner District 2 - REP,Steve Garchar,452
Dolores,Dolores County Commissioner District 3 - REP,Floyd L. Cook,423
Douglas,United States Senator - DEM,John W. Hickenlooper,34057
Douglas,United States Senator - DEM,Andrew Romanoff,18816
Douglas,United States Senator - LBR,Raymon Anthony Doane,289
Douglas,United States Senator - LBR,Gaylon Kent,174
Douglas,United States Senator - REP,Cory Gardner,46167
Douglas,Representative to the 117th United States Congress-District 4 - DEM,Ike McCorkle,26521
Douglas,Representative to the 117th United States Congress-District 4 - REP,Ken Buck,31611
Douglas,Representative to the 117th United States Congress-District 6 - DEM,Jason Crow,16543
Douglas,Representative to the 117th United States Congress-District 6 - REP,Steve House,12199
Douglas,Regent of the University of Colorado - Congressional District 6 - DEM,Ilana Spiegel,15257
Douglas,Regent of the University of Colorado - Congressional District 6 - REP,Richard Murray,8131
Douglas,Regent of the University of Colorado - Congressional District 6 - REP,Priscilla Rahn,4453
Douglas,State Senator - District 4 - DEM,Elissa Flaumenhaft,19997
Douglas,State Senator - District 4 - REP,Jim Smallwood,26061
Douglas,State Representative - District 39 - DEM,Ian Chapman,7720
Douglas,State Representative - District 39 - REP,Mark Baisley,9922
Douglas,State Representative - District 43 - DEM,Jennifer Mitkowski,11855
Douglas,State Representative - District 43 - REP,Kevin Van Winkle,9366
Douglas,State Representative - District 44 - DEM,Kyra D. Storojev,10805
Douglas,State Representative - District 44 - REP,Kim Ransom,10408
Douglas,State Representative - District 45 - DEM,Katie Barrett,11471
Douglas,State Representative - District 45 - REP,Patrick Neville,14800
Douglas,District Attorney--18th Judicial District - DEM - Douglas County,Amy L. Padden,33955
Douglas,District Attorney--18th Judicial District - DEM - Douglas County,Matt Maillaro,12949
