"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
1,4,24,"1-0004-24","218-1 D","11",324,"Yes"
1,9,89,"1-0009-89","243-1 R","8",888,"Yes"
1,14,64,"1-0014-64","353-1 R","11",1363,"Yes"
1,15,20,"1-0015-20","245-1 D","11",1419,"Yes"
1,26,68,"1-0026-68","314-1 R",,2567,"Yes"
1,35,7,"1-0035-7","316-1 D","24",3406,"Yes"
1,42,58,"1-0042-58","322-1 D",,4156,"Yes"
1,48,14,"1-0048-14","219-1 D",,4712,"Yes"
1,53,34,"1-0053-34","252-1 R",,5232,"Yes"
1,61,41,"1-0061-41","257-1 R",,6039,"Yes"
1,76,4,"1-0076-4","330-1 D","4",7394,"Yes"
1,79,56,"1-0079-56","234-1 D",,7746,"Yes"
1,88,44,"1-0088-44","109-1 R",,8634,"Yes"
1,93,25,"1-0093-25","332-1 R",,9115,"Yes"
1,95,95,"1-0095-95","260-1 R",,9384,"Yes"
1,96,78,"1-0096-78","513-1 D",,9467,"Yes"
1,106,6,"1-0106-6","265-1 D",,10395,"Yes"
1,107,14,"1-0107-14","218-1 D",,10503,"Yes"
1,109,72,"1-0109-72","305-1 R","16",10709,"Yes"
1,112,76,"1-0112-76","246-1 R",,11013,"Yes"
1,113,37,"1-0113-37","311-1 R",,11074,"Yes"
1,119,98,"1-0119-98","201-1 R",,11735,"Yes"
1,131,83,"1-0131-83","511-1 R",,12749,"Yes"
1,142,44,"1-0142-44","510-1 R",,13810,"Yes"
1,148,96,"1-0148-96","242-1 R",,14442,"Yes"
1,150,78,"1-0150-78","206-1 D",,14624,"Yes"
1,153,3,"1-0153-3","210-1 D",,14849,"Yes"
1,160,40,"1-0160-40","248-1 D","4",15521,"Yes"
1,163,5,"1-0163-5","213-1 R",,15729,"Yes"
1,169,48,"1-0169-48","322-1 D",,16371,"Yes"
1,171,20,"1-0171-20","356-1 R",,16543,"Yes"
1,173,9,"1-0173-9","117-1 D","24",16732,"Yes"
1,174,92,"1-0174-92","223-1 R",,16915,"Yes"
1,182,47,"1-0182-47","233-1 R",,17620,"Yes"
1,183,59,"1-0183-59","215-1 R",,17732,"Yes"
1,200,21,"1-0200-21","256-1 D","16",19360,"Yes"
1,202,9,"1-0202-9","224-1 D","16",19547,"Yes"
1,204,70,"1-0204-70","401-1 R","16",19808,"Yes"
1,206,42,"1-0206-42","107-1 R","11",19980,"Yes"
1,220,31,"1-0220-31","205-1 R",,21369,"Yes"
1,222,18,"1-0222-18","340-1 R",,21556,"Yes"
1,222,62,"1-0222-62","233-1 R",,21600,"Yes"
1,225,38,"1-0225-38","242-1 D",,21876,"Yes"
1,226,59,"1-0226-59","240-1 D",,21996,"Yes"
1,227,89,"1-0227-89","229-1 D",,22126,"Yes"
1,228,33,"1-0228-33","209-1 R",,22170,"Yes"
1,234,76,"1-0234-76","302-1 R",,22813,"Yes"
1,241,87,"1-0241-87","263-1 D",,23524,"Yes"
1,243,100,"1-0243-100","512-1 R",,23663,"Yes"
1,246,4,"1-0246-4","319-1 R",,23867,"Yes"
1,254,70,"1-0254-70","265-1 R","29",24679,"Yes"
1,257,8,"1-0257-8","305-1 R",,24917,"Yes"
1,258,83,"1-0258-83","243-1 D",,25092,"Yes"
1,262,9,"1-0262-9","211-1 R",,25321,"Yes"
1,262,87,"1-0262-87","233-1 D",,25399,"Yes"
1,265,41,"1-0265-41","354-1 D",,25595,"Yes"
1,266,52,"1-0266-52","210-1 D",,25706,"Yes"
1,267,29,"1-0267-29","405-1 R",,25782,"Yes"
1,267,69,"1-0267-69","325-1 R",,25822,"Yes"
1,275,61,"1-0275-61","359-1 D",,26614,"Yes"
1,281,50,"1-0281-50","250-1 R",,27202,"Yes"
1,284,79,"1-0284-79","302-1 D",,27500,"Yes"
1,285,97,"1-0285-97","201-1 R",,27618,"Yes"
