"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
2,18,7,"2-18-7","28 (28)","ICC 02-2",4766,"Yes"
2,19,27,"2-19-27","26 (26)","ICC 02-2",4986,"Yes"
2,32,58,"2-32-58","43 (43)","ICC 02-3",8589,"Yes"
2,37,10,"2-37-10","19 (19)","ICC 02-3",9711,"Yes"
2,48,98,"2-48-98","14 (14)","ICC 02-4",14906,"Yes"
2,58,57,"2-58-57","27 (27)","ICC 02-4",16653,"Yes"
2,60,11,"2-60-11","43 (43)","ICC 02-4",17185,"Yes"
2,61,86,"2-61-86","34 (34)","ICC 02-5",18490,"Yes"
2,61,97,"2-61-97","1 (1)","ICC 02-5",18501,"Yes"
2,62,61,"2-62-61","31 (31)","ICC 02-5",18667,"Yes"
2,68,31,"2-68-31","2 (2)","ICC 02-5",20226,"Yes"
2,79,100,"2-79-100","24 (24)","ICC 02-6",23594,"Yes"
2,86,46,"2-86-46","27 (27)","ICC 02-6",25236,"Yes"
2,94,19,"2-94-19","44 (44)","ICC 02-7",27006,"Yes"
2,96,8,"2-96-8","19 (19)","ICC 02-7",27677,"Yes"
2,102,17,"2-102-17","26 (26)","ICC 02-7",29601,"Yes"
2,104,17,"2-104-17","30 (30)","ICC 02-7",29990,"Yes"
2,150,46,"2-150-46","31 (31)","ICC 02-10",53253,"Yes"
2,156,16,"2-156-16","31 (31)","ICC 02-11",55482,"Yes"
2,160,36,"2-160-36","26 (26)","ICC 02-11",56499,"Yes"
2,161,11,"2-161-11","37 (37)","ICC 02-11",56672,"Yes"
2,162,9,"2-162-9","25 (25)","ICC 02-11",56871,"Yes"
2,165,30,"2-165-30","30 (30)","ICC 02-11",57479,"Yes"
2,171,38,"2-171-38","27 (27)","ICC 02-12",69215,"Yes"
2,191,38,"2-191-38","19 (19)","ICC 02-13",87262,"Yes"
2,194,77,"2-194-77","2 (2)","ICC 02-13",87597,"Yes"
2,216,80,"2-216-80","38 (38)","ICC 02-15",117104,"Yes"
2,217,93,"2-217-93","22 (22)","ICC 02-15",117614,"Yes"
3,13,57,"3-13-57","37 (37)","ICC 03-1",26848,"Yes"
3,26,6,"3-26-6","43 (43)","ICC 03-2",37962,"Yes"
3,41,89,"3-41-89","23 (23)","ICC 03-3",42516,"Yes"
3,48,54,"3-48-54","19 (19)","ICC 03-4",45745,"Yes"
3,48,83,"3-48-83","32 (32)","ICC 03-4",45774,"Yes"
3,54,73,"3-54-73","47 (47)","ICC 03-4",46353,"Yes"
3,63,85,"3-63-85","43 (43)","ICC 03-5",47254,"Yes"
3,77,5,"3-77-5","31 (31)","ICC 03-6",53511,"Yes"
3,77,74,"3-77-74","48 (48)","ICC 03-6",53580,"Yes"
3,81,4,"3-81-4","44 (44)","ICC 03-6",54943,"Yes"
3,81,93,"3-81-93","29 (29)","ICC 03-6",55031,"Yes"
3,86,62,"3-86-62","47 (47)","ICC 03-6",58698,"Yes"
3,89,72,"3-89-72","29 (29)","ICC 03-6",59404,"Yes"
3,91,11,"3-91-11","26 (26)","ICC 03-7",59652,"Yes"
3,91,46,"3-91-46","27 (27)","ICC 03-7",59687,"Yes"
3,101,97,"3-101-97","34 (34)","ICC 03-7",61669,"Yes"
3,111,40,"3-111-40","2 (2)","ICC 03-8",63267,"Yes"
3,119,78,"3-119-78","33 (33)","ICC 03-8",64630,"Yes"
3,137,45,"3-137-45","14 (14)","ICC 03-10",68320,"Yes"
3,148,66,"3-148-66","2 (2)","ICC 03-10",71579,"Yes"
3,155,96,"3-155-96","23 (23)","ICC 03-11",73176,"Yes"
3,156,45,"3-156-45","23 (23)","ICC 03-11",73221,"Yes"
3,166,91,"3-166-91","1 (1)","ICC 03-12",75486,"Yes"
3,167,35,"3-167-35","28 (28)","ICC 03-12",75529,"Yes"
3,199,60,"3-199-60","5 (5)","ICC 03-14",83441,"Yes"
