"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
1,1,81,"1-1-81","24 (24)","TC-014",8471,"Yes"
1,2,55,"1-2-55","31 (31)","TC-014",8546,"Yes"
1,4,22,"1-4-22","31 (31)","TC-014",8713,"Yes"
1,8,75,"1-8-75","15 (15)","TC-019",9266,"Yes"
1,21,76,"1-21-76","27 (27)","TC-029",11765,"Yes"
1,29,6,"1-29-6","25 (25)","TC-032",14394,"Yes"
1,50,46,"1-50-46","27 (27)","TC-058",20732,"Yes"
1,52,9,"1-52-9","23 (23)","TC-058",21193,"Yes"
1,52,61,"1-52-61","12 (12)","TC-058",21243,"Yes"
1,54,21,"1-54-21","11 (11)","TC-058",21906,"Yes"
1,56,91,"1-56-91","16 (16)","TC-058",22175,"Yes"
1,62,100,"1-62-100","16 (16)","TC-054",23283,"Yes"
1,71,72,"1-71-72","27 (27)","TC-039",24155,"Yes"
1,74,10,"1-74-10","22 (22)","TC-039",24395,"Yes"
1,75,28,"1-75-28","27 (27)","TC-039",24513,"Yes"
1,80,89,"1-80-89","12 (12)","TC-051",25071,"Yes"
1,86,72,"1-86-72","26 (26)","TC-063",32749,"Yes"
1,90,53,"1-90-53","24 (24)","TC-063",38727,"Yes"
1,96,66,"1-96-66","11 (11)","TC-069",47830,"Yes"
1,105,39,"1-105-39","3 (3)","TC-076",50904,"Yes"
1,106,42,"1-106-42","32 (32)","TC-072",51604,"Yes"
1,108,91,"1-108-91","31 (31)","TC-072",52552,"Yes"
1,122,15,"1-122-15","31 (31)","TC-081",56465,"Yes"
1,126,24,"1-126-24","19 (19)","TC-081",57271,"Yes"
1,137,97,"1-137-97","25 (25)","TC-089",58555,"Yes"
1,149,86,"1-149-86","12 (12)","TC-094",61596,"Yes"
1,151,2,"1-151-2","13 (13)","TC-094",62112,"Yes"
1,152,85,"1-152-85","12 (12)","TC-094",62292,"Yes"
1,155,87,"1-155-87","13 (13)","TC-098",64593,"Yes"
1,159,73,"1-159-73","31 (31)","TC-098",66280,"Yes"
1,160,63,"1-160-63","25 (25)","TC-098",66770,"Yes"
1,165,16,"1-165-16","21 (21)","TC-105",68122,"Yes"
1,171,55,"1-171-55","21 (21)","TC-113",72473,"Yes"
1,172,89,"1-172-89","27 (27)","TC-113",73006,"Yes"
1,173,27,"1-173-27","11 (11)","TC-113",73345,"Yes"
