County,Tabulator ID,Batch,# of Ballots,Location
Custer,1,1,25,Box 1
Custer,1,2,25,Box 1
Custer,1,3,25,Box 1
Custer,1,4,25,Box 1
Custer,1,5,25,Box 1
Custer,1,6,25,Box 1
Custer,1,7,25,Box 1
Custer,1,8,25,Box 1
Custer,1,9,25,Box 1
Custer,1,10,25,Box 1
Custer,1,11,25,Box 1
Custer,1,12,25,Box 1
Custer,1,13,25,Box 1
Custer,1,14,25,Box 1
Custer,1,15,25,Box 1
Custer,1,16,25,Box 1
Custer,1,17,25,Box 1
Custer,1,18,25,Box 1
Custer,1,19,25,Box 1
Custer,1,20,25,Box 1
Custer,1,21,25,Box 1
Custer,1,22,16,Box 1
Custer,1,23,12,Box 1
Custer,1,24,25,Box 2
Custer,1,25,25,Box 2
Custer,1,26,25,Box 2
Custer,1,27,25,Box 2
Custer,1,28,25,Box 2
Custer,1,29,25,Box 2
Custer,1,30,25,Box 2
Custer,1,31,25,Box 2
Custer,1,32,25,Box 2
Custer,1,33,25,Box 2
Custer,1,34,25,Box 2
Custer,1,35,25,Box 2
Custer,1,36,25,Box 2
Custer,1,37,25,Box 2
Custer,1,38,25,Box 2
Custer,1,39,25,Box 2
Custer,1,40,25,Box 2
Custer,1,41,25,Box 2
Custer,1,42,25,Box 2
Custer,1,43,25,Box 2
Custer,1,44,21,Box 2
Custer,1,45,27,Box 2
Custer,1,46,25,Box 3
Custer,1,47,25,Box 3
Custer,1,48,25,Box 3
Custer,1,49,25,Box 3
Custer,1,50,25,Box 3
Custer,1,51,25,Box 3
Custer,1,52,25,Box 3
Custer,1,53,25,Box 3
Custer,1,54,25,Box 3
Custer,1,55,25,Box 3
Custer,1,56,25,Box 3
Custer,1,57,25,Box 3
Custer,1,58,25,Box 3
Custer,1,59,25,Box 3
Custer,1,60,25,Box 3
Custer,1,61,25,Box 3
Custer,1,62,25,Box 3
Custer,1,63,25,Box 3
Custer,1,64,25,Box 3
Custer,1,65,25,Box 3
Custer,1,66,25,Box 3
Custer,1,67,25,Box 3
Custer,1,68,25,Box 3
Custer,1,69,25,Box 3
Custer,1,70,25,Box 3
Custer,1,71,25,Box 3
Custer,1,72,25,Box 3
Custer,1,73,25,Box 3
Custer,1,74,25,Box 3
Custer,1,75,25,Box 3
Custer,1,76,25,Box 3
Custer,1,77,28,Box 3
Custer,1,78,21,Box 3
Custer,1,79,28,Box 3
