"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
3,2,6,"3-2-6","REP","1",40,"Yes"
3,3,21,"3-3-21","REP","1",66,"Yes"
3,4,7,"3-4-7","REP","1",79,"Yes"
3,5,8,"3-5-8","REP","1",107,"Yes"
3,5,22,"3-5-22","REP","1",117,"Yes"
3,8,7,"3-8-7","REP","1",187,"Yes"
3,8,10,"3-8-10","REP","1",190,"Yes"
3,8,25,"3-8-25","REP","1",199,"Yes"
3,10,16,"3-10-16","REP","1",247,"Yes"
3,10,19,"3-10-19","DEM","1",233,"Yes"
3,11,14,"3-11-14","REP","1",267,"Yes"
3,12,21,"3-12-21","REP","1",297,"Yes"
3,14,4,"3-14-4","REP","1",327,"Yes"
3,14,20,"3-14-20","REP","1",347,"Yes"
3,15,2,"3-15-2","REP","1",351,"Yes"
3,16,10,"3-16-10","REP","1",379,"Yes"
3,16,14,"3-16-14","REP","1",382,"Yes"
3,18,12,"3-18-12","REP","1",433,"Yes"
3,20,22,"3-20-22","DEM","1",486,"Yes"
3,21,17,"3-21-17","REP","1",520,"Yes"
3,21,18,"3-21-18","REP","1",521,"Yes"
3,22,6,"3-22-6","REP","1",529,"Yes"
3,23,1,"3-23-1","REP","1",566,"Yes"
3,23,9,"3-23-9","REP","1",555,"Yes"
3,23,22,"3-23-22","REP","1",573,"Yes"
3,24,1,"3-24-1","REP","1",587,"Yes"
3,27,12,"3-27-12","REP","1",668,"Yes"
3,28,14,"3-28-14","REP","1",684,"Yes"
3,29,22,"3-29-22","REP","1",710,"Yes"
3,32,11,"3-32-11","REP","1",782,"Yes"
3,32,22,"3-32-22","DEM","1",791,"Yes"
3,32,25,"3-32-25","REP","1",799,"Yes"
3,34,3,"3-34-3","REP","1",827,"Yes"
3,34,16,"3-34-16","REP","1",835,"Yes"
3,35,14,"3-35-14","REP","1",858,"Yes"
3,36,2,"3-36-2","REP","1",892,"Yes"
3,39,6,"3-39-6","REP","1",951,"Yes"
3,42,24,"3-42-24","REP","1",1048,"Yes"
3,43,9,"3-43-9","DEM","1",1054,"Yes"
3,43,13,"3-43-13","REP","1",1057,"Yes"
3,44,4,"3-44-4","DEM","1",1088,"Yes"
3,44,19,"3-44-19","REP","1",1095,"Yes"
3,44,20,"3-44-20","REP","1",1084,"Yes"
3,44,24,"3-44-24","REP","1",1098,"Yes"
3,45,10,"3-45-10","REP","1",1105,"Yes"
3,46,13,"3-46-13","REP","1",1127,"Yes"
3,48,10,"3-48-10","DEM","1",1191,"Yes"
3,49,17,"3-49-17","REP","1",1219,"Yes"
3,51,8,"3-51-8","REP","1",1264,"Yes"
3,51,17,"3-51-17","DEM","1",1253,"Yes"
3,51,20,"3-51-20","REP","1",1256,"Yes"
3,52,18,"3-52-18","REP","1",1293,"Yes"
3,53,13,"3-53-13","REP","1",1306,"Yes"
3,54,1,"3-54-1","REP","1",1323,"Yes"
3,55,22,"3-55-22","REP","1",1369,"Yes"
3,57,19,"3-57-19","REP","1",1409,"Yes"
3,59,16,"3-59-16","REP","1",1459,"No"
3,60,3,"3-60-3","REP","1",1474,"Yes"
3,61,3,"3-61-3","REP","1",1511,"Yes"
3,63,1,"3-63-1","DEM","2",1556,"Yes"
3,66,2,"3-66-2","REP","2",1621,"Yes"
3,66,12,"3-66-12","REP","2",1635,"Yes"
3,68,11,"3-68-11","REP","2",1676,"Yes"
3,74,11,"3-74-11","REP","2",1826,"Yes"
3,75,8,"3-75-8","REP","2",1851,"Yes"
3,76,17,"3-76-17","REP","2",1891,"Yes"
3,76,24,"3-76-24","REP","2",1895,"Yes"
3,77,16,"3-77-16","REP","2",1904,"Yes"
3,77,20,"3-77-20","REP","2",1919,"Yes"
3,77,21,"3-77-21","REP","2",1908,"Yes"
3,78,23,"3-78-23","REP","2",1934,"Yes"
3,80,17,"3-80-17","DEM","2",1991,"Yes"
3,83,23,"3-83-23","REP","2",2061,"Yes"
3,86,16,"3-86-16","REP","2",2142,"Yes"
3,87,14,"3-87-14","REP","2",2162,"Yes"
3,88,11,"3-88-11","DEM","2",2187,"Yes"
3,88,22,"3-88-22","REP","2",2178,"Yes"
3,89,15,"3-89-15","DEM","2",2214,"Yes"
3,90,10,"3-90-10","REP","2",2239,"Yes"
3,92,2,"3-92-2","REP","2",2271,"Yes"
3,92,3,"3-92-3","REP","2",2289,"Yes"
3,92,20,"3-92-20","REP","2",2283,"Yes"
3,93,12,"3-93-12","REP","2",2312,"Yes"
3,93,16,"3-93-16","REP","2",2315,"Yes"
3,93,20,"3-93-20","REP","2",2318,"Yes"
3,95,3,"3-95-3","REP","2",2346,"Yes"
3,100,10,"3-100-10","REP","2",2477,"Yes"
3,101,24,"3-101-24","REP","2",2506,"Yes"
3,103,16,"3-103-16","REP","2",2553,"Yes"
3,104,8,"3-104-8","REP","2",2590,"Yes"
3,104,24,"3-104-24","REP","2",2587,"Yes"
3,106,7,"3-106-7","REP","2",2624,"Yes"
3,106,15,"3-106-15","REP","2",2638,"Yes"
3,107,23,"3-107-23","REP","2",2658,"Yes"
3,110,3,"3-110-3","REP","2",2730,"Yes"
3,110,9,"3-110-9","REP","2",2732,"Yes"
3,110,24,"3-110-24","REP","2",2728,"No"
3,111,20,"3-111-20","REP","2",2753,"Yes"
3,112,6,"3-112-6","REP","2",2772,"Yes"
3,114,16,"3-114-16","REP","2",2839,"Yes"
3,118,11,"3-118-11","REP","2",2923,"Yes"
3,118,13,"3-118-13","REP","2",2924,"Yes"
3,118,23,"3-118-23","REP","2",2929,"Yes"
3,119,2,"3-119-2","REP","2",2941,"Yes"
3,120,17,"3-120-17","REP","2",2973,"Yes"
3,121,12,"3-121-12","REP","2",2998,"Yes"
3,121,19,"3-121-19","REP","2",3012,"Yes"
3,122,21,"3-122-21","REP","2",3036,"Yes"
3,124,4,"3-124-4","REP","2",3084,"Yes"
3,126,1,"3-126-1","REP","2",3115,"Yes"
3,128,9,"3-128-9","REP","2",3208,"Yes"
3,129,17,"3-129-17","REP","2",3218,"Yes"
