contest_name,choice,votes
BRUSH RURAL FIRE PROTECTION DISTRICT BALLOT ISSUE 7A,No/Against,566
BRUSH RURAL FIRE PROTECTION DISTRICT BALLOT ISSUE 7A,Yes/For,462
Byers School District No. 32J Ballot Issue 5C,No/Against,885
Byers School District No. 32J Ballot Issue 5C,Yes/For,639
Calhan School District No. RJ1 Ballot Question 5B,No/Against,1410
Calhan School District No. RJ1 Ballot Question 5B,Yes/For,516
Calhan School District RJ1 Question 5B,No/Against,87
Calhan School District RJ1 Question 5B,Yes/For,26
CANON CITY AREA METROPOLITAN RECREATION AND PARK DISTRICT ISSUE #6A OPERATING MILL LEVY,No/Against,7615
CANON CITY AREA METROPOLITAN RECREATION AND PARK DISTRICT ISSUE #6A OPERATING MILL LEVY,Yes/For,7073
CANON CITY AREA METROPOLITAN RECREATION AND PARK DISTRICT ISSUE #6B POOL DEBT FINANCING,Yes/For,7392
CANON CITY AREA METROPOLITAN RECREATION AND PARK DISTRICT ISSUE #6B POOL DEBT FINANCING,No/Against,7303
Carbon Valley Parks and Recreation District Ballot Issue 6C,No/Against,12775
Carbon Valley Parks and Recreation District Ballot Issue 6C,Yes/For,8749
Chaffee County Commissioner - District 1,Gina Lucrezi,7512
Chaffee County Commissioner - District 1,Norm Nyberg,5644
Chaffee County Commissioner - District 1,Beth Mason,839
Chaffee County Commissioner - District 2,Dave Armstrong,7540
Chaffee County Commissioner - District 2,Tom McCracken,6320
Chaffee County Court - Bull,Yes,8339
Chaffee County Court - Bull,No,2906
Cherry Creek School District No. 5 Ballot Issue 4A,Yes/For,89979
Cherry Creek School District No. 5 Ballot Issue 4A,No/Against,68555
Cherry Creek School District No. 5 Ballot Issue 4B,Yes/For,87478
Cherry Creek School District No. 5 Ballot Issue 4B,No/Against,70078
Cheyenne County Commissioner - District 1,R.J. Jolly,915
Cheyenne County Commissioner - District 3,Rick Pelton,897
Cheyenne County Coroner,Trent J. Davis,923
Cimarron Hills Fire Protection District Ballot Issue 6A,No/Against,3645
Cimarron Hills Fire Protection District Ballot Issue 6A,Yes/For,3114
City Council Member,Shawn Dalton,652
City Council Member,Ashley Sullivan,584
City Council Member,Beau Deen Waln,499
City Council Member,Melvin Gene Bittner,383
City Council Member,Gary B. Herr,267
City of Alamosa Ballot Issue 2A,No/Against,1970
City of Alamosa Ballot Issue 2A,Yes/For,1594
City of Alamosa Ballot Issue 2B,No/Against,2004
City of Alamosa Ballot Issue 2B,Yes/For,1580
City of Aspen Ballot Issue 2A: Extension of Real Estate Transfer Tax,Yes/For,2647
City of Aspen Ballot Issue 2A: Extension of Real Estate Transfer Tax,No/Against,1366
City of Aspen Ballot Issue 2B: Extension of Existing 0.45% Sales Tax Affordable Housing and Day Care,Yes/For,2964
City of Aspen Ballot Issue 2B: Extension of Existing 0.45% Sales Tax Affordable Housing and Day Care,No/Against,1150
City of Aspen Ballot Issue 2C: Imposition of a Use Tax on Motor Vehicles,Yes/For,3459
City of Aspen Ballot Issue 2C: Imposition of a Use Tax on Motor Vehicles,No/Against,593
City of Aurora Question 3A,Yes/For,86145
City of Aurora Question 3A,No/Against,65254
City of Boulder Ballot Question 2C,Yes/For,27634
City of Boulder Ballot Question 2C,No/Against,18734
City of Boulder Ballot Question 2D,Yes/For,25041
City of Boulder Ballot Question 2D,No/Against,18656
City of Boulder Ballot Question 2E,No/Against,21521
City of Boulder Ballot Question 2E,Yes/For,21457
CITY OF CANON CITY ISSUE #2A SALES AND USE TAX INCREASE FOR COMMUNITY POOL,Yes/For,4706
CITY OF CANON CITY ISSUE #2A SALES AND USE TAX INCREASE FOR COMMUNITY POOL,No/Against,4095
City of Central Alderman/City Council,Chuck Spencer,252
City of Central Alderman/City Council,Zane Plsek,211
City of Central Alderman/City Council,Dennis Denson,139
City of Cherry Hills Village Ballot Question 2A,No/Against,2109
City of Cherry Hills Village Ballot Question 2A,Yes/For,1791
City of Cherry Hills Village Ballot Question 300,No/Against,3199
City of Cherry Hills Village Ballot Question 300,Yes/For,855
City of Cherry Hills Village Balot Question 2B,No/Against,3234
City of Cherry Hills Village Balot Question 2B,Yes/For,621
City of Cherry Hills Village Councilmember District 1,Doug Robinson,2838
City of Cherry Hills Village Councilmember District 3,David Heller,2731
City of Cherry Hills Village Councilmember District 5,Karen Fisher,2718
City of Cherry Hills Village Mayor,Katy Brown,3032
City of Colorado Springs Ballot Issue 2C,Yes/For,173911
City of Colorado Springs Ballot Issue 2C,No/Against,62463
City of Colorado Springs Ballot Question 2D,No/Against,121707
City of Colorado Springs Ballot Question 2D,Yes/For,118972
City of Colorado Springs Ballot Question 300,Yes/For,130671
City of Colorado Springs Ballot Question 300,No/Against,108300
City of Craig Ballot Question 2A,Yes/For,2356
City of Craig Ballot Question 2A,No/Against,1283
City of Dacono Ballot Question 2G,Yes/For,1667
City of Dacono Ballot Question 2G,No/Against,1045
City of Dacono Ballot Question 2H,No/Against,1688
City of Dacono Ballot Question 2H,Yes/For,1184
City of Dacono Ballot Question 2I,No/Against,1423
City of Dacono Ballot Question 2I,Yes/For,1277
City of Dacono Ballot Question 2J,Yes/For,2223
City of Dacono Ballot Question 2J,No/Against,639
City of Dacono Council Members,Michelle Rogers,1663
City of Dacono Council Members,Jeff Stainbrook,1227
City of Dacono Mayor,Adam Morehead,1940
City of Dacono Mayor,Daniel J. Spagnuolo,740
City of Englewood Ballot Issue 2C,Yes/For,8637
City of Englewood Ballot Issue 2C,No/Against,8365
City of Englewood Ballot Question 301,Yes/For,13481
City of Englewood Ballot Question 301,No/Against,2902
City of Englewood Ballot Question  302,Yes/For,10879
City of Englewood Ballot Question  302,No/Against,5067
City of Evans Mayor,Mark C. Clark,4446
City of Evans Mayor,"Alicia ""Ally"" Johnson",2868
City of Evans Ward 1 Council Member,Kyle Fehr,1062
City of Evans Ward 2 Council Member,Jeffrey M. Crabtree,1421
City of Evans Ward 3 Council Member,Christopher Delaney,1957
City of Fort Collins Ballot Issue 2A,Yes/For,69959
City of Fort Collins Ballot Issue 2A,No/Against,19801
City of Fort Collins Ballot Question 2B,Yes/For,56243
City of Fort Collins Ballot Question 2B,No/Against,29334
City of Fort Collins Ballot Question 2C,Yes/For,52887
City of Fort Collins Ballot Question 2C,No/Against,29174
City of Fort Collins Ballot Question 2D,Yes/For,52762
City of Fort Collins Ballot Question 2D,No/Against,28869
City of Fort Lupton Ballot Issue 2B,No/Against,2470
City of Fort Lupton Ballot Issue 2B,Yes/For,1631
City of Fort Lupton Ballot Issue 2D,No/Against,2367
City of Fort Lupton Ballot Issue 2D,Yes/For,1713
City of Fort Lupton Ballot Question 2C,Yes/For,3073
City of Fort Lupton Ballot Question 2C,No/Against,1004
City of Fort Lupton Ballot Question 2E,Yes/For,2249
City of Fort Lupton Ballot Question 2E,No/Against,1844
City of Fort Morgan Ballot Question 2A,Yes/For,3244
City of Fort Morgan Ballot Question 2A,No/Against,552
City of Greeley Ballot Issue 2L,Yes/For,26771
City of Greeley Ballot Issue 2L,No/Against,15697
City of Greeley Ballot Issue 2M,Yes/For,28147
City of Greeley Ballot Issue 2M,No/Against,13966
City of Greeley Ballot Question 2N,Yes/For,24551
City of Greeley Ballot Question 2N,No/Against,15682
City of Greeley Ballot Question 2O,Yes/For,23004
City of Greeley Ballot Question 2O,No/Against,16692
City of Holyoke Mayor,Kevin Scott,581
City of Holyoke Mayor,Steven Lee Brown,320
City of Idaho Springs Ballot Question 2A,Yes/For,546
City of Idaho Springs Ballot Question 2A,No/Against,299
City of Lafayette Ballot Question 2A,Yes/For,9758
City of Lafayette Ballot Question 2A,No/Against,6015
City of Lakewood Ballot Issue 2A,Yes/For,51363
City of Lakewood Ballot Issue 2A,No/Against,31685
City of Leadville Ballot Issue 2B,Yes/For,795
City of Leadville Ballot Issue 2B,No/Against,712
City of Leadville Ballot Question 2A,Yes/For,855
City of Leadville Ballot Question 2A,No/Against,618
City of Littleton Ballot Issue 3B,Yes/For,13400
City of Littleton Ballot Issue 3B,No/Against,13019
City of Longmont Ballot Issue 3A,Yes/For,39778
City of Longmont Ballot Issue 3A,No/Against,13612
City of Louisville City Council Ward 1,Josh Cooperman,1752
City of Louisville City Council Ward 1,Joshua Sroge,1733
City of Loveland Ballot Issue 2E,No/Against,32599
City of Loveland Ballot Issue 2E,Yes/For,14579
City of Loveland Ballot Issue 2F,Yes/For,31253
City of Loveland Ballot Issue 2F,No/Against,16495
City of Loveland Ballot Issue 2G,Yes/For,29552
City of Loveland Ballot Issue 2G,No/Against,17822
City of Loveland Ballot Question 2H,Yes/For,28734
City of Loveland Ballot Question 2H,No/Against,18481
City of Loveland Ballot Question 2I,No/Against,26538
City of Loveland Ballot Question 2I,Yes/For,17532
City of Loveland Ballot Question 2J,No/Against,26605
City of Loveland Ballot Question 2J,Yes/For,17482
City of Montrose Ballot Issue 2A,Yes/For,5940
City of Montrose Ballot Issue 2A,No/Against,5698
City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines,Yes,23291
City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines,No,22092
City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology,No,22381
City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology,Yes,22199
City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination,Yes,23676
City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination,No,21661
City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions,No,25270
City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions,Yes,19434
City of Sterling Referred Ballot Issue 2T,Yes/For,2447
City of Sterling Referred Ballot Issue 2T,No/Against,2301
City of Thornton Question 2A,Yes/For,45995
City of Thornton Question 2A,No/Against,14609
CITY OF TRINIDAD BALLOT ISSUE 2A,Yes/For,2222
CITY OF TRINIDAD BALLOT ISSUE 2A,No/Against,1577
City of Walsenburg Ballot Question 300 - Walsenburg Trash Initiative,No/Against,1026
City of Walsenburg Ballot Question 300 - Walsenburg Trash Initiative,Yes/For,508
City of Westminster Ballot Issue 3C,No/Against,29818
City of Westminster Ballot Issue 3C,Yes/For,26237
City of Westminster Ballot Question 3D,No/Against,29737
City of Westminster Ballot Question 3D,Yes/For,24828
City of Wheat Ridge Ballot Question 2B,Yes/For,13651
City of Wheat Ridge Ballot Question 2B,No/Against,3781
City of Wheat Ridge Ballot Question 2C,Yes/For,12175
City of Wheat Ridge Ballot Question 2C,No/Against,5977
City of Woodland Park Ballot Question 2A,No/Against,2921
City of Woodland Park Ballot Question 2A,Yes/For,2143
City of Yuma Ballot Issue 2A - Levying a Lodging Tax in the City of Yuma,No/Against,617
City of Yuma Ballot Issue 2A - Levying a Lodging Tax in the City of Yuma,Yes/For,566
CLEAR CREEK COUNTY BALLOT ISSUE 1A,Yes/For,4551
CLEAR CREEK COUNTY BALLOT ISSUE 1A,No/Against,1121
Clear Creek County Commissioner - District 2,Rebecca Lloyd,3217
Clear Creek County Commissioner - District 2,Eric Ginter,2554
Clear Creek County Commissioner - District 3,Jodie S. Hartman-Ball,2887
Clear Creek County Commissioner - District 3,Robert J. Smith,2246
Clear Creek County Commissioner - District 3,Tom Harvey,665
Clear Creek County Court - Jones,Yes/For,3438
Clear Creek County Court - Jones,No/Against,1292
CLEAR CREEK COUNTY LIBRARY DISTRICT BALLOT ISSUE 6A,Yes/For,3867
CLEAR CREEK COUNTY LIBRARY DISTRICT BALLOT ISSUE 6A,No/Against,1961
Clear Creek County Sheriff,Matthew D. Harris,3840
Colorado Court of Appeals Judge - Dunn,Yes,1673500
Colorado Court of Appeals Judge - Dunn,No,765935
Colorado Court of Appeals Judge - Jones,Yes,1459753
Colorado Court of Appeals Judge - Jones,No,955848
Colorado Court of Appeals Judge - Kuhn,Yes,1621734
Colorado Court of Appeals Judge - Kuhn,No,795105
Colorado Court of Appeals Judge - Roman,Yes,1623890
Colorado Court of Appeals Judge - Roman,No,787389
Colorado Court of Appeals Judge - Schutz,Yes,1558038
Colorado Court of Appeals Judge - Schutz,No,845805
Colorado Supreme Court Justice - Berkenkotter,Yes,1684601
Colorado Supreme Court Justice - Berkenkotter,No,837317
Colorado Supreme Court Justice - Boatright,Yes,1570897
Colorado Supreme Court Justice - Boatright,No,929921
Colorado Supreme Court Justice - Marquez,Yes,1612927
Colorado Supreme Court Justice - Marquez,No,904900
Conejos County Commissioner District 1,Delfino Garcia,2154
Conejos County Commissioner District 1,Erwin Romero,1491
Conejos County Commissioner District 1,Sharleen Farmer ,419
Conejos County Commissioner District 3,Joseph Baroz,2206
Conejos County Commissioner District 3,Justin Rogers,1788
Conejos County Court - Kelly,Yes,2756
Conejos County Court - Kelly,No,935
Cortez Fire Protection District Ballot Issue 6-A,Yes/For,4021
Cortez Fire Protection District Ballot Issue 6-A,No/Against,3367
Costilla County Commissioner District 1,Robert Espinoza,1257
Costilla County Commissioner District 1,Brandy Napier,778
Costilla County Commissioner District 3,Steven Romero,1162
Costilla County Commissioner District 3,Augustine Roy Esquibel,822
Councilmember,Laura Hefta,14356
Councilmember,Todd Hendreks,14295
Councilmember,John Diak,11596
Councilmember,Mike Drennan,10635
Councilmember,Tim Lynott,9897
Councilmember,Brian Carruthers,8558
Councilmember,Abdulla Zubair,4953
County Commissioner - District 2,Perry Will,15731
County Commissioner - District 2,Caitlin Carey,13788
County Commissioner - District 3,Mike Samson,15000
County Commissioner - District 3,Steven Arauza,14228
County Court Judge - Cheyenne,Yes/For,704
County Court Judge - Cheyenne,No/Against,274
County Court Judge - Denver Blackett,Yes,189225
County Court Judge - Denver Blackett,No,56948
County Court Judge - Denver Cherry,Yes,191999
County Court Judge - Denver Cherry,No,53953
County Court Judge - Denver Faragher,Yes,191001
County Court Judge - Denver Faragher,No,54973
County Court Judge - Denver Goble,Yes,189942
County Court Judge - Denver Goble,No,55843
County Court Judge - Denver Pallares,Yes,188800
County Court Judge - Denver Pallares,No,57584
County Court Judge - Denver Rodarte,Yes,190391
County Court Judge - Denver Rodarte,No,55719
County Court Judge - Denver Rudolph,Yes,183680
County Court Judge - Denver Rudolph,No,61758
County Court Judge - Denver Schwartz,Yes,187023
County Court Judge - Denver Schwartz,No,58283
County Court Judge - Denver Simonet,Yes,191018
County Court Judge - Denver Simonet,No,54334
County Court Judge - Denver Spahn,Yes,191542
County Court Judge - Denver Spahn,No,54219
County Court Judge - Gunnison,Yes,6471
County Court Judge - Gunnison,No,1854
County Court Judge - Routt,Yes,9335
County Court Judge - Routt,No,2916
Crawford Water Conservancy District Ballot Issue 7B,Yes/For,668
Crawford Water Conservancy District Ballot Issue 7B,No/Against,182
Crowley County Commissioner - District 2,Vicki Powell,1389
Crowley County Commissioner - District 3,Terry McMillian,1317
Crowley County Commissioner - District 3,Richard Medina,350
Crystal Lakes Fire Protection District Ballot Issue 6F,Yes/For,999
Crystal Lakes Fire Protection District Ballot Issue 6F,No/Against,185
Custer County Board of County Commissioners - District 2,Paul Raymond Vogelsong,2068
Custer County Board of County Commissioners - District 2,Kevin V. Day,1217
Custer County Board of County Commissioners - District 2,Lynn Attebery,379
Custer County Board of County Commissioners - District 3,Lucas Epp,2483
Custer County Board of County Commissioners - District 3,Jordan Hedberg,1247
Delta County Commissioner - District 2,Craig Fuller,14213
Delta County Commissioner - District 3,Wendell A. Koontz,11762
Delta County Commissioner - District 3,Niko Woolf,6283
Delta County Court - Zeerip,Yes/For,8839
Delta County Court - Zeerip,No/Against,7019
Denver Ballot Issue 2Q,Yes/For,187976
Denver Ballot Issue 2Q,No/Against,149573
Denver Ballot Issue 2R,No/Against,170469
Denver Ballot Issue 2R,Yes/For,166763
Denver Downtown Development Authority Ballot Issue 6A,Yes/For,1161
Denver Downtown Development Authority Ballot Issue 6A,No/Against,338
Denver Initiated Ordinance 308,No/Against,191898
Denver Initiated Ordinance 308,Yes/For,141357
Denver Initiated Ordinance 309,No/Against,211655
Denver Initiated Ordinance 309,Yes/For,120342
Denver Public Schools Ballot Issue 4A,Yes/For,254078
Denver Public Schools Ballot Issue 4A,No/Against,84332
Denver Referred Question 2S,Yes/For,206032
Denver Referred Question 2S,No/Against,108944
Denver Referred Question 2T,Yes/For,168037
Denver Referred Question 2T,No/Against,163458
Denver Referred Question 2U,Yes/For,200935
Denver Referred Question 2U,No/Against,108876
Denver Referred Question 2V,Yes/For,197669
Denver Referred Question 2V,No/Against,103383
Denver Referred Question 2W,Yes/For,190734
Denver Referred Question 2W,No/Against,122067
District Attorney - 10th Judicial District,Kala Beauvais,45957
District Attorney - 10th Judicial District,Kyle S. Aber,35773
District Attorney - 11th Judicial District,Jeffrey D. Lindsey,38310
District Attorney - 12th Judicial District,Anne Kelly,16338
District Attorney - 13th Judicial District,Travis Sides,29913
District Attorney - 14th Judicial District,Matthew Karzen,18830
District Attorney - 15th Judicial District,Andrew J. Hayden,6932
District Attorney - 16th Judicial District,James R. Bullock,9477
District Attorney - 17th Judicial District,Brian Mason,168860
District Attorney - 18th Judicial District,Amy Padden,175078
District Attorney - 18th Judicial District,Carol Chambers,128368
District Attorney - 19th Judicial District,Michael J. Rourke,123912
District Attorney - 1st Judicial District,Alexis King,231172
District Attorney - 20th Judicial District,Michael T. Dougherty,145758
District Attorney - 21st Judicial District,Dan Rubinstein,68057
District Attorney - 22nd Judicial District,Jeremy E. Reed,10436
District Attorney - 22nd Judicial District,Christian A. Hatfield,5131
District Attorney - 23rd Judicial District,George Brauchler,154459
District Attorney - 23rd Judicial District,Karen Breslin,95222
District Attorney - 2nd Judicial District ,John Walsh,265110
District Attorney - 3rd Judicial District,Nicholas J. Dale,6508
District Attorney - 4th Judicial District,Michael J. Allen,228027
District Attorney - 4th Judicial District,Jeremy Dowell,144078
District Attorney - 5th Judicial District,Heidi McCollum,34386
District Attorney - 6th Judicial District,Sean Murray,26717
District Attorney - 7th Judicial District,Seth Ryan,41216
District Attorney - 8th Judicial District,Gordon McLaughlin,100879
District Attorney - 8th Judicial District,Dawn Lynn Downs,98574
District Attorney - 9th Judicial District,Ben Sollars,26281
District Court Judge - 10th Judicial District - O'Shea,Yes,46030
District Court Judge - 10th Judicial District - O'Shea,No,28379
District Court Judge - 11th Judicial District - Turner,Yes,25239
District Court Judge - 11th Judicial District - Turner,No,19197
District Court Judge - 12th Judicial District - Cortez,Yes,14039
District Court Judge - 12th Judicial District - Cortez,No,6025
District Court Judge - 13th Judicial District - Haenlein,Yes,17407
District Court Judge - 13th Judicial District - Haenlein,No,13301
District Court Judge - 13th Judicial District - James,Yes,17403
District Court Judge - 13th Judicial District - James,No,13400
District Court Judge - 13th Judicial District - McGuire,Yes,18720
District Court Judge - 13th Judicial District - McGuire,No,12513
District Court Judge - 15th Judicial District - Davidson,Yes,4989
District Court Judge - 15th Judicial District - Davidson,No,2601
District Court Judge - 16th Judicial District - Vigil,Yes,7866
District Court Judge - 16th Judicial District - Vigil,No,3413
District Court Judge - 17th Judicial District - Holbrook,Yes,141652
District Court Judge - 17th Judicial District - Holbrook,No,73957
District Court Judge - 17th Judicial District - Martin,Yes,136026
District Court Judge - 17th Judicial District - Martin,No,78457
District Court Judge - 17th Judicial District - Vasquez,Yes,142567
District Court Judge - 17th Judicial District - Vasquez,No,71716
District Court Judge - 18th Judicial District - Figa,Yes,285355
District Court Judge - 18th Judicial District - Figa,No,157893
District Court Judge - 18th Judicial District - Leutwyler,Yes,283225
District Court Judge - 18th Judicial District - Leutwyler,No,159241
District Court Judge - 18th Judicial District - Lung,Yes,295331
District Court Judge - 18th Judicial District - Lung,No,146548
District Court Judge - 18th Judicial District - McLean,Yes,305664
District Court Judge - 18th Judicial District - McLean,No,136968
District Court Judge - 18th Judicial District - Toussaint,Yes,292056
District Court Judge - 18th Judicial District - Toussaint,No,148338
District Court Judge - 18th Judicial District - Whitaker,Yes,297821
District Court Judge - 18th Judicial District - Whitaker,No,142667
District Court Judge - 18th Judicial District - Whitfield,Yes,250136
District Court Judge - 18th Judicial District - Whitfield,No,188374
District Court Judge - 19th Judicial District - Crowther,Yes,75911
District Court Judge - 19th Judicial District - Crowther,No,60300
District Court Judge - 19th Judicial District - Esser,Yes,85424
District Court Judge - 19th Judicial District - Esser,No,50985
District Court Judge - 19th Judicial District - Taylor,Yes,86297
District Court Judge - 19th Judicial District - Taylor,No,48910
District Court Judge - 1st Judicial District - Carrithers,Yes,179542
District Court Judge - 1st Judicial District - Carrithers,No,87478
District Court Judge - 1st Judicial District - Hunt,Yes,184360
District Court Judge - 1st Judicial District - Hunt,No,81907
District Court Judge - 20th Judicial District - Collins,Yes,107358
District Court Judge - 20th Judicial District - Collins,No,28108
District Court Judge - 20th Judicial District - Gunning,Yes,107688
District Court Judge - 20th Judicial District - Gunning,No,27008
District Court Judge - 20th Judicial District - Lindsey,Yes,106320
District Court Judge - 20th Judicial District - Lindsey,No,28731
District Court Judge - 20th Judicial District - Mulvahill,Yes,102903
District Court Judge - 20th Judicial District - Mulvahill,No,31518
District Court Judge - 22nd Judicial District - Plewe,Yes,9920
District Court Judge - 22nd Judicial District - Plewe,No,4081
District Court Judge - 2nd Judicial District Bailey,Yes,198081
District Court Judge - 2nd Judicial District Bailey,No,58188
District Court Judge - 2nd Judicial District Espinosa,Yes,197878
District Court Judge - 2nd Judicial District Espinosa,No,59093
District Court Judge - 2nd Judicial District Grant,Yes,191036
District Court Judge - 2nd Judicial District Grant,No,64001
