County,Tabulator,Batch,# of Ballots,Location
Delta,102,1,50,1
Delta,102,2,50,1
Delta,102,3,50,1
Delta,102,4,50,1
Delta,102,5,49,1
Delta,102,6,50,1
Delta,102,7,49,1
Delta,102,8,50,1
Delta,102,9,50,1
Delta,102,10,50,1
Delta,102,11,50,1
Delta,102,12,50,1
Delta,102,13,50,1
Delta,102,14,50,1
Delta,102,15,49,1
Delta,102,16,50,1
Delta,102,17,50,1
Delta,102,18,50,1
Delta,102,19,35,1
Delta,102,20,48,1
Delta,102,21,50,1
Delta,102,22,48,1
Delta,102,23,50,1
Delta,102,24,50,1
Delta,102,25,50,1
Delta,102,26,50,1
Delta,102,27,46,1
Delta,102,28,50,1
Delta,102,29,50,1
Delta,102,30,49,1
Delta,102,31,51,1
Delta,102,32,50,1
Delta,102,33,49,1
Delta,102,34,49,1
Delta,102,35,50,1
Delta,102,36,49,2
Delta,102,37,50,2
Delta,102,38,49,2
Delta,102,39,50,2
Delta,102,40,50,2
Delta,102,41,50,2
Delta,102,42,49,2
Delta,102,43,49,2
Delta,102,44,51,2
Delta,102,45,50,2
Delta,102,46,50,2
Delta,102,47,50,2
Delta,102,48,49,2
Delta,102,49,50,2
Delta,102,50,49,2
Delta,102,51,48,2
Delta,102,52,50,2
Delta,102,53,50,2
Delta,102,54,48,2
Delta,102,55,50,2
Delta,102,56,51,2
Delta,102,57,50,2
Delta,102,58,50,2
Delta,102,59,49,2
Delta,102,60,49,2
Delta,102,61,50,2
Delta,102,62,49,2
Delta,102,63,50,2
Delta,102,64,50,2
Delta,102,65,49,2
Delta,102,66,50,2
Delta,102,67,49,2
Delta,102,68,50,2
Delta,102,69,50,3
Delta,102,70,49,3
Delta,102,71,49,3
Delta,102,72,49,3
Delta,102,73,50,3
Delta,102,74,50,3
Delta,102,75,50,3
Delta,102,76,50,3
Delta,102,77,50,3
Delta,102,78,50,3
Delta,102,79,50,3
Delta,102,80,41,3
Delta,102,81,50,3
Delta,102,82,50,3
Delta,102,83,50,3
Delta,102,84,50,3
Delta,102,85,50,3
Delta,102,86,45,3
Delta,102,87,50,3
Delta,102,88,50,3
Delta,102,89,49,3
Delta,102,90,50,3
Delta,102,91,50,3
Delta,102,92,50,3
Delta,102,93,50,3
Delta,102,94,50,3
Delta,102,95,49,3
Delta,102,96,50,3
Delta,102,97,49,3
Delta,102,98,50,3
Delta,102,99,50,3
Delta,102,100,50,3
Delta,102,101,50,3
Delta,102,102,50,3
Delta,102,103,50,3
Delta,102,104,50,4
Delta,102,105,49,4
Delta,102,106,50,4
Delta,102,107,50,4
Delta,102,108,50,4
Delta,102,109,50,4
Delta,102,110,50,4
Delta,102,111,50,4
Delta,102,112,50,4
Delta,102,113,50,4
Delta,102,114,49,4
Delta,102,115,50,4
Delta,102,116,50,4
Delta,102,117,49,4
Delta,102,118,50,4
Delta,102,119,50,4
Delta,102,120,50,4
Delta,102,121,51,4
Delta,102,122,50,4
Delta,102,123,50,4
Delta,102,124,50,4
Delta,102,125,49,4
Delta,102,126,50,4
Delta,102,127,50,4
Delta,102,128,50,4
Delta,102,129,50,4
Delta,102,130,80,4
Delta,102,131,50,4
Delta,102,132,50,4
Delta,102,133,49,4
Delta,102,134,50,4
Delta,102,135,51,4
