contest_name,audit_reason,random_audit_status,winners_allowed,ballot_card_count,contest_ballot_card_count,winners,min_margin,risk_limit,audited_sample_count,two_vote_over_count,one_vote_over_count,zero_discrepancy_count,one_vote_under_count,two_vote_under_count,disagreement_count,gamma,overstatements,optimistic_samples_to_audit,estimated_samples_to_audit
Colorado Mountain College Board of Trustees - District 7,opportunistic_benefits,not_auditable,1,85409,62464,"""Nico Brown""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Colorado Springs School District 11 Board of Directors - 4 Year Term,opportunistic_benefits,in_progress,3,189228,60966,"""LeAnn Baca Bartlett"",""Michelle Ruehl"",""Charles Johnson""",63,0.03000000,0,0,0,0,0,0,0,1.03905000,0,21888,21888
Colorado's Timber Ridge Metropolitan District Ballot Question 6A,opportunistic_benefits,in_progress,1,4699,96,"""Yes/For""",41,0.03000000,0,0,0,0,0,0,0,1.03905000,0,836,836
Conejos - Proposition LL (Statutory),county_wide_contest,in_progress,1,2055,2055,"""Yes/For""",565,0.03000000,0,0,0,0,0,0,0,1.03905000,0,27,27
Confluence Early Childhood Development Service District Ballot Issue 7A,opportunistic_benefits,in_progress,1,38933,24959,"""Yes""",1854,0.03000000,0,0,0,0,0,0,0,1.03905000,0,154,154
Confluence Early Childhood Development Service District Board of Directors - District 1,opportunistic_benefits,in_progress,1,16400,3857,"""Amy Shipley""",430,0.03000000,0,0,0,0,0,0,0,1.03905000,0,278,278
Confluence Early Childhood Development Service District Board of Directors - District 2,opportunistic_benefits,in_progress,1,16400,4929,"""Paul Stanley""",37,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3230,3230
Confluence Early Childhood Development Service District Board of Directors - District 3,opportunistic_benefits,not_auditable,1,16400,5322,"""Adley Larimer""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Confluence Early Childhood Development Service District Board of Directors - District 4,opportunistic_benefits,in_progress,1,38933,5932,"""Carolynne Kraemer""",805,0.03000000,0,0,0,0,0,0,0,1.03905000,0,353,353
Confluence Early Childhood Development Service District Board of Directors - District 5,opportunistic_benefits,not_auditable,1,6134,4919,"""Stefan Reveal""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Cortez Cemetery District Ballot Issue 6A,county_wide_contest,in_progress,1,8403,4216,"""No/Against""",734,0.03000000,0,0,0,0,0,0,0,1.03905000,0,84,84
Costilla County Ambulance District Ballot Issue 5A,opportunistic_benefits,in_progress,1,1168,1168,"""No/Against""",48,0.03000000,0,0,0,0,0,0,0,1.03905000,0,178,178
Costilla County Ambulance District Ballot Issue 5B,opportunistic_benefits,in_progress,1,1168,1168,"""No/Against""",120,0.03000000,0,0,0,0,0,0,0,1.03905000,0,71,71
Costilla County Referred Measure 1A,county_wide_contest,in_progress,1,1168,1168,"""No/Against""",709,0.03000000,0,0,0,0,0,0,0,1.03905000,0,13,13
Council Member - At Large,opportunistic_benefits,in_progress,3,4561,2608,"""Tim Peters"",""Carmela Vanore"",""Dan Ruscetti""",157,0.03000000,0,0,0,0,0,0,0,1.03905000,0,212,212
Country Club Drive 6D,opportunistic_benefits,in_progress,1,131608,1,"""YES/FOR""",1,0.03000000,0,0,0,0,0,0,0,1.03905000,0,959025,959025
County Commissioner District 1 - Recall Scott Mijares,county_wide_contest,in_progress,1,16790,16741,"""Yes/For""",659,0.03000000,0,0,0,0,0,0,0,1.03905000,0,186,186
Cripple Creek-Victor School District RE-1 Ballot Issue 4A,opportunistic_benefits,in_progress,1,10151,1765,"""Yes/For""",404,0.03000000,0,0,0,0,0,0,0,1.03905000,0,184,184
Cripple Creek-Victor School District RE-1 Board of Directors - At-large,opportunistic_benefits,not_auditable,3,10151,1765,"""Kasie Hilfers"",""Donna Brazill"",""Amanda Marie Young""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
CROWLEY COUNTY SCHOOL DISTRICT RE 1-J BALLOT ISSUE 5A :  BONDS,opportunistic_benefits,in_progress,1,1411,23,"""No/Against""",16,0.03000000,0,0,0,0,0,0,0,1.03905000,0,643,643
Crowley County School District RE 1-J Board of Directors - 4 Year Term,opportunistic_benefits,not_auditable,4,2447,989,"""James C. Watkins"",""Jordan King"",""Kaci L. Mason"",""Martin M. Martinez Jr""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Crowley - CROWLEY COUNTY SCHOOL DISTRICT RE 1-J BALLOT ISSUE 5A :  BONDS,county_wide_contest,in_progress,1,1036,966,"""No/Against""",186,0.03000000,0,0,0,0,0,0,0,1.03905000,0,41,41
Custer County Ballot Issue 1A,county_wide_contest,in_progress,1,2291,2291,"""No/Against""",753,0.03000000,0,0,0,0,0,0,0,1.03905000,0,23,23
DEER MOUNTAIN FIRE PROTECTION DISTRICT ISSUE 6A: MILL LEVY INCREASE,opportunistic_benefits,in_progress,1,14829,1285,"""NO/AGAINST""",5,0.03000000,0,0,0,0,0,0,0,1.03905000,0,21612,21612
Deer Trail Rural Fire Protection District Ballot Issue 7B,opportunistic_benefits,in_progress,1,292285,449,"""No/Against""",90,0.03000000,0,0,0,0,0,0,0,1.03905000,0,23666,23666
Denver Public Schools Director At-Large,county_wide_contest,in_progress,1,385029,192662,"""Amy Klein Molk""",19094,0.03000000,0,0,0,0,0,0,0,1.03905000,0,147,147
Denver Public Schools Director District 2,opportunistic_benefits,in_progress,1,385029,29396,"""Xochitl Gaytan""",4881,0.03000000,0,0,0,0,0,0,0,1.03905000,0,575,575
Denver Public Schools Director District 3,opportunistic_benefits,in_progress,1,385029,47415,"""Donald ""DJ"" Torres""",3993,0.03000000,0,0,0,0,0,0,0,1.03905000,0,703,703
Denver Public Schools Director District 4,opportunistic_benefits,in_progress,1,385029,33110,"""Monica Hunter""",4093,0.03000000,0,0,0,0,0,0,0,1.03905000,0,686,686
Director for Montrose County Board of Education - District A,opportunistic_benefits,in_progress,1,25816,15974,"""Neisha Balleck""",2061,0.03000000,0,0,0,0,0,0,0,1.03905000,0,92,92
Director for Montrose County Board of Education - District C,opportunistic_benefits,in_progress,1,25816,15974,"""Scott Scarborough""",1168,0.03000000,0,0,0,0,0,0,0,1.03905000,0,162,162
Director for Montrose County Board of Education - District E,opportunistic_benefits,in_progress,1,25816,15974,"""Tiffany Vincent""",2803,0.03000000,0,0,0,0,0,0,0,1.03905000,0,68,68
Director for Montrose County Board of Education - District G,opportunistic_benefits,in_progress,1,25816,15974,"""Shane Daly""",1701,0.03000000,0,0,0,0,0,0,0,1.03905000,0,111,111
Director for the Delta County Board of Education - District 1,opportunistic_benefits,in_progress,1,34275,11197,"""Sheldon Kier""",908,0.03000000,0,0,0,0,0,0,0,1.03905000,0,276,276
Director for the Delta County Board of Education - District 5,opportunistic_benefits,in_progress,1,34275,11197,"""Adena Kreutz""",987,0.03000000,0,0,0,0,0,0,0,1.03905000,0,254,254
Dolores County School District RE-2J Board of Directors - District A,opportunistic_benefits,not_auditable,1,3784,709,"""Jason Gray""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Dolores County School District RE-2J Board of Directors - District B,opportunistic_benefits,in_progress,1,3017,39,"""Donella Fury""",5,0.03000000,0,0,0,0,0,0,0,1.03905000,0,4397,4397
Dolores County School District RE-2J Board of Directors - District E,opportunistic_benefits,not_auditable,1,3784,709,"""Denny Beanland""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
 Dolores - Dolores County School District RE-2J Board of Directors - District B,county_wide_contest,in_progress,1,767,670,"""Donella Fury""",123,0.03000000,0,0,0,0,0,0,0,1.03905000,0,46,46
"Douglas County School Board Director, District B",opportunistic_benefits,in_progress,1,11515,1076,"""Matthew Smith""",295,0.03000000,0,0,0,0,0,0,0,1.03905000,0,285,285
"Douglas County School Board Director, District D",opportunistic_benefits,in_progress,1,11515,1076,"""Keaton Gambill""",227,0.03000000,0,0,0,0,0,0,0,1.03905000,0,370,370
"Douglas County School Board Director, District E",opportunistic_benefits,in_progress,1,11515,1076,"""Deborah Kramer""",256,0.03000000,0,0,0,0,0,0,0,1.03905000,0,328,328
"Douglas County School Board Director, District G",opportunistic_benefits,in_progress,1,11515,1076,"""Stephen Vail""",256,0.03000000,0,0,0,0,0,0,0,1.03905000,0,328,328
"Douglas - Douglas County School Board Director, District B",county_wide_contest,in_progress,1,131608,131595,"""Kyrzia Parker""",3754,0.03000000,0,0,0,0,0,0,0,1.03905000,0,256,256
"Douglas - Douglas County School Board Director, District D",county_wide_contest,in_progress,1,131608,131595,"""Tony Ryan""",8258,0.03000000,0,0,0,0,0,0,0,1.03905000,0,117,117
"Douglas - Douglas County School Board Director, District E",county_wide_contest,in_progress,1,131608,131595,"""Clark Callahan""",7196,0.03000000,0,0,0,0,0,0,0,1.03905000,0,134,134
"Douglas - Douglas County School Board Director, District G",county_wide_contest,in_progress,1,131608,131595,"""Kelly Denzler""",8197,0.03000000,0,0,0,0,0,0,0,1.03905000,0,117,117
Durango Fire Protection District Ballot Issue 7A,opportunistic_benefits,in_progress,1,22019,8489,"""Yes/For""",241,0.03000000,0,0,0,0,0,0,0,1.03905000,0,666,666
Durango Hills Road Improvement District No. 1 Ballot Issue 6A,opportunistic_benefits,in_progress,1,22019,119,"""Yes/For""",83,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1934,1934
"Durango School District 9-R Board of Director, District A",opportunistic_benefits,in_progress,1,22019,16650,"""Erika Brown""",7131,0.03000000,0,0,0,0,0,0,0,1.03905000,0,23,23
"Durango School District 9-R Board of Director, District C",opportunistic_benefits,in_progress,1,22019,16650,"""Rick Petersen""",6342,0.03000000,0,0,0,0,0,0,0,1.03905000,0,26,26
"Durango School District 9-R Board of Director, District E",opportunistic_benefits,in_progress,1,22019,16650,"""Andrea Parmenter""",6258,0.03000000,0,0,0,0,0,0,0,1.03905000,0,26,26
Eagle County Ballot Issue 1A,opportunistic_benefits,in_progress,1,16399,8372,"""Yes/For""",82,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1458,1458
Eagle River Water And Sanitation District Ballot Issue 6A,opportunistic_benefits,in_progress,1,16399,7823,"""Yes/For""",3053,0.03000000,0,0,0,0,0,0,0,1.03905000,0,40,40
East Grand School District No. 2 Director - District 1,opportunistic_benefits,not_auditable,1,6627,4848,"""Thomas Schnellinger""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
East Grand School District No. 2 Director - District 2,opportunistic_benefits,not_auditable,1,6627,4848,"""Christopher Raines""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
East Grand School District No. 2 Director - District 3,county_wide_contest,in_progress,1,6627,4848,"""Karissa Gagnon""",874,0.03000000,0,0,0,0,0,0,0,1.03905000,0,56,56
East Grand School District No. 2 Director - District 6,opportunistic_benefits,not_auditable,1,6627,4848,"""David Hickam""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
East Otero School District R-1 School Board Member At Large,opportunistic_benefits,in_progress,3,5173,2112,"""Rodney Bickel"",""Gregory Kolomitz"",""Cameron J. Salzbrenner""",7,0.03000000,0,0,0,0,0,0,0,1.03905000,0,5386,5386
Elbert County Ballot Question 1A,opportunistic_benefits,in_progress,1,11515,11515,"""YES/FOR""",5261,0.03000000,0,0,0,0,0,0,0,1.03905000,0,16,16
Elbert County Ballot Question 1B,opportunistic_benefits,in_progress,1,11515,11515,"""YES/FOR""",5455,0.03000000,0,0,0,0,0,0,0,1.03905000,0,16,16
Elizabeth School Board Education Director - 4 Year Term,county_wide_contest,in_progress,3,11515,7338,"""Nicole Hunt"",""Mary Powell"",""David Fletcher""",1712,0.03000000,0,0,0,0,0,0,0,1.03905000,0,50,50
Ellicott School District 22 Board of Directors - 4 Year Term,opportunistic_benefits,in_progress,3,189228,1279,"""Clinton Schubert"",""Amy Bautista"",""Michael Ferguson""",30,0.03000000,0,0,0,0,0,0,0,1.03905000,0,45964,45964
El Paso County Colorado School District 49 Director District 1 - 4 Year Term,opportunistic_benefits,in_progress,1,189228,5523,"""Holly Withers""",17,0.03000000,0,0,0,0,0,0,0,1.03905000,0,81112,81112
El Paso County Colorado School District 49 Director District 4 - 4 Year Term,opportunistic_benefits,in_progress,1,189228,4712,"""Lori Thompson""",60,0.03000000,0,0,0,0,0,0,0,1.03905000,0,22982,22982
El Paso County Commissioner - District 5 - REP,opportunistic_benefits,in_progress,1,189228,18590,"""Lauren Nelson""",5753,0.03000000,0,0,0,0,0,0,0,1.03905000,0,240,240
Englewood School District School Board Director,opportunistic_benefits,in_progress,3,174299,8348,"""Janee McConnell"",""Erica Elvove"",""Anna Whistler""",880,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1444,1444
Evans Fire Protection District Ballot Issue 6A,opportunistic_benefits,in_progress,1,80475,3533,"""Yes/For""",667,0.03000000,0,0,0,0,0,0,0,1.03905000,0,880,880
Florissant Fire Protection District Ballot Issue 6A,opportunistic_benefits,in_progress,1,10151,1789,"""No/Against""",232,0.03000000,0,0,0,0,0,0,0,1.03905000,0,319,319
Frenchman RE-3 School District Board of Directors,opportunistic_benefits,in_progress,4,6091,383,"""Susanne Workman"",""Dave Etl"",""Kamie Lambrecht"",""Jeffery Harms""",9,0.03000000,0,0,0,0,0,0,0,1.03905000,0,4932,4932
Garfield School RE-2 Dist A,opportunistic_benefits,in_progress,1,16400,6052,"""Megan Heil""",243,0.03000000,0,0,0,0,0,0,0,1.03905000,0,492,492
Garfield School RE-2 District E,opportunistic_benefits,not_auditable,1,16400,6052,"""Steven Beaulieu""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Gilpin County RE-1 School District Director At Large (2 years),opportunistic_benefits,in_progress,1,2532,1381,"""Jill Peterson""",219,0.03000000,0,0,0,0,0,0,0,1.03905000,0,85,85
Gilpin County RE-1 School District Director At Large (4 years),opportunistic_benefits,in_progress,2,2532,1381,"""Victoria Edwards"",""Kirsten Goodlett""",150,0.03000000,0,0,0,0,0,0,0,1.03905000,0,124,124
Glade Park Fire Protection District 2 year term,opportunistic_benefits,not_auditable,2,52437,650,"""Jeremy Edward Carns"",""Andy Jack Hanks""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Glade Park Fire Protection District 4 year term,opportunistic_benefits,not_auditable,3,52437,650,"""David F. Brach"",""Charles R. Novinski"",""Lance Kramer""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Granada School District RE-1 Director - District A - Four Year Term,opportunistic_benefits,not_auditable,1,2665,191,"""Elizabeth Hainer""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Granada School District RE-1 Director - District C - Four Year Term,opportunistic_benefits,in_progress,1,2665,191,"""Andria W. Riddle""",50,0.03000000,0,0,0,0,0,0,0,1.03905000,0,389,389
Granada School District RE-1 Director - District D - Two Year Term,opportunistic_benefits,not_auditable,1,2665,191,"""Janet Alvarado Cano""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Grand Lake Fire Protection District Ballot Issue 6A,opportunistic_benefits,in_progress,1,6627,1623,"""Yes/For""",152,0.03000000,0,0,0,0,0,0,0,1.03905000,0,318,318
Grand River Hospital District 7B,county_wide_contest,in_progress,1,16400,5740,"""Yes""",631,0.03000000,0,0,0,0,0,0,0,1.03905000,0,190,190
Gunnison County Fire Protection District Ballot Issue 7A,opportunistic_benefits,in_progress,1,8116,2390,"""No/Against""",341,0.03000000,0,0,0,0,0,0,0,1.03905000,0,174,174
Hanover Fire Protection District Ballot Issue 7A,opportunistic_benefits,in_progress,1,232811,440,"""No/Against""",39,0.03000000,0,0,0,0,0,0,0,1.03905000,0,43500,43500
Hanover Fire Protection District Ballot Issue 7B,opportunistic_benefits,in_progress,1,232811,440,"""Yes/For""",101,0.03000000,0,0,0,0,0,0,0,1.03905000,0,16797,16797
Haxtun School District RE-2J Board of Directors,opportunistic_benefits,not_auditable,2,10977,539,"""Christi Anne Gibson"",""Amy Kilgour""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Haxtun School District RE-2J Referred Ballot Issue 5A,opportunistic_benefits,in_progress,1,10977,539,"""Yes/For""",176,0.03000000,0,0,0,0,0,0,0,1.03905000,0,455,455
Hayden School District RE1 Director - At Large,opportunistic_benefits,in_progress,2,10308,856,"""Ericka Lucas"",""Tharles Da Silva""",121,0.03000000,0,0,0,0,0,0,0,1.03905000,0,621,621
Hinsdale County Advisory Ballot Question 1B,opportunistic_benefits,in_progress,1,511,504,"""Yes/For""",22,0.03000000,0,0,0,0,0,0,0,1.03905000,0,170,170
HINSDALE COUNTY BALLOT ISSUE 1A,county_wide_contest,in_progress,1,511,504,"""Yes/For""",250,0.03000000,0,0,0,0,0,0,0,1.03905000,0,15,15
Hudson Fire Protection District Ballot Issue 6B,opportunistic_benefits,in_progress,1,80475,1896,"""Yes/For""",273,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2149,2149
Huerfano RE-1 School District School Board Director (4 year term),opportunistic_benefits,in_progress,3,2687,1916,"""Marcy R. Freeburg"",""Alyssa Sandoval"",""Debra Sporleder""",36,0.03000000,0,0,0,0,0,0,0,1.03905000,0,544,544
Hygiene Fire Protection District Ballot Issue 6A,opportunistic_benefits,in_progress,1,121584,1264,"""Yes/For""",366,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2421,2421
Ignacio School District 11JT Board of Directors,opportunistic_benefits,in_progress,2,26718,1605,"""Leila C. Baker"",""James P. Bulwan""",214,0.03000000,0,0,0,0,0,0,0,1.03905000,0,910,910
Jefferson-Como Fire Protection District Ballot Issue 6B - Property Tax Limit Waiver,opportunistic_benefits,in_progress,1,7394,1545,"""No/Against""",422,0.03000000,0,0,0,0,0,0,0,1.03905000,0,128,128
Jefferson County R-1 School District Director District 1,opportunistic_benefits,in_progress,1,199921,199828,"""Denine Echevarria""",47290,0.03000000,0,0,0,0,0,0,0,1.03905000,0,31,31
Jefferson County R-1 School District Director District 2,opportunistic_benefits,in_progress,1,199921,199828,"""Peter Gibbins""",59641,0.03000000,0,0,0,0,0,0,0,1.03905000,0,25,25
Jefferson County R-1 School District Director District 5,opportunistic_benefits,in_progress,1,199921,199828,"""Tina Moeinian""",16156,0.03000000,0,0,0,0,0,0,0,1.03905000,0,91,91
Jefferson County School District R-1 Director District 1,opportunistic_benefits,in_progress,1,29678,2088,"""Denine Echevarria""",613,0.03000000,0,0,0,0,0,0,0,1.03905000,0,353,353
Jefferson County School District R-1 Director District 2,opportunistic_benefits,in_progress,1,29678,2088,"""Peter Gibbins""",576,0.03000000,0,0,0,0,0,0,0,1.03905000,0,376,376
Jefferson County School District R-1 Director District 5,opportunistic_benefits,in_progress,1,29678,2088,"""Tina Moeinian""",168,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1288,1288
Julesburg RE-1 School District Director - 2 Year Term,opportunistic_benefits,in_progress,2,796,546,"""Kaleb Ray Lanckriet"",""Annie Josephine Lovenburg""",29,0.03000000,0,0,0,0,0,0,0,1.03905000,0,201,201
Julesburg RE-1 School District Director - 4 Year Term,opportunistic_benefits,in_progress,3,796,546,"""Dawn Westerbuhr"",""Natalie Miller"",""Elyshia Renee Harris""",1,0.03000000,0,0,0,0,0,0,0,1.03905000,0,5801,5801
Kiowa County Ballot Issue 1A,opportunistic_benefits,in_progress,1,505,505,"""No/Against""",1,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3680,3680
Kiowa - Proposition LL (Statutory),county_wide_contest,in_progress,1,505,505,"""No/Against""",165,0.03000000,0,0,0,0,0,0,0,1.03905000,0,23,23
Kiowa School C-2 Board Education Director - 4 Year Term,opportunistic_benefits,in_progress,2,11515,1515,"""Donald Gabehart"",""Tanner Carpenter""",99,0.03000000,0,0,0,0,0,0,0,1.03905000,0,848,848
Kiowa School District C-2 Ballot Issue 4A,opportunistic_benefits,in_progress,1,11515,1515,"""NO/AGAINST""",55,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1526,1526
La Junta Council Member at Large (Mayor),opportunistic_benefits,not_auditable,1,5173,1677,"""Joseph Ayala""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
La Junta Council Member Ward 1,opportunistic_benefits,not_auditable,1,5173,366,"""Damon R. Ramirez""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
La Junta Council Member Ward 2,opportunistic_benefits,not_auditable,1,5173,610,"""Carly Johnson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
La Junta Council Member Ward 3,opportunistic_benefits,in_progress,1,5173,701,"""Lisa A. Pantoya""",96,0.03000000,0,0,0,0,0,0,0,1.03905000,0,393,393
Lake City Area Fire Protection District Ballot Issue 6A,opportunistic_benefits,in_progress,1,511,448,"""Yes/For""",190,0.03000000,0,0,0,0,0,0,0,1.03905000,0,20,20
Lake George Fire Protection District Ballot Issue 6A,opportunistic_benefits,in_progress,1,7394,511,"""Yes/For""",44,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1225,1225
La Plata County Ballot Issue 1A,county_wide_contest,in_progress,1,22019,21654,"""Yes/For""",2639,0.03000000,0,0,0,0,0,0,0,1.03905000,0,61,61
Larimer County Ballot Issue 1A,county_wide_contest,in_progress,1,191186,134140,"""No/Against""",6859,0.03000000,0,0,0,0,0,0,0,1.03905000,0,204,204
Larimer County Ballot Issue 1B,opportunistic_benefits,in_progress,1,191186,134140,"""Yes/For""",3718,0.03000000,0,0,0,0,0,0,0,1.03905000,0,375,375
Larimer County Nedrah Acres Public Improvement District No. 77 Ballot Issue 6B,opportunistic_benefits,in_progress,1,191186,107,"""Yes/For""",50,0.03000000,0,0,0,0,0,0,0,1.03905000,0,27864,27864
Larimer County Rolling Hills Public Improvement District No. 78 Ballot Issue 6C,opportunistic_benefits,in_progress,1,191186,97,"""No/Against""",31,0.03000000,0,0,0,0,0,0,0,1.03905000,0,44941,44941
Larimer County Thunder Mountain Public Improvement District No. 76 Ballot Issue 6A,opportunistic_benefits,in_progress,1,191186,45,"""Yes/For""",15,0.03000000,0,0,0,0,0,0,0,1.03905000,0,92878,92878
La Veta Fire Protection Issue 600,opportunistic_benefits,in_progress,1,2687,771,"""Yes/For""",299,0.03000000,0,0,0,0,0,0,0,1.03905000,0,66,66
La Veta RE-2 School District School Board Director (2 year term),opportunistic_benefits,in_progress,2,2687,647,"""Gerald Eugene Arnold"",""Kathy Jean Brown""",125,0.03000000,0,0,0,0,0,0,0,1.03905000,0,157,157
La Veta RE-2 School District School Board Director (4 year term),opportunistic_benefits,not_auditable,2,2687,647,"""Carolyn Rominger"",""Charles Morris""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Lewis-Palmer School District 38 Board of Directors -  District 1 - 4 Year Term,opportunistic_benefits,not_auditable,1,189228,16610,"""Tim Bennett""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Lewis-Palmer School District 38 Board of Directors - District 3 - 4 Year Term,county_wide_contest,in_progress,1,189228,16610,"""Ginger Schaaf""",3257,0.03000000,0,0,0,0,0,0,0,1.03905000,0,424,424
LINCOLN COUNTY BALLOT ISSUE 1A: LODGING TAX,county_wide_contest,in_progress,1,1411,1411,"""No/Against""",287,0.03000000,0,0,0,0,0,0,0,1.03905000,0,36,36
Logan County Referred Ballot Issue 1F,county_wide_contest,in_progress,1,6091,6091,"""Yes/For""",2009,0.03000000,0,0,0,0,0,0,0,1.03905000,0,23,23
Lookout Mountain Water District Ballot Issue 6A,opportunistic_benefits,in_progress,1,199921,633,"""Yes/For""",399,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3652,3652
Mancos School District RE-6 Ballot Issue 4A,opportunistic_benefits,in_progress,1,8403,1538,"""Yes/For""",332,0.03000000,0,0,0,0,0,0,0,1.03905000,0,185,185
Mancos School District RE-6 Board of Directors  ,opportunistic_benefits,in_progress,2,8403,1538,"""Craig McClure"",""Kira Taylor""",114,0.03000000,0,0,0,0,0,0,0,1.03905000,0,538,538
Manitou Springs School District 14 Board of Directors - 4 Year Term,opportunistic_benefits,not_auditable,2,189228,3634,"""Kimberly de La Harpe"",""Kelley Parker""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Manitou Springs School District No. 14 Ballot Issue 4C,opportunistic_benefits,in_progress,1,189228,3634,"""Yes/For""",258,0.03000000,0,0,0,0,0,0,0,1.03905000,0,5345,5345
Manzanola School District 3J Board of Directors,opportunistic_benefits,in_progress,2,6209,266,"""Harold Krieger"",""Linda Elaina Fief""",73,0.03000000,0,0,0,0,0,0,0,1.03905000,0,620,620
Member Pueblo Board of Water Works,opportunistic_benefits,in_progress,2,43583,26612,"""Michael A. Cafasso"",""Chris Woodka""",3703,0.03000000,0,0,0,0,0,0,0,1.03905000,0,86,86
Mesa County Valley School District 51 Director District C,county_wide_contest,in_progress,1,52437,50551,"""Andrea Haitz""",1998,0.03000000,0,0,0,0,0,0,0,1.03905000,0,192,192
Mesa County Valley School District 51 Director District D,opportunistic_benefits,in_progress,1,52437,50551,"""Kaci Cole""",3855,0.03000000,0,0,0,0,0,0,0,1.03905000,0,100,100
Mesa County Valley School District 51 Director District E,opportunistic_benefits,in_progress,1,52437,50551,"""Vicki Woods""",6519,0.03000000,0,0,0,0,0,0,0,1.03905000,0,59,59
Miami-Yoder Joint School District No. 60 Ballot Issue 5B,opportunistic_benefits,in_progress,1,202154,678,"""Yes/For""",56,0.03000000,0,0,0,0,0,0,0,1.03905000,0,26306,26306
Miami Yoder School District JT60 Board of Directors - 4 Year Term,opportunistic_benefits,in_progress,3,1411,45,"""Daniel Carneal"",""Ronny Burr"",""Jon Hogeboom""",10,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1029,1029
Miami-Yoder School District JT60 Board of Directors - 4 Year Term,opportunistic_benefits,in_progress,3,200743,633,"""Daniel Carneal"",""Ronny Burr"",""Jon Hogeboom""",11,0.03000000,0,0,0,0,0,0,0,1.03905000,0,132983,132983
Mineral - Proposition LL (Statutory),county_wide_contest,in_progress,1,469,469,"""Yes/For""",100,0.03000000,0,0,0,0,0,0,0,1.03905000,0,35,35
Moffat County Affiliated Junior College Board of Control Member - Four Year Term,opportunistic_benefits,not_auditable,2,3359,3359,"""Kristin Skowronski"",""Christina Oxley""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Moffat County Affiliated Junior College Board of Control Member - Two Year Term,opportunistic_benefits,not_auditable,1,3359,3359,"""Nicole Zulian""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Moffat County Local Marketing District Ballot Issue 6A,county_wide_contest,in_progress,1,3359,3359,"""No/Against""",408,0.03000000,0,0,0,0,0,0,0,1.03905000,0,60,60
Montezuma-Cortez School District RE-1 Director - District A,opportunistic_benefits,in_progress,1,8403,4876,"""Lara Maria Blair""",403,0.03000000,0,0,0,0,0,0,0,1.03905000,0,152,152
Montezuma-Cortez School District RE-1 Director - District B,opportunistic_benefits,not_auditable,1,8403,4876,"""Barbara Mate""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Montezuma-Cortez School District RE-1 Director - District D,opportunistic_benefits,in_progress,1,8403,394,"""Joshua Shumway""",41,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1494,1494
Montezuma-Cortez School District RE-1 Director - District E,opportunistic_benefits,in_progress,1,8403,4876,"""Justine Bayles""",201,0.03000000,0,0,0,0,0,0,0,1.03905000,0,305,305
Montezuma-Cortez School District RE-1 Director - District F,opportunistic_benefits,in_progress,1,8403,4876,"""Laura DeWitt""",291,0.03000000,0,0,0,0,0,0,0,1.03905000,0,211,211
Montezuma County Water District No.1 Ballot Issue 6B,opportunistic_benefits,in_progress,1,8403,152,"""No/Against""",62,0.03000000,0,0,0,0,0,0,0,1.03905000,0,988,988
