2025 Broomfield County Coordinated Election,5.17.17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,City and County of Broomfield - Mayor (2 Years) (Vote For=1),City and County of Broomfield - Mayor (2 Years) (Vote For=1),City and County of Broomfield Councilmember Ward 1 (4 Years) (Vote For=1),City and County of Broomfield Councilmember Ward 1 (4 Years) (Vote For=1),City and County of Broomfield Councilmember Ward 2 (4 Years) (Vote For=1),City and County of Broomfield Councilmember Ward 2 (4 Years) (Vote For=1),City and County of Broomfield Councilmember Ward 3 (4 Years) (Vote For=1),City and County of Broomfield Councilmember Ward 3 (4 Years) (Vote For=1),City and County of Broomfield Councilmember Ward 4 (4 Years) (Vote For=1),City and County of Broomfield Councilmember Ward 4 (4 Years) (Vote For=1),City and County of Broomfield Councilmember Ward 5 (4 Years) (Vote For=1),City and County of Broomfield Councilmember Ward 5 (4 Years) (Vote For=1),Adams 12 Five Star Schools School Director District No. 3 (Vote For=1),Adams 12 Five Star Schools School Director District No. 3 (Vote For=1),Adams 12 Five Star Schools School Director District No. 4 (Vote For=1),Boulder Valley School District RE-2 Director District B (4 Years) (Vote For=1),Boulder Valley School District RE-2 Director District E (4 Years) (Vote For=1),Boulder Valley School District RE-2 Director District E (4 Years) (Vote For=1),Boulder Valley School District RE-2 Director District F (4 Years) (Vote For=1),Jefferson County School District R-1 Director District 1 (Vote For=1),Jefferson County School District R-1 Director District 1 (Vote For=1),Jefferson County School District R-1 Director District 2 (Vote For=1),Jefferson County School District R-1 Director District 2 (Vote For=1),Jefferson County School District R-1 Director District 5 (Vote For=1),Jefferson County School District R-1 Director District 5 (Vote For=1),Jefferson County School District R-1 Director District 5 (Vote For=1),School District 27J Board of Education Director District No. 2 (Vote For=1),School District 27J Board of Education Director District No. 4 (Vote For=1),School District 27J Board of Education Director District No. 5 (Vote For=1),School District 27J Board of Education Director District No. 6 (Vote For=1),School District 27J Board of Education Director District No. 6 (Vote For=1),St Vrain Valley School District RE-1J Board of Education Director District B (Vote For=1),St Vrain Valley School District RE-1J Board of Education Director District B (Vote For=1),St Vrain Valley School District RE-1J Board of Education Director District D (Vote For=1),St Vrain Valley School District RE-1J Board of Education Director District D (Vote For=1),St Vrain Valley School District RE-1J Board of Education Director District E (Vote For=1),St Vrain Valley School District RE-1J Board of Education Director District F (Vote For=1),Weld RE-8 School District Director District A (Vote For=1),Weld RE-8 School District Director District F (Vote For=1),Weld RE-8 School District Director District G (Vote For=1),Weld RE-8 School District Director District G (Vote For=1),Proposition LL (Statutory) (Vote For=1),Proposition LL (Statutory) (Vote For=1),Proposition MM (Statutory) (Vote For=1),Proposition MM (Statutory) (Vote For=1),Proposed Charter Amendment No.1A (General Update) (Vote For=1),Proposed Charter Amendment No.1A (General Update) (Vote For=1),Proposed Charter Amendment No. 1B (Council Qualifications) (Vote For=1),Proposed Charter Amendment No. 1B (Council Qualifications) (Vote For=1),Proposed Charter Amendment No. 1C (Elected Official Vacancy Provision) (Vote For=1),Proposed Charter Amendment No. 1C (Elected Official Vacancy Provision) (Vote For=1),Proposed Charter Amendment No. 1D (Local Code of Ethics) (Vote For=1),Proposed Charter Amendment No. 1D (Local Code of Ethics) (Vote For=1),Proposed Charter Amendment No. 1E (Emergency Ordinances) (Vote For=1),Proposed Charter Amendment No. 1E (Emergency Ordinances) (Vote For=1),Proposed Charter Amendment No. 1F (Intergovernmental Agreements) (Vote For=1),Proposed Charter Amendment No. 1F (Intergovernmental Agreements) (Vote For=1),ADAMS 12 FIVE STAR SCHOOLS BALLOT ISSUE 5B: (Vote For=1),ADAMS 12 FIVE STAR SCHOOLS BALLOT ISSUE 5B: (Vote For=1)
37,102,1,20,102-1-20,02 (2),02,0,1,,,,,,,0,1,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
46,102,1,28,102-1-28,02 (2),02,0,1,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,,
62,108,1,18,108-1-18,02 (2),02,1,0,,,,,,,0,1,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,,
82,108,1,40,108-1-40,02 (2),02,0,1,,,,,,,0,1,,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,,
87,108,1,13,108-1-13,02 (2),02,0,1,,,,,,,0,1,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,,
93,108,1,6,108-1-6,02 (2),02,0,1,,,,,,,0,1,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,,
94,108,1,29,108-1-29,02 (2),02,1,0,,,,,,,0,1,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,
95,108,1,12,108-1-12,02 (2),02,0,1,,,,,,,0,1,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,,
230,102,3,20,102-3-20,02 (2),02,0,1,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,,
236,102,3,47,102-3-47,02 (2),02,1,0,,,,,,,0,1,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,,
240,102,3,7,102-3-7,02 (2),02,1,0,,,,,,,1,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,,
241,102,3,41,102-3-41,02 (2),02,1,0,,,,,,,1,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,,
245,102,3,24,102-3-24,02 (2),02,0,1,,,,,,,0,1,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,,
250,108,3,40,108-3-40,02 (2),02,0,1,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
251,108,3,33,108-3-33,02 (2),02,0,1,,,,,,,1,0,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
254,108,3,15,108-3-15,02 (2),02,0,1,,,,,,,0,1,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,,
257,108,3,27,108-3-27,02 (2),02,1,0,,,,,,,0,1,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
258,108,3,26,108-3-26,02 (2),02,1,0,,,,,,,0,1,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,,
272,108,3,44,108-3-44,02 (2),02,1,0,,,,,,,1,0,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,,
273,108,3,28,108-3-28,02 (2),02,1,0,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
274,108,3,12,108-3-12,02 (2),02,1,0,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
278,108,3,13,108-3-13,02 (2),02,1,0,,,,,,,1,0,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,,
300,102,4,39,102-4-39,02 (2),02,1,0,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
303,102,4,17,102-4-17,02 (2),02,1,0,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,,
304,102,4,11,102-4-11,02 (2),02,1,0,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,,
319,102,4,33,102-4-33,02 (2),02,1,0,,,,,,,1,0,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
326,102,4,40,102-4-40,02 (2),02,1,0,,,,,,,1,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,,
332,102,4,2,102-4-2,02 (2),02,0,1,,,,,,,0,1,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,,
337,102,4,23,102-4-23,02 (2),02,1,0,,,,,,,1,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,,
348,108,4,82,108-4-82,02 (2),02,0,1,,,,,,,0,1,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,,
356,108,4,70,108-4-70,02 (2),02,0,1,,,,,,,0,1,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
364,108,4,100,108-4-100,02 (2),02,1,0,,,,,,,0,1,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
365,108,4,65,108-4-65,02 (2),02,0,1,,,,,,,0,1,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,,
366,108,4,64,108-4-64,02 (2),02,0,1,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,,
383,108,4,23,108-4-23,02 (2),02,1,0,,,,,,,1,0,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,,
393,108,4,86,108-4-86,02 (2),02,0,1,,,,,,,0,1,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,,
403,108,4,6,108-4-6,02 (2),02,0,1,,,,,,,0,1,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,,
432,108,4,68,108-4-68,02 (2),02,0,1,,,,,,,0,1,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,,
442,108,4,88,108-4-88,02 (2),02,0,1,,,,,,,1,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,,
449,108,5,24,108-5-24,02 (2),02,0,1,,,,,,,0,1,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,,
460,108,5,47,108-5-47,02 (2),02,1,0,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,,
463,108,5,45,108-5-45,02 (2),02,1,0,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
464,108,5,30,108-5-30,02 (2),02,0,1,,,,,,,0,1,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
466,108,5,12,108-5-12,02 (2),02,0,1,,,,,,,0,1,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,,
474,108,5,11,108-5-11,02 (2),02,0,1,,,,,,,0,1,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,,
492,108,5,22,108-5-22,02 (2),02,0,1,,,,,,,0,1,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,,
494,108,5,42,108-5-42,02 (2),02,0,1,,,,,,,1,0,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,,
597,108,7,48,108-7-48,02 (2),02,0,1,,,,,,,0,1,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,,
599,108,7,24,108-7-24,02 (2),02,0,1,,,,,,,1,0,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,,
600,108,7,16,108-7-16,02 (2),02,0,1,,,,,,,0,1,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,,
620,108,7,31,108-7-31,02 (2),02,0,1,,,,,,,0,1,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,,
627,108,7,7,108-7-7,02 (2),02,0,1,,,,,,,0,1,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,,
648,108,8,32,108-8-32,02 (2),02,1,0,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
649,108,8,22,108-8-22,02 (2),02,0,1,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,,
653,108,8,42,108-8-42,02 (2),02,1,0,,,,,,,1,0,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
656,108,8,9,108-8-9,02 (2),02,0,1,,,,,,,1,0,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
657,108,8,26,108-8-26,02 (2),02,1,0,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
659,108,8,10,108-8-10,02 (2),02,0,1,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
660,108,8,6,108-8-6,02 (2),02,1,0,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
661,108,8,35,108-8-35,02 (2),02,1,0,,,,,,,1,0,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
666,108,8,21,108-8-21,02 (2),02,0,1,,,,,,,0,1,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,,
667,108,8,12,108-8-12,02 (2),02,1,0,,,,,,,0,0,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,,
682,108,8,17,108-8-17,02 (2),02,0,1,,,,,,,0,1,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,,
683,108,8,11,108-8-11,02 (2),02,0,1,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,,
685,108,8,18,108-8-18,02 (2),02,1,0,,,,,,,1,0,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,,
686,108,8,3,108-8-3,02 (2),02,0,1,,,,,,,0,1,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,,
688,108,8,19,108-8-19,02 (2),02,1,0,,,,,,,1,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,,
725,102,6,22,102-6-22,02 (2),02,0,1,,,,,,,0,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,,
739,102,6,37,102-6-37,02 (2),02,0,1,,,,,,,0,1,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,,
809,108,10,21,108-10-21,02 (2),02,1,0,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
813,108,10,34,108-10-34,02 (2),02,1,0,,,,,,,1,0,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,,
815,108,10,14,108-10-14,02 (2),02,1,0,,,,,,,1,0,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
818,108,10,40,108-10-40,02 (2),02,0,1,,,,,,,0,1,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,,
823,108,10,47,108-10-47,02 (2),02,0,1,,,,,,,0,1,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,,
826,108,10,9,108-10-9,02 (2),02,1,0,,,,,,,1,0,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,,
828,108,10,44,108-10-44,02 (2),02,1,0,,,,,,,0,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
833,108,10,23,108-10-23,02 (2),02,0,1,,,,,,,0,1,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,,
838,108,10,29,108-10-29,02 (2),02,0,1,,,,,,,0,1,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,,
854,102,7,10,102-7-10,02 (2),02,0,1,,,,,,,1,0,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,
859,102,7,46,102-7-46,02 (2),02,1,0,,,,,,,0,1,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,,
875,102,7,17,102-7-17,02 (2),02,0,1,,,,,,,1,0,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
