County,Tabulator,Batch,# of Ballots,Location
Otero,101,1,16,13
Otero,101,2,25,13
Otero,101,3,25,13
Otero,101,4,25,13
Otero,101,5,8,13
Otero,101,6,25,13
Otero,101,7,25,13
Otero,101,8,25,13
Otero,101,9,25,13
Otero,101,10,27,13
Otero,101,11,25,13
Otero,101,12,25,13
Otero,101,13,25,13
Otero,101,14,25,13
Otero,101,15,25,13
Otero,101,16,25,13
Otero,101,17,24,13
Otero,101,18,25,13
Otero,101,19,24,13
Otero,101,20,20,13
Otero,101,21,16,13
Otero,101,22,24,13
Otero,101,23,24,13
Otero,101,24,25,13
Otero,101,25,6,13
Otero,101,26,25,13
Otero,101,27,25,13
Otero,101,28,25,13
Otero,101,29,25,13
Otero,101,30,25,13
Otero,101,31,25,13
Otero,101,32,25,13
Otero,101,33,25,13
Otero,101,34,25,13
Otero,101,35,25,13
Otero,101,36,17,13
Otero,101,37,6,13
Otero,101,38,12,13
Otero,101,39,25,13
Otero,101,40,25,13
Otero,101,41,24,13
Otero,101,42,23,13
Otero,101,43,23,13
Otero,101,44,12,13
Otero,101,45,12,13
Otero,101,46,7,13
Otero,101,47,25,17
Otero,101,48,25,17
Otero,101,49,8,17
Otero,101,50,21,17
Otero,101,51,6,17
Otero,101,52,25,17
Otero,101,53,25,17
Otero,101,54,25,17
Otero,101,55,25,17
Otero,101,56,24,17
Otero,101,57,17,17
Otero,101,58,25,17
Otero,101,59,18,17
Otero,101,60,10,17
Otero,101,61,8,17
Otero,101,62,25,17
Otero,101,63,24,17
Otero,101,64,25,17
Otero,101,65,24,17
Otero,101,66,25,17
Otero,101,67,24,17
Otero,101,68,24,17
Otero,101,69,25,17
Otero,101,70,24,17
Otero,101,71,25,17
Otero,101,72,25,17
Otero,101,73,23,17
Otero,101,74,25,17
Otero,101,75,25,17
Otero,101,76,2,17
Otero,101,77,8,17
Otero,101,78,3,17
Otero,101,79,3,17
Otero,101,80,8,17
Otero,101,81,21,17
Otero,101,82,5,17
Otero,101,83,9,17
Otero,101,84,25,17
Otero,101,85,25,17
Otero,101,86,14,6
Otero,101,87,24,6
Otero,101,88,23,6
Otero,101,89,7,6
Otero,101,90,21,6
Otero,101,91,25,6
Otero,101,92,21,6
Otero,101,93,25,6
Otero,101,94,25,6
Otero,101,95,25,6
Otero,101,96,25,6
Otero,101,97,25,6
Otero,101,98,10,6
Otero,101,99,22,6
Otero,101,100,24,6
Otero,101,101,25,6
Otero,101,102,25,6
Otero,101,103,25,6
Otero,101,104,25,6
Otero,101,105,25,6
Otero,101,106,8,6
Otero,101,107,17,6
Otero,101,108,25,6
Otero,101,109,25,6
Otero,101,110,15,6
Otero,101,111,6,6
Otero,101,112,25,6
Otero,101,113,25,6
Otero,101,114,25,6
Otero,101,115,25,6
Otero,101,116,25,6
Otero,101,117,25,6
Otero,101,118,25,6
Otero,101,119,25,6
Otero,101,120,25,6
Otero,101,121,25,6
Otero,101,122,25,6
Otero,101,123,24,6
Otero,101,124,24,6
Otero,101,125,21,6
Otero,101,126,25,6
Otero,101,127,25,6
Otero,101,128,25,6
Otero,101,129,22,6
Otero,101,130,25,6
Otero,101,131,25,6
Otero,101,132,25,6
Otero,101,133,24,6
Otero,101,134,25,6
Otero,101,135,25,5
Otero,101,136,30,12
Otero,101,137,25,12
Otero,101,138,9,12
Otero,103,1,25,8
Otero,103,2,25,8
Otero,103,3,20,8
Otero,103,4,17,8
Otero,103,5,24,8
Otero,103,6,25,8
Otero,103,7,25,8
Otero,103,8,25,8
Otero,103,9,24,8
Otero,103,10,9,8
Otero,103,11,24,8
Otero,103,12,25,8
Otero,103,13,25,8
Otero,103,14,25,8
Otero,103,15,25,8
Otero,103,16,23,8
Otero,103,17,25,8
Otero,103,18,25,8
Otero,103,19,24,8
Otero,103,20,25,8
Otero,103,21,25,8
Otero,103,22,21,8
Otero,103,23,25,8
Otero,103,24,6,8
Otero,103,25,25,8
Otero,103,26,24,8
Otero,103,27,25,8
Otero,103,28,24,8
Otero,103,29,23,8
Otero,103,30,25,9
Otero,103,31,25,9
Otero,103,32,8,9
Otero,103,33,24,9
Otero,103,34,22,9
Otero,103,35,26,9
Otero,103,36,25,9
Otero,103,37,25,9
Otero,103,38,25,9
Otero,103,39,25,9
Otero,103,40,5,9
Otero,103,41,25,9
Otero,103,42,24,9
Otero,103,43,24,9
Otero,103,44,8,9
Otero,103,45,25,9
Otero,103,46,25,9
Otero,103,47,25,9
Otero,103,48,25,9
Otero,103,49,25,9
Otero,103,50,25,9
Otero,103,51,25,9
Otero,103,52,25,3
Otero,103,53,25,3
Otero,103,54,25,3
Otero,103,55,25,3
Otero,103,56,24,3
Otero,103,57,24,3
Otero,103,58,25,3
Otero,103,59,25,3
Otero,103,60,25,3
Otero,103,61,21,3
Otero,103,62,25,3
Otero,103,63,24,3
Otero,103,64,24,3
Otero,103,65,24,3
Otero,103,66,25,3
Otero,103,67,23,3
Otero,103,68,25,3
Otero,103,69,25,3
Otero,103,70,24,3
Otero,103,71,24,3
Otero,103,73,25,3
Otero,103,74,29,3
Otero,103,75,25,5
Otero,103,76,25,5
Otero,103,77,24,5
Otero,103,78,22,5
Otero,103,79,21,5
Otero,103,80,16,5
Otero,103,81,25,5
Otero,103,82,25,5
Otero,103,83,24,5
Otero,103,84,25,5
Otero,103,85,25,5
