contest_name,choice,votes
Broomfield - President of the United States - DEM,Stephen P Lyons,24
Broomfield - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",19
Chaffee - President of the United States - DEM,Joseph R Biden Jr,2540
Chaffee - President of the United States - DEM,Noncommitted delegate,272
Chaffee - President of the United States - DEM,Marianne Williamson,106
Chaffee - President of the United States - DEM,Dean Phillips,93
Chaffee - President of the United States - DEM,Gabriel Cornejo,19
Chaffee - President of the United States - DEM,Jason Michael Palmer,11
Chaffee - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",11
Chaffee - President of the United States - DEM,Stephen P Lyons,4
Chaffee - President of the United States - DEM,Frankie Lozada,4
Cheyenne - President of the United States - DEM,Joseph R Biden Jr,35
Cheyenne - President of the United States - DEM,Noncommitted delegate,14
Cheyenne - President of the United States - DEM,Dean Phillips,4
Cheyenne - President of the United States - DEM,Frankie Lozada,3
Cheyenne - President of the United States - DEM,Jason Michael Palmer,2
Cheyenne - President of the United States - DEM,Gabriel Cornejo,1
Cheyenne - President of the United States - DEM,Marianne Williamson,1
Cheyenne - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",0
Cheyenne - President of the United States - DEM,Stephen P Lyons,0
Clear Creek - President of the United States - DEM,Joseph R Biden Jr,1041
Clear Creek - President of the United States - DEM,Noncommitted delegate,101
Clear Creek - President of the United States - DEM,Marianne Williamson,60
Clear Creek - President of the United States - DEM,Dean Phillips,38
Clear Creek - President of the United States - DEM,Jason Michael Palmer,11
Clear Creek - President of the United States - DEM,Frankie Lozada,7
Clear Creek - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",6
Clear Creek - President of the United States - DEM,Gabriel Cornejo,5
Clear Creek - President of the United States - DEM,Stephen P Lyons,2
Conejos - President of the United States - DEM,Joseph R Biden Jr,749
Conejos - President of the United States - DEM,Noncommitted delegate,60
Conejos - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",40
Conejos - President of the United States - DEM,Marianne Williamson,25
Conejos - President of the United States - DEM,Dean Phillips,20
Conejos - President of the United States - DEM,Jason Michael Palmer,15
Conejos - President of the United States - DEM,Gabriel Cornejo,13
Conejos - President of the United States - DEM,Frankie Lozada,8
Conejos - President of the United States - DEM,Stephen P Lyons,3
Costilla - President of the United States - DEM,Joseph R Biden Jr,490
Costilla - President of the United States - DEM,Noncommitted delegate,69
Costilla - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",15
Costilla - President of the United States - DEM,Marianne Williamson,12
Costilla - President of the United States - DEM,Jason Michael Palmer,7
Costilla - President of the United States - DEM,Stephen P Lyons,7
Costilla - President of the United States - DEM,Gabriel Cornejo,7
Costilla - President of the United States - DEM,Dean Phillips,6
Costilla - President of the United States - DEM,Frankie Lozada,6
Crowley - President of the United States - DEM,Joseph R Biden Jr,161
Crowley - President of the United States - DEM,Noncommitted delegate,12
Crowley - President of the United States - DEM,Marianne Williamson,11
Crowley - President of the United States - DEM,Dean Phillips,8
Crowley - President of the United States - DEM,Gabriel Cornejo,3
Crowley - President of the United States - DEM,Frankie Lozada,2
Crowley - President of the United States - DEM,Stephen P Lyons,1
Crowley - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",1
Crowley - President of the United States - DEM,Jason Michael Palmer,0
Custer - President of the United States - DEM,Joseph R Biden Jr,433
Custer - President of the United States - DEM,Noncommitted delegate,20
Custer - President of the United States - DEM,Marianne Williamson,15
Custer - President of the United States - DEM,Dean Phillips,7
Custer - President of the United States - DEM,Jason Michael Palmer,3
Custer - President of the United States - DEM,Gabriel Cornejo,1
Custer - President of the United States - DEM,Frankie Lozada,1
Custer - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",0
Custer - President of the United States - DEM,Stephen P Lyons,0
Delta - President of the United States - DEM,Joseph R Biden Jr,1994
Delta - President of the United States - DEM,Noncommitted delegate,201
Delta - President of the United States - DEM,Marianne Williamson,107
Delta - President of the United States - DEM,Dean Phillips,58
Delta - President of the United States - DEM,Jason Michael Palmer,38
Delta - President of the United States - DEM,Gabriel Cornejo,16
Delta - President of the United States - DEM,Stephen P Lyons,13
Delta - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",9
Delta - President of the United States - DEM,Frankie Lozada,7
Denver - President of the United States - DEM,Joseph R Biden Jr,74724
Denver - President of the United States - DEM,Noncommitted delegate,10403
Denver - President of the United States - DEM,Dean Phillips,2648
Denver - President of the United States - DEM,Marianne Williamson,2419
Denver - President of the United States - DEM,Gabriel Cornejo,673
Denver - President of the United States - DEM,Jason Michael Palmer,588
Denver - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",423
Denver - President of the United States - DEM,Frankie Lozada,369
Denver - President of the United States - DEM,Stephen P Lyons,133
Dolores - President of the United States - DEM,Joseph R Biden Jr,82
Dolores - President of the United States - DEM,Noncommitted delegate,8
Dolores - President of the United States - DEM,Stephen P Lyons,5
Dolores - President of the United States - DEM,Marianne Williamson,5
Dolores - President of the United States - DEM,Jason Michael Palmer,4
Dolores - President of the United States - DEM,Dean Phillips,3
Dolores - President of the United States - DEM,Frankie Lozada,1
Dolores - President of the United States - DEM,Gabriel Cornejo,1
Dolores - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",0
Douglas - President of the United States - DEM,Joseph R Biden Jr,26945
Douglas - President of the United States - DEM,Noncommitted delegate,2260
Douglas - President of the United States - DEM,Dean Phillips,1203
Douglas - President of the United States - DEM,Marianne Williamson,771
Douglas - President of the United States - DEM,Gabriel Cornejo,183
Douglas - President of the United States - DEM,Jason Michael Palmer,183
Douglas - President of the United States - DEM,Frankie Lozada,102
Douglas - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",93
Douglas - President of the United States - DEM,Stephen P Lyons,61
Eagle - President of the United States - DEM,Joseph R Biden Jr,3916
Eagle - President of the United States - DEM,Noncommitted delegate,316
Eagle - President of the United States - DEM,Dean Phillips,164
Eagle - President of the United States - DEM,Marianne Williamson,123
Eagle - President of the United States - DEM,Jason Michael Palmer,24
Eagle - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",23
Eagle - President of the United States - DEM,Gabriel Cornejo,23
Eagle - President of the United States - DEM,Frankie Lozada,13
Eagle - President of the United States - DEM,Stephen P Lyons,3
Elbert - President of the United States - DEM,Joseph R Biden Jr,1302
Elbert - President of the United States - DEM,Noncommitted delegate,123
Elbert - President of the United States - DEM,Marianne Williamson,56
Elbert - President of the United States - DEM,Dean Phillips,54
Elbert - President of the United States - DEM,Jason Michael Palmer,18
Elbert - President of the United States - DEM,Stephen P Lyons,11
Elbert - President of the United States - DEM,Gabriel Cornejo,9
Elbert - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",8
Elbert - President of the United States - DEM,Frankie Lozada,6
El Paso - President of the United States - DEM,Joseph R Biden Jr,42274
El Paso - President of the United States - DEM,Noncommitted delegate,3980
El Paso - President of the United States - DEM,Dean Phillips,1726
El Paso - President of the United States - DEM,Marianne Williamson,1670
El Paso - President of the United States - DEM,Gabriel Cornejo,504
El Paso - President of the United States - DEM,Jason Michael Palmer,338
El Paso - President of the United States - DEM,Frankie Lozada,274
El Paso - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",223
El Paso - President of the United States - DEM,Stephen P Lyons,153
Fremont - President of the United States - DEM,Joseph R Biden Jr,2671
Fremont - President of the United States - DEM,Noncommitted delegate,242
Fremont - President of the United States - DEM,Marianne Williamson,98
Fremont - President of the United States - DEM,Dean Phillips,88
Fremont - President of the United States - DEM,Jason Michael Palmer,21
Fremont - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",19
Fremont - President of the United States - DEM,Gabriel Cornejo,18
Fremont - President of the United States - DEM,Stephen P Lyons,16
Fremont - President of the United States - DEM,Frankie Lozada,9
Garfield - President of the United States - DEM,Joseph R Biden Jr,4032
Garfield - President of the United States - DEM,Noncommitted delegate,422
Garfield - President of the United States - DEM,Marianne Williamson,154
Garfield - President of the United States - DEM,Dean Phillips,137
Garfield - President of the United States - DEM,Jason Michael Palmer,39
Garfield - President of the United States - DEM,Gabriel Cornejo,31
Garfield - President of the United States - DEM,Frankie Lozada,17
Garfield - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",14
Garfield - President of the United States - DEM,Stephen P Lyons,10
Gilpin - President of the United States - DEM,Joseph R Biden Jr,669
Gilpin - President of the United States - DEM,Noncommitted delegate,81
Gilpin - President of the United States - DEM,Marianne Williamson,36
Gilpin - President of the United States - DEM,Dean Phillips,23
Gilpin - President of the United States - DEM,Jason Michael Palmer,6
Gilpin - President of the United States - DEM,Frankie Lozada,4
Gilpin - President of the United States - DEM,Gabriel Cornejo,4
Gilpin - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",3
Gilpin - President of the United States - DEM,Stephen P Lyons,2
Grand - President of the United States - DEM,Joseph R Biden Jr,1251
Grand - President of the United States - DEM,Noncommitted delegate,110
Grand - President of the United States - DEM,Dean Phillips,54
Grand - President of the United States - DEM,Marianne Williamson,48
Grand - President of the United States - DEM,Jason Michael Palmer,9
Grand - President of the United States - DEM,Gabriel Cornejo,8
Grand - President of the United States - DEM,Frankie Lozada,6
Grand - President of the United States - DEM,Stephen P Lyons,4
Grand - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",3
Gunnison - President of the United States - DEM,Joseph R Biden Jr,1664
Gunnison - President of the United States - DEM,Noncommitted delegate,194
Gunnison - President of the United States - DEM,Dean Phillips,65
Gunnison - President of the United States - DEM,Marianne Williamson,49
Gunnison - President of the United States - DEM,Gabriel Cornejo,14
Gunnison - President of the United States - DEM,Jason Michael Palmer,11
Gunnison - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",10
Gunnison - President of the United States - DEM,Frankie Lozada,7
Gunnison - President of the United States - DEM,Stephen P Lyons,2
Hinsdale - President of the United States - DEM,Joseph R Biden Jr,57
Hinsdale - President of the United States - DEM,Noncommitted delegate,3
Hinsdale - President of the United States - DEM,Dean Phillips,2
Hinsdale - President of the United States - DEM,Marianne Williamson,2
Hinsdale - President of the United States - DEM,Gabriel Cornejo,1
Hinsdale - President of the United States - DEM,Jason Michael Palmer,1
Hinsdale - President of the United States - DEM,Stephen P Lyons,0
Hinsdale - President of the United States - DEM,Frankie Lozada,0
Hinsdale - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",0
Huerfano - President of the United States - DEM,Joseph R Biden Jr,859
Huerfano - President of the United States - DEM,Noncommitted delegate,83
Huerfano - President of the United States - DEM,Dean Phillips,25
Huerfano - President of the United States - DEM,Marianne Williamson,24
Huerfano - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",19
Huerfano - President of the United States - DEM,Gabriel Cornejo,11
Huerfano - President of the United States - DEM,Jason Michael Palmer,11
Huerfano - President of the United States - DEM,Stephen P Lyons,7
Huerfano - President of the United States - DEM,Frankie Lozada,3
Jackson - President of the United States - DEM,Joseph R Biden Jr,38
Jackson - President of the United States - DEM,Dean Phillips,2
Jackson - President of the United States - DEM,Marianne Williamson,1
Jackson - President of the United States - DEM,Noncommitted delegate,0
Jackson - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",0
Jackson - President of the United States - DEM,Jason Michael Palmer,0
Jackson - President of the United States - DEM,Gabriel Cornejo,0
Jackson - President of the United States - DEM,Frankie Lozada,0
Jackson - President of the United States - DEM,Stephen P Lyons,0
Jefferson - President of the United States - DEM,Joseph R Biden Jr,62174
Jefferson - President of the United States - DEM,Noncommitted delegate,6901
Jefferson - President of the United States - DEM,Dean Phillips,2470
Jefferson - President of the United States - DEM,Marianne Williamson,2160
Jefferson - President of the United States - DEM,Jason Michael Palmer,502
Jefferson - President of the United States - DEM,Gabriel Cornejo,452
Jefferson - President of the United States - DEM,Frankie Lozada,288
Jefferson - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",224
Jefferson - President of the United States - DEM,Stephen P Lyons,173
Kiowa - President of the United States - DEM,Joseph R Biden Jr,26
Kiowa - President of the United States - DEM,Noncommitted delegate,9
Kiowa - President of the United States - DEM,Dean Phillips,2
Kiowa - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",2
Kiowa - President of the United States - DEM,Marianne Williamson,1
Kiowa - President of the United States - DEM,Gabriel Cornejo,0
Kiowa - President of the United States - DEM,Stephen P Lyons,0
Kiowa - President of the United States - DEM,Jason Michael Palmer,0
Kiowa - President of the United States - DEM,Frankie Lozada,0
Kit Carson - President of the United States - DEM,Joseph R Biden Jr,161
Kit Carson - President of the United States - DEM,Noncommitted delegate,40
Kit Carson - President of the United States - DEM,Marianne Williamson,10
Kit Carson - President of the United States - DEM,Dean Phillips,8
Kit Carson - President of the United States - DEM,Jason Michael Palmer,2
Kit Carson - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",2
Kit Carson - President of the United States - DEM,Frankie Lozada,1
Kit Carson - President of the United States - DEM,Stephen P Lyons,1
Kit Carson - President of the United States - DEM,Gabriel Cornejo,1
Lake - President of the United States - DEM,Joseph R Biden Jr,577
Lake - President of the United States - DEM,Noncommitted delegate,77
Lake - President of the United States - DEM,Marianne Williamson,25
Lake - President of the United States - DEM,Dean Phillips,21
Lake - President of the United States - DEM,Gabriel Cornejo,9
Lake - President of the United States - DEM,Jason Michael Palmer,8
Lake - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",6
Lake - President of the United States - DEM,Frankie Lozada,4
Lake - President of the United States - DEM,Stephen P Lyons,1
La Plata - President of the United States - DEM,Joseph R Biden Jr,6080
La Plata - President of the United States - DEM,Noncommitted delegate,612
La Plata - President of the United States - DEM,Marianne Williamson,218
La Plata - President of the United States - DEM,Dean Phillips,194
La Plata - President of the United States - DEM,Jason Michael Palmer,45
La Plata - President of the United States - DEM,Gabriel Cornejo,28
La Plata - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",21
La Plata - President of the United States - DEM,Frankie Lozada,20
La Plata - President of the United States - DEM,Stephen P Lyons,16
Larimer - President of the United States - DEM,Joseph R Biden Jr,36046
Larimer - President of the United States - DEM,Noncommitted delegate,3768
Larimer - President of the United States - DEM,Marianne Williamson,1324
Larimer - President of the United States - DEM,Dean Phillips,1252
Larimer - President of the United States - DEM,Gabriel Cornejo,309
Larimer - President of the United States - DEM,Jason Michael Palmer,205
Larimer - President of the United States - DEM,Frankie Lozada,173
Larimer - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",122
Larimer - President of the United States - DEM,Stephen P Lyons,85
Las Animas - President of the United States - DEM,Joseph R Biden Jr,1442
Las Animas - President of the United States - DEM,Noncommitted delegate,223
Las Animas - President of the United States - DEM,Marianne Williamson,50
Las Animas - President of the United States - DEM,Dean Phillips,45
Las Animas - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",19
Las Animas - President of the United States - DEM,Gabriel Cornejo,15
Las Animas - President of the United States - DEM,Frankie Lozada,14
Las Animas - President of the United States - DEM,Stephen P Lyons,11
Las Animas - President of the United States - DEM,Jason Michael Palmer,10
Lincoln - President of the United States - DEM,Joseph R Biden Jr,120
Lincoln - President of the United States - DEM,Noncommitted delegate,23
Lincoln - President of the United States - DEM,Dean Phillips,6
Lincoln - President of the United States - DEM,Marianne Williamson,6
Lincoln - President of the United States - DEM,Stephen P Lyons,5
Lincoln - President of the United States - DEM,Jason Michael Palmer,5
Lincoln - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",3
Lincoln - President of the United States - DEM,Gabriel Cornejo,1
Lincoln - President of the United States - DEM,Frankie Lozada,0
Logan - President of the United States - DEM,Joseph R Biden Jr,699
Logan - President of the United States - DEM,Noncommitted delegate,99
Logan - President of the United States - DEM,Dean Phillips,29
Logan - President of the United States - DEM,Marianne Williamson,26
Logan - President of the United States - DEM,Jason Michael Palmer,22
Logan - President of the United States - DEM,Stephen P Lyons,7
Logan - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",7
Logan - President of the United States - DEM,Gabriel Cornejo,5
Logan - President of the United States - DEM,Frankie Lozada,2
Mesa - President of the United States - DEM,Joseph R Biden Jr,9719
Mesa - President of the United States - DEM,Noncommitted delegate,807
Mesa - President of the United States - DEM,Dean Phillips,383
Mesa - President of the United States - DEM,Marianne Williamson,339
Mesa - President of the United States - DEM,Jason Michael Palmer,107
Mesa - President of the United States - DEM,Gabriel Cornejo,63
Mesa - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",53
Mesa - President of the United States - DEM,Frankie Lozada,42
Mesa - President of the United States - DEM,Stephen P Lyons,36
Mineral - President of the United States - DEM,Joseph R Biden Jr,127
Mineral - President of the United States - DEM,Noncommitted delegate,13
Mineral - President of the United States - DEM,Marianne Williamson,10
Mineral - President of the United States - DEM,Dean Phillips,8
Mineral - President of the United States - DEM,Jason Michael Palmer,4
Mineral - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",2
Mineral - President of the United States - DEM,Frankie Lozada,0
Mineral - President of the United States - DEM,Stephen P Lyons,0
Mineral - President of the United States - DEM,Gabriel Cornejo,0
Moffat - President of the United States - DEM,Joseph R Biden Jr,290
Moffat - President of the United States - DEM,Noncommitted delegate,32
Moffat - President of the United States - DEM,Dean Phillips,19
Moffat - President of the United States - DEM,Marianne Williamson,15
Moffat - President of the United States - DEM,Gabriel Cornejo,5
Moffat - President of the United States - DEM,Jason Michael Palmer,3
Moffat - President of the United States - DEM,Stephen P Lyons,3
Moffat - President of the United States - DEM,Frankie Lozada,3
Moffat - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",1
Montezuma - President of the United States - DEM,Joseph R Biden Jr,1898
Montezuma - President of the United States - DEM,Noncommitted delegate,178
Montezuma - President of the United States - DEM,Marianne Williamson,68
Montezuma - President of the United States - DEM,Dean Phillips,58
Montezuma - President of the United States - DEM,Stephen P Lyons,12
Montezuma - President of the United States - DEM,Gabriel Cornejo,8
Montezuma - President of the United States - DEM,Jason Michael Palmer,7
Montezuma - President of the United States - DEM,Frankie Lozada,7
Montezuma - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",5
Montrose - President of the United States - DEM,Joseph R Biden Jr,2658
Montrose - President of the United States - DEM,Noncommitted delegate,191
Montrose - President of the United States - DEM,Dean Phillips,84
Montrose - President of the United States - DEM,Marianne Williamson,82
Montrose - President of the United States - DEM,Jason Michael Palmer,21
Montrose - President of the United States - DEM,Frankie Lozada,12
Montrose - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",10
Montrose - President of the United States - DEM,Stephen P Lyons,9
Montrose - President of the United States - DEM,Gabriel Cornejo,9
Morgan - President of the United States - DEM,Joseph R Biden Jr,844
Morgan - President of the United States - DEM,Noncommitted delegate,140
Morgan - President of the United States - DEM,Marianne Williamson,52
Morgan - President of the United States - DEM,Dean Phillips,44
Morgan - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",24
Morgan - President of the United States - DEM,Jason Michael Palmer,22
Morgan - President of the United States - DEM,Gabriel Cornejo,14
Morgan - President of the United States - DEM,Frankie Lozada,10
Morgan - President of the United States - DEM,Stephen P Lyons,6
Otero - President of the United States - DEM,Joseph R Biden Jr,1137
Otero - President of the United States - DEM,Noncommitted delegate,103
Otero - President of the United States - DEM,Marianne Williamson,40
Otero - President of the United States - DEM,Dean Phillips,37
Otero - President of the United States - DEM,Jason Michael Palmer,29
Otero - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",28
Otero - President of the United States - DEM,Frankie Lozada,16
Otero - President of the United States - DEM,Gabriel Cornejo,13
Otero - President of the United States - DEM,Stephen P Lyons,5
Ouray - President of the United States - DEM,Joseph R Biden Jr,808
Ouray - President of the United States - DEM,Noncommitted delegate,41
Ouray - President of the United States - DEM,Marianne Williamson,26
Ouray - President of the United States - DEM,Dean Phillips,21
Ouray - President of the United States - DEM,Gabriel Cornejo,3
Ouray - President of the United States - DEM,Jason Michael Palmer,3
Ouray - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",2
Ouray - President of the United States - DEM,Stephen P Lyons,2
Ouray - President of the United States - DEM,Frankie Lozada,0
Park - President of the United States - DEM,Joseph R Biden Jr,1394
Park - President of the United States - DEM,Noncommitted delegate,116
Park - President of the United States - DEM,Marianne Williamson,53
Park - President of the United States - DEM,Dean Phillips,44
Park - President of the United States - DEM,Gabriel Cornejo,14
Park - President of the United States - DEM,Jason Michael Palmer,12
Park - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",5
Park - President of the United States - DEM,Frankie Lozada,3
Park - President of the United States - DEM,Stephen P Lyons,3
Phillips - President of the United States - DEM,Joseph R Biden Jr,115
Phillips - President of the United States - DEM,Noncommitted delegate,18
Phillips - President of the United States - DEM,Dean Phillips,15
Phillips - President of the United States - DEM,Marianne Williamson,6
Phillips - President of the United States - DEM,Jason Michael Palmer,3
Phillips - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",2
Phillips - President of the United States - DEM,Gabriel Cornejo,1
Phillips - President of the United States - DEM,Stephen P Lyons,1
Phillips - President of the United States - DEM,Frankie Lozada,0
Pitkin - President of the United States - DEM,Joseph R Biden Jr,2085
Pitkin - President of the United States - DEM,Noncommitted delegate,138
Pitkin - President of the United States - DEM,Dean Phillips,74
Pitkin - President of the United States - DEM,Marianne Williamson,64
Pitkin - President of the United States - DEM,Gabriel Cornejo,7
Pitkin - President of the United States - DEM,Jason Michael Palmer,7
Pitkin - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",7
Pitkin - President of the United States - DEM,Frankie Lozada,3
Pitkin - President of the United States - DEM,Stephen P Lyons,3
President of the United States - REP,Donald J. Trump,554956
President of the United States - REP,Nikki Haley,291127
President of the United States - REP,Ron DeSantis,12645
President of the United States - REP,Chris Christie,7179
President of the United States - REP,Vivek Ramaswamy,5105
President of the United States - REP,Ryan L Binkley,2215
President of the United States - REP,Asa Hutchinson,1268
President of the United States - REP,"Rachel Hannah ""Mohawk"" Swift",15
President of the United States - REP,Walter Iwachiw,4
Prowers - President of the United States - DEM,Joseph R Biden Jr,372
Prowers - President of the United States - DEM,Noncommitted delegate,55
Prowers - President of the United States - DEM,Dean Phillips,23
Prowers - President of the United States - DEM,Marianne Williamson,16
Prowers - President of the United States - DEM,Jason Michael Palmer,11
Prowers - President of the United States - DEM,Frankie Lozada,7
Prowers - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",7
Prowers - President of the United States - DEM,Gabriel Cornejo,4
Prowers - President of the United States - DEM,Stephen P Lyons,3
Pueblo - President of the United States - DEM,Joseph R Biden Jr,13937
Pueblo - President of the United States - DEM,Noncommitted delegate,1473
Pueblo - President of the United States - DEM,Marianne Williamson,505
Pueblo - President of the United States - DEM,Dean Phillips,453
Pueblo - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",183
Pueblo - President of the United States - DEM,Jason Michael Palmer,177
Pueblo - President of the United States - DEM,Gabriel Cornejo,138
Pueblo - President of the United States - DEM,Frankie Lozada,75
Pueblo - President of the United States - DEM,Stephen P Lyons,57
Rio Blanco - President of the United States - DEM,Joseph R Biden Jr,150
Rio Blanco - President of the United States - DEM,Noncommitted delegate,11
Rio Blanco - President of the United States - DEM,Dean Phillips,9
Rio Blanco - President of the United States - DEM,Marianne Williamson,9
Rio Blanco - President of the United States - DEM,Jason Michael Palmer,2
Rio Blanco - President of the United States - DEM,Gabriel Cornejo,2
Rio Blanco - President of the United States - DEM,Stephen P Lyons,1
Rio Blanco - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",0
Rio Blanco - President of the United States - DEM,Frankie Lozada,0
Rio Grande - President of the United States - DEM,Joseph R Biden Jr,754
Rio Grande - President of the United States - DEM,Noncommitted delegate,73
Rio Grande - President of the United States - DEM,Marianne Williamson,36
Rio Grande - President of the United States - DEM,Dean Phillips,19
Rio Grande - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",14
