County,Tabulator,Batch,# of Ballots,Location
Boulder,101,1,149,1A
Boulder,101,2,150,1A
Boulder,101,3,148,1A
Boulder,101,4,149,1A
Boulder,101,5,150,1A
Boulder,101,6,150,1A
Boulder,101,7,149,1A
Boulder,101,8,150,1A
Boulder,101,9,150,10A
Boulder,101,10,150,10A
Boulder,101,11,121,10A
Boulder,101,12,149,10A
Boulder,101,13,148,10A
Boulder,101,14,149,10A
Boulder,101,15,149,10A
Boulder,101,16,147,10A
Boulder,101,17,150,22A
Boulder,101,18,150,22A
Boulder,101,19,146,22A
Boulder,101,20,150,22A
Boulder,101,21,150,22A
Boulder,101,22,150,22A
Boulder,101,23,149,22A
Boulder,101,24,150,22A
Boulder,101,25,150,19A
Boulder,101,26,149,19A
Boulder,101,27,148,19A
Boulder,101,28,149,19A
Boulder,101,29,149,19A
Boulder,101,30,150,19A
Boulder,101,31,150,19A
Boulder,101,32,150,19A
Boulder,101,33,144,23A
Boulder,101,34,146,23A
Boulder,101,35,150,23A
Boulder,101,36,147,23A
Boulder,101,37,150,23A
Boulder,101,38,148,23A
Boulder,101,39,150,23A
Boulder,101,40,148,23A
Boulder,101,41,150,25A
Boulder,101,42,149,25A
Boulder,101,43,147,25A
Boulder,101,44,149,25A
Boulder,101,45,150,25A
Boulder,101,46,150,25A
Boulder,101,47,149,25A
Boulder,101,48,150,25A
Boulder,101,49,150,28A
Boulder,101,50,148,28A
Boulder,101,51,146,28A
Boulder,101,52,149,28A
Boulder,101,53,149,28A
Boulder,101,54,150,28A
Boulder,101,55,148,28A
Boulder,101,56,148,28A
Boulder,101,57,150,33A
Boulder,101,58,149,33A
Boulder,101,59,148,33A
Boulder,101,60,150,33A
Boulder,101,61,149,33A
Boulder,101,62,150,33A
Boulder,101,63,149,33A
Boulder,101,64,150,33A
Boulder,101,65,149,49A
Boulder,101,66,149,49A
Boulder,101,67,149,49A
Boulder,101,68,149,49A
Boulder,101,69,150,49A
Boulder,101,70,149,49A
Boulder,101,71,150,49A
Boulder,101,72,147,49A
Boulder,101,73,149,48A
Boulder,101,74,149,48A
Boulder,101,75,150,48A
Boulder,101,76,150,48A
Boulder,101,77,149,48A
Boulder,101,78,150,48A
Boulder,101,79,149,48A
Boulder,101,80,150,48A
Boulder,101,81,149,47A
