county_name,contest_name,choice,votes
Adams,Adams - President of the United States - DEM,Joseph R Biden Jr,29725
Adams,Adams - President of the United States - DEM,Noncommitted delegate,3626
Adams,Adams - President of the United States - DEM,Marianne Williamson,1336
Adams,Adams - President of the United States - DEM,Dean Phillips,1255
Adams,Adams - President of the United States - DEM,Gabriel Cornejo,490
Adams,Adams - President of the United States - DEM,Jason Michael Palmer,431
Adams,Adams - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",326
Adams,Adams - President of the United States - DEM,Frankie Lozada,254
Adams,Adams - President of the United States - DEM,Stephen P Lyons,168
Adams,President of the United States - REP,Donald J. Trump,35642
Adams,President of the United States - REP,Nikki Haley,13632
Adams,President of the United States - REP,Ron DeSantis,671
Adams,President of the United States - REP,Chris Christie,400
Adams,President of the United States - REP,Vivek Ramaswamy,310
Adams,President of the United States - REP,Ryan L Binkley,148
Adams,President of the United States - REP,Asa Hutchinson,70
Adams,President of the United States - REP,"Rachel Hannah ""Mohawk"" Swift",3
Adams,President of the United States - REP,Walter Iwachiw,2
Alamosa,Alamosa - President of the United States - DEM,Joseph R Biden Jr,1074
Alamosa,Alamosa - President of the United States - DEM,Noncommitted delegate,110
Alamosa,Alamosa - President of the United States - DEM,Marianne Williamson,47
Alamosa,Alamosa - President of the United States - DEM,Dean Phillips,32
Alamosa,Alamosa - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",26
Alamosa,Alamosa - President of the United States - DEM,Jason Michael Palmer,15
Alamosa,Alamosa - President of the United States - DEM,Frankie Lozada,11
Alamosa,Alamosa - President of the United States - DEM,Gabriel Cornejo,10
Alamosa,Alamosa - President of the United States - DEM,Stephen P Lyons,5
Alamosa,President of the United States - REP,Donald J. Trump,1694
Alamosa,President of the United States - REP,Nikki Haley,482
Alamosa,President of the United States - REP,Ron DeSantis,34
Alamosa,President of the United States - REP,Chris Christie,22
Alamosa,President of the United States - REP,Vivek Ramaswamy,12
Alamosa,President of the United States - REP,Asa Hutchinson,9
Alamosa,President of the United States - REP,Ryan L Binkley,7
