contest_name,choice,votes
Delta County - United States Senator - REP,Ron Hanks,4451
Delta County - United States Senator - REP,Joe O'Dea,2810
Delta County - United States Senator - REP,Daniel Hendricks,9
Denver County - United States Senator - REP,Joe O'Dea,18064
Denver County - United States Senator - REP,Ron Hanks,9185
Denver County - United States Senator - REP,Daniel Hendricks,11
Dolores County Assessor - REP,Christy Cressler,487
Dolores County Clerk and Recorder - REP,Lana Hancock,639
Dolores County Commissioner District 1 - REP,Julie R Kibel,508
Dolores County Coroner - REP,Aaron Hankins,605
Dolores County Sheriff - REP,Mike Steele,395
Dolores County Treasurer - REP,Taylor L Funk,556
Dolores County Treasurer - REP,Lenore Dianne Johnson,172
Dolores County - United States Senator - REP,Ron Hanks,412
Dolores County - United States Senator - REP,Joe O'Dea,190
Dolores County - United States Senator - REP,Daniel Hendricks,1
Douglas County Assessor - REP,Toby Damisch,45852
Douglas County Clerk and Recorder - DEM,Karen Lindberg Jefferson,25440
Douglas County Clerk and Recorder - REP,Sheri Davis,29112
Douglas County Clerk and Recorder - REP,Kory Nelson,24869
Douglas County Commissioner - District 1 - DEM,Kari Solberg,25345
Douglas County Commissioner - District 1 - REP,Abe Laydon,45639
Douglas County Coroner - REP,Raeann Brown,46258
Douglas County Sheriff - REP,Darren Weekly,20316
Douglas County Sheriff - REP,John Anderson,19685
Douglas County Sheriff - REP,Holly Kluth,10641
Douglas County Sheriff - REP,Lora Thomas,8286
Douglas County Surveyor - REP,Darrell E. Roberts,45834
Douglas County Treasurer - REP,Dave Gill,45789
Eagle County Assessor - DEM,Mark Chapin,4023
Eagle County Clerk and Recorder - DEM,Regina O'Brien,4100
Eagle County Commissioner - District 3 - DEM,Jeanne McQueeney,3998
Eagle County Commissioner - District 3 - REP,Brian Brandl,2838
Eagle County Coroner - DEM,Kara Bettis,4038
Eagle County Sheriff - REP,James Van Beek,3060
Eagle County Surveyor - DEM,Kelly Miller,3986
Eagle County Treasurer - DEM,Teak Simonton,4084
Eagle County - United States Senator - REP,Joe O'Dea,2456
Eagle County - United States Senator - REP,Ron Hanks,1596
Eagle County - United States Senator - REP,Daniel Hendricks,4
Elbert County Assessor - REP,Susan Murphy,5669
Elbert County Clerk and Recorder - REP,Rhonda Braun,5702
Elbert County Commissioner District 2 - REP,Dallas Schroeder,5546
Elbert County Coroner - REP,Sandra Graeff,5831
Elbert County Sheriff - REP,Timothy D. Norton,5976
Elbert County Treasurer - REP,Sheryl (Sherry) Hewlett,5726
Elbert County - United States Senator - REP,Joe O'Dea,3538
Elbert County - United States Senator - REP,Ron Hanks,3367
Elbert County - United States Senator - REP,Daniel Hendricks,7
El Paso County Assessor - DEM,Renee L. Reif,42955
El Paso County Assessor - REP,Mark Flutcher,80155
El Paso County Clerk and Recorder - DEM,Lisa Wilkes,43531
El Paso County Clerk and Recorder - REP,Steve Schleiker,60966
El Paso County Clerk and Recorder - REP,Peter Lupia,33652
El Paso County Commissioner - District 1 - DEM,Ryan Lucas,8501
El Paso County Commissioner - District 1 - REP,Holly Williams,17303
El Paso County Commissioner - District 1 - REP,Lindsay Moore,10766
El Paso County Commissioner - District 5 - DEM,John Jarrell,8736
El Paso County Commissioner - District 5 - REP,Cami Bremer,10018
El Paso County Commissioner - District 5 - REP,David Winney,4580
El Paso County Coroner - DEM,Bridget Garner,42291
El Paso County Coroner - REP,Leon Kelly,63266
El Paso County Coroner - REP,Rae Ann Weber,32670
El Paso County Sheriff - DEM,John K. Foley,43003
El Paso County Sheriff - REP,Joe Roybal,55449
El Paso County Sheriff - REP,Todd M. Watkins,23514
El Paso County Sheriff - REP,Greg Maxwell,18287
El Paso County Surveyor - REP,Richard Mariotti,80685
El Paso County Treasurer - DEM,Richard Williams,42874
El Paso County Treasurer - REP,Chuck Broerman,60754
El Paso County Treasurer - REP,Gina Trivelli,35472
Fremont County Assessor - REP,Stacey Seifert ,6971
Fremont County Board of County Commissioners - District 2 - REP,Debbie Bell ,6832
Fremont County Clerk and Recorder - REP,Justin D Grantham,7101
Fremont County Coroner - REP,Randy V. Keller ,6915
Fremont County Sheriff - REP,Allen Cooper,6957
Fremont County Treasurer - REP,Kathy Elliott ,7057
Fremont County - United States Senator - REP,Ron Hanks,4667
Fremont County - United States Senator - REP,Joe O'Dea,3487
Fremont County - United States Senator - REP,Daniel Hendricks,6
Garfield County Assessor - REP,Jim Yellico,6249
Garfield County Clerk and Recorder - DEM,Becky Moller,4039
Garfield County Clerk and Recorder - REP,Jackie Harmon,6100
Garfield County Commissioner - District 1 - DEM,Ryan Gordon,4080
Garfield County Commissioner - District 1 - REP,Tom Jankovsky,6281
Garfield County Coroner - REP,Rob Glassmire,6194
Garfield County Sheriff - REP,Lou Vallario,6339
Garfield County - State Representative - District 57 - DEM,Elizabeth Velasco,3016
Garfield County - State Representative - District 57 - DEM,"Colin ""Cole"" Buerger",1640
Garfield County Surveyor - REP,Scott Aibner,6048
Garfield County Treasurer - DEM,Aron Diaz,4021
Garfield County Treasurer - REP,Carrie Couey,6032
Garfield County - United States Senator - REP,Joe O'Dea,4177
Garfield County - United States Senator - REP,Ron Hanks,3600
Garfield County - United States Senator - REP,CertifiedWrite-in,88
Gilpin County Assessor - DEM,Ashley Martin,607
Gilpin County Assessor - REP,Rebecca (Becky) Shirey,621
Gilpin County Clerk and Recorder - DEM,Sahari McCormick,617
Gilpin County Commissioner - District 2 - DEM,Susan Berumen,612
Gilpin County Commissioner - District 2 - REP,Joe Marr,640
Gilpin County Commissioner - District 2 - REP,Rick Wenzel,100
Gilpin County Coroner - DEM,Zane G. Laubhan,622
Gilpin County Sheriff - REP,Kevin M. Armstrong,683
Gilpin County Surveyor - DEM,Corey Diekman,612
Gilpin County Treasurer - REP,Mary R. Lorenz,670
Governor - DEM,Jared Polis,523368
Governor - REP,Heidi Ganahl,341078
Governor - REP,Greg Lopez,292116
Grand County Assessor - REP,Tom Weydert,1679
Grand County Clerk and Recorder - DEM,Abby Loberg,1273
Grand County Clerk and Recorder - REP,Jolene Stetson Linke,1774
Grand County Commissioner - District 3 - DEM,Steven (Steve) Skinner,1262
Grand County Commissioner - District 3 - REP,Randy George,1772
Grand County Coroner - REP,Tawnya Bailey,1824
Grand County Sheriff - REP,Brett Schroetlin,1800
Grand County Surveyor - REP,Warren Dale Ward,1695
Grand County Treasurer - REP,Frank DeLay,1652
Grand County - United States Senator - REP,Joe O'Dea,1251
Grand County - United States Senator - REP,Ron Hanks,989
Grand County - United States Senator - REP,Daniel Hendricks,1
Gunnison County Assessor - DEM,Kristy McFarland,1749
Gunnison County Clerk and Recorder - DEM,Kathy Simillion,1788
Gunnison County Commissioner District 3 - DEM,Laura Puckett Daniels,1789
Gunnison County Commissioner District 3 - REP,Rich Evans,1541
Gunnison County Coroner - DEM,Michael Barnes,1740
Gunnison County - Representative to the 118th United States Congress - District 3 - DEM,Adam Frisch,946
Gunnison County - Representative to the 118th United States Congress - District 3 - DEM,Soledad Sandoval Tafoya,721
Gunnison County - Representative to the 118th United States Congress - District 3 - DEM,Alex Walker,240
Gunnison County Treasurer - REP,Debbie Dunbar,1657
Gunnison County - United States Senator - REP,Joe O'Dea,1277
Gunnison County - United States Senator - REP,Ron Hanks,1019
Gunnison County - United States Senator - REP,Daniel Hendricks,1
Hinsdale County Clerk and Recorder - REP,Joan Roberts,235
Hinsdale County Commissioner District 2 - REP,Kristine Borchers,213
Hinsdale County - Representative to the 118th United States Congress - District 3 - REP,Lauren Boebert,179
Hinsdale County - Representative to the 118th United States Congress - District 3 - REP,Don Coram,99
Hinsdale County Sheriff - REP,Christopher M Kambish,226
Hinsdale County Treasurer - REP,Lori L Lawrence,231
Huerfano County Assessor - DEM,Elisha Meadows,992
Huerfano County Commissioner - District 3 - DEM,Della L. Duran,940
Huerfano County Commissioner - District 3 - REP,Karl Sporleder,970
Huerfano County - Representative to the 118th United States Congress - District 3 - DEM,Soledad Sandoval Tafoya,507
Huerfano County - Representative to the 118th United States Congress - District 3 - DEM,Adam Frisch,377
Huerfano County - Representative to the 118th United States Congress - District 3 - DEM,Alex Walker,146
Huerfano County Sheriff - DEM,Bruce Newman,893
Huerfano County Sheriff - REP,James L. Chamberlain,901
Huerfano County Treasurer - DEM,"Debra ""Debbie"" J. Reynolds",1023
Jackson County Assessor - REP,Payton R. Larsen,465
Jackson County Clerk and Recorder - REP,Hayle M. Johnson,492
Jackson County Commissioner 1 - REP,Coby Corkle,461
Jackson County Coroner - REP,George E. Crocket,458
Jackson County Coroner - REP,Monica Love,157
Jackson County Sheriff - REP,Jarrod Poley,352
Jackson County Sheriff - REP,Glenn W. Quantz,260
Jackson County Surveyor - REP,Randall R. Miller,502
Jackson County Treasurer - REP,Ekho W. Wyatt,500
Jefferson County Assessor - DEM,Scot Kersgaard,59910
Jefferson County Assessor - REP,Libby Szabo,55555
Jefferson County Clerk and Recorder - DEM,Amanda Gonzalez,60626
Jefferson County Clerk and Recorder - REP,Vicki Pyne,55672
Jefferson County Commissioner - District 3 - DEM,Lesley Dahlkemper,60451
Jefferson County Commissioner - District 3 - REP,Donald Rosier,55378
Jefferson County Coroner - DEM,Annette Cannon,60423
Jefferson County Coroner - REP,Matt Archuleta,55704
Jefferson County Sheriff - DEM,"Regina ""Reggie"" Marinelli",60091
Jefferson County Sheriff - REP,Ed Brady,56353
Jefferson County Surveyor - REP,Robert J. Hennessy,55538
Jefferson County Treasurer - DEM,"Gerald ""Jerry"" DiTullio",60140
Jefferson County Treasurer - REP,Faye Griffin,56030
Kiowa County Assessor - REP,Marci J Miller,506
Kiowa County Clerk and Recorder - REP,Delisa L Weeks,521
Kiowa County Commissioner - District 1 - REP,Michael Lening,462
Kiowa County Commissioner - District 2 - REP,Howard (Butch) Robertson,416
Kiowa County Coroner - REP,Jimmy R Brown,477
Kiowa County Sheriff - REP,Bryan Williams,365
Kiowa County Sheriff - REP,Kayla Murdock,251
Kiowa County Treasurer - REP,Diana Flory,457
Kit Carson County Assessor - DEM,Abbey Mullis,196
Kit Carson County Clerk and Recorder - REP,Susan Corliss,1508
Kit Carson County Commissioner - District 2 - REP,Cory Wall,1486
Kit Carson County Coroner - REP,Randy B. Gorton,1388
Kit Carson County Sheriff - REP,Travis Belden,1469
Kit Carson County Treasurer - REP,Pamela J. Mills,1470
Kit Carson County Treasurer - REP,Christopher Graff,255
Kit Carson County - United States Senator - REP,Ron Hanks,1019
Kit Carson County - United States Senator - REP,Joe O'Dea,630
Kit Carson County - United States Senator - REP,Daniel Hendricks,0
Lake County Assessor - DEM,Miguel Martinez,535
Lake County Assessor - REP,Stephanie McBride,459
Lake County Clerk and Recorder - DEM,Tracey Lauritzen,524
Lake County Clerk and Recorder - REP,Kristol Hewlett,464
Lake County Commissioner District 1 - DEM,Kayla Marcella,529
Lake County Coroner - DEM,Alexander Krieg,534
Lake County - Representative to the 118th United States Congress - District 7 - REP,Erik Aadland,294
Lake County - Representative to the 118th United States Congress - District 7 - REP,Tim Reichert,143
Lake County - Representative to the 118th United States Congress - District 7 - REP,Laurel Imer,75
Lake County Sheriff - DEM,Hal Edwards,521
Lake County Sheriff - REP,Heath Speckman,470
Lake County Sheriff - REP,Caleb Cramer,54
Lake County Treasurer - DEM,Padraic D Smith,590
La Plata County Assessor - DEM,Carrie Woodson,4780
La Plata County Commissioner District 1 - DEM,Clyde Church,4756
La Plata County Commissioner District 1 - REP,Brad Blake,7158
La Plata County Coroner - REP,Jann Smith,6907
La Plata County Sheriff - DEM,Sean Smith,4854
La Plata County Treasurer - DEM,Allison Aichele,4798
La Plata County - United States Senator - REP,Joe O'Dea,5177
La Plata County - United States Senator - REP,Ron Hanks,4153
La Plata County - United States Senator - REP,Daniel Hendricks,13
Larimer County Assessor - DEM,Bob Overbeck,32123
Larimer County Assessor - REP,David Eisenbraun,34931
Larimer County Clerk and Recorder - DEM,Toni Baker,32121
Larimer County Clerk and Recorder - REP,Angela Myers,36980
Larimer County Commissioner - District 1 - DEM,John Kefalas,33134
Larimer County Commissioner - District 1 - REP,Justin Smith,37011
Larimer County Coroner - DEM,Stephen Hanks,31789
Larimer County Coroner - REP,Matt Canaga,35499
Larimer County Sheriff - REP,John J. Feyen,24772
Larimer County Sheriff - REP,Jeff Fisher,18210
Larimer County Surveyor - REP,Tom Donnelly,35370
Larimer County Treasurer - REP,Irene Josey,35755
Las Animas County Assessor - REP,Jodi M Amato,1660
Las Animas County Clerk and Recorder - DEM,"Henry ""Smokey"" Guzzo Jr",1221
Las Animas County Clerk and Recorder - DEM,"Patricia ""Peach"" Vigil",936
Las Animas County Clerk and Recorder - REP,Karrie Apple,1653
Las Animas County Commissioner District 3 - REP,Tony Calvin Hass,1620
Las Animas County Coroner - REP,"Dominic ""Junie"" Verquer",1632
Las Animas County Sheriff - DEM,Derek J Navarette,1839
Las Animas County Sheriff - REP,"Nicholas ""Nick"" Mattorano",1526
Las Animas County Treasurer - DEM,Donna J Leonetti,1927
Las Animas County - United States Senator - REP,Ron Hanks,1020
Las Animas County - United States Senator - REP,Joe O'Dea,823
Las Animas County - United States Senator - REP,Daniel Hendricks,0
Lincoln County Assessor - REP,Jeremiah Higgins,956
Lincoln County Clerk and Recorder - REP,Corinne M. Lengel,1016
Lincoln County Commissioner District 1 - REP,Wayne E. Ewing,833
Lincoln County Commissioner District 1 - REP,Ed E. Schifferns,385
Lincoln County Coroner - REP,Andrew S. Lorensen,996
Lincoln County Sheriff - REP,Tom Nestor,1070
Lincoln County Treasurer - REP,James R. (Jim) Covington,991
Logan County Assessor - REP,Peggy Michaels,3408
Logan County Clerk and Recorder - REP,Pamela M. Bacon,3479
Logan County Commissioner District 3 - REP,Jerry Sonnenberg,3475
Logan County Coroner - REP,David W. Tennant,3413
Logan County Sheriff - REP,Brett Lane Powell,3017
Logan County - State Representative - District 63 - REP,Richard Holtorf,2940
Logan County - State Representative - District 63 - REP,Jessie Vance,929
Logan County Treasurer - REP,Patricia Bartlett,3401
Mesa County Assessor - REP,Brent Goff,25269
Mesa County Clerk and Recorder - DEM,Jeffrey Waldon,8563
Mesa County Clerk and Recorder - REP,Bobbie Gross,16724
Mesa County Clerk and Recorder - REP,Julie Fisher,15283
Mesa County Commissioner - District 2 - DEM,Charles C. Pink,8431
Mesa County Commissioner - District 2 - REP,Bobbie Daniel,25512
Mesa County Coroner - DEM,Meaghan E. Johnson,7956
Mesa County Coroner - REP,Dean Havlik,25635
Mesa County - Representative to the 118th United States Congress - District 3 - DEM,Adam Frisch,4547
Mesa County - Representative to the 118th United States Congress - District 3 - DEM,Soledad Sandoval Tafoya,3022
Mesa County - Representative to the 118th United States Congress - District 3 - DEM,Alex Walker,1592
Mesa County Sheriff - REP,Todd Rowell,23222
Mesa County Sheriff - REP,Bob Dalley,10381
Mesa County Surveyor - REP,Scott Thompson,25700
Mesa County Treasurer - REP,Sheila Reiner,26514
Mineral County Assessor - DEM,Stasha Birdsey,131
Mineral County Assessor - REP,Libby Lamb,239
Mineral County Clerk and Recorder - REP,Eryn K Wintz,270
Mineral County Commissioner - District 1 - DEM,R. Scott Lamb,135
Mineral County Coroner - DEM,Jimmy K Adelman,139
Mineral County Sheriff - DEM,Fred Hosselkus,112
Mineral County Sheriff - REP,Terry Wetherill,244
Mineral County - State Representative - District 62 - REP,Carol Riggenbach,146
Mineral County - State Representative - District 62 - REP,Ryan G. Williams,104
Mineral County Treasurer - REP,Amy Wetherill,255
Moffat County Assessor - REP,Larona McPherson,2284
Moffat County Clerk and Recorder - REP,Stacy Morgan,2295
Moffat County Commissioner District 3 - REP,Donald Broom,2300
Moffat County Coroner - REP,Jesse Arthurs,2285
Moffat County Sheriff - REP,KC Hume,2243
Moffat County Surveyor - REP,Wilbert Alan Baker,2135
Moffat County Treasurer - REP,Robert Razzano,2356
Moffat County - United States Senator - REP,Ron Hanks,1650
Moffat County - United States Senator - REP,Joe O'Dea,958
Moffat County - United States Senator - REP,Daniel Hendricks,2
Montezuma County Clerk and Recorder - REP,Kim Percell,4516
Montezuma County Commissioner District 1 - REP,Jim Candelaria,2072
Montezuma County Commissioner District 1 - REP,Timothy A Lanier,2000
Montezuma County Commissioner District 1 - REP,Elizabeth R. Tozer,1375
Montezuma County Commissioner District 3 - REP,Gerald Woffard Koppenhafer,4353
Montezuma County Coroner - REP,George W. Deavers,4453
Montezuma County Sheriff - REP,Steven Nowlin,4302
Montezuma County Treasurer - REP,Ellen Black,4267
Montezuma County - United States Senator - REP,Ron Hanks,2812
Montezuma County - United States Senator - REP,Joe O'Dea,2153
Montezuma County - United States Senator - REP,Daniel Hendricks,2
Montrose County Assessor - REP,Brad Hughes,8301
Montrose County Clerk and Recorder - REP,Tressa Guynes,8720
Montrose County Commissioner - District 2 - REP,Sue Hansen,8362
Montrose County Coroner - REP,"Richard ""Rick"" Fellabaum",8032
Montrose County Sheriff - REP,Gene R. Lillard ,8851
Montrose County Treasurer - REP,Rosemary Murphy,8539
Montrose County - United States Senator - REP,Ron Hanks,5864
Montrose County - United States Senator - REP,Joe O'Dea,4369
Montrose County - United States Senator - REP,Daniel Hendricks,5
Morgan County Assessor - REP,Tim Amen,3914
Morgan County Clerk and Recorder - REP,Kevin Strauch,2662
Morgan County Clerk and Recorder - REP,Val Loose,1704
Morgan County Commissioner District 2 - REP,Jon Becker,3788
Morgan County Coroner - REP,Mike Dahl,2960
Morgan County Coroner - REP,Chazz Luciano,1469
Morgan County Sheriff - REP,David (Dave) D. Martin,4028
Morgan County Treasurer - REP,"Robert ""Bob"" Sagel",4030
Otero County Assessor - REP,Ken R Hood,2686
Otero County Clerk and Recorder - REP,"Lynda ""Lyn"" Scott",2693
Otero County Commissioner District 2 - REP,Timothy J Knabenshue,1752
Otero County Commissioner District 2 - REP,Barry Shioshita,1314
Otero County Coroner - REP,Robert M Fowler,2835
Otero County Sheriff - REP,Shawn Mobley,2709
Otero County Treasurer - REP,Sharon Jones,2692
Ouray County Commissioner - District 2 - DEM,Glynn M Williams,571
Ouray County - Representative to the 118th United States Congress - District 3 - REP,Don Coram,942
Ouray County - Representative to the 118th United States Congress - District 3 - REP,Lauren Boebert,784
Ouray County Treasurer - DEM,Jill Mihelich ,605
Park County Assessor - DEM,Trice Hufnagel,1365
Park County Assessor - REP,Monica Jones,2771
Park County Clerk and Recorder - DEM,Joann R Blasberg,1377
Park County Clerk and Recorder - REP,"Milena ""Mel"" Kassel",1936
Park County Clerk and Recorder - REP,Trichon Eisenman,1177
Park County Commissioner District 3 - DEM,Ashley Girodo,1372
Park County Commissioner District 3 - REP,David B Wissel,1801
Park County Commissioner District 3 - REP,Ray Douglas,1671
