contest_name,audit_reason,random_audit_status,winners_allowed,ballot_card_count,contest_ballot_card_count,winners,min_margin,risk_limit,audited_sample_count,two_vote_over_count,one_vote_over_count,one_vote_under_count,two_vote_under_count,disagreement_count,other_count,gamma,overstatements,optimistic_samples_to_audit,estimated_samples_to_audit
Archuleta County Court Judge - Fay,opportunistic_benefits,ended,1,7952,7952,"""Yes""",2675,0.03000000,0,0,0,0,0,0,0,1.03905000,0,22,22
Archuleta County Sheriff,opportunistic_benefits,ended,1,7952,7952,"""Mike Le Roux""",3186,0.03000000,0,0,0,0,0,0,0,1.03905000,0,19,19
Archuleta County Surveyor,opportunistic_benefits,not_auditable,1,7952,7952,"""Ron Sutcliffe""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Archuleta County Treasurer,opportunistic_benefits,not_auditable,1,7952,7952,"""Elsa P. White""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Aspen Ambulance District Ballot Issue 6A,opportunistic_benefits,ended,1,9725,5867,"""Yes/For""",1635,0.03000000,0,0,0,0,0,0,0,1.03905000,0,44,44
Associate County Court - Fennessy,opportunistic_benefits,ended,1,3115,3090,"""Yes""",924,0.03000000,0,0,0,0,0,0,0,1.03905000,0,25,25
Attorney General,state_wide_contest,risk_limit_achieved,1,3526411,2539644,"""Phil Weiser""",288095,0.03000000,91,0,0,0,0,0,0,1.03905000,0,90,90
Baca County Assessor,opportunistic_benefits,not_auditable,1,1785,1785,"""Gayla J. Thompson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Baca County Clerk and Recorder,opportunistic_benefits,not_auditable,1,1785,1785,"""Sharon Dubois""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Baca County Commissioner - 2,county_wide_contest,risk_limit_achieved,1,1785,1785,"""Shiloh Freed""",575,0.03000000,24,0,0,0,0,0,0,1.03905000,0,23,23
Baca County Coroner,opportunistic_benefits,not_auditable,1,1785,1785,"""Robert Morrow""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Baca County Sheriff,opportunistic_benefits,ended,1,1785,1785,"""Aaron Mack Shiplett""",1098,0.03000000,0,0,0,0,0,0,0,1.03905000,0,12,12
Baca County Treasurer,opportunistic_benefits,not_auditable,1,1785,1785,"""Jozy Stegman""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
BALLOT ISSUE #5A: FREMONT SCHOOL DISTRICT RE-2 BONDS,opportunistic_benefits,in_progress,1,311678,5880,"""Yes/For""",1196,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1899,1899
Beaver Creek Metropolitan District Ballot Issue 6A - Formation of Eagle Valley Transportation Authority,opportunistic_benefits,ended,1,22513,178,"""YES/FOR""",56,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2930,2930
Bennett School District 29J Ballot Issue 5A,opportunistic_benefits,in_progress,1,593816,3437,"""No/Against""",273,0.03000000,0,0,0,0,0,0,0,1.03905000,0,15851,15851
Bent County Assessor,opportunistic_benefits,not_auditable,1,1866,1866,"""Guy F. Wagner""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Bent County Clerk and Recorder,opportunistic_benefits,not_auditable,1,1866,1866,"""Lynda G. Moss""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Bent County Commissioner - District 2,opportunistic_benefits,ended,1,1866,1866,"""Alan Stump""",664,0.03000000,0,0,0,0,0,0,0,1.03905000,0,21,21
Bent County Coroner,opportunistic_benefits,not_auditable,1,1866,1866,"""Jason Nichols""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Bent County Sheriff,county_wide_contest,risk_limit_achieved,1,1866,1866,"""Jake R. Six""",607,0.03000000,24,0,0,0,0,0,0,1.03905000,0,23,23
Bent County Treasurer,opportunistic_benefits,not_auditable,1,1866,1866,"""Kathy Brown""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Board of Directors - 2 Year Term,opportunistic_benefits,ended,2,9725,94,"""Audrey Oberlin"",""Michael Thele""",43,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1649,1649
Board of Directors - 4 Year Term,opportunistic_benefits,not_auditable,3,9725,94,"""Robert Goodwin"",""Wayne Ives"",""Harlan Nimmo""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Boulder County Assessor,opportunistic_benefits,not_auditable,1,328145,167087,"""Cynthia Braddock""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Boulder County Ballot Issue 1A,opportunistic_benefits,ended,1,328145,165950,"""Yes/For""",70653,0.03000000,0,0,0,0,0,0,0,1.03905000,0,34,34
Boulder County Ballot Issue 1B,opportunistic_benefits,ended,1,328145,165950,"""Yes/For""",56966,0.03000000,0,0,0,0,0,0,0,1.03905000,0,42,42
Boulder County Ballot Issue 1C,opportunistic_benefits,ended,1,328145,165950,"""Yes/For""",97339,0.03000000,0,0,0,0,0,0,0,1.03905000,0,25,25
Boulder County Clerk and Recorder,opportunistic_benefits,not_auditable,1,328145,167087,"""Molly Fitzpatrick""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Boulder County Commissioner - District 3,opportunistic_benefits,ended,1,328145,167087,"""Ashley Stolzmann""",89807,0.03000000,0,0,0,0,0,0,0,1.03905000,0,27,27
Boulder County Coroner,opportunistic_benefits,not_auditable,1,328145,167087,"""Emma R. Hall""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Boulder County Court Judge - Archuleta,opportunistic_benefits,ended,1,328145,167087,"""Yes/For""",69814,0.03000000,0,0,0,0,0,0,0,1.03905000,0,35,35
Boulder County Court Judge - Brodsky,opportunistic_benefits,ended,1,328145,167087,"""Yes/For""",71836,0.03000000,0,0,0,0,0,0,0,1.03905000,0,34,34
Boulder County Court Judge - Malkinson,opportunistic_benefits,ended,1,328145,167087,"""Yes/For""",67069,0.03000000,0,0,0,0,0,0,0,1.03905000,0,36,36
Boulder County Court Judge - Martinez,opportunistic_benefits,ended,1,328145,167087,"""Yes/For""",69607,0.03000000,0,0,0,0,0,0,0,1.03905000,0,35,35
Boulder County Sheriff,opportunistic_benefits,not_auditable,1,328145,167087,"""Curtis Johnson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Boulder County Surveyor,opportunistic_benefits,not_auditable,1,328145,167087,"""Lee Stadele""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Boulder County Treasurer,opportunistic_benefits,not_auditable,1,328145,167087,"""Paul Weissmann""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Boulder Public Library District Ballot Issue 6C,opportunistic_benefits,ended,1,328145,64916,"""Yes/For""",3832,0.03000000,0,0,0,0,0,0,0,1.03905000,0,625,625
Boulder Valley School District RE-2 Ballot Issue 5A,opportunistic_benefits,in_progress,1,331599,106997,"""Yes/For""",38516,0.03000000,0,0,0,0,0,0,0,1.03905000,0,63,63
Broomfield County - Boulder Valley School District RE-2 Ballot Issue 5A,county_wide_contest,risk_limit_achieved,1,37882,14477,"""Yes/For""",3375,0.03000000,83,0,0,0,0,0,0,1.03905000,0,82,82
Buffalo School District RE-4J Director District A Recall Question,opportunistic_benefits,in_progress,1,21464,545,"""Yes/For""",44,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3555,3555
Buffalo School District RE-4J Director District A Recall Successor,opportunistic_benefits,not_auditable,1,21464,545,"""Mike Kirschbaum""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Calhan School District RJ1 Ballot Issue 5C,opportunistic_benefits,in_progress,1,304498,1620,"""Yes/For""",108,0.03000000,0,0,0,0,0,0,0,1.03905000,0,20546,20546
CENTRAL YUMA GROUNDWATER MANAGEMENT DISTRICT BALLOT ISSUE 6A,opportunistic_benefits,ended,1,5312,1108,"""No""",148,0.03000000,0,0,0,0,0,0,0,1.03905000,0,262,262
Chaffee County Assessor,opportunistic_benefits,not_auditable,1,11947,11947,"""Rick Roberts""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Chaffee County Ballot Question 1A,opportunistic_benefits,ended,1,11947,11947,"""Yes/For""",3123,0.03000000,0,0,0,0,0,0,0,1.03905000,0,28,28
Chaffee County Ballot Question 1B,opportunistic_benefits,ended,1,11947,11947,"""No/Against""",5904,0.03000000,0,0,0,0,0,0,0,1.03905000,0,15,15
Chaffee County Clerk and Recorder,opportunistic_benefits,ended,1,11947,11947,"""Lori Mitchell""",7390,0.03000000,0,0,0,0,0,0,0,1.03905000,0,12,12
Chaffee County Commissioner - District 3,county_wide_contest,risk_limit_achieved,1,11947,11947,"""P.T. Wood""",1788,0.03000000,50,0,0,0,0,0,0,1.03905000,0,49,49
Chaffee County Coroner,opportunistic_benefits,not_auditable,1,11947,11947,"""Jeff Graf""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Chaffee County Sheriff,opportunistic_benefits,not_auditable,1,11947,11947,"""John Spezze""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Chaffee County Treasurer,opportunistic_benefits,not_auditable,1,11947,11947,"""Delores ""Dee Dee"" Copper""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Chaffee Housing Authority Ballot Issue 6A,opportunistic_benefits,ended,1,11947,11235,"""No/Against""",4088,0.03000000,0,0,0,0,0,0,0,1.03905000,0,22,22
Cheyenne County - Amendment D (Constitutional),county_wide_contest,risk_limit_achieved,1,925,925,"""No/Against""",153,0.03000000,46,0,0,0,0,0,0,1.03905000,0,45,45
Cheyenne County Assessor,opportunistic_benefits,not_auditable,1,925,925,"""Lacey Welsh""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Cheyenne County Clerk and Recorder,opportunistic_benefits,not_auditable,1,925,925,"""Allison Brown""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Cheyenne County Commissioner - District 2,opportunistic_benefits,not_auditable,1,925,925,"""Ronald R. Smith""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Cheyenne County Coroner,opportunistic_benefits,not_auditable,1,925,925,"""Raymond Dean Kern""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Cheyenne County Sheriff,opportunistic_benefits,not_auditable,1,925,925,"""Michael L. Buchanan""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Cheyenne County Treasurer,opportunistic_benefits,not_auditable,1,925,925,"""Gaila Mitchek""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Aspen Ballot Issue 2A,opportunistic_benefits,ended,1,9725,3875,"""Yes/For""",855,0.03000000,0,0,0,0,0,0,0,1.03905000,0,83,83
City of Aspen Ballot Issue 2B,opportunistic_benefits,ended,1,9725,3875,"""Yes/For""",1718,0.03000000,0,0,0,0,0,0,0,1.03905000,0,42,42
City of Aurora Ballot Question 3A,opportunistic_benefits,in_progress,1,787303,121440,"""No/Against""",19805,0.03000000,0,0,0,0,0,0,0,1.03905000,0,290,290
City of Boulder Ballot Issue 2A,opportunistic_benefits,ended,1,328145,48266,"""Yes/For""",18547,0.03000000,0,0,0,0,0,0,0,1.03905000,0,129,129
City of Boulder Ballot Issue 2B,opportunistic_benefits,ended,1,328145,48266,"""Yes/For""",16241,0.03000000,0,0,0,0,0,0,0,1.03905000,0,148,148
City of Boulder Ballot Question 2C,county_wide_contest,risk_limit_achieved,1,328145,48266,"""Yes/For""",14142,0.03000000,171,0,0,0,0,0,0,1.03905000,0,170,170
City of Boulder Ballot Question 2D,opportunistic_benefits,ended,1,328145,48266,"""Yes/For""",26016,0.03000000,0,0,0,0,0,0,0,1.03905000,0,92,92
City of Boulder Ballot Question 2E,opportunistic_benefits,ended,1,328145,48266,"""Yes/For""",11099,0.03000000,0,0,0,0,0,0,0,1.03905000,0,216,216
City of Boulder Ballot Question 2F,opportunistic_benefits,ended,1,328145,48266,"""No/Against""",3247,0.03000000,0,0,0,0,0,0,0,1.03905000,0,737,737
City of Brighton Councilmember Ward 1,opportunistic_benefits,in_progress,1,463969,4590,"""Tom Green""",956,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3537,3537
City of Canon City Issue #2A:,opportunistic_benefits,ended,1,20234,6999,"""Yes/For""",4958,0.03000000,0,0,0,0,0,0,0,1.03905000,0,30,30
City of Canon City Issue #2B:,opportunistic_benefits,ended,1,20234,6999,"""Yes/For""",4764,0.03000000,0,0,0,0,0,0,0,1.03905000,0,31,31
City of Canon City Issue #2C:,opportunistic_benefits,ended,1,20234,6999,"""Yes/For""",3651,0.03000000,0,0,0,0,0,0,0,1.03905000,0,41,41
City of Canon City Issue #2D:,opportunistic_benefits,ended,1,20234,6999,"""Yes/For""",1874,0.03000000,0,0,0,0,0,0,0,1.03905000,0,79,79
City of Castle Pines Ballot Question 2A,opportunistic_benefits,ended,1,193487,7884,"""YES""",4858,0.03000000,0,0,0,0,0,0,0,1.03905000,0,291,291
City of Centennial Ballot Issue 2L,opportunistic_benefits,ended,1,260210,57498,"""No/Against""",6395,0.03000000,0,0,0,0,0,0,0,1.03905000,0,297,297
City of Central Alderman/City Council,opportunistic_benefits,ended,2,3454,334,"""Marcia Enloe"",""Todd Williams""",58,0.03000000,0,0,0,0,0,0,0,1.03905000,0,434,434
City of Central Ballot Issue 2A,opportunistic_benefits,ended,1,3454,334,"""Yes/For""",88,0.03000000,0,0,0,0,0,0,0,1.03905000,0,287,287
City of Central Mayor,opportunistic_benefits,ended,1,3454,334,"""Jeremy Fey""",53,0.03000000,0,0,0,0,0,0,0,1.03905000,0,475,475
City of Cherry Hills Village Ballot Issue 2A,opportunistic_benefits,ended,1,260210,3970,"""Yes/For""",632,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3001,3001
City of Cherry Hills Village Ballot Question 300,opportunistic_benefits,ended,1,260210,3970,"""Yes/For""",2227,0.03000000,0,0,0,0,0,0,0,1.03905000,0,852,852
City of Colorado Springs Ballot Issue 301,county_wide_contest,risk_limit_achieved,1,288059,191157,"""Yes/For""",10728,0.03000000,197,0,0,0,0,0,0,1.03905000,0,196,196
City of Colorado Springs Ballot Question 300,opportunistic_benefits,ended,1,288059,191157,"""No/Against""",16324,0.03000000,0,0,0,0,0,0,0,1.03905000,0,129,129
City of Craig Ballot Question 2A,opportunistic_benefits,ended,1,5468,3251,"""Yes/For""",13,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3066,3066
City of Cripple Creek Ballot Issue 2A,opportunistic_benefits,ended,1,13783,445,"""No/Against""",139,0.03000000,0,0,0,0,0,0,0,1.03905000,0,723,723
City of Cripple Creek Ballot Issue 2B,opportunistic_benefits,ended,1,13783,445,"""Yes/For""",21,0.03000000,0,0,0,0,0,0,0,1.03905000,0,4783,4783
City of Cripple Creek Ballot Issue 2C,opportunistic_benefits,ended,1,13783,445,"""Yes/For""",78,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1288,1288
City of Dacono Ballot Question 2E,opportunistic_benefits,ended,1,130363,2125,"""Yes/For""",1119,0.03000000,0,0,0,0,0,0,0,1.03905000,0,849,849
City of Dacono Ballot Question 2F,opportunistic_benefits,ended,1,130363,2125,"""No/Against""",66,0.03000000,0,0,0,0,0,0,0,1.03905000,0,14394,14394
City of Dacono Council Members,opportunistic_benefits,not_auditable,2,130363,2125,"""Danny Long"",""Kevin Plain""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Delta Ballot Question 2B,opportunistic_benefits,ended,1,16123,3502,"""No/Against""",262,0.03000000,0,0,0,0,0,0,0,1.03905000,0,449,449
City of Delta Ballot Question 2C,opportunistic_benefits,not_auditable,9,16123,3502,"""Sarah Triantos"",""James D. Brown"",""Gerald E. Roberts"",""Lance Nelson"",""Susan Welk-Valdez"",""Ryan W. Crick"",""Jay Stooksberry"",""Bill Chick"",""Katie Bowers""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
CITY OF DURANGO BALLOT QUESTION 2A,opportunistic_benefits,ended,1,30132,9526,"""Yes/For""",3275,0.03000000,0,0,0,0,0,0,0,1.03905000,0,68,68
City of Englewood Ballot Issue 2B,opportunistic_benefits,ended,1,260210,14661,"""Yes/For""",813,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2333,2333
City of Englewood Ballot Issue 2C,opportunistic_benefits,ended,1,260210,14661,"""Yes/For""",3208,0.03000000,0,0,0,0,0,0,0,1.03905000,0,592,592
City of Englewood Ballot Question 2D,opportunistic_benefits,ended,1,260210,14661,"""Yes/For""",3307,0.03000000,0,0,0,0,0,0,0,1.03905000,0,574,574
City of Englewood Ballot Question 2E,opportunistic_benefits,ended,1,260210,14661,"""Yes/For""",6890,0.03000000,0,0,0,0,0,0,0,1.03905000,0,276,276
City of Englewood Ballot Question 2F,opportunistic_benefits,ended,1,260210,14661,"""Yes/For""",4424,0.03000000,0,0,0,0,0,0,0,1.03905000,0,429,429
City of Englewood Ballot Question 2G,opportunistic_benefits,ended,1,260210,14661,"""Yes/For""",9662,0.03000000,0,0,0,0,0,0,0,1.03905000,0,197,197
City of Englewood Ballot Question 2H,opportunistic_benefits,ended,1,260210,14661,"""Yes/For""",6628,0.03000000,0,0,0,0,0,0,0,1.03905000,0,287,287
City of Englewood Ballot Question 2I,opportunistic_benefits,ended,1,260210,14661,"""Yes/For""",9199,0.03000000,0,0,0,0,0,0,0,1.03905000,0,207,207
City of Englewood Ballot Question 2J,opportunistic_benefits,ended,1,260210,14661,"""Yes/For""",6064,0.03000000,0,0,0,0,0,0,0,1.03905000,0,313,313
City of Englewood Ballot Question 2K,opportunistic_benefits,ended,1,260210,14661,"""Yes/For""",4043,0.03000000,0,0,0,0,0,0,0,1.03905000,0,469,469
City of Fort Collins Ballot Question 2A,opportunistic_benefits,ended,1,180424,76148,"""Yes/For""",15866,0.03000000,0,0,0,0,0,0,0,1.03905000,0,83,83
City of Fort Collins Ballot Question 2B,opportunistic_benefits,ended,1,180424,76148,"""Yes/For""",34273,0.03000000,0,0,0,0,0,0,0,1.03905000,0,39,39
City of Fort Collins Ballot Question 2C,opportunistic_benefits,ended,1,180424,76148,"""Yes/For""",11095,0.03000000,0,0,0,0,0,0,0,1.03905000,0,119,119
City of Fort Lupton Ballot Issue 2C,opportunistic_benefits,ended,1,130363,2618,"""No/Against""",37,0.03000000,0,0,0,0,0,0,0,1.03905000,0,25675,25675
City of Fort Lupton Ballot Issue 2D,opportunistic_benefits,ended,1,130363,2618,"""Yes/For""",356,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2669,2669
City of Fountain Ballot Issue 2B,opportunistic_benefits,ended,1,288059,7607,"""Yes/For""",693,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3029,3029
City of Glenwood Springs Ballot Issue 2C,opportunistic_benefits,ended,1,24829,4093,"""YES/FOR""",428,0.03000000,0,0,0,0,0,0,0,1.03905000,0,423,423
City of Grand Junction - 2A,opportunistic_benefits,ended,1,74421,30896,"""No/Against""",7486,0.03000000,0,0,0,0,0,0,0,1.03905000,0,73,73
City of Grand Junction - 2B,opportunistic_benefits,ended,1,74421,30896,"""No/Against""",13692,0.03000000,0,0,0,0,0,0,0,1.03905000,0,40,40
City of Grand Junction - 2C,opportunistic_benefits,ended,1,74421,30896,"""No/Against""",1053,0.03000000,0,0,0,0,0,0,0,1.03905000,0,516,516
City of Gunnison Ballot Question 2A,opportunistic_benefits,ended,1,9392,2581,"""NO/AGAINST""",281,0.03000000,0,0,0,0,0,0,0,1.03905000,0,244,244
CITY OF IDAHO SPRINGS - BALLOT MEASURE 2B,opportunistic_benefits,ended,1,5265,795,"""Yes/For""",167,0.03000000,0,0,0,0,0,0,0,1.03905000,0,230,230
City of La Junta Ballot Question 2B,county_wide_contest,risk_limit_achieved,1,7335,2509,"""No/Against""",610,0.03000000,89,0,0,0,0,0,0,1.03905000,0,88,88
City of Lamar Ballot Question 300,opportunistic_benefits,ended,1,4340,2426,"""No/Against""",217,0.03000000,0,0,0,0,0,0,0,1.03905000,0,146,146
City of Las Animas Appointment of City Clerk 2A,opportunistic_benefits,ended,1,1866,835,"""No/Against""",127,0.03000000,0,0,0,0,0,0,0,1.03905000,0,108,108
City of Las Animas Appointment of City Treasurer 2B,opportunistic_benefits,ended,1,1866,835,"""No/Against""",139,0.03000000,0,0,0,0,0,0,0,1.03905000,0,98,98
City of Las Animas Publish Ordinances by Title Only 2C,opportunistic_benefits,ended,1,1866,835,"""Yes/For""",32,0.03000000,0,0,0,0,0,0,0,1.03905000,0,425,425
City of Littleton Ballot Issue 3B,opportunistic_benefits,in_progress,1,757299,23442,"""Yes/For""",5607,0.03000000,0,0,0,0,0,0,0,1.03905000,0,985,985
City of Littleton Ballot Question 301,opportunistic_benefits,in_progress,1,757299,23442,"""Yes/For""",3820,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1445,1445
City of Littleton Ballot Question 3E,opportunistic_benefits,in_progress,1,757299,23442,"""Yes/For""",9102,0.03000000,0,0,0,0,0,0,0,1.03905000,0,607,607
City of Lone Tree Ballot Question 2B,opportunistic_benefits,ended,1,193487,7410,"""YES""",4554,0.03000000,0,0,0,0,0,0,0,1.03905000,0,310,310
City of Longmont Ballot Question 3A,opportunistic_benefits,in_progress,1,458508,45395,"""Yes/For""",24681,0.03000000,0,0,0,0,0,0,0,1.03905000,0,136,136
City of Longmont Ballot Question 3B,opportunistic_benefits,in_progress,1,458508,45395,"""Yes/For""",15402,0.03000000,0,0,0,0,0,0,0,1.03905000,0,217,217
