"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
2,7,16,"2-7-16","4",,166,"Yes"
2,12,9,"2-12-9","2",,297,"Yes"
2,17,3,"2-17-3","2",,407,"Yes"
2,19,5,"2-19-5","2",,459,"Yes"
2,21,6,"2-21-6","4",,510,"Yes"
2,23,7,"2-23-7","4",,561,"Yes"
2,32,23,"2-32-23","1",,804,"Yes"
2,34,16,"2-34-16","4",,848,"Yes"
2,36,12,"2-36-12","4",,896,"Yes"
2,38,25,"2-38-25","4",,959,"Yes"
2,44,21,"2-44-21","1",,1105,"Yes"
2,51,23,"2-51-23","4",,1278,"Yes"
2,54,5,"2-54-5","4",,1335,"Yes"
2,66,1,"2-66-1","1",,1626,"Yes"
2,70,25,"2-70-25","4",,1755,"Yes"
2,89,3,"2-89-3","1",,2197,"Yes"
2,92,8,"2-92-8","3",,2279,"Yes"
2,92,13,"2-92-13","2",,2283,"Yes"
2,96,23,"2-96-23","2",,2394,"Yes"
2,100,10,"2-100-10","4",,2478,"Yes"
2,111,1,"2-111-1","1",,2737,"Yes"
2,111,12,"2-111-12","1",,2748,"Yes"
2,113,11,"2-113-11","2",,2797,"Yes"
2,116,22,"2-116-22","4",,2870,"Yes"
2,121,20,"2-121-20","3",,2993,"Yes"
2,130,17,"2-130-17","3",,3196,"Yes"
2,131,2,"2-131-2","4",,3206,"Yes"
2,146,4,"2-146-4","4",,3582,"Yes"
2,146,15,"2-146-15","1",,3593,"Yes"
2,159,15,"2-159-15","4",,3913,"Yes"
2,163,12,"2-163-12","4",,3995,"Yes"
2,164,22,"2-164-22","3",,4030,"Yes"
2,169,5,"2-169-5","4",,4123,"Yes"
2,176,12,"2-176-12","4",,4295,"Yes"
2,180,14,"2-180-14","4",,4381,"Yes"
2,182,1,"2-182-1","4",,4429,"Yes"
2,191,4,"2-191-4","4",,4649,"Yes"
2,192,22,"2-192-22","4",,4677,"Yes"
