"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
2,2,7,"2-2-7","FMW1_RE3","box 1-G",67,"Yes"
2,2,10,"2-2-10","RE3","box 1-G",70,"Yes"
2,8,13,"2-8-13","RE50J","box 1-G",313,"Yes"
2,11,3,"2-11-3","RE3","box 1-G",423,"Yes"
2,11,9,"2-11-9","BRW2","box 1-G",429,"Yes"
2,12,14,"2-12-14","FMW3_RE3","box 1-G",474,"Yes"
2,20,6,"2-20-6","BRW1","box 1-G",786,"Yes"
2,28,7,"2-28-7","BRW2","box 1-G",1107,"Yes"
2,44,16,"2-44-16","FMW1_RE3","box 1-G",1784,"Yes"
2,51,3,"2-51-3","BRW2","box 1-G",2051,"Yes"
2,54,4,"2-54-4","FMW2_RE3","box 1-G",2152,"Yes"
2,57,14,"2-57-14","BRW2","box 1-G",2262,"Yes"
2,67,19,"2-67-19","RE50J","box 1-G",2701,"Yes"
2,69,17,"2-69-17","RE3","box 2-G",2747,"Yes"
2,77,16,"2-77-16","RE20J","box 2-G",3086,"Yes"
2,81,11,"2-81-11","RE50J","box 2-G",3201,"Yes"
2,82,16,"2-82-16","RE3","box 2-G",3246,"Yes"
2,91,19,"2-91-19","RE3","box 2-G",3596,"Yes"
2,92,15,"2-92-15","WI_RE50J","box 2-G",3612,"Yes"
2,97,8,"2-97-8","FMW1_RE3","box 2-G",3885,"Yes"
2,97,14,"2-97-14","FMW1_RE3","box 2-G",3891,"Yes"
2,97,20,"2-97-20","RE50J","box 2-G",3897,"Yes"
2,109,8,"2-109-8","FMW1_RE3","box 2-G",4279,"Yes"
2,113,4,"2-113-4","FMW2_RE3","box 2-G",4495,"Yes"
2,113,6,"2-113-6","FMW3_RE3","box 2-G",4497,"Yes"
2,114,1,"2-114-1","FMW2_RE3","box 2-G",4512,"Yes"
5,4,15,"5-4-15","RE3","box 1-P",155,"Yes"
5,19,11,"5-19-11","RE3","box 1-P",751,"Yes"
5,22,18,"5-22-18","RE50J","box 1-P",858,"Yes"
5,27,14,"5-27-14","RE3","box 1-P",1054,"Yes"
5,43,17,"5-43-17","FMW1_RE3","box 1-P",1665,"Yes"
5,45,5,"5-45-5","FMW3_RE3","box 1-P",1713,"Yes"
5,72,10,"5-72-10","BRW1","box 2-P",2800,"Yes"
5,74,15,"5-74-15","FMW3_RE3","box 2-P",2885,"Yes"
5,76,1,"5-76-1","FMW3_RE3","box 2-P",2951,"Yes"
5,86,3,"5-86-3","FMW1_RE3","box 2-P",3345,"Yes"
5,97,8,"5-97-8","RE3","box 2-P",3765,"Yes"
5,102,19,"5-102-19","FMW1_RE3","box 2-P",3936,"Yes"
5,114,11,"5-114-11","FMW1_RE3","box 2-P",4442,"Yes"
5,115,3,"5-115-3","WI_RE50J","box 2-P",4454,"Yes"
5,118,14,"5-118-14","FMW2_RE3","box 2-P",4585,"Yes"
