County,Device ID,Batch,# of Ballots,Location
Delta,1,1,26,1
Delta,1,2,24,1
Delta,1,3,23,1
Delta,1,4,24,1
Delta,1,5,29,1
Delta,1,6,23,1
Delta,1,7,25,1
Delta,1,8,20,1
Delta,1,9,25,1
Delta,1,10,25,1
Delta,1,11,24,1
Delta,1,12,25,1
Delta,1,13,24,1
Delta,1,14,25,1
Delta,1,15,24,1
Delta,1,16,23,1
Delta,1,17,25,1
Delta,1,18,24,1
Delta,1,19,25,1
Delta,1,20,24,1
Delta,1,21,24,1
Delta,1,22,25,1
Delta,1,23,24,1
Delta,1,24,25,1
Delta,1,25,21,1
Delta,1,26,25,1
Delta,1,27,24,1
Delta,1,28,25,1
Delta,1,29,25,1
Delta,1,30,24,1
Delta,1,31,22,2
Delta,1,32,11,2
Delta,1,33,24,2
Delta,1,34,27,2
Delta,1,35,25,2
Delta,1,36,25,2
Delta,1,37,25,2
Delta,1,38,25,2
Delta,1,39,24,2
Delta,1,40,25,2
Delta,1,41,24,2
Delta,1,42,25,2
Delta,1,43,25,2
Delta,1,44,25,2
Delta,1,45,25,2
Delta,1,46,25,2
Delta,1,47,25,2
Delta,1,48,25,2
Delta,1,49,25,2
Delta,1,50,25,2
Delta,1,51,24,2
Delta,1,52,25,2
Delta,1,53,25,2
Delta,1,54,25,2
Delta,1,55,25,2
Delta,1,56,25,2
Delta,1,57,22,2
Delta,1,58,27,2
Delta,1,59,25,2
Delta,1,60,24,2
Delta,1,61,25,2
Delta,1,62,25,2
Delta,1,63,29,2
Delta,1,64,26,2
Delta,1,65,24,2
Delta,1,66,25,2
Delta,1,67,25,3
Delta,1,68,21,3
Delta,1,69,25,3
Delta,1,70,25,3
Delta,1,71,25,3
Delta,1,72,25,3
Delta,1,73,16,3
Delta,1,74,25,3
Delta,1,75,25,3
Delta,1,76,25,3
Delta,1,77,25,3
Delta,1,78,25,3
Delta,1,79,19,3
Delta,1,80,25,3
Delta,1,81,25,3
Delta,1,82,20,3
Delta,1,83,25,3
Delta,1,84,24,3
Delta,1,85,25,3
Delta,1,86,25,3
Delta,1,87,25,3
Delta,1,88,25,3
Delta,1,89,25,3
Delta,1,90,25,3
Delta,1,91,25,3
Delta,1,92,30,3
Delta,1,93,25,3
Delta,1,94,25,3
Delta,1,95,25,3
Delta,1,96,20,3
Delta,1,97,25,3
Delta,1,98,25,3
Delta,1,99,25,3
Delta,1,100,25,3
Delta,1,101,28,3
Delta,1,102,25,3
Delta,1,103,25,3
Delta,1,104,22,3
Delta,1,105,25,4
Delta,1,106,25,4
Delta,1,107,25,4
Delta,1,108,25,4
Delta,1,109,25,4
Delta,1,110,25,4
Delta,1,111,25,4
Delta,1,112,25,4
Delta,1,113,24,4
Delta,1,114,25,4
Delta,1,115,25,4
Delta,1,116,25,4
Delta,1,117,25,4
Delta,1,118,26,4
Delta,1,119,26,4
Delta,1,120,24,4
Delta,1,121,25,4
Delta,1,122,25,4
Delta,1,123,25,4
Delta,1,124,23,4
Delta,1,125,25,4
Delta,1,126,26,4
Delta,1,127,23,4
Delta,1,128,28,4
Delta,1,129,23,4
Delta,1,130,25,4
Delta,1,131,25,4
Delta,1,132,19,4
Delta,1,133,15,4
Delta,1,134,26,4
Delta,1,135,25,4
Delta,1,136,26,4
Delta,1,137,19,4
Delta,1,138,27,4
Delta,1,139,25,4
Delta,1,140,25,5
Delta,1,141,25,5
Delta,1,142,25,5
Delta,1,143,25,5
Delta,1,144,25,5
Delta,1,145,25,5
Delta,1,146,25,5
Delta,1,147,25,5
Delta,1,148,20,5
Delta,1,149,25,5
Delta,1,150,25,5
Delta,1,151,25,5
Delta,1,152,25,5
Delta,1,153,25,5
Delta,1,154,20,5
Delta,1,155,24,5
Delta,1,156,29,5
Delta,1,157,20,5
Delta,1,158,25,5
Delta,1,159,26,5
Delta,1,160,20,5
Delta,1,161,21,5
Delta,1,162,25,5
Delta,1,163,25,5
Delta,1,164,26,5
Delta,1,165,24,5
Delta,1,166,25,5
Delta,1,167,25,5
Delta,1,168,25,5
Delta,1,169,23,5
Delta,1,170,25,5
Delta,1,171,25,5
Delta,1,172,21,5
Delta,1,173,23,5
Delta,1,174,19,5
Delta,1,175,25,5
Delta,1,176,26,6
Delta,1,177,23,6
Delta,1,178,24,6
Delta,1,179,24,6
Delta,1,180,25,6
Delta,1,181,24,6
Delta,1,182,25,6
Delta,1,183,25,6
Delta,1,184,25,6
Delta,1,185,25,6
Delta,1,186,24,6
Delta,1,187,24,6
Delta,1,188,21,6
Delta,1,189,20,6
Delta,1,190,25,6
Delta,1,191,24,6
Delta,1,192,25,6
Delta,1,193,27,6
Delta,1,194,22,6
Delta,1,195,25,6
Delta,1,196,25,6
Delta,1,197,31,6
Delta,1,198,22,6
Delta,1,199,25,6
Delta,1,200,24,6
Delta,1,201,21,6
Delta,1,202,21,6
Delta,1,203,24,6
Delta,1,204,25,6
Delta,1,205,30,6
Delta,1,206,25,6
Delta,1,207,29,6
Delta,1,208,32,6
Delta,1,209,30,6
Delta,1,210,27,6
Delta,1,211,23,6
Delta,1,212,20,7
Delta,1,213,25,7
Delta,1,214,25,7
Delta,1,215,24,7
Delta,1,216,24,7
Delta,1,217,25,7
Delta,1,218,25,7
Delta,1,219,28,7
Delta,1,220,24,7
Delta,1,221,25,7
Delta,1,222,27,7
Delta,1,223,23,7
Delta,1,224,23,7
Delta,1,225,24,7
Delta,1,226,26,7
Delta,1,227,25,7
Delta,1,228,25,7
Delta,1,229,23,7
Delta,1,230,25,7
Delta,1,231,24,7
Delta,1,232,21,7
Delta,1,233,19,7
Delta,1,234,20,7
Delta,1,235,24,7
Delta,1,236,25,7
Delta,1,237,27,8
Delta,1,238,22,8
Delta,1,239,28,8
Delta,1,240,22,8
Delta,1,241,24,8
Delta,1,242,24,8
Delta,1,243,36,8
Delta,1,244,16,8
Delta,1,245,27,8
Delta,1,246,30,8
Delta,1,247,35,8
Delta,1,248,31,8
Delta,1,249,6,8
Delta,1,250,14,7
Delta,1,251,21,7
Delta,1,252,25,7
Delta,1,253,1,8
Delta,1,254,9,8
Delta,1,255,12,7
Delta,1,256,23,7
Delta,1,257,8,7
Delta,1,258,7,7
Delta,1,259,12,7
Delta,2,1,31,8
Delta,2,2,3,8
