"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
1,4,5,"1-4-5","3",,35,"Yes"
1,14,1,"1-14-1","2",,130,"Yes"
1,15,10,"1-15-10","4",,149,"Yes"
1,20,5,"1-20-5","1",,194,"Yes"
1,21,7,"1-21-7","1",,204,"Yes"
1,22,3,"1-22-3","4",,211,"Yes"
1,23,2,"1-23-2","1",,221,"Yes"
1,24,10,"1-24-10","1",,237,"Yes"
1,28,2,"1-28-2","2",,277,"Yes"
1,34,7,"1-34-7","2",,338,"Yes"
1,35,1,"1-35-1","1",,340,"Yes"
1,37,3,"1-37-3","1",,362,"Yes"
1,40,5,"1-40-5","2",,405,"Yes"
1,42,8,"1-42-8","1",,425,"Yes"
1,43,5,"1-43-5","4",,431,"Yes"
1,44,4,"1-44-4","1",,440,"Yes"
1,45,1,"1-45-1","1",,448,"Yes"
1,49,9,"1-49-9","1",,495,"Yes"
1,62,10,"1-62-10","1",,609,"Yes"
1,70,1,"1-70-1","2",,691,"Yes"
1,74,2,"1-74-2","3",,729,"Yes"
1,88,4,"1-88-4","4",,869,"Yes"
1,91,1,"1-91-1","4",,902,"Yes"
1,97,5,"1-97-5","1",,953,"Yes"
1,100,10,"1-100-10","3",,988,"No"
1,102,2,"1-102-2","3",,1006,"Yes"
1,104,1,"1-104-1","4",,1019,"Yes"
1,104,3,"1-104-3","1",,1021,"Yes"
1,106,6,"1-106-6","1",,1044,"No"
1,107,5,"1-107-5","3",,1050,"Yes"
1,107,8,"1-107-8","2",,1051,"Yes"
1,110,4,"1-110-4","1",,1075,"Yes"
1,113,5,"1-113-5","4",,1106,"Yes"
1,119,4,"1-119-4","4",,1165,"Yes"
1,121,2,"1-121-2","4",,1190,"Yes"
1,124,4,"1-124-4","4",,1208,"Yes"
1,124,7,"1-124-7","4",,1211,"Yes"
1,126,1,"1-126-1","1",,1225,"Yes"
