"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
2,1,2,"2-1-2","1A-SJWCD",,2,"Yes"
2,1,19,"2-1-19","1A-SJWCD",,19,"Yes"
2,2,13,"2-2-13","1A-SJWCD",,37,"Yes"
2,3,4,"2-3-4","1A-SJWCD",,54,"Yes"
2,4,17,"2-4-17","1A-SJWCD",,92,"Yes"
2,5,11,"2-5-11","1A",,111,"Yes"
2,7,4,"2-7-4","1A-SJWCD",,154,"Yes"
2,9,9,"2-9-9","1A-SJWCD",,209,"Yes"
2,11,7,"2-11-7","1A-SJWCD",,256,"Yes"
2,11,15,"2-11-15","1A-SJWCD",,264,"No"
2,12,4,"2-12-4","1A-SJWCD",,279,"Yes"
2,12,24,"2-12-24","1A-SJWCD",,299,"Yes"
2,14,4,"2-14-4","1A-SJWCD",,329,"Yes"
2,14,8,"2-14-8","1A-SJWCD",,333,"Yes"
2,15,2,"2-15-2","1A-SJWCD",,352,"Yes"
2,16,10,"2-16-10","1A-SJWCD",,385,"Yes"
2,17,9,"2-17-9","1A",,409,"Yes"
2,20,8,"2-20-8","1A",,483,"Yes"
2,20,24,"2-20-24","1A-SJWCD",,499,"Yes"
2,23,19,"2-23-19","1A-SJWCD",,569,"Yes"
2,24,14,"2-24-14","1A-SJWCD",,589,"No"
2,24,20,"2-24-20","1A-SJWCD",,595,"Yes"
2,25,22,"2-25-22","1A-SJWCD",,622,"Yes"
2,26,5,"2-26-5","1A-SJWCD",,629,"Yes"
2,26,25,"2-26-25","1A-SJWCD",,649,"Yes"
2,28,13,"2-28-13","1A-SJWCD",,688,"Yes"
2,30,4,"2-30-4","1A-SJWCD",,729,"Yes"
2,30,24,"2-30-24","1A-SJWCD",,749,"Yes"
2,31,3,"2-31-3","1A-SJWCD",,753,"Yes"
2,31,10,"2-31-10","1A-SJWCD",,760,"No"
2,31,11,"2-31-11","1A-SJWCD",,761,"Yes"
2,32,7,"2-32-7","1A-SJWCD",,782,"Yes"
2,32,14,"2-32-14","1A-SJWCD",,789,"Yes"
2,33,3,"2-33-3","1A-SJWCD",,803,"Yes"
2,34,24,"2-34-24","1A-SJWCD",,849,"Yes"
2,35,20,"2-35-20","1A-SJWCD",,870,"Yes"
2,36,11,"2-36-11","1A",,886,"Yes"
2,36,15,"2-36-15","1A-SJWCD",,890,"Yes"
2,37,12,"2-37-12","1A-SJWCD",,912,"Yes"
2,37,14,"2-37-14","1A-SJWCD",,925,"Yes"
2,37,17,"2-37-17","1A-SJWCD",,916,"Yes"
2,39,8,"2-39-8","1A-SJWCD",,958,"Yes"
2,39,18,"2-39-18","1A-SJWCD",,968,"Yes"
2,41,10,"2-41-10","1A-SJWCD",,1010,"Yes"
2,41,13,"2-41-13","1A-SJWCD",,1024,"Yes"
2,42,8,"2-42-8","1A-SJWCD",,1033,"Yes"
2,43,1,"2-43-1","1A-SJWCD",,1051,"Yes"
2,43,8,"2-43-8","1A-SJWCD",,1058,"Yes"
2,43,25,"2-43-25","1A-SJWCD",,1075,"Yes"
2,44,4,"2-44-4","1A-SJWCD",,1079,"Yes"
2,45,6,"2-45-6","1A-SJWCD",,1106,"Yes"
2,45,10,"2-45-10","1A-SJWCD",,1110,"Yes"
2,46,22,"2-46-22","1A",,1146,"Yes"
2,47,18,"2-47-18","1A",,1168,"Yes"
2,48,1,"2-48-1","1A",,1176,"Yes"
2,48,23,"2-48-23","1A-SJWCD",,1198,"Yes"
2,49,25,"2-49-25","1A-SJWCD",,1225,"Yes"
2,50,25,"2-50-25","1A-SJWCD",,1249,"Yes"
2,51,10,"2-51-10","1A-SJWCD",,1260,"Yes"
2,51,20,"2-51-20","1A-SJWCD",,1270,"Yes"
2,53,6,"2-53-6","1A-SJWCD",,1306,"Yes"
2,53,24,"2-53-24","1A-SJWCD",,1324,"Yes"
2,53,25,"2-53-25","1A-SJWCD",,1325,"Yes"
2,58,8,"2-58-8","1A-SJWCD",,1433,"Yes"
2,60,4,"2-60-4","1A",,1479,"Yes"
2,61,3,"2-61-3","1A-SJWCD",,1503,"Yes"
2,61,11,"2-61-11","1A-SJWCD",,1511,"Yes"
2,62,2,"2-62-2","1A-SJWCD",,1527,"Yes"
2,64,19,"2-64-19","1A",,1594,"Yes"
2,64,22,"2-64-22","1A",,1597,"Yes"
2,64,25,"2-64-25","1A-SJWCD",,1600,"Yes"
2,65,16,"2-65-16","1A-SJWCD",,1616,"Yes"
2,65,17,"2-65-17","1A-SJWCD",,1617,"Yes"
2,66,6,"2-66-6","1A-SJWCD",,1631,"Yes"
2,66,10,"2-66-10","1A-SJWCD",,1634,"Yes"
2,68,5,"2-68-5","1A",,1680,"Yes"
2,69,13,"2-69-13","1A-SJWCD",,1713,"No"
2,70,5,"2-70-5","1A-SJWCD",,1730,"Yes"
2,70,9,"2-70-9","1A-SJWCD",,1734,"Yes"
2,70,16,"2-70-16","1A-SJWCD",,1741,"Yes"
2,70,19,"2-70-19","1A-SJWCD",,1744,"Yes"
2,72,8,"2-72-8","1A-SJWCD",,1783,"Yes"
2,73,3,"2-73-3","1A-SJWCD",,1803,"Yes"
2,73,17,"2-73-17","1A-SJWCD",,1817,"Yes"
2,75,8,"2-75-8","1A-SJWCD",,1858,"Yes"
2,76,13,"2-76-13","1A-SJWCD",,1888,"Yes"
2,77,7,"2-77-7","1A",,1907,"Yes"
2,77,12,"2-77-12","1A-SJWCD",,1912,"Yes"
2,82,15,"2-82-15","1A-SJWCD",,2039,"Yes"
2,82,19,"2-82-19","1A-SJWCD",,2043,"Yes"
2,83,3,"2-83-3","1A-SJWCD",,2053,"Yes"
2,83,12,"2-83-12","1A-SJWCD",,2062,"No"
2,84,19,"2-84-19","1A-SJWCD",,2094,"Yes"
2,84,22,"2-84-22","1A",,2097,"Yes"
2,85,4,"2-85-4","1A-SJWCD",,2104,"Yes"
2,85,22,"2-85-22","1A-SJWCD",,2122,"Yes"
2,86,16,"2-86-16","1A-SJWCD",,2141,"Yes"
2,87,24,"2-87-24","1A-SJWCD",,2174,"Yes"
2,89,8,"2-89-8","1A",,2208,"Yes"
2,90,5,"2-90-5","1A-SJWCD",,2230,"Yes"
2,91,5,"2-91-5","1A-SJWCD",,2255,"Yes"
2,91,10,"2-91-10","1A",,2260,"Yes"
2,91,13,"2-91-13","1A-SJWCD",,2263,"Yes"
2,91,18,"2-91-18","1A-SJWCD",,2267,"Yes"
2,92,12,"2-92-12","1A-SJWCD",,2287,"Yes"
2,93,15,"2-93-15","1A-SJWCD",,2314,"Yes"
2,95,18,"2-95-18","1A-SJWCD",,2368,"Yes"
2,95,19,"2-95-19","1A-SJWCD",,2369,"Yes"
2,97,21,"2-97-21","1A-SJWCD",,2421,"Yes"
2,98,5,"2-98-5","1A",,2430,"Yes"
2,104,5,"2-104-5","1A-SJWCD",,2580,"Yes"
2,104,13,"2-104-13","1A-SJWCD",,2588,"No"
2,105,14,"2-105-14","1A-SJWCD",,2613,"Yes"
2,107,5,"2-107-5","1A-SJWCD",,2655,"Yes"
2,107,20,"2-107-20","1A-SJWCD",,2670,"Yes"
2,109,10,"2-109-10","1A",,2710,"Yes"
2,110,20,"2-110-20","1A",,2744,"Yes"
2,111,9,"2-111-9","1A-SJWCD",,2759,"Yes"
2,111,16,"2-111-16","1A-SJWCD",,2766,"Yes"
2,112,23,"2-112-23","1A-SJWCD",,2797,"Yes"
2,114,3,"2-114-3","1A-SJWCD",,2848,"Yes"
2,115,11,"2-115-11","1A-SJWCD",,2861,"Yes"
2,119,3,"2-119-3","1A-SJWCD",,2952,"Yes"
2,119,18,"2-119-18","1A-SJWCD",,2975,"Yes"
2,120,2,"2-120-2","1A-SJWCD",,2977,"Yes"
2,120,17,"2-120-17","1A-SJWCD",,2992,"Yes"
2,121,8,"2-121-8","1A-SJWCD",,3008,"Yes"
2,121,18,"2-121-18","1A-SJWCD",,3018,"Yes"
2,124,1,"2-124-1","1A-SJWCD",,3076,"Yes"
2,124,5,"2-124-5","1A-SJWCD",,3080,"Yes"
2,124,20,"2-124-20","1A-SJWCD",,3095,"Yes"
2,125,25,"2-125-25","1A-SJWCD",,3124,"Yes"
2,129,3,"2-129-3","1A-SJWCD",,3203,"Yes"
2,131,15,"2-131-15","1A-SJWCD",,3265,"Yes"
2,132,10,"2-132-10","1A-SJWCD",,3284,"No"
2,134,12,"2-134-12","1A-SJWCD",,3337,"Yes"
2,134,14,"2-134-14","1A-SJWCD",,3339,"Yes"
2,135,12,"2-135-12","1A-SJWCD",,3362,"Yes"
2,135,15,"2-135-15","1A-SJWCD",,3365,"Yes"
2,136,17,"2-136-17","1A-SJWCD",,3391,"Yes"
2,142,21,"2-142-21","1A-SJWCD",,3546,"Yes"
2,145,21,"2-145-21","1A-SJWCD",,3621,"Yes"
2,149,25,"2-149-25","1A",,3725,"Yes"
2,150,17,"2-150-17","1A",,3742,"Yes"
2,150,22,"2-150-22","1A-SJWCD",,3747,"Yes"
2,152,10,"2-152-10","1A-SJWCD",,3785,"Yes"
2,155,12,"2-155-12","1A-SJWCD",,3862,"Yes"
2,157,9,"2-157-9","Land Owner",,3909,"Yes"
2,158,11,"2-158-11","Land Owner",,3935,"Yes"
2,161,8,"2-161-8","Land Owner",,3986,"Yes"
2,162,24,"2-162-24","1A-SJWCD",,4024,"Yes"
2,163,4,"2-163-4","1A-SJWCD",,4029,"Yes"
2,163,11,"2-163-11","1A-SJWCD",,4036,"Yes"
2,165,3,"2-165-3","1A-SJWCD",,4078,"Yes"
2,165,14,"2-165-14","1A-SJWCD",,4089,"Yes"
2,165,24,"2-165-24","1A-SJWCD",,4099,"Yes"
2,166,9,"2-166-9","1A-SJWCD",,4109,"Yes"
2,167,14,"2-167-14","1A-SJWCD",,4139,"Yes"
2,168,7,"2-168-7","1A-SJWCD",,4157,"Yes"
2,168,14,"2-168-14","1A-SJWCD",,4163,"Yes"
2,171,14,"2-171-14","1A",,4215,"Yes"
2,172,7,"2-172-7","1A-SJWCD",,4234,"No"
2,173,15,"2-173-15","1A",,4267,"Yes"
2,173,22,"2-173-22","1A-SJWCD",,4274,"Yes"
