"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
2,4,103,"2-4-103","Ballot 1 - Type 1","RLA - 1",641,"Yes"
2,12,56,"2-12-56","Ballot 12 - Type 12","RLA - 5",6720,"Yes"
2,57,38,"2-57-38","Ballot 13 - Type 13","RLA - 25",47539,"Yes"
2,99,181,"2-99-181","Ballot 1 - Type 1","RLA - 34",65464,"Yes"
2,105,159,"2-105-159","Ballot 1 - Type 1","RLA - 36",67785,"Yes"
2,142,172,"2-142-172","Ballot 1 - Type 1","RLA - 48",87809,"Yes"
2,154,12,"2-154-12","Ballot 31 - Type 31","RLA - 49",91966,"Yes"
5,5,90,"5-5-90","Ballot 1 - Type 1","RLA - 3",3112,"Yes"
5,31,169,"5-31-169","Ballot 6 - Type 6","RLA - 9",15986,"Yes"
5,51,70,"5-51-70","Ballot 13 - Type 13","RLA - 11",24785,"Yes"
5,72,156,"5-72-156","Ballot 31 - Type 31","RLA - 19",40198,"Yes"
5,104,165,"5-104-165","Ballot 11 - Type 11","RLA - 56",106567,"Yes"
5,131,156,"5-131-156","Ballot 31 - Type 31","RLA - 62",119897,"Yes"
6,8,27,"6-8-27","Ballot 3 - Type 3","RLA - 4",8085,"Yes"
6,62,79,"6-62-79","Ballot 22 - Type 22","RLA - 33",60627,"Yes"
6,78,61,"6-78-61","Ballot 17 - Type 17","RLA - 35",67492,"Yes"
6,89,113,"6-89-113","Ballot 22 - Type 22","RLA - 37",71708,"Yes"
7,22,86,"7-22-86","Ballot 4 - Type 4","RLA - 10",19099,"Yes"
7,40,31,"7-40-31","Ballot 15 - Type 15","RLA - 17",33588,"Yes"
7,43,27,"7-43-27","Ballot 1 - Type 1","RLA - 20",35676,"Yes"
7,79,59,"7-79-59","Ballot 9 - Type 9","RLA - 29",57315,"Yes"
7,117,191,"7-117-191","Ballot 17 - Type 17","RLA - 55",104815,"Yes"
7,131,62,"7-131-62","Ballot 17 - Type 17","RLA - 60",112708,"Yes"
7,136,27,"7-136-27","Ballot 31 - Type 31","RLA - 60",114803,"Yes"
7,156,90,"7-156-90","Ballot 26 - Type 26","RLA - 63",122181,"Yes"
7,175,19,"7-175-19","Ballot 23 - Type 23","RLA - 68",129797,"Yes"
7,175,47,"7-175-47","Ballot 1 - Type 1","RLA - 68",129823,"Yes"
7,175,166,"7-175-166","Ballot 31 - Type 31","RLA - 68",129940,"Yes"
7,176,128,"7-176-128","Ballot 3 - Type 3","RLA - 68",130304,"Yes"
