County,Device ID,Batch,# of Ballot Cards,Location
Mesa,1,1,100,Tab 1 1-6
Mesa,1,2,76,Tab 1 1-6
Mesa,1,3,100,Tab 1 1-6
Mesa,1,4,100,Tab 1 1-6
Mesa,1,5,100,Tab 1 1-6
Mesa,1,6,100,Tab 1 1-6
Mesa,1,7,100,Tab 1 7-12
Mesa,1,8,100,Tab 1 7-12
Mesa,1,9,100,Tab 1 7-12
Mesa,1,10,79,Tab 1 7-12
Mesa,1,11,100,Tab 1 7-12
Mesa,1,12,109,Tab 1 7-12
Mesa,1,13,100,Tab 1 13-18
Mesa,1,14,100,Tab 1 13-18
Mesa,1,15,100,Tab 1 13-18
Mesa,1,16,100,Tab 1 13-18
Mesa,1,17,100,Tab 1 13-18
Mesa,1,18,100,Tab 1 13-18
Mesa,1,19,100,Tab 1 19-24
Mesa,1,20,99,Tab 1 19-24
Mesa,1,21,100,Tab 1 19-24
Mesa,1,22,100,Tab 1 19-24
Mesa,1,23,100,Tab 1 19-24
Mesa,1,24,99,Tab 1 19-24
Mesa,1,25,100,Tab 1 25-30
Mesa,1,26,100,Tab 1 25-30
Mesa,1,27,100,Tab 1 25-30
Mesa,1,28,98,Tab 1 25-30
Mesa,1,29,100,Tab 1 25-30
Mesa,1,30,99,Tab 1 25-30
Mesa,1,31,100,Tab 1 31-36
Mesa,1,32,99,Tab 1 31-36
Mesa,1,33,100,Tab 1 31-36
Mesa,1,34,100,Tab 1 31-36
Mesa,1,35,100,Tab 1 31-36
Mesa,1,36,100,Tab 1 31-36
Mesa,1,37,25,Tab 1 37-40
Mesa,1,38,100,Tab 1 37-40
Mesa,1,39,38,Tab 1 37-40
Mesa,1,40,100,Tab 1 37-40
Mesa,1,41,0,Tab 1 41-48
Mesa,1,42,100,Tab 1 41-48
Mesa,1,43,100,Tab 1 41-48
Mesa,1,44,100,Tab 1 41-48
Mesa,1,45,89,Tab 1 41-48
Mesa,1,46,99,Tab 1 41-48
Mesa,1,47,100,Tab 1 41-48
Mesa,1,48,99,Tab 1 41-48
Mesa,1,49,29,Tab 1 49-56
Mesa,1,50,11,Tab 1 49-56
Mesa,1,51,100,Tab 1 49-56
Mesa,1,52,100,Tab 1 49-56
Mesa,1,53,46,Tab 1 49-56
Mesa,1,54,100,Tab 1 49-56
Mesa,1,55,99,Tab 1 49-56
Mesa,1,56,99,Tab 1 49-56
Mesa,1,57,99,Tab 1 57-62
Mesa,1,58,100,Tab 1 57-62
Mesa,1,59,100,Tab 1 57-62
Mesa,1,60,100,Tab 1 57-62
Mesa,1,61,100,Tab 1 57-62
Mesa,1,62,98,Tab 1 57-62
Mesa,1,63,99,Tab 1 63-68
Mesa,1,64,100,Tab 1 63-68
Mesa,1,65,100,Tab 1 63-68
Mesa,1,66,99,Tab 1 63-68
Mesa,1,67,100,Tab 1 63-68
Mesa,1,68,100,Tab 1 63-68
Mesa,1,69,56,Tab 1 69-73
Mesa,1,70,100,Tab 1 69-73
Mesa,1,71,100,Tab 1 69-73
Mesa,1,72,100,Tab 1 69-73
Mesa,1,73,99,Tab 1 69-73
Mesa,1,74,100,Tab 1 74-79
Mesa,1,75,100,Tab 1 74-79
Mesa,1,76,100,Tab 1 74-79
Mesa,1,77,99,Tab 1 74-79
Mesa,1,78,100,Tab 1 74-79
Mesa,1,79,100,Tab 1 74-79
Mesa,1,80,99,Tab 1 80-85
Mesa,1,81,100,Tab 1 80-85
Mesa,1,82,100,Tab 1 80-85
Mesa,1,83,100,Tab 1 80-85
Mesa,1,84,100,Tab 1 80-85
Mesa,1,85,100,Tab 1 80-85
Mesa,1,86,100,Tab 1 86-90
Mesa,1,87,100,Tab 1 86-90
Mesa,1,88,100,Tab 1 86-90
Mesa,1,89,100,Tab 1 86-90
Mesa,1,90,100,Tab 1 86-90
Mesa,1,91,100,Tab 1 94-94
Mesa,1,92,40,Tab 1 94-94
Mesa,1,93,100,Tab 1 94-94
Mesa,1,94,100,Tab 1 94-94
Mesa,1,95,99,Tab 1 95-108
Mesa,1,96,14,Tab 1 95-108
Mesa,1,97,19,Tab 1 95-108
Mesa,1,98,51,Tab 1 95-108
Mesa,1,99,75,Tab 1 95-108
Mesa,1,100,20,Tab 1 95-108
Mesa,1,101,12,Tab 1 95-108
Mesa,1,102,18,Tab 1 95-108
Mesa,1,103,62,Tab 1 95-108
Mesa,1,104,19,Tab 1 95-108
Mesa,1,105,46,Tab 1 95-108
Mesa,1,106,20,Tab 1 95-108
Mesa,1,107,23,Tab 1 95-108
Mesa,1,108,42,Tab 1 95-108
Mesa,1,109,98,Tab 1 109-114
Mesa,1,110,100,Tab 1 109-114
Mesa,1,111,100,Tab 1 109-114
Mesa,1,112,100,Tab 1 109-114
Mesa,1,113,100,Tab 1 109-114
Mesa,1,114,100,Tab 1 109-114
Mesa,1,115,99,Tab 1 115-119
Mesa,1,116,100,Tab 1 115-119
Mesa,1,117,100,Tab 1 115-119
Mesa,1,118,96,Tab 1 115-119
Mesa,1,119,100,Tab 1 115-119
Mesa,1,120,100,Tab 1 120-127
Mesa,1,121,100,Tab 1 120-127
Mesa,1,122,100,Tab 1 120-127
