"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
4,5,69,"4/5/1969","16","20010",2267,"Yes"
4,21,41,"4/21/1941","18","20027",7960,"Yes"
4,81,55,"4-81-55","21","20117",30882,"Yes"
4,134,58,"4-134-58","12","20171",45996,"Yes"
4,214,17,"4-214-17","21","20271",73996,"Yes"
4,229,20,"4-229-20","12","20286",78821,"Yes"
5,15,68,"5/15/1968","1","20032",6332,"Yes"
6,24,29,"6/24/2029","12","20023",8647,"Yes"
6,36,24,"6-36-24","5","20070",15935,"Yes"
6,104,78,"6-104-78","21","20157",41775,"Yes"
6,138,48,"6-138-48","18","20201",53688,"Yes"
6,156,55,"6-156-55","21","20219",60982,"Yes"
6,171,48,"6-171-48","8","20253",67465,"Yes"
6,214,52,"6-214-52","16","20305",84329,"Yes"
7,38,26,"7-38-26","20","20043",14438,"Yes"
7,54,54,"7-54-54","21","20077",20310,"Yes"
7,74,22,"7-74-22","1","20132",32679,"Yes"
7,99,15,"7-99-15","23","20130",41316,"Yes"
7,109,66,"7-109-66","5","20154",45900,"Yes"
7,123,99,"7-123-99","18","20182",49520,"Yes"
7,147,96,"7-147-96","16","20206",57753,"Yes"
7,180,24,"7-180-24","12","20252",69640,"Yes"
7,210,81,"7-210-81","21","20284",79884,"Yes"
7,216,38,"7-216-38","9","20294",82469,"Yes"
8,57,23,"8-57-23","21","20123",32382,"Yes"
8,109,37,"8-109-37","21","20232",61801,"Yes"
8,125,74,"8-125-74","21","20261",72321,"Yes"
9,33,48,"9-33-48","18","20084",28345,"Yes"
9,59,69,"9-59-69","23","20156",41966,"Yes"
9,95,35,"9-95-35","16","20221",62197,"Yes"
