"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
1,9,253,"""1-9-253""","28 (28)","Blue-5",3399,"Yes"
1,14,14,"""1-14-14""","17 (17)","Blue-7",6039,"Yes"
1,15,158,"""1-15-158""","09 (09)","Blue-8",6781,"Yes"
1,20,299,"""1-20-299""","11 (11)","Blue-10",8869,"Yes"
1,25,267,"""1-25-267""","41 (41)","Blue-13",10386,"Yes"
1,33,87,"""1-33-87""","11 (11)","Blue-17",12607,"Yes"
1,45,211,"""1-45-211""","16 (16)","Blue-23",25191,"Yes"
1,46,42,"""1-46-42""","10 (10)","Blue-23",25673,"Yes"
1,47,83,"""1-47-83""","37 (37)","Blue-24",26265,"Yes"
1,52,248,"""1-52-248""","10 (10)","Blue-26",29408,"Yes"
1,56,148,"""1-56-148""","39 (39)","Blue-28",31259,"Yes"
1,61,140,"""1-61-140""","28 (28)","Blue-31",33613,"Yes"
1,70,99,"""1-70-99""","26 (26)","Blue-35",37142,"Yes"
1,75,145,"""1-75-145""","32 (32)","Blue-38",38586,"Yes"
1,84,10,"""1-84-10""","39 (39)","Blue-42",46501,"Yes"
1,86,126,"""1-86-126""","13 (13)","Blue-43",47725,"Yes"
1,92,254,"""1-92-254""","10 (10)","Blue-46",50314,"Yes"
1,95,41,"""1-95-41""","36 (36)","Blue-48",52206,"Yes"
1,95,46,"""1-95-46""","36 (36)","Blue-48",52211,"Yes"
1,98,55,"""1-98-55""","17 (17)","Blue-49",53690,"Yes"
1,101,73,"""1-101-73""","17 (17)","Blue-51",55203,"Yes"
1,106,93,"""1-106-93""","32 (32)","Blue-53",57753,"Yes"
1,107,17,"""1-107-17""","07 (07)","Blue-54",58546,"Yes"
1,116,167,"""1-116-167""","10 (10)","Blue-58",62640,"Yes"
1,118,47,"""1-118-47""","45 (45)","Blue-59",63707,"Yes"
2,5,170,"""2-5-170""","11 (11)","Purple-3",2377,"Yes"
2,13,88,"""2-13-88""","28 (28)","Purple-7",14580,"Yes"
3,1,113,"""3-1-113""","14 (14)","Orange-1",16398,"Yes"
3,4,170,"""3-4-170""","27 (27)","Orange-2",17192,"Yes"
3,6,122,"""3-6-122""","12 (12)","Orange-3",17753,"Yes"
3,18,8,"""3-18-8""","12 (12)","Orange-9",21265,"Yes"
3,18,259,"""3-18-259""","10 (10)","Orange-9",21561,"Yes"
3,25,315,"""3-25-315""","34 (34)","Orange-13",25624,"Yes"
3,26,15,"""3-26-15""","18 (18)","Orange-13",25914,"Yes"
3,28,18,"""3-28-18""","26 (26)","Orange-14",27029,"Yes"
3,35,137,"""3-35-137""","36 (36)","Orange-18",31788,"Yes"
3,35,258,"""3-35-258""","40 (40)","Orange-18",31907,"Yes"
3,61,209,"""3-61-209""","37 (37)","Orange-31",47555,"Yes"
3,77,19,"""3-77-19""","34 (34)","Orange-39",59058,"Yes"
