County,Device ID,Batch,# of Ballots,Location
Broomfield,2,1,25,Box 1
Broomfield,2,2,25,Box 1
Broomfield,2,3,25,Box 1
Broomfield,2,4,23,Box 1
Broomfield,2,5,25,Box 1
Broomfield,2,6,25,Box 1
Broomfield,2,7,29,Box 1
Broomfield,2,8,22,Box 1
Broomfield,2,9,25,Box 1
Broomfield,2,10,25,Box 1
Broomfield,2,11,14,Box 1
Broomfield,2,12,24,Box 1
Broomfield,2,13,25,Box 1
Broomfield,2,14,25,Box 1
Broomfield,2,15,28,Box 1
Broomfield,2,16,25,Box 1
Broomfield,2,17,25,Box 1
Broomfield,2,18,25,Box 1
Broomfield,2,19,23,Box 1
Broomfield,2,20,25,Box 1
Broomfield,2,21,25,Box 1
Broomfield,2,22,25,Box 1
Broomfield,2,23,25,Box 1
Broomfield,2,24,25,Box 1
Broomfield,2,25,23,Box 1
Broomfield,2,26,25,Box 1
Broomfield,2,27,25,Box 1
Broomfield,2,28,25,Box 1
Broomfield,2,29,25,Box 1
Broomfield,2,30,25,Box 1
Broomfield,2,31,25,Box 1
Broomfield,2,32,25,Box 1
Broomfield,2,33,25,Box 1
Broomfield,2,34,25,Box 1
Broomfield,2,35,26,Box 1
Broomfield,2,36,25,Box 1
Broomfield,2,37,25,Box 1
Broomfield,2,38,25,Box 1
Broomfield,2,39,25,Box 1
Broomfield,2,40,25,Box 1
Broomfield,2,41,24,Box 1
Broomfield,2,42,25,Box 1
Broomfield,2,43,25,Box 1
Broomfield,2,44,17,Box 1
Broomfield,2,45,20,Box 1
Broomfield,2,46,25,Box 2
Broomfield,2,47,25,Box 2
Broomfield,2,48,25,Box 2
Broomfield,2,49,25,Box 2
Broomfield,2,50,25,Box 2
Broomfield,2,51,25,Box 2
Broomfield,2,52,25,Box 2
Broomfield,2,53,23,Box 2
Broomfield,2,54,25,Box 2
Broomfield,2,55,30,Box 2
Broomfield,2,56,24,Box 2
Broomfield,2,57,25,Box 2
Broomfield,2,58,25,Box 2
Broomfield,2,59,25,Box 2
Broomfield,2,60,25,Box 2
Broomfield,2,61,25,Box 2
Broomfield,2,62,25,Box 2
Broomfield,2,63,25,Box 2
Broomfield,2,64,24,Box 2
Broomfield,2,65,25,Box 2
Broomfield,2,66,25,Box 2
Broomfield,2,67,25,Box 2
Broomfield,2,68,25,Box 2
Broomfield,2,69,23,Box 2
Broomfield,2,70,16,Box 2
Broomfield,2,71,34,Box 2
Broomfield,2,72,29,Box 2
Broomfield,2,73,25,Box 2
Broomfield,2,74,25,Box 2
Broomfield,2,75,25,Box 2
Broomfield,2,76,25,Box 2
Broomfield,2,77,21,Box 2
Broomfield,2,78,24,Box 2
Broomfield,2,79,25,Box 2
Broomfield,2,80,25,Box 2
Broomfield,2,81,25,Box 2
Broomfield,2,82,25,Box 2
Broomfield,2,83,25,Box 2
Broomfield,2,84,25,Box 2
Broomfield,2,85,25,Box 2
Broomfield,2,86,25,Box 2
Broomfield,2,87,25,Box 2
Broomfield,2,88,25,Box 2
Broomfield,2,89,25,Box 2
Broomfield,2,90,34,Box 2
Broomfield,2,91,25,Box 3
Broomfield,2,92,24,Box 3
Broomfield,2,93,25,Box 3
Broomfield,2,94,25,Box 3
Broomfield,2,95,24,Box 3
Broomfield,2,96,25,Box 3
Broomfield,2,97,25,Box 3
Broomfield,2,98,24,Box 3
Broomfield,2,99,25,Box 3
Broomfield,2,100,25,Box 3
Broomfield,2,101,25,Box 3
Broomfield,2,102,25,Box 3
Broomfield,2,103,24,Box 3
Broomfield,2,104,25,Box 3
Broomfield,2,105,25,Box 3
Broomfield,2,106,25,Box 3
Broomfield,2,107,24,Box 3
Broomfield,2,108,25,Box 3
Broomfield,2,109,25,Box 3
Broomfield,2,110,25,Box 3
Broomfield,2,111,25,Box 3
Broomfield,2,112,25,Box 3
Broomfield,2,113,25,Box 3
Broomfield,2,114,25,Box 3
Broomfield,2,115,25,Box 3
Broomfield,2,116,24,Box 3
Broomfield,2,117,23,Box 3
Broomfield,2,118,25,Box 3
Broomfield,2,119,28,Box 3
Broomfield,2,120,25,Box 3
Broomfield,2,121,25,Box 3
Broomfield,2,122,25,Box 3
Broomfield,2,123,23,Box 3
Broomfield,2,124,25,Box 3
Broomfield,2,125,25,Box 3
Broomfield,2,126,24,Box 3
Broomfield,2,127,25,Box 3
Broomfield,2,128,25,Box 3
Broomfield,2,129,22,Box 3
Broomfield,2,130,25,Box 3
Broomfield,2,131,25,Box 3
Broomfield,2,132,25,Box 3
Broomfield,2,133,25,Box 3
Broomfield,2,134,22,Box 3
Broomfield,2,135,25,Box 3
Broomfield,2,136,25,Box 4
Broomfield,2,137,25,Box 4
Broomfield,2,138,25,Box 4
Broomfield,2,139,25,Box 4
Broomfield,2,140,25,Box 4
Broomfield,2,141,25,Box 4
Broomfield,2,142,25,Box 4
Broomfield,2,143,25,Box 4
Broomfield,2,144,25,Box 4
Broomfield,2,145,23,Box 4
Broomfield,2,146,25,Box 4
Broomfield,2,147,25,Box 4
Broomfield,2,148,25,Box 4
Broomfield,2,149,25,Box 4
Broomfield,2,150,25,Box 4
Broomfield,2,151,25,Box 4
Broomfield,2,152,25,Box 4
Broomfield,2,153,25,Box 4
Broomfield,2,154,13,Box 4
Broomfield,2,155,25,Box 4
Broomfield,2,156,25,Box 4
Broomfield,2,157,21,Box 4
Broomfield,2,158,25,Box 4
Broomfield,2,159,29,Box 4
Broomfield,2,160,25,Box 4
Broomfield,2,161,25,Box 4
Broomfield,2,162,25,Box 4
Broomfield,2,163,25,Box 4
Broomfield,2,164,25,Box 4
Broomfield,2,165,18,Box 4
Broomfield,2,166,31,Box 4
Broomfield,2,167,19,Box 4
Broomfield,2,168,25,Box 4
Broomfield,2,169,25,Box 4
Broomfield,2,170,25,Box 4
Broomfield,2,171,25,Box 4
Broomfield,2,172,25,Box 4
Broomfield,2,173,30,Box 4
Broomfield,2,174,25,Box 4
Broomfield,2,175,24,Box 4
Broomfield,2,176,25,Box 4
Broomfield,2,177,25,Box 4
Broomfield,2,178,23,Box 4
Broomfield,2,179,25,Box 4
Broomfield,2,180,25,Box 4
Broomfield,2,181,29,Box 4
Broomfield,2,182,25,Box 5
Broomfield,2,183,24,Box 5
Broomfield,2,184,25,Box 5
Broomfield,2,185,25,Box 5
Broomfield,2,186,32,Box 5
Broomfield,2,187,18,Box 5
Broomfield,2,188,25,Box 5
Broomfield,2,189,25,Box 5
Broomfield,2,190,20,Box 5
Broomfield,2,191,25,Box 5
Broomfield,2,192,25,Box 5
Broomfield,2,193,25,Box 5
Broomfield,2,194,27,Box 5
Broomfield,2,195,25,Box 5
Broomfield,2,196,25,Box 5
Broomfield,2,197,21,Box 5
Broomfield,2,198,25,Box 5
Broomfield,2,199,25,Box 5
Broomfield,2,200,25,Box 5
Broomfield,2,201,25,Box 5
Broomfield,2,202,23,Box 5
Broomfield,2,203,19,Box 5
Broomfield,2,204,25,Box 5
Broomfield,2,205,25,Box 5
Broomfield,2,206,25,Box 5
Broomfield,2,207,25,Box 5
Broomfield,2,208,25,Box 5
Broomfield,2,209,25,Box 5
Broomfield,2,210,23,Box 5
Broomfield,2,211,26,Box 5
Broomfield,2,212,29,Box 5
Broomfield,2,213,12,Box 5
Broomfield,2,214,25,Box 5
Broomfield,2,215,25,Box 5
Broomfield,2,216,25,Box 5
Broomfield,2,217,25,Box 5
Broomfield,2,218,20,Box 5
Broomfield,2,219,25,Box 5
Broomfield,2,220,25,Box 5
Broomfield,2,221,25,Box 5
Broomfield,2,222,30,Box 5
Broomfield,2,223,11,Box 5
Broomfield,2,224,25,Box 5
Broomfield,2,225,25,Box 5
Broomfield,2,226,25,Box 5
Broomfield,2,227,20,Box 6
Broomfield,2,228,31,Box 6
Broomfield,2,229,25,Box 6
Broomfield,2,230,16,Box 6
Broomfield,2,231,25,Box 6
Broomfield,2,232,25,Box 6
Broomfield,2,233,25,Box 6
Broomfield,2,234,25,Box 6
Broomfield,2,235,25,Box 6
Broomfield,2,236,25,Box 6
Broomfield,2,237,20,Box 6
Broomfield,2,238,25,Box 6
Broomfield,2,239,25,Box 6
Broomfield,2,240,28,Box 6
Broomfield,2,241,25,Box 6
Broomfield,2,242,14,Box 6
Broomfield,2,243,25,Box 6
Broomfield,2,244,25,Box 6
Broomfield,2,245,25,Box 6
Broomfield,2,246,28,Box 6
Broomfield,2,247,16,Box 6
Broomfield,2,248,17,Box 6
Broomfield,2,249,25,Box 6
Broomfield,2,250,17,Box 6
Broomfield,2,251,25,Box 6
Broomfield,2,252,25,Box 6
Broomfield,2,253,27,Box 6
Broomfield,2,254,25,Box 6
Broomfield,2,255,25,Box 6
Broomfield,2,256,28,Box 6
Broomfield,2,257,25,Box 6
Broomfield,2,258,25,Box 6
Broomfield,2,259,25,Box 6
Broomfield,2,260,25,Box 6
Broomfield,2,261,25,Box 6
Broomfield,2,262,24,Box 6
Broomfield,2,263,25,Box 6
Broomfield,2,264,25,Box 6
Broomfield,2,265,25,Box 6
Broomfield,2,266,25,Box 6
Broomfield,2,267,25,Box 6
Broomfield,2,268,23,Box 6
Broomfield,2,269,25,Box 6
Broomfield,2,270,25,Box 6
Broomfield,2,271,24,Box 6
Broomfield,2,272,25,Box 7
Broomfield,2,273,25,Box 7
Broomfield,2,274,25,Box 7
Broomfield,2,275,25,Box 7
Broomfield,2,276,28,Box 7
Broomfield,2,277,25,Box 7
Broomfield,2,278,25,Box 7
Broomfield,2,279,25,Box 7
Broomfield,2,280,25,Box 7
Broomfield,2,281,25,Box 7
Broomfield,2,282,25,Box 7
Broomfield,2,283,18,Box 7
Broomfield,2,284,25,Box 7
Broomfield,2,285,25,Box 7
Broomfield,2,286,22,Box 7
Broomfield,2,287,25,Box 7
Broomfield,2,288,28,Box 7
Broomfield,2,289,25,Box 7
Broomfield,2,290,25,Box 7
Broomfield,2,291,25,Box 7
Broomfield,2,292,24,Box 7
Broomfield,2,293,25,Box 7
Broomfield,2,294,25,Box 7
Broomfield,2,295,25,Box 7
Broomfield,2,296,25,Box 7
Broomfield,2,297,27,Box 7
Broomfield,2,298,25,Box 7
Broomfield,2,299,25,Box 7
Broomfield,2,300,24,Box 7
Broomfield,2,301,25,Box 7
Broomfield,2,302,23,Box 7
Broomfield,2,303,25,Box 7
Broomfield,2,304,22,Box 7
Broomfield,2,305,25,Box 7
Broomfield,2,306,25,Box 7
Broomfield,2,307,25,Box 7
Broomfield,2,308,30,Box 7
Broomfield,2,309,30,Box 7
Broomfield,2,310,25,Box 7
Broomfield,2,311,25,Box 7
Broomfield,2,312,25,Box 7
Broomfield,2,313,25,Box 7
Broomfield,2,314,25,Box 7
Broomfield,2,315,24,Box 7
Broomfield,2,316,23,Box 7
Broomfield,2,317,25,Box 7
Broomfield,2,318,26,Box 8
Broomfield,2,319,26,Box 8
Broomfield,2,320,25,Box 8
Broomfield,2,321,25,Box 8
Broomfield,2,322,25,Box 8
Broomfield,2,323,25,Box 8
Broomfield,2,324,23,Box 8
Broomfield,2,325,25,Box 8
Broomfield,2,326,24,Box 8
Broomfield,2,327,25,Box 8
Broomfield,2,328,25,Box 8
Broomfield,2,329,25,Box 8
Broomfield,2,330,24,Box 8
Broomfield,2,331,25,Box 8
Broomfield,2,332,25,Box 8
Broomfield,2,333,25,Box 8
Broomfield,2,334,24,Box 8
Broomfield,2,335,25,Box 8
Broomfield,2,336,25,Box 8
Broomfield,2,337,25,Box 8
Broomfield,2,338,25,Box 8
Broomfield,2,339,25,Box 8
Broomfield,2,340,17,Box 8
Broomfield,2,341,25,Box 8
Broomfield,2,342,25,Box 8
Broomfield,2,343,25,Box 8
Broomfield,2,344,25,Box 8
Broomfield,2,345,25,Box 8
Broomfield,2,346,24,Box 8
Broomfield,2,347,25,Box 8
Broomfield,2,348,25,Box 8
Broomfield,2,349,25,Box 8
Broomfield,2,350,25,Box 8
Broomfield,2,351,15,Box 8
Broomfield,2,352,24,Box 8
Broomfield,2,353,25,Box 8
Broomfield,2,354,28,Box 8
Broomfield,2,355,25,Box 8
Broomfield,2,356,25,Box 8
Broomfield,2,357,25,Box 8
Broomfield,2,358,25,Box 8
Broomfield,2,359,25,Box 8
Broomfield,2,360,22,Box 8
Broomfield,2,361,25,Box 8
Broomfield,2,362,24,Box 8
Broomfield,2,363,25,Box 9
Broomfield,2,364,20,Box 9
Broomfield,2,365,22,Box 9
Broomfield,2,366,25,Box 9
Broomfield,2,367,25,Box 9
Broomfield,2,368,24,Box 9
Broomfield,2,369,25,Box 9
Broomfield,2,370,33,Box 9
Broomfield,2,371,25,Box 9
Broomfield,2,372,25,Box 9
Broomfield,2,373,25,Box 9
Broomfield,2,374,25,Box 9
Broomfield,2,375,25,Box 9
Broomfield,2,376,25,Box 9
Broomfield,2,377,25,Box 9
Broomfield,2,378,25,Box 9
Broomfield,2,379,15,Box 9
Broomfield,2,380,25,Box 9
Broomfield,2,381,25,Box 9
Broomfield,2,382,24,Box 9
Broomfield,2,383,25,Box 9
Broomfield,2,384,25,Box 9
Broomfield,2,385,31,Box 9
Broomfield,2,386,33,Box 9
Broomfield,2,387,33,Box 9
Broomfield,2,388,26,Box 9
Broomfield,2,389,25,Box 9
Broomfield,2,390,25,Box 9
Broomfield,2,391,25,Box 9
Broomfield,2,392,25,Box 9
Broomfield,2,393,25,Box 9
Broomfield,2,394,25,Box 9
Broomfield,2,395,25,Box 9
Broomfield,2,396,24,Box 9
Broomfield,2,397,25,Box 9
Broomfield,2,398,26,Box 9
Broomfield,2,399,25,Box 9
Broomfield,2,400,25,Box 9
Broomfield,2,401,26,Box 9
Broomfield,2,402,24,Box 9
Broomfield,2,403,25,Box 9
Broomfield,2,404,25,Box 9
Broomfield,2,405,25,Box 9
Broomfield,2,406,25,Box 9
Broomfield,2,407,20,Box 9
Broomfield,2,408,25,Box 10
Broomfield,2,409,25,Box 10
Broomfield,2,410,25,Box 10
Broomfield,2,411,25,Box 10
Broomfield,2,412,19,Box 10
Broomfield,2,413,25,Box 10
Broomfield,2,414,25,Box 10
Broomfield,2,415,28,Box 10
Broomfield,2,416,25,Box 10
Broomfield,2,417,23,Box 10
Broomfield,2,418,25,Box 10
Broomfield,2,419,25,Box 10
Broomfield,2,420,23,Box 10
Broomfield,2,421,25,Box 10
Broomfield,2,422,25,Box 10
Broomfield,2,423,25,Box 10
Broomfield,2,424,25,Box 10
Broomfield,2,425,24,Box 10
Broomfield,2,426,22,Box 10
Broomfield,2,427,25,Box 10
Broomfield,2,428,17,Box 10
Broomfield,2,429,25,Box 10
Broomfield,2,430,25,Box 10
Broomfield,2,431,32,Box 10
Broomfield,2,432,25,Box 10
Broomfield,2,433,33,Box 10
