"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
2,1,3,"2-1-3","CCAL_D60","TUB 1",3,"Yes"
2,1,6,"2-1-6","CC1_D60","TUB 1",6,"Yes"
2,2,4,"2-2-4","CCAL_D60","TUB 1",53,"Yes"
2,9,39,"2-9-39","CCAL_D60","TUB 1",416,"Yes"
2,10,10,"2-10-10","CC3_D60","TUB 1",433,"Yes"
2,10,12,"2-10-12","CC3_D60","TUB 1",435,"Yes"
2,13,42,"2-13-42","CC1_D60","TUB 1",583,"Yes"
2,15,33,"2-15-33","CC3_D60","TUB 1",645,"Yes"
2,20,30,"2-20-30","CC3_D60","TUB 1",886,"Yes"
2,23,2,"2-23-2","CCAL_D60","TUB 1",1002,"Yes"
2,24,5,"2-24-5","CCAL_D60","TUB 1",1053,"Yes"
2,28,11,"2-28-11","CCAL_D60","TUB 1",1250,"Yes"
2,28,23,"2-28-23","CCAL_D60","TUB 1",1262,"Yes"
2,31,22,"2-31-22","PW_METRO","TUB 1",1408,"Yes"
2,34,12,"2-34-12","COUNTY","TUB 2",1497,"No"
2,34,26,"2-34-26","CCAL_D60","TUB 2",1510,"Yes"
2,35,13,"2-35-13","CC1_D60","TUB 2",1550,"Yes"
2,35,18,"2-35-18","COUNTY","TUB 2",1555,"Yes"
2,36,23,"2-36-23","PW_METRO","TUB 2",1609,"Yes"
2,39,15,"2-39-15","CC3_D60","TUB 2",1749,"Yes"
2,40,5,"2-40-5","CC3_D60","TUB 2",1789,"Yes"
2,42,32,"2-42-32","COUNTY","TUB 2",1916,"Yes"
2,43,11,"2-43-11","CCAL_D60","TUB 2",1944,"Yes"
2,54,25,"2-54-25","CC3_D60","TUB 2",2503,"Yes"
2,55,1,"2-55-1","COUNTY","TUB 2",2530,"Yes"
2,56,19,"2-56-19","COUNTY","TUB 2",2598,"Yes"
2,61,45,"2-61-45","CCAL_D60","TUB 2",2873,"Yes"
2,66,40,"2-66-40","CCAL_D60","TUB 3",3118,"Yes"
2,67,22,"2-67-22","CCAL_D60","TUB 3",3151,"Yes"
2,68,11,"2-68-11","CCAL_D60","TUB 3",3186,"Yes"
2,70,22,"2-70-22","D60","TUB 3",3297,"Yes"
2,70,33,"2-70-33","D60","TUB 3",3308,"Yes"
2,72,4,"2-72-4","CCAL_D60","TUB 3",3379,"Yes"
2,72,10,"2-72-10","CC3_D60","TUB 3",3385,"Yes"
2,73,12,"2-73-12","CCAL_D60","TUB 3",3437,"Yes"
2,73,47,"2-73-47","CCAL_D60","TUB 3",3471,"Yes"
2,77,40,"2-77-40","COUNTY","TUB 3",3664,"Yes"
2,77,46,"2-77-46","CC3_D60","TUB 3",3669,"Yes"
2,78,15,"2-78-15","COUNTY","TUB 3",3690,"Yes"
2,85,42,"2-85-42","COUNTY","TUB 3",4065,"Yes"
2,85,47,"2-85-47","CC3_D60","TUB 3",4070,"Yes"
2,92,44,"2-92-44","CCAL_D60","TUB 4",4418,"Yes"
2,93,4,"2-93-4","CC3_D60","TUB 4",4428,"Yes"
2,93,15,"2-93-15","PW_METRO","TUB 4",4439,"Yes"
2,93,29,"2-93-29","CC3_D60","TUB 4",4452,"Yes"
2,96,25,"2-96-25","CC3_D60","TUB 4",4565,"Yes"
2,97,17,"2-97-17","PW_METRO","TUB 4",4597,"Yes"
2,97,23,"2-97-23","CCAL_D60","TUB 4",4603,"Yes"
2,100,25,"2-100-25","CC3_D60","TUB 4",4703,"Yes"
2,103,14,"2-103-14","CC1_D60","TUB 4",4783,"Yes"
2,107,30,"2-107-30","PW_METRO","TUB 4",4922,"Yes"
2,111,19,"2-111-19","CC1_D60","TUB 4",5069,"Yes"
2,113,1,"2-113-1","CCAL_D60","TUB 4",5135,"Yes"
2,113,8,"2-113-8","CC1_D60","TUB 4",5142,"Yes"
2,118,5,"2-118-5","CCAL_D60","TUB 4",5373,"Yes"
2,119,27,"2-119-27","CCAL_D60","TUB 4",5420,"Yes"
2,122,3,"2-122-3","CCAL_D60","TUB 5",5539,"Yes"
2,124,32,"2-124-32","CCAL_D60","TUB 5",5667,"Yes"
2,125,38,"2-125-38","CC3_D60","TUB 5",5724,"Yes"
2,130,4,"2-130-4","CC3_D60","TUB 5",5927,"Yes"
2,131,30,"2-131-30","PW_METRO","TUB 5",6000,"Yes"
2,132,46,"2-132-46","D60","TUB 5",6068,"Yes"
2,133,3,"2-133-3","CCAL_D60","TUB 5",6076,"Yes"
2,135,46,"2-135-46","CC1_D60","TUB 5",6219,"Yes"
2,138,1,"2-138-1","CC3_D60","TUB 5",6324,"Yes"
2,141,8,"2-141-8","CCAL_D60","TUB 5",6481,"Yes"
2,142,36,"2-142-36","CCAL_D60","TUB 5",6573,"Yes"
2,145,29,"2-145-29","CC3_D60","TUB 5",6701,"Yes"
2,146,28,"2-146-28","PW_METRO","TUB 5",6751,"Yes"
2,147,47,"2-147-47","CC3_D60","TUB 5",6820,"Yes"
2,150,9,"2-150-9","CC3_D60","TUB 5",6932,"Yes"
2,150,26,"2-150-26","CC3_D60","TUB 5",6948,"Yes"
2,152,76,"2-152-76","CCAL_D60","TUB 5",7099,"Yes"
2,152,86,"2-152-86","CCAL_D60","TUB 5",7109,"Yes"
2,152,97,"2-152-97","CCAL_D60","TUB 5",7120,"Yes"
2,155,17,"2-155-17","CC3_D60","TUB 6",7253,"Yes"
2,157,7,"2-157-7","CC1_D60","TUB 6",7344,"Yes"
2,158,12,"2-158-12","CCAL_D60","TUB 6",7399,"Yes"
2,165,36,"2-165-36","PW_METRO","TUB 6",7771,"Yes"
2,165,49,"2-165-49","CC1_D60","TUB 6",7783,"Yes"
2,166,29,"2-166-29","CC1_D60","TUB 6",7815,"Yes"
2,171,11,"2-171-11","CC1_D60","TUB 6",8047,"Yes"
2,172,3,"2-172-3","CCAL_D60","TUB 6",8089,"Yes"
2,174,17,"2-174-17","CC3_D60","TUB 6",8203,"Yes"
