"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
2,7,8,"2-7-8","PPRD-PWD","Box 1",158,"Yes"
2,7,10,"2-7-10","PPRD-PWD","Box 1",160,"Yes"
2,8,3,"2-8-3","CC","Box 1",178,"Yes"
2,9,19,"2-9-19","FLO2","Box 1",219,"Yes"
2,10,4,"2-10-4","PPRD-PWD","Box 1",229,"Yes"
2,10,23,"2-10-23","CC","Box 1",246,"Yes"
2,12,25,"2-12-25","TFPD","Box 1",300,"Yes"
2,20,14,"2-20-14","RE1","Box 1",489,"Yes"
2,21,4,"2-21-4","CC","Box 1",504,"Yes"
2,24,2,"2-24-2","RE1","Box 1",577,"Yes"
2,29,17,"2-29-17","FLO2","Box 1",717,"Yes"
2,29,21,"2-29-21","CC","Box 1",721,"Yes"
2,37,12,"2-37-12","CC","Box 1",912,"Yes"
2,37,16,"2-37-16","RE1","Box 1",916,"Yes"
2,38,10,"2-38-10","CC","Box 1",935,"Yes"
2,39,19,"2-39-19","RE1","Box 1",969,"Yes"
2,48,16,"2-48-16","RE1","Box 1",1191,"Yes"
2,56,22,"2-56-22","CC","Box 1",1397,"Yes"
2,57,7,"2-57-7","FLO3","Box 1",1407,"Yes"
2,60,23,"2-60-23","RE1","Box 1",1497,"Yes"
2,60,24,"2-60-24","PPRD-PWD","Box 1",1498,"Yes"
2,66,3,"2-66-3","RE1","Box 2",1628,"Yes"
2,74,8,"2-74-8","CC","Box 2",1833,"Yes"
2,77,8,"2-77-8","CC","Box 2",1908,"Yes"
2,79,24,"2-79-24","PPRD","Box 2",1974,"Yes"
2,80,18,"2-80-18","CC","Box 2",1992,"Yes"
2,87,19,"2-87-19","CC","Box 2",2169,"Yes"
2,89,9,"2-89-9","RE3","Box 2",2209,"Yes"
2,93,6,"2-93-6","CC","Box 2",2306,"Yes"
2,101,4,"2-101-4","CC","Box 2",2504,"Yes"
2,105,24,"2-105-24","RE3","Box 2",2624,"Yes"
2,106,22,"2-106-22","FLO3","Box 2",2647,"Yes"
2,107,24,"2-107-24","CC","Box 2",2674,"Yes"
2,110,9,"2-110-9","TFPD","Box 2",2734,"Yes"
2,112,19,"2-112-19","RE1","Box 2",2794,"Yes"
2,122,16,"2-122-16","RE1","Box 3",3041,"Yes"
2,129,12,"2-129-12","CC","Box 3",3211,"Yes"
2,132,19,"2-132-19","CC","Box 3",3294,"Yes"
2,145,24,"2-145-24","RE3","Box 3",3624,"Yes"
2,149,8,"2-149-8","CC","Box 3",3708,"Yes"
2,154,7,"2-154-7","RE1","Box 3",3831,"Yes"
2,154,20,"2-154-20","RE1","Box 3",3844,"Yes"
2,161,18,"2-161-18","PPRD-PWD","Box 3",4018,"Yes"
2,162,22,"2-162-22","PWD","Box 3",4047,"Yes"
2,163,3,"2-163-3","RE1","Box 3",4053,"Yes"
2,164,11,"2-164-11","CC","Box 3",4086,"Yes"
2,169,14,"2-169-14","CC","Box 4",4214,"Yes"
2,175,22,"2-175-22","CC","Box 4",4372,"Yes"
2,203,7,"2-203-7","RE1","Box 4",5057,"Yes"
2,217,7,"2-217-7","PPRD-PWD","Box 4",5407,"Yes"
2,223,20,"2-223-20","CC","Box 5",5570,"Yes"
2,223,24,"2-223-24","CC","Box 5",5574,"Yes"
2,234,12,"2-234-12","CC","Box 5",5837,"Yes"
2,234,16,"2-234-16","CC","Box 5",5841,"Yes"
2,238,3,"2-238-3","CC","Box 5",5928,"Yes"
2,239,21,"2-239-21","RE1","Box 5",5969,"Yes"
2,242,12,"2-242-12","RE3","Box 5",6037,"Yes"
2,245,2,"2-245-2","PPRD-PWD","Box 5",6102,"Yes"
2,250,17,"2-250-17","FLO2","Box 5",6242,"Yes"
2,256,2,"2-256-2","RE1","Box 5",6377,"Yes"
