"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
1,14,49,"1-14-49","DS-06","11",11163,"Yes"
1,17,61,"1-17-61","DS-07","21",13261,"Yes"
1,17,98,"1-17-98","DS-06","21",13298,"Yes"
1,22,6,"1-22-6","DS-02","21",16442,"Yes"
1,26,110,"1-26-110","DS-03","31",24569,"Yes"
2,1,38,"2-1-38","DS-02","2",5881,"Yes"
2,3,104,"2-3-104","DS-08","2",6228,"Yes"
2,17,19,"2-17-19","DS-03","33",33151,"Yes"
2,43,45,"2-43-45","DS-01","51",58838,"Yes"
2,56,135,"2-56-135","DS-03","52",75989,"Yes"
3,1,68,"3-1-68","DS-02","3",1217,"Yes"
3,6,103,"3-6-103","DS-02","3",5383,"Yes"
3,12,137,"3-12-137","DS-01","13",19688,"Yes"
3,21,78,"3-21-78","DS-03","23",22900,"Yes"
3,36,132,"3-36-132","DS-03","43",37692,"Yes"
3,63,6,"3-63-6","DS-04","62",85152,"Yes"
3,71,77,"3-71-77","DS-03","74",89622,"Yes"
4,2,27,"4-2-27","DS-03","4",5452,"Yes"
4,5,120,"4-5-120","DS-02","4",7526,"Yes"
4,8,20,"4-8-20","DS-01","4",11278,"Yes"
4,10,110,"4-10-110","DS-02","14",12940,"Yes"
4,13,80,"4-13-80","DS-01","14",14767,"Yes"
4,25,76,"4-25-76","DS-08","36",20974,"Yes"
4,26,114,"4-26-114","DS-04","36",21307,"Yes"
4,45,36,"4-45-36","DS-06","44",42662,"Yes"
4,59,82,"4-59-82","DS-01","63",51324,"Yes"
4,65,122,"4-65-122","DS-09","68",53887,"Yes"
5,9,40,"5-9-40","DS-08","15",10574,"Yes"
5,17,88,"5-17-88","DS-01","25",28813,"Yes"
5,23,88,"5-23-88","DS-01","25",33068,"Yes"
5,29,120,"5-29-120","DS-01","37",48533,"Yes"
5,50,30,"5-50-30","DS-04","71",70963,"Yes"
5,57,100,"5-57-100","DS-01","79",77396,"Yes"
5,73,65,"5-73-65","DS-03","83",89759,"Yes"
5,74,48,"5-74-48","DS-03","83",90336,"Yes"
6,31,66,"6-31-66","DS-01","38",52043,"Yes"
6,37,96,"6-37-96","DS-02","58",59660,"Yes"
6,46,2,"6-46-2","DS-01","64",71385,"Yes"
6,58,119,"6-58-119","DS-01","81",91592,"Yes"
6,60,297,"6-60-297","DS-05","81",94247,"Yes"
7,6,87,"7-6-87","DS-01","7",33514,"Yes"
7,43,34,"7-43-34","DS-05","82",89879,"Yes"
8,7,99,"8-7-99","DS-06","8",2839,"Yes"
8,11,8,"8-11-8","DS-05","18",3321,"Yes"
9,2,117,"9-2-117","DS-01","9",3996,"Yes"
9,6,99,"9-6-99","DS-01","9",4563,"Yes"
9,17,4,"9-17-4","DS-04","19",14093,"Yes"
9,23,77,"9-23-77","DS-06","29",30682,"Yes"
9,37,144,"9-37-144","DS-05","47",63022,"Yes"
9,62,97,"9-62-97","DS-01","50",82148,"Yes"
10,20,103,"10-20-103","DS-04","30",42276,"Yes"
10,28,33,"10-28-33","DS-08","56",53649,"Yes"
