"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
2,5,7,"2-5-7","CNY","1",107,"Yes"
2,5,12,"2-5-12","CNY_R1","1",112,"Yes"
2,14,14,"2-14-14","CNY","1",339,"Yes"
2,21,15,"2-21-15","CNY","1",515,"Yes"
2,22,14,"2-22-14","CNY_R1_CTY","1",539,"Yes"
2,23,5,"2-23-5","CNY_R1","1",549,"Yes"
2,24,23,"2-24-23","CNY_R1_CTY","1",592,"Yes"
2,29,4,"2-29-4","CNY","1",698,"Yes"
2,29,6,"2-29-6","CNY","1",700,"Yes"
2,31,21,"2-31-21","CNY","1",764,"Yes"
2,32,22,"2-32-22","CNY_R1","1",791,"Yes"
2,36,8,"2-36-8","CNY","1",877,"Yes"
2,39,11,"2-39-11","CNY_R1_CTY","1",955,"Yes"
2,42,13,"2-42-13","CNY","1",1032,"Yes"
2,42,17,"2-42-17","CNY","1",1036,"Yes"
2,44,7,"2-44-7","CNY","1",1076,"Yes"
2,50,22,"2-50-22","CNY_R1","2",1241,"Yes"
2,52,20,"2-52-20","CNY","2",1289,"Yes"
2,53,6,"2-53-6","CNY_R1","2",1300,"Yes"
2,53,13,"2-53-13","CNY","2",1307,"Yes"
2,58,22,"2-58-22","CNY_R1_CTY","2",1441,"Yes"
2,63,2,"2-63-2","CNY_R1_CTY","2",1538,"No"
2,64,19,"2-64-19","CNY","2",1580,"Yes"
2,66,6,"2-66-6","CNY","2",1617,"Yes"
2,74,22,"2-74-22","CNY","2",1823,"Yes"
2,79,4,"2-79-4","CNY_R1_CTY","2",1930,"Yes"
2,80,15,"2-80-15","CNY","2",1953,"Yes"
2,81,23,"2-81-23","CNY","2",1986,"Yes"
2,84,13,"2-84-13","CNY","2",2032,"Yes"
