county_name,contest_name,choice,votes
Adams,South Adams County Fire Protection District No. 4 Ballot Issue 6A,Yes/For,19417
Adams,South Adams County Fire Protection District No. 4 Ballot Issue 6A,No/Against,7436
Adams,Greater Brighton Fire Protection District Ballot Issue 7B,Yes/For,12677
Adams,Greater Brighton Fire Protection District Ballot Issue 7B,No/Against,12383
Alamosa,Presidential Electors,Donald J. Trump / Michael R. Pence,3813
Alamosa,Presidential Electors,Joseph R. Biden / Kamala D. Harris,3759
Alamosa,Presidential Electors,"Jo Jorgensen / Jeremy ""Spike"" Cohen",90
Alamosa,Presidential Electors,Kanye West / Michelle Tidball,48
Alamosa,Presidential Electors,Howie Hawkins / Angela Nicole Walker,23
Alamosa,Presidential Electors,Don Blankenship / William Mohr,22
Alamosa,Presidential Electors,Mark Charles / Adrian Wallace,11
Alamosa,Presidential Electors,Brian Carroll / Amar Patel,7
Alamosa,Presidential Electors,Bill Hammons / Eric Bodenstab,6
Alamosa,Presidential Electors,Alyson Kennedy / Malcolm Jarrett,5
Alamosa,Presidential Electors,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",5
Alamosa,Presidential Electors,Joe McHugh / Elizabeth Storm,4
Alamosa,Presidential Electors,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,3
Alamosa,Presidential Electors,Gloria La Riva / Sunil Freeman,3
Alamosa,Presidential Electors,Brock Pierce / Karla Ballard,3
Alamosa,Presidential Electors,Joseph Kishore / Norissa Santa Cruz,2
Alamosa,Presidential Electors,Phil Collins / Billy Joe Parker,2
Alamosa,Presidential Electors,Dario Hunter / Dawn Neptune Adams,1
Alamosa,Presidential Electors,Blake Huber / Frank Atwood,1
Alamosa,Presidential Electors,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,0
Alamosa,Presidential Electors,Todd Cella / Timothy Bryan Cella,0
Alamosa,Presidential Electors,Kasey Wells / Rachel Wells,0
Alamosa,Presidential Electors,"Jordan ""Cancer"" Scott / Jennifer Tepool",0
Alamosa,Presidential Electors,Tom Hoefling / Andy Prior,0
Alamosa,United States Senator,Cory Gardner,3800
Alamosa,United States Senator,John W. Hickenlooper,3734
Alamosa,United States Senator,Raymon Anthony Doane,104
Alamosa,United States Senator,Daniel Doyle,40
Alamosa,United States Senator,"Stephan ""Seku"" Evans",29
Alamosa,United States Senator,Bruce Lohmiller,0
Alamosa,United States Senator,Danny Skelly,0
Alamosa,United States Senator,Michael Sanchez,0
Alamosa,Representative to the 117th United States Congress - District 3,Lauren Boebert,3746
Alamosa,Representative to the 117th United States Congress - District 3,Diane E. Mitsch Bush,3616
Alamosa,Representative to the 117th United States Congress - District 3,John Ryan Keil,192
Alamosa,Representative to the 117th United States Congress - District 3,Critter Milton,108
Alamosa,State Board of Education Member - Congressional District 3,Mayling Simpson,3747
Alamosa,State Board of Education Member - Congressional District 3,Joyce Rankin,3739
Alamosa,State Senator - District 35,Cleave Simpson,4387
Alamosa,State Senator - District 35,Carlos R. Lopez,3338
Alamosa,State Representative - District 62,Donald E. Valdez,4484
Alamosa,State Representative - District 62,Logan Taggart,3228
Alamosa,District Attorney - 12th Judicial District,Alonzo Christopher Payne,5225
Alamosa,Alamosa County Commissioner - District 1,Lori Laske,4339
Alamosa,Alamosa County Commissioner - District 1,Trudi Kretsinger,3366
Alamosa,Alamosa County Commissioner - District 3,Vern Heersink,3887
Alamosa,Alamosa County Commissioner - District 3,Jan Vigil,3794
Alamosa,Alamosa County Clerk and Recorder,Nicole Jaramillo,4110
Alamosa,Alamosa County Clerk and Recorder,Jaclyn (Gabbel) Hurst,3548
Alamosa,Justice of the Colorado Supreme Court - Hart,Yes,4886
Alamosa,Justice of the Colorado Supreme Court - Hart,No,2021
Alamosa,Justice of the Colorado Supreme Court - Samour,Yes,4777
Alamosa,Justice of the Colorado Supreme Court - Samour,No,2093
Alamosa,Colorado Court of Appeals Judge - Tow,Yes,4587
Alamosa,Colorado Court of Appeals Judge - Tow,No,2242
Alamosa,Colorado Court of Appeals Judge - Welling,Yes,4652
Alamosa,Colorado Court of Appeals Judge - Welling,No,2203
Alamosa,District Court Judge - 12th Judicial District - Gonzales,Yes,5432
Alamosa,District Court Judge - 12th Judicial District - Gonzales,No,1767
Alamosa,District Court Judge - 12th Judicial District - Hopkins,Yes,5172
Alamosa,District Court Judge - 12th Judicial District - Hopkins,No,1858
Alamosa,Amendment B (CONSTITUTIONAL),Yes/For,4438
Alamosa,Amendment B (CONSTITUTIONAL),No/Against,3024
Alamosa,Amendment C (CONSTITUTIONAL),No/Against,3742
Alamosa,Amendment C (CONSTITUTIONAL),Yes/For,3663
Alamosa,Amendment 76 (CONSTITUTIONAL),Yes/For,5396
Alamosa,Amendment 76 (CONSTITUTIONAL),No/Against,2231
Alamosa,Amendment 77 (CONSTITUTIONAL),Yes/For,4469
Alamosa,Amendment 77 (CONSTITUTIONAL),No/Against,2993
Alamosa,Proposition EE (STATUTORY),Yes/For,4694
Alamosa,Proposition EE (STATUTORY),No/Against,2916
Alamosa,Proposition 113 (STATUTORY),No/Against,3994
Alamosa,Proposition 113 (STATUTORY),Yes/For,3573
Alamosa,Proposition 114 (STATUTORY),No/Against,4728
Alamosa,Proposition 114 (STATUTORY),Yes/For,2853
Alamosa,Proposition 115 (STATUTORY),No/Against,3810
Alamosa,Proposition 115 (STATUTORY),Yes/For,3749
Alamosa,Proposition 116 (STATUTORY),Yes/For,4733
Alamosa,Proposition 116 (STATUTORY),No/Against,2897
Alamosa,Proposition 117 (STATUTORY),Yes/For,3832
Alamosa,Proposition 117 (STATUTORY),No/Against,3510
Alamosa,Proposition 118 (STATUTORY),Yes/For,4112
Alamosa,Proposition 118 (STATUTORY),No/Against,3454
Alamosa,Alamosa County Ballot Question 1A,No/Against,3717
Alamosa,Alamosa County Ballot Question 1A,Yes/For,3536
Alamosa,Alamosa County Ambulance District Ballot Question 6A,Yes/For,4175
Alamosa,Alamosa County Ambulance District Ballot Question 6A,No/Against,3089
Arapahoe,Presidential Electors,Joseph R. Biden / Kamala D. Harris,213673
Arapahoe,Presidential Electors,Donald J. Trump / Michael R. Pence,127356
Arapahoe,Presidential Electors,"Jo Jorgensen / Jeremy ""Spike"" Cohen",5424
Arapahoe,Presidential Electors,Howie Hawkins / Angela Nicole Walker,926
Arapahoe,Presidential Electors,Kanye West / Michelle Tidball,908
Arapahoe,Presidential Electors,Don Blankenship / William Mohr,503
Arapahoe,Presidential Electors,Bill Hammons / Eric Bodenstab,328
Arapahoe,Presidential Electors,Brian Carroll / Amar Patel,297
Arapahoe,Presidential Electors,Mark Charles / Adrian Wallace,189
Arapahoe,Presidential Electors,Gloria La Riva / Sunil Freeman,118
Arapahoe,Presidential Electors,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,94
Arapahoe,Presidential Electors,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",67
Arapahoe,Presidential Electors,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,65
Arapahoe,Presidential Electors,Phil Collins / Billy Joe Parker,63
Arapahoe,Presidential Electors,Joe McHugh / Elizabeth Storm,58
Arapahoe,Presidential Electors,Dario Hunter / Dawn Neptune Adams,45
Arapahoe,Presidential Electors,Brock Pierce / Karla Ballard,45
Arapahoe,Presidential Electors,Blake Huber / Frank Atwood,41
Arapahoe,Presidential Electors,Alyson Kennedy / Malcolm Jarrett,41
Arapahoe,Presidential Electors,Joseph Kishore / Norissa Santa Cruz,25
Arapahoe,Presidential Electors,"Jordan ""Cancer"" Scott / Jennifer Tepool",17
Arapahoe,Presidential Electors,Todd Cella / Timothy Bryan Cella,0
Arapahoe,Presidential Electors,Tom Hoefling / Andy Prior,0
Arapahoe,Presidential Electors,Kasey Wells / Rachel Wells,0
Arapahoe,United States Senator,John W. Hickenlooper,204112
Arapahoe,United States Senator,Cory Gardner,136749
Arapahoe,United States Senator,Raymon Anthony Doane,5695
Arapahoe,United States Senator,"Stephan ""Seku"" Evans",1111
Arapahoe,United States Senator,Daniel Doyle,1074
Arapahoe,United States Senator,Bruce Lohmiller,5
Arapahoe,United States Senator,Danny Skelly,4
Arapahoe,United States Senator,Michael Sanchez,0
Arapahoe,Representative to the 117th United States Congress - District 1,Diana DeGette,19783
Arapahoe,Representative to the 117th United States Congress - District 1,Shane Bolling,10253
Arapahoe,Representative to the 117th United States Congress - District 1,Kyle Furey,690
Arapahoe,Representative to the 117th United States Congress - District 1,Paul Noel Fiorino,126
Arapahoe,Representative to the 117th United States Congress - District 1,Jan Kok,100
Arapahoe,Representative to the 117th United States Congress - District 4,Ken Buck,3885
Arapahoe,Representative to the 117th United States Congress - District 4,Ike McCorkle,1007
Arapahoe,Representative to the 117th United States Congress - District 4,Bruce Griffith,144
Arapahoe,Representative to the 117th United States Congress - District 4,Laura Ireland,38
Arapahoe,Representative to the 117th United States Congress - District 6,Jason Crow,184641
Arapahoe,Representative to the 117th United States Congress - District 6,Steve House,114026
Arapahoe,Representative to the 117th United States Congress - District 6,Norm Olsen,6314
Arapahoe,Representative to the 117th United States Congress - District 6,Jaimie Lynn Kulikowski,2767
Arapahoe,State Board of Education Member - Congressional District 1,Lisa Escarcega,19073
Arapahoe,State Board of Education Member - Congressional District 1,Sydnnia Wulff,10034
Arapahoe,State Board of Education Member - Congressional District 1,Alan Hayman,1027
Arapahoe,State Board of Education Member - Congressional District 1,Zachary Laddison,175
Arapahoe,Regent of the University of Colorado - Congressional District 6,Ilana Spiegel,167458
Arapahoe,Regent of the University of Colorado - Congressional District 6,Richard Murray,122754
Arapahoe,Regent of the University of Colorado - Congressional District 6,Christopher E. Otwell,6830
Arapahoe,State Senator - District 26,Jeff Bridges,54284
Arapahoe,State Senator - District 26,Bob Roth,32987
Arapahoe,State Senator - District 26,Marc Solomon,2366
Arapahoe,State Senator - District 27,Chris Kolker,51024
Arapahoe,State Senator - District 27,Suzanne Staiert,41238
Arapahoe,State Senator - District 28,Janet Buckner,51042
Arapahoe,State Senator - District 28,Karl Stecher,31402
Arapahoe,State Senator - District 29,Rhonda Fields,45841
Arapahoe,State Senator - District 29,Michele Poague,20918
Arapahoe,State Senator - District 31,Chris Hansen,3023
Arapahoe,State Senator - District 31,Doug Townsend,1100
Arapahoe,State Representative - District 3,Meg Froelich,28075
Arapahoe,State Representative - District 3,Dean L. Titterington,18010
Arapahoe,State Representative - District 3,David P. Jurist,1411
Arapahoe,State Representative - District 9,Emily Sirota,2908
Arapahoe,State Representative - District 9,Larry L. Braig,1048
Arapahoe,State Representative - District 9,Wes Pinchot,150
Arapahoe,State Representative - District 36,Mike Weissman,26697
Arapahoe,State Representative - District 36,Dustin Bishop,16939
Arapahoe,State Representative - District 37,Tom Sullivan,27842
Arapahoe,State Representative - District 37,Caroline Cornell,22256
Arapahoe,State Representative - District 38,David Ortiz,31510
Arapahoe,State Representative - District 38,Richard Champion,25193
Arapahoe,State Representative - District 40,Naquetta Ricks,25516
Arapahoe,State Representative - District 40,Richard A. Bassett,15816
Arapahoe,State Representative - District 40,Rob Harrison,1805
Arapahoe,State Representative - District 41,Iman Jodeh,26172
Arapahoe,State Representative - District 41,"Robert ""Bob"" Andrews",13503
Arapahoe,State Representative - District 42,Dominique Jackson,22215
Arapahoe,State Representative - District 56,Rod Bockenfeld,14739
Arapahoe,State Representative - District 56,Giugi Carminati,10713
Arapahoe,State Representative - District 56,Kevin Gulbranson,1004
Arapahoe,District Attorney - 18th Judicial District,Amy L. Padden,194133
Arapahoe,District Attorney - 18th Judicial District,John Kellner,141044
Arapahoe,Regional Transportation District Director - District A,Kate Williams,2686
Arapahoe,Regional Transportation District Director - District A,Tim Nelson,1444
Arapahoe,Regional Transportation District Director - District A,Kyle Bradell,894
Arapahoe,Regional Transportation District Director - District D,Bobby Dishell,19813
Arapahoe,Regional Transportation District Director - District E,Paul Rosenthal,46758
Arapahoe,Regional Transportation District Director - District F,Bob Broom,72555
Arapahoe,Regional Transportation District Director - District G,Julien Bouquet,22566
Arapahoe,Regional Transportation District Director - District G,Ken Mihalik,17129
Arapahoe,Regional Transportation District Director - District H,Doug Tisdale,21054
Arapahoe,Regional Transportation District Director - District H,Regan Byrd,15936
Arapahoe,Regional Transportation District Director - District H,Roger Edwards,11760
Arapahoe,Arapahoe County Commissioner - District 1,Carrie Warren-Gully,40440
Arapahoe,Arapahoe County Commissioner - District 1,Kathleen Conti,31919
Arapahoe,Arapahoe County Commissioner - District 1,Joshua Lallement,2404
Arapahoe,Arapahoe County Commissioner - District 3,Jeff Baker,40916
Arapahoe,Arapahoe County Commissioner - District 3,Idris Keith,40751
Arapahoe,Arapahoe County Commissioner - District 5,Bill Holen,28221
Arapahoe,Arapahoe County Commissioner - District 5,Jim Parker,10698
Arapahoe,Arapahoe County Commissioner - District 5,Kathryn Martin,3169
Arapahoe,Justice of the Colorado Supreme Court - Hart,Yes,227567
Arapahoe,Justice of the Colorado Supreme Court - Hart,No,69420
Arapahoe,Justice of the Colorado Supreme Court - Samour,Yes,221538
Arapahoe,Justice of the Colorado Supreme Court - Samour,No,72697
Arapahoe,Colorado Court of Appeals Judge - Tow,Yes,210366
Arapahoe,Colorado Court of Appeals Judge - Tow,No,81167
Arapahoe,Colorado Court of Appeals Judge - Welling,Yes,209858
Arapahoe,Colorado Court of Appeals Judge - Welling,No,81375
Arapahoe,District Court Judge - 18th Judicial District - Amico,Yes,223833
Arapahoe,District Court Judge - 18th Judicial District - Amico,No,66452
Arapahoe,District Court Judge - 18th Judicial District - Baum,Yes,196292
Arapahoe,District Court Judge - 18th Judicial District - Baum,No,91694
Arapahoe,District Court Judge - 18th Judicial District - Mares,Yes,207324
Arapahoe,District Court Judge - 18th Judicial District - Mares,No,81326
Arapahoe,District Court Judge - 18th Judicial District - Scipione,Yes,211448
Arapahoe,District Court Judge - 18th Judicial District - Scipione,No,74991
Arapahoe,District Court Judge - 18th Judicial District - Slade,Yes,225213
Arapahoe,District Court Judge - 18th Judicial District - Slade,No,61111
Arapahoe,District Court Judge - 18th Judicial District - Vahle,Yes,214643
Arapahoe,District Court Judge - 18th Judicial District - Vahle,No,69405
Arapahoe,District Court Judge - 18th Judicial District - Volz,Yes,216770
Arapahoe,District Court Judge - 18th Judicial District - Volz,No,66872
Arapahoe,Arapahoe County Court Judge - Contiguglia,Yes,218349
Arapahoe,Arapahoe County Court Judge - Contiguglia,No,65030
Arapahoe,Arapahoe County Court Judge - Ollada,Yes,216902
Arapahoe,Arapahoe County Court Judge - Ollada,No,66401
Arapahoe,Arapahoe County Court Judge - Williford,Yes,218595
Arapahoe,Arapahoe County Court Judge - Williford,No,64330
Arapahoe,Amendment B (CONSTITUTIONAL),Yes/For,187484
Arapahoe,Amendment B (CONSTITUTIONAL),No/Against,141174
Arapahoe,Amendment C (CONSTITUTIONAL),Yes/For,172871
Arapahoe,Amendment C (CONSTITUTIONAL),No/Against,153496
Arapahoe,Amendment 76 (CONSTITUTIONAL),Yes/For,205071
Arapahoe,Amendment 76 (CONSTITUTIONAL),No/Against,133386
Arapahoe,Amendment 77 (CONSTITUTIONAL),Yes/For,201893
Arapahoe,Amendment 77 (CONSTITUTIONAL),No/Against,128228
Arapahoe,Proposition EE (STATUTORY),Yes/For,236476
Arapahoe,Proposition EE (STATUTORY),No/Against,103461
Arapahoe,Proposition 113 (STATUTORY),Yes/For,191439
Arapahoe,Proposition 113 (STATUTORY),No/Against,147388
Arapahoe,Proposition 114 (STATUTORY),Yes/For,178755
Arapahoe,Proposition 114 (STATUTORY),No/Against,155526
Arapahoe,Proposition 115 (STATUTORY),No/Against,209619
Arapahoe,Proposition 115 (STATUTORY),Yes/For,129135
Arapahoe,Proposition 116 (STATUTORY),Yes/For,194829
Arapahoe,Proposition 116 (STATUTORY),No/Against,144157
Arapahoe,Proposition 117 (STATUTORY),Yes/For,166905
Arapahoe,Proposition 117 (STATUTORY),No/Against,154746
Arapahoe,Proposition 118 (STATUTORY),Yes/For,206864
Arapahoe,Proposition 118 (STATUTORY),No/Against,130105
Arapahoe,City of Englewood Ballot Question 2A,Yes,14496
Arapahoe,City of Englewood Ballot Question 2A,No,3824
Arapahoe,City of Englewood Ballot Issue 2B,No,11724
Arapahoe,City of Englewood Ballot Issue 2B,Yes,6426
Arapahoe,City of Littleton Ballot Question 3A,Yes,20466
Arapahoe,City of Littleton Ballot Question 3A,No,5040
Arapahoe,City of Littleton Ballot Question 300,Yes,17349
Arapahoe,City of Littleton Ballot Question 300,No,9016
Arapahoe,Arapahoe County School District #6 Littleton Public Schools Ballot Issue 4C,Yes,36084
Arapahoe,Arapahoe County School District #6 Littleton Public Schools Ballot Issue 4C,No,26497
Arapahoe,Byers School District 32J Ballot Issue 5A,Yes,664
Arapahoe,Byers School District 32J Ballot Issue 5A,No,611
Arapahoe,Cherry Creek School District No. 5 Ballot Issue 4A,Yes,110443
Arapahoe,Cherry Creek School District No. 5 Ballot Issue 4A,No,64038
Arapahoe,Cherry Creek School District No. 5 Ballot Issue 4B,Yes,120847
Arapahoe,Cherry Creek School District No. 5 Ballot Issue 4B,No,51991
Arapahoe,Strasburg School District 31J Ballot Issue 5B,No,574
Arapahoe,Strasburg School District 31J Ballot Issue 5B,Yes,518
Arapahoe,Sundance Hills Metro District Ballot Issue 6A,Yes,439
Arapahoe,Sundance Hills Metro District Ballot Issue 6A,No,259
Arapahoe,Sundance Hills Metro District Ballot Issue 6B,Yes,390
Arapahoe,Sundance Hills Metro District Ballot Issue 6B,No,300
Archuleta,Presidential Electors,Donald J. Trump / Michael R. Pence,5189
Archuleta,Presidential Electors,Joseph R. Biden / Kamala D. Harris,3738
Archuleta,Presidential Electors,"Jo Jorgensen / Jeremy ""Spike"" Cohen",120
Archuleta,Presidential Electors,Don Blankenship / William Mohr,20
Archuleta,Presidential Electors,Kanye West / Michelle Tidball,20
Archuleta,Presidential Electors,Howie Hawkins / Angela Nicole Walker,19
Archuleta,Presidential Electors,Bill Hammons / Eric Bodenstab,9
Archuleta,Presidential Electors,Brian Carroll / Amar Patel,7
Archuleta,Presidential Electors,Mark Charles / Adrian Wallace,6
Archuleta,Presidential Electors,Brock Pierce / Karla Ballard,5
Archuleta,Presidential Electors,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,3
Archuleta,Presidential Electors,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,2
Archuleta,Presidential Electors,Gloria La Riva / Sunil Freeman,2
Archuleta,Presidential Electors,Joe McHugh / Elizabeth Storm,2
Archuleta,Presidential Electors,Blake Huber / Frank Atwood,1
Archuleta,Presidential Electors,Phil Collins / Billy Joe Parker,1
Archuleta,Presidential Electors,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0
Archuleta,Presidential Electors,Todd Cella / Timothy Bryan Cella,0
Archuleta,Presidential Electors,Dario Hunter / Dawn Neptune Adams,0
Archuleta,Presidential Electors,Tom Hoefling / Andy Prior,0
Archuleta,Presidential Electors,Joseph Kishore / Norissa Santa Cruz,0
Archuleta,Presidential Electors,"Jordan ""Cancer"" Scott / Jennifer Tepool",0
