name,filename,type,approx_count,size,status,timestamp,computed_hash,submitted_hash
Jackson,modified_CVR_Export_20211112095043.csv,manifest,548,85859,FAILED,26:24.1,E86381BD77622849185D0F40A5298C3DCBD7AFA2B2A1845FC4781069F9A43A07,E86381BD77622849185D0F40A5298C3DCBD7AFA2B2A1845FC4781069F9A43A07
Phillips,modifiedbzCVR_Export_20211112113835.csv,manifest,1434,179894,FAILED,22:59.7,7246EA390A489191082C02B5090C352351992B0AD59E2F5BE61F2D5CF81902D7,7246EA390A489191082C02B5090C352351992B0AD59E2F5BE61F2D5CF81902D7
Alamosa,Modified_CVR_Export_20211112134405.csv,manifest,3934,762893,FAILED,45:20.2,A6DAE4A1C307C6210DFDB0CDC7D2DECD3DABF20A9F1D38A695ED4A386E57C840,A6DAE4A1C307C6210DFDB0CDC7D2DECD3DABF20A9F1D38A695ED4A386E57C840
Alamosa,Modified_CVR_Export_20211112134405.csv,manifest,3934,762893,FAILED,48:33.7,A6DAE4A1C307C6210DFDB0CDC7D2DECD3DABF20A9F1D38A695ED4A386E57C840,A6DAE4A1C307C6210DFDB0CDC7D2DECD3DABF20A9F1D38A695ED4A386E57C840
Mesa,Mesa 2021 Coordinated Ballot Manifest CSOS.csv,manifest,970,16513,HASH_MISMATCH,11:14.8,CD79F4BE0E9B66D20682785E21EBFED9474D3A191F61C4D9315AAAC090030969,
Mesa,Hash Values form.doc,manifest,61,22528,HASH_MISMATCH,11:32.8,E6CBBA1FFC23A94496AEE0268D4966C1CE0D43579CF167FEA281396DB5798480,
Mesa,Modified_CVR_Export_20211111152138.csv,manifest,52476,4803911,HASH_MISMATCH,14:30.2,6E6CB977DD8BC59BDE062A6B05EE4177A695AEEA9649A229D1AAAFB923396058,
Mesa,Mesa 2021 Coordinated Ballot Manifest CSOS.csv,manifest,970,16513,HASH_MISMATCH,26:48.6,CD79F4BE0E9B66D20682785E21EBFED9474D3A191F61C4D9315AAAC090030969,
Mesa,Modified_CVR_Export_20211111152138.csv,manifest,52476,4803911,HASH_MISMATCH,27:15.5,6E6CB977DD8BC59BDE062A6B05EE4177A695AEEA9649A229D1AAAFB923396058,
San Miguel,SMC_BallotManifest.csv,manifest,114,2888,HASH_MISMATCH,53:40.7,5369202B953AD749322E15FCF84B56B3AE497F2CF3414E7074CF5D176B674662,7B04131233050CA36DA60DDB023E181B0DD76E00
Eagle,FINAL BALLOT MANIFEST 2021COORDINATED ELECTION.csv,manifest,346,6350,HASH_MISMATCH,53:50.5,5C53AECECDF13D6E2EE96716018012A2F364BAD3975D0A72C220F0EDBB3CEDAB,5C53AECCDF13D6E2EE96716018012A2F364BAD3975D0A72C220F0EDBB3CEDAB
Eagle,Modified_CVR_Export_20211111134825.csv,manifest,15668,2497653,HASH_MISMATCH,54:44.2,5CE91D5E4976727960648BAC831EFC6386BAAD0E821BA0EC54D0C2B754E0945C,
Kiowa,Ballot Manifest.xlsx,manifest,52,11232,HASH_MISMATCH,10:12.0,26319498C200E4D4D5317B94B5111EB0E1526ED5710B8B638C54B42361AA66AB,8B9269A8FB13766E3274AAB91D50503C27FCB15D
Kiowa,Ballot Manifest.csv,manifest,27,717,HASH_MISMATCH,12:21.9,EB6FAC073C2FA0904B9F3CFD8A20B162D2277B138F6C7EA4135A0E015CF4C4A3,8B9269A8FB13766E3274AAB91D50503C27FCB15D
Kiowa,Ballot Manifest.csv,manifest,27,717,HASH_MISMATCH,13:53.6,EB6FAC073C2FA0904B9F3CFD8A20B162D2277B138F6C7EA4135A0E015CF4C4A3,55AF57B7AA2302E2AC62AC37670B71C91DC5F17E
Kiowa,Ballot Manifest.csv,manifest,27,582,HASH_MISMATCH,40:34.0,49C1C90342EB7E436104C663D0799F20F8AE1AF7EBDA9BD0C66FCF2627F59FFF,A494348E360E02FEC7E40B52D112D7937729D89B
Kiowa,Modified_CVR_Export_20211110112825.csv,manifest,631,84776,HASH_MISMATCH,42:09.9,B000F9BD3399D6480592D3C32DEC5186CAB4E3B1E86112286C62FA2BE0AA4116,2A52182F2DC8E01C8AE7E6434ABCF459A59E7B18
Kiowa,Ballot Manifest.csv,manifest,27,582,HASH_MISMATCH,48:23.3,49C1C90342EB7E436104C663D0799F20F8AE1AF7EBDA9BD0C66FCF2627F59FFF,A494348E360E02FEC7E40B52D112D7937729D89B
Jackson,modified_CVR_Export_20211112095043.csv,manifest,548,42379,HASH_MISMATCH,33:19.2,4B8FD369F7E71A77842754344BE4E818F6443F3BBA06AEC475DBD033E14AB734,E86381BD77622849185D0F40A5298C3DCBD7AFA2B2A1845FC4781069F9A43A07
Yuma,Modified_CVR_Export.csv.xlsx,manifest,2734,301249,HASH_MISMATCH,40:31.5,D760D1AF90FF1F4BF21F7E6FDDD87F51F14A04CBC94E4542B4ED1341C7B20E77,D760D1AF90FF1F4BF21F7E6FDDD87F51F14A04CBC94E4542B4ED1341C7B20E7
Yuma,Modified_CVR_Export.csv.xlsx,manifest,2734,301249,HASH_MISMATCH,40:52.0,D760D1AF90FF1F4BF21F7E6FDDD87F51F14A04CBC94E4542B4ED1341C7B20E77,D760D1AF90FF1F4BF21F7E6FDDD87F51F14A04CBC94E4542B4ED1341C7B20E7
Phillips,ballot manifest 110221rla.csv,manifest,58,1408,HASH_MISMATCH,13:05.8,01A07EAA267617ED602109B41AA6C517FF50F683175D85A05CC379D041EFBDA7,D817C5D83CE3606308F1D30D63250671AF9566BD289F2C8D272275E339BA1052
Phillips,modifiedCVR_Export_20211112113835.csv,manifest,1434,103912,HASH_MISMATCH,26:45.8,448D79BC2107560448A2729E5D7DD2167F0178B7EC736F53E6EDC895F394F37E,7246EA390A489191082C02B5090C352351992B0AD59E2F5BE61F2D5CF81902D7
Phillips,modifiedCVR_Export_20211112113835.csv,manifest,1434,103912,HASH_MISMATCH,37:50.3,448D79BC2107560448A2729E5D7DD2167F0178B7EC736F53E6EDC895F394F37E,7246EA390A489191082C02B5090C352351992B0AD59E2F5BE61F2D5CF81902D7
Garfield,2021 Coordinated.csv,manifest,310,8487,HASH_MISMATCH,53:14.2,43BB86EB91A3A88117EBDFD0E8E82C3D496E80B430CB4013FCC7F14BDC024584,C41874076C2A6BBAEB35CD02611634DE45542DDF6AB4CC53823DED6C4056B876
Hinsdale,CVR_Export_20211103155423.csv,manifest,443,59258,HASH_MISMATCH,38:44.2,44F38245A6CACA491170E2FDBA812C9B5C520E675A7FBCEBBDEA542432531290,6588CF4BC5C12028C93D44F99655F4BC3DA67A9314A0FFD0A21EF2EE347554EE
Baca,2021 BALLOT MANIFEST.csv,manifest,118,2196,HASH_MISMATCH,55:54.8,2743AE3A238D40710727BCBAEE60F90FF740A097F07C29C6E12E9B8CC28E7C60,B855DA1318FD9D7CA4C8E3709320F0E4EE330F93
Baca,2021 BALLOT MANIFEST.csv,manifest,118,2196,HASH_MISMATCH,55:56.7,2743AE3A238D40710727BCBAEE60F90FF740A097F07C29C6E12E9B8CC28E7C60,B855DA1318FD9D7CA4C8E3709320F0E4EE330F93
Costilla,Ballot Manifest Costilla.csv,manifest,49,1197,HASH_MISMATCH,29:17.1,749213EB914AD33353FE3905EED3CDDDA40D74329CC48565AF0413D761715675,D01C2150C3721E40693B7D4DA13B8B399EFE7D1E1C67CF8E18A4E3F5444F4A1B
Costilla,Ballot Manifest Costilla.csv,manifest,49,1197,HASH_MISMATCH,29:37.7,749213EB914AD33353FE3905EED3CDDDA40D74329CC48565AF0413D761715675,D01C2150C3721E40693B7D4DA13B8B399EFE7D1E1C67CF8E18A4E3F5444F4A1B
Costilla,Ballot Manifest Costilla.csv,manifest,49,1197,HASH_MISMATCH,30:24.0,749213EB914AD33353FE3905EED3CDDDA40D74329CC48565AF0413D761715675,D01C2150C3721E40693B7D4DA13B8B399EFE7D1E1C67CF8E18A4E3F5444F4A1B
El Paso,Modified_CVR_Export_20211112153611.csv,manifest,171360,35409100,HASH_MISMATCH,04:02.0,0F53883C67495881BFD8A0B9E9C5EC264D0999FB12A94A19E7149006466195E8,D5E34A13AF134BEDCBC2E9703677270963B407EED1B7DD7ECAA48079F4BC1B08
El Paso,Modified_CVR_Export_20211112153611.csv,manifest,171360,35409100,HASH_MISMATCH,05:07.6,0F53883C67495881BFD8A0B9E9C5EC264D0999FB12A94A19E7149006466195E8,D5E34A13AF134BEDCBC2E9703677270963B407EED1B7DD7ECAA48079F4BC1B08
El Paso,Modified_CVR_Export_20211112153611.csv,manifest,171360,35409100,HASH_MISMATCH,05:41.1,0F53883C67495881BFD8A0B9E9C5EC264D0999FB12A94A19E7149006466195E8,D5E34A13AF134BEDCBC2E9703677270963B407EED1B7DD7ECAA48079F4BC1B08
Otero,Modified_CVR_Export_20211012094634.csv,manifest,301,23147,HASH_MISMATCH,26:06.2,22E74D729F76AF7BE1BD2C426D7C259308F6070B7EAC17A2A666AAC7336784D8,F93B8B33DEC489ED7EA97907370E9BDCCAF099E66A0528581C75C194403E0640
Otero,Modified_CVR_Export_20211012094634.csv,manifest,301,23147,HASH_MISMATCH,29:37.6,22E74D729F76AF7BE1BD2C426D7C259308F6070B7EAC17A2A666AAC7336784D8,F93B8B33DEC489ED7EA97907370E9BDCCAF099E66A0528581C75C194403E0640
San Miguel,BallotManifest (1).csv,manifest,117,2903,HASH_VERIFIED,46:16.5,F19E07DC05769D6D46C7D3BE8E13964116E610E9118395929944CF7FFA336603,F19E07DC05769D6D46C7D3BE8E13964116E610E9118395929944CF7FFA336603
San Miguel,SMC_BallotManifest.csv,manifest,117,2903,HASH_VERIFIED,47:50.4,F19E07DC05769D6D46C7D3BE8E13964116E610E9118395929944CF7FFA336603,F19E07DC05769D6D46C7D3BE8E13964116E610E9118395929944CF7FFA336603
Jefferson,BallotManifest_2021Coord.xlsx,manifest,319,39178,HASH_VERIFIED,07:44.4,6CB8EBB4423AAFF5945D968238CB53F6025A1DB3F6BE8474A596BBB4EBEE1B05,6CB8EBB4423AAFF5945D968238CB53F6025A1DB3F6BE8474A596BBB4EBEE1B05
Kiowa,Ballot Manifest.csv,manifest,27,582,HASH_VERIFIED,51:32.5,49C1C90342EB7E436104C663D0799F20F8AE1AF7EBDA9BD0C66FCF2627F59FFF,49C1C90342EB7E436104C663D0799F20F8AE1AF7EBDA9BD0C66FCF2627F59FFF
Kiowa,Ballot Manifest.csv,manifest,27,582,HASH_VERIFIED,56:27.9,49C1C90342EB7E436104C663D0799F20F8AE1AF7EBDA9BD0C66FCF2627F59FFF,49C1C90342EB7E436104C663D0799F20F8AE1AF7EBDA9BD0C66FCF2627F59FFF
Boulder,Verified 2021 Coordinated Boulder Ballot Manifest.csv,manifest,798,16657,HASH_VERIFIED,58:28.1,33259CE3DE2554AAE85B75FA138F082791CE3A1FD77CF85B94122715E84C0F19,33259CE3DE2554AAE85B75FA138F082791CE3A1FD77CF85B94122715E84C0F19
