contest_name,choice,votes
City of Littleton Council Member District III,Paul Bingham,1793
City of Littleton Mayor,Kyle Schlachter,6745
City of Littleton Mayor,Jon Buck,4380
City of Littleton Mayor,Carol Fey,2850
City of Lone Tree Ballot Issue 2E,Yes/For,2963
City of Lone Tree Ballot Issue 2E,No/Against,2223
City of Longmont - City Council Member At-Large,Shiquita Yarbrough,11054
City of Longmont - City Council Member At-Large,Aren Rodriguez,10129
City of Longmont - City Council Member At-Large,Sean P. McCoy,8975
City of Longmont - City Council Member At-Large,Diane Crist,7224
City of Longmont - City Council Member At-Large,Tallis Salamatian,5596
City of Longmont - City Council Member At-Large,Jeremy Dejuan Johnson,4711
City of Longmont - City Council Member Ward 2,Marcia Martin,7150
City of Longmont - Mayor,Joan Peck,11522
City of Longmont - Mayor,Tim Waters,10447
City of Longmont - Mayor,Gregory Harris,5834
City of Longmont Municipal Court Judge - Frick,Yes/For,16121
City of Longmont Municipal Court Judge - Frick,No/Against,7004
CITY OF LOUISVILLE BALLOT ISSUE 2A,No/Against,4697
CITY OF LOUISVILLE BALLOT ISSUE 2A,Yes/For,3825
City of Louisville City Council Ward 1 (4-year term),Chris Leh,1961
City of Louisville City Council Ward 1 (4-year term),Keith Keller,1011
City of Louisville City Council Ward 2 (4-year term),Maxine Most,1759
City of Louisville City Council Ward 3 (4-year term),Kyle Brown,1774
City of Loveland Councilor Ward 1,Patrick McFall,3255
City of Loveland Councilor Ward 1,Rob Molloy,2513
City of Loveland Councilor Ward 1,Lenard Larkin,851
City of Loveland Councilor Ward 2,Dana Foley,2400
City of Loveland Councilor Ward 2,Kathi Wright,2191
City of Loveland Councilor Ward 2,Doug Luithly,1780
City of Loveland Councilor Ward 3,Steve Olson,2234
City of Loveland Councilor Ward 3,Vi Wickam,1251
City of Loveland Councilor Ward 3,Penn Street,1122
City of Loveland Councilor Ward 4,Jon Mallo,3336
City of Loveland Councilor Ward 4,Caitlin Wyrick,3335
City of Loveland Mayor,Jacki Marsh,12940
City of Loveland Mayor,Don Overcash,12649
City of Manitou Springs City Council - Ward 1 - 4 Year Term,Natalie Johnson,459
City of Manitou Springs City Council - Ward 2 - 4 Year Term,Nancy Fortuin,502
City of Manitou Springs City Council - Ward 3 - 4 Year Term,Michelle Whetherhult,345
City of Manitou Springs City Council - Ward 3 - 4 Year Term,Bob Todd,194
City of Manitou Springs Mayor,John Graham,1146
City of Manitou Springs Mayor,Alan Delwiche,616
City of Manitou Springs Mayor,Tyler Graefe,29
City of Northglenn Council Member - Ward 1,Nicholas Walker,1142
City of Northglenn Council Member - Ward 2,Jay Michael Jaramillo,706
City of Northglenn Council Member - Ward 2,Gerald Montour,416
City of Northglenn Council Member - Ward 2,Everett E. Renberg,289
City of Northglenn Council Member - Ward 3,Julie Duran Mullica,758
City of Northglenn Council Member - Ward 3,Mark Bromley,510
City of Northglenn Council Member - Ward 4 - 2 Year Term,Shannon Lukeman-Hiromasa,1258
City of Northglenn Council Member - Ward 4 - 4 Year Term,Jenny Willford,1295
City of Ouray Ballot Issue 2A,Yes/For,312
City of Ouray Ballot Issue 2A,No/Against,237
City of Salida Mayor - Two Year Term,Dan Shore,1884
City of Sheridan City Council Member Ward 1 2,Desiree V. Stange,152
City of Sheridan City Council Member Ward 1 4,Donald G. Smith,144
City of Sheridan City Council Member Ward 2,Jay Whittaker,104
City of Sheridan City Council Member Ward 2,Michael Moreno,90
City of Sheridan City Council Member Ward 2,Shevieve Gallegos,79
City of Sheridan Council Member Ward 3,Terrance Kelly,182
City of Sheridan Council Member Ward 3,Ernie Camacho,154
City of Sheridan Mayor,Tara Beiter-Fluhr,655
City of Steamboat Springs City Council - At Large - Two Year Term,Edward V. Briones,3216
City of Steamboat Springs City Council - At Large - Two Year Term,Dave Moloney,1299
City of Steamboat Springs City Council - At Large - Two Year Term,Peter Hunter,167
City of Steamboat Springs City Council - At Large - Two Year Term,Christopher Jason Harris Jr.,99
City of Steamboat Springs City Council - District I - Four Year Term,Gail Garey,3032
City of Steamboat Springs City Council - District I - Four Year Term,David Baldinger Jr.,1900
City of Steamboat Springs City Council - District II - Four Year Term,Joella West,1897
City of Steamboat Springs City Council - District II - Four Year Term,Loui Antonucci,1771
City of Steamboat Springs City Council - District II - Four Year Term,Blair R. Picard,1205
City of Steamboat Springs City Council - District III - Four Year Term,Dakotah McGinlay,2037
City of Steamboat Springs City Council - District III - Four Year Term,Walter Magill,1906
City of Steamboat Springs City Council - District III - Four Year Term,Steve Randall,545
City of Steamboat Springs City Council - District III - Four Year Term,Daniel Gerke,411
City of Thornton Council Member - Ward 1,Kathy Henson,2651
City of Thornton Council Member - Ward 2,Jessica Sandgren,2708
City of Thornton Council Member - Ward 2,Roberta Ayala,2202
City of Thornton Council Member - Ward 3,Tony Unrein,5275
City of Thornton Council Member - Ward 3,Kate Miya,4207
City of Thornton Council Member - Ward 4,Karen Bigelow,4375
City of Thornton Council Member - Ward 4,Angie Bedolla,4236
City of Victor Clerk/Treasurer,Clark R. Eastin,26
City of Victor Mayor,Brandon Gray,125
City of Victor Mayor,Bruce M. Davis,54
City of Walsenburg Ballot Question 2A,Yes/For,752
City of Walsenburg Ballot Question 2A,No/Against,205
City of Walsenburg City Clerk,Stephanie Barr,687
City of Walsenburg City Council Ward 1,Veronica Maes,162
City of Walsenburg City Council Ward 1,John Toplyn,84
City of Walsenburg City Council Ward 1,Vivian Blaine-Price,51
City of Walsenburg City Council Ward 2,Carmen J. Lara,183
City of Walsenburg City Council Ward 2,Derek Zeman,115
City of Walsenburg City Council Ward 3,Rick Jennings,137
City of Walsenburg City Council Ward 3,"Joshua ""Josh"" Vialpando",129
City of Walsenburg City Council Ward 3,Pamela F. Brietweiser,45
City of Walsenburg City Treasurer,Stephanie Barr,648
City of Walsenburg Mayor,Charles R. Bryant,611
City of Walsenburg Mayor,Brian D. Lalander,312
City of Westminster Ballot Issue 3L,No/Against,14092
City of Westminster Ballot Issue 3L,Yes/For,13457
City of Westminster Ballot Issue 3M,No/Against,15817
City of Westminster Ballot Issue 3M,Yes/For,11633
City of Westminster Ballot Issue 3N,Yes/For,14952
City of Westminster Ballot Issue 3N,No/Against,12609
City of Westminster Ballot Question 3G,For,20576
City of Westminster Ballot Question 3G,Against,5886
City of Westminster Ballot Question 3H,For,22058
City of Westminster Ballot Question 3H,Against,4723
City of Westminster Ballot Question 3I,Against,13910
City of Westminster Ballot Question 3I,For,13124
City of Westminster Ballot Question 3J,No/Against,14598
City of Westminster Ballot Question 3J,Yes/For,11295
City of Westminster Ballot Question 3K,Yes/For,14425
City of Westminster Ballot Question 3K,No/Against,12819
City of Westminster Council Members,Obi Ezeadi,13432
City of Westminster Council Members,David DeMott,12744
City of Westminster Council Members,Sarah Nurmela,11611
City of Westminster Council Members,Bruce Baker,11563
City of Westminster Council Members,Kristine Ireland,11379
City of Westminster Council Members,Jon L. Voelz,10793
City of Westminster Council Members,Kathryn Skulley,10060
City of Westminster Council Members,Kathleen Dodaro,8607
City of Westminster Council Members,Karen Kalavity,5017
City of Westminster Mayor,Nancy McNally,13879
City of Westminster Mayor,Anita Seitz,12939
City of Wheat Ridge Council Member District I,Janeece Hoppe,1621
City of Wheat Ridge Council Member District II,Scott Ohm,1639
City of Wheat Ridge Council Member District III,Amanda J. Weaver,1690
City of Wheat Ridge Council Member District III,Ihor V. Figlus,1274
City of Wheat Ridge Council Member District IV,Leah Dozeman,1140
City of Wheat Ridge Mayor,"William ""Bud"" Starker",6987
City of Wray Question 2D,No/Against,305
City of Wray Question 2D,Yes/For,252
City of Yuma Question 2B,No/Against,432
City of Yuma Question 2B,Yes/For,407
City of Yuma Question 2C,No/Against,680
City of Yuma Question 2C,Yes/For,161
Clear Creek County Ballot Issue 1A,Yes/For,1896
Clear Creek County Ballot Issue 1A,No/Against,1478
Clear Creek School District RE-1 Ballot Issue 4A,Yes/For,1741
Clear Creek School District RE-1 Ballot Issue 4A,No/Against,1615
Clear Creek School District RE-1 Director District B,Jessica North,1996
Clear Creek School District RE-1 Director District C,Kelly Flenniken,1995
Clear Creek School District RE-1 Director District D,Erica Haag,1496
Clear Creek School District RE-1 Director District D,Yvette S. Putt,955
COLORADO CITY METROPOLITAN DISTRICT BALLOT ISSUE 6A,Yes/For,512
COLORADO CITY METROPOLITAN DISTRICT BALLOT ISSUE 6A,No/Against,241
Colorado River Fire Protection District Ballot Issue 6A,Yes/For,3980
Colorado River Fire Protection District Ballot Issue 6A,No/Against,1846
Colorado Springs School District 11 Ballot Issue 4B,No/Against,27474
Colorado Springs School District 11 Ballot Issue 4B,Yes/For,27465
Colorado Springs School District 11 Director - 2 Year Term,Al Loma,24620
Colorado Springs School District 11 Director - 2 Year Term,Shawn Gullixson,22349
Colorado Springs School District 11 Director - 4 Year Term,Sandra Bankes,24058
Colorado Springs School District 11 Director - 4 Year Term,Lauren Nelson,23762
Colorado Springs School District 11 Director - 4 Year Term,Julie Ott,17987
Colorado Springs School District 11 Director - 4 Year Term,Chris Wallis,17515
Colorado Springs School District 11 Director - 4 Year Term,Jennifer Williamson,15541
Colorado Springs School District 11 Director - 4 Year Term,John Gustafson,13448
Colorado Springs School District 11 Director - 4 Year Term,Rebecca Acevedo Kenderdine,6501
Colorado's Timber Ridge Metropolitan District Ballot Issue 6A (Road Maintenance Mill Levy),Yes/For,55
Colorado's Timber Ridge Metropolitan District Ballot Issue 6A (Road Maintenance Mill Levy),No/Against,37
Commerce City Northern Infrastructure General Improvement District Ballot Issue 6A,No/Against,4600
Commerce City Northern Infrastructure General Improvement District Ballot Issue 6A,Yes/For,2694
Commerce City Northern Infrastructure General Improvement District Ballot Issue 6B,No/Against,4713
Commerce City Northern Infrastructure General Improvement District Ballot Issue 6B,Yes/For,2577
Conejos County Ballot Issue 1A,Yes/For,1524
Conejos County Ballot Issue 1A,No/Against,1025
Costilla County Ballot Measure 1A,No/Against,682
Costilla County Ballot Measure 1A,Yes/For,473
Council Member - At Large,Karen Griego,1541
Council Member - At Large,Eli P. DeBono,1523
Council Member - At Large,Naemon Thurmon,1125
CRESTED BUTTE FIRE PROTECTION DISTRICT 6A,Yes/For,1217
CRESTED BUTTE FIRE PROTECTION DISTRICT 6A,No/Against,1069
Cripple Creek-Victor School District RE-1 Director - At-Large,Mary C. Bielz,866
Cripple Creek-Victor School District RE-1 Director - At-Large,Stanley Conley,775
Cripple Creek-Victor School District RE-1 Director - At-Large,Donna J. Brazill,640
Cripple Creek-Victor School District RE-1 Director - At-Large,Denise Wilson,583
Cripple Creek-Victor School District RE-1 Director - At-Large,Michael P. Duffy,451
Crowley - Amendment 78 (CONSTITUTIONAL),Yes/For,500
Crowley - Amendment 78 (CONSTITUTIONAL),No/Against,423
Custer County Justice Center Sales and Use Tax Ballot Issue 1A,No/Against,1607
Custer County Justice Center Sales and Use Tax Ballot Issue 1A,Yes/For,891
Custer County School District Director 1,Peggi Collins,1385
Custer County School District Director 4,Jordan Benson,1022
Custer County School District Director 4,Alma L. Golden,1013
Custer County School District Director 5,Tracy Marie Broll,1366
Delta County Public Library Ballot Issue 7A,Yes/For,5455
Delta County Public Library Ballot Issue 7A,No/Against,3853
Delta - Director for the Delta County Board of Education - District 5,Jennifer McGavin,2838
Delta - Director for the Delta County Board of Education - District 5,Brian Kopko,2186
Delta - Director for the Delta County Board of Education - District 5,Luke A. McCrain,2171
Delta - Director for the Delta County Board of Education - District 5,Nicole Milner,1637
Director At-Large,Scott Esserman,54964
Director At-Large,Vernon Jones Jr.,32172
Director At-Large,Jane Shirley,21714
Director At-Large,Marla F. Benavides,20166
Director At-Large,Nicky Yollick,7953
Director Dist. 1 Jefferson County R-1 School District  - Jefferson,Danielle Varda,96267
Director Dist. 1 Jefferson County R-1 School District  - Jefferson,Jeffrey Wilhite,68354
Director Dist. 2 Jefferson County R-1 School District  - Jefferson,Paula Reed,82123
Director Dist. 2 Jefferson County R-1 School District  - Jefferson,Theresa Shelton,62545
Director Dist. 2 Jefferson County R-1 School District  - Jefferson,David C. Johnson,19042
Director Dist. 5 Jefferson County R-1 School District  - Jefferson,Mary Parker,90367
Director Dist. 5 Jefferson County R-1 School District  - Jefferson,Kathy Miks,72989
Director District 2,"Xochitl ""Sochi"" Gaytan",9130
Director District 2,Karolina Villagrana,8027
Director District 3,Carrie A. Olson,22296
Director District 3,Mike DeGuire,9678
Director District 4,Michelle Quattlebaum,10955
Director District 4,Gene Fashaw,10482
Director District 4,Jose Silva,3819
Director District 4,Andrea Mosby,2174
Director District A 4 Year Term,Dustin C Uhland,379
Director District B 4 Year Term,Holly Mitchek,365
Director District C 4 Year Term,William Keith Crow,304
Director District C 4 Year Term,Kyle J Barnett,181
Director District E 4 Year Term,Jessica R Sierra,368
Director for Montrose County Board of Education - District A,Jeff Bachman,8323
Director for Montrose County Board of Education - District C,Alice F Murphy,6166
Director for Montrose County Board of Education - District C,Andrew Neal,5578
Director for Montrose County Board of Education - District E,Sarah Fishering,6150
Director for Montrose County Board of Education - District E,Cortney Loyd,5582
Director for Montrose County Board of Education - District F,Eric Kelley,5818
Director for Montrose County Board of Education - District F,Dawn Schieldt,5799
Director for Montrose County Board of Education - District G,Stephen Bush,8211
Director for the Delta County Board of Education - District 1,Kristina Hines,4508
Director for the Delta County Board of Education - District 1,Shannon E. Crespin,4008
Director for the Delta County Board of Education - District 5,Jennifer McGavin,29
Director for the Delta County Board of Education - District 5,Luke A. McCrain,23
Director for the Delta County Board of Education - District 5,Brian Kopko,15
Director for the Delta County Board of Education - District 5,Nicole Milner,12
Director for West End Public Schools RE-2 Board of Education,Stanley Galley,489
Director for West End Public Schools RE-2 Board of Education,Melissa Johnson,404
Director for West End Public Schools RE-2 Board of Education,Mary Suhr,346
Dolores County School District RE-2J Ballot Issue 5A: General Fund Override Extension,Yes/For,523
Dolores County School District RE-2J Ballot Issue 5A: General Fund Override Extension,No/Against,347
Dolores County School District RE-2J Ballot Issue 5B: General Obligation Bonds,No/Against,502
Dolores County School District RE-2J Ballot Issue 5B: General Obligation Bonds,Yes/For,368
Dolores County School District RE-2J Director District D,Chase Davis,495
 Dolores - Proposition 120 (STATUTORY),No/Against,489
 Dolores - Proposition 120 (STATUTORY),Yes/For,327
Dolores School Board of Directors,Lori Raney,726
Dolores School Board of Directors,Casey McClellan,715
Dolores School Board of Directors,Heather Barritt,677
Dolores School Board of Directors,Jerry Whited,671
"Douglas County School Board Director, District B",Mike Peterson,67460
"Douglas County School Board Director, District B",Juli Watkins,52369
"Douglas County School Board Director, District D",Becky Myers,65009
"Douglas County School Board Director, District D",Ruby Martinez,49845
"Douglas County School Board Director, District D",Justin V Mathew,4800
"Douglas County School Board Director, District E",Christy Williams,65334
"Douglas County School Board Director, District E",Kevin Leung,54474
"Douglas County School Board Director, District G",Kaylee Winegar,65838
"Douglas County School Board Director, District G",Krista Holtzmann,53850
Durango School District 9-R Director - District A,Erika Brown,8467
Durango School District 9-R Director - District A,Kristina Paslay,3356
Durango School District 9-R Director - District A,Catherine Mewmaw,1142
Durango School District 9-R Director - District C,Rick Petersen,8742
Durango School District 9-R Director - District C,Richard Dean Hill,4119
Durango School District 9-R Director - District E,Andrea Parmenter,9021
Durango School District 9-R Director - District E,Donna Gulec,3885
Eagle County Ballot Issue 1A,Yes/For,8516
Eagle County Ballot Issue 1A,No/Against,6268
Eagle County School District - School Board Director - District A,Kelly Alter,7307
Eagle County School District - School Board Director - District A,Andrew Keiser,4176
Eagle County School District - School Board Director - District B,Lelia Conlin,7454
Eagle County School District - School Board Director - District B,Kyla Sink,3599
Eagle County School District - School Board Director - District B,Bridget Russell,53
Eagle County School District - School Board Director - District B,Write-in Candidate,0
Eagle County School District - School Board Director - District E,Juan Pena,7490
Eagle County School District - School Board Director - District E,Heather Bergquist,4159
Eagle County School District - School Board Director - District F,Michelle Hartel Stecher,8565
Eagle County School District - School Board Director - District F,Maribel G. Avila,1477
Eagle County School District - School Board Director - District F,Write-In Candidate,4
Eagle County School District - School Board Director - District G,Dan Reynolds,7894
Eagle County School District - School Board Director - District G,Susan Cunningham,3361
East Grand School District No. 2 Ballot Issue 4A,Yes/For,2405
East Grand School District No. 2 Ballot Issue 4A,No/Against,2028
East Grand School District No. 2 Director - District 2,Chris Raines,2651
East Grand School District No. 2 Director - District 3,Ed Raegner,2267
East Grand School District No. 2 Director - District 3,Deborah Relyea,1058
Elizabeth School District Director - 4 Year Term,Craig Blackham,3878
Elizabeth School District Director - 4 Year Term,Heather Booth,3764
Elizabeth School District Director - 4 Year Term,Cary Karcher,3674
Elizabeth School District Director - 4 Year Term,David Eddy,2452
Ellicott School District 22 Director - 4 Year Term,Matthew Amendt,662
Ellicott School District 22 Director - 4 Year Term,Michael Ferguson,662
Ellicott School District 22 Director - 4 Year Term,Amanda Miller,12
El Paso County Ballot Issue 1A,No/Against,92522
El Paso County Ballot Issue 1A,Yes/For,75874
El Paso County Colorado School District 49 Ballot Issue 4A,No/Against,17138
El Paso County Colorado School District 49 Ballot Issue 4A,Yes/For,6262
El Paso County Colorado School District 49 Director District 1 - 4 Year Term,Jamilynn D'Avola,2288
El Paso County Colorado School District 49 Director District 1 - 4 Year Term,Dave Cruson,1166
El Paso County Colorado School District 49 Director District 1 - 4 Year Term,Fadil Lee,463
El Paso County Colorado School District 49 Director District 4 - 2 Year Term,Ivy Liu,2129
El Paso County Colorado School District 49 Director District 4 - 2 Year Term,Tammy Harold,1174
El Paso County Colorado School District 49 Director District 5 - 4 Year Term,Lori Thompson,1801
El Paso County Colorado School District 49 Director District 5 - 4 Year Term,Elmer Harris,999
El Paso County Colorado School District 49 Director District 5 - 4 Year Term,Justin Jakovac,225
El Paso County School District No. 2 Ballot Issue 4D,Yes/For,5046
El Paso County School District No. 2 Ballot Issue 4D,No/Against,2794
El Paso County School District No. 2 Director District 1 - 4 Year Term,Joyce Salazar,3226
El Paso County School District No. 2 Director District 1 - 4 Year Term,Michelle Wills-Hill,3191
El Paso County School District No. 2 Director District 1 - 4 Year Term,"Janice ""JJ"" Frazier",2978
El Paso County School District No. 2 Director District 1 - 4 Year Term,Keesha Lewis,2075
El Paso County School District No. 2 Director District 1 - 4 Year Term,Kimieko Lei Otamura,1606
Englewood Downtown Development Authority Ballot Issue 6D,Yes/For,139
Englewood Downtown Development Authority Ballot Issue 6D,No/Against,56
Englewood School District School Board Director 2,Caty Husbands,4465
Englewood School District School Board Director 4,Julie Hoag,4367
Englewood School District School Board Director 4,Duane Tucker,3210
Englewood School District School Board Director 4,Steven Leflar,2960
Englewood School District School Board Director 4,Andy Szekeres,2924
Englewood School District School Board Director 4,Derek Dye,0
Estes Park School District R-3 School Board Director At Large,Stacy Ferree,2388
Estes Park School District R-3 School Board Director At Large,Ava Kendall,2078
Estes Park School District R-3 School Board Director At Large,John Davis,2041
Estes Park School District R-3 School Board Director At Large,Danielle Wolf,2021
Estes Park School District R-3 School Board Director At Large,Courtney Cabrera,1899
Estes Park School District R-3 School Board Director At Large,Peggy Mauerman,1848
Florence Council Member - Ward 1,Anthony R. Esquibel,214
Florence Council Member - Ward 1,Anthony Puckett,114
Florence Council Member - Ward 2,Melissa Hardy,212
Florence Council Member - Ward 2,Larry Baker,138
Florence Council Member - Ward 3,Allen Knisley,311
FLORENCE FIRE PROTECTION DISTRICT ISSUE: 6C MILL LEVY INCREASE,Yes/For,2708
FLORENCE FIRE PROTECTION DISTRICT ISSUE: 6C MILL LEVY INCREASE,No/Against,1199
Florence - Mayor,Paul Villagrana,514
Florence - Mayor,Morrie A Aves,317
Florence - Mayor,Charlette Henager,292
Fountain-Fort Carson School District 8 Director - 2 Year Term,Rose A. Terrell,2743
Fountain-Fort Carson School District 8 Director - 4 Year Term,Kenneth R. Coffee Jr.,1538
Fountain-Fort Carson School District 8 Director - 4 Year Term,Shirley Martinez,1456
Fountain-Fort Carson School District 8 Director - 4 Year Term,Michelle Massaro,1366
FOUR MILE FIRE PROTECTION DISTRICT BALLOT ISSUE 6A,Yes/For,614
FOUR MILE FIRE PROTECTION DISTRICT BALLOT ISSUE 6A,No/Against,279
Fremont School District RE-2 At Large,David Wood,1953
Fremont School District RE-2 At Large,Andy Franklin,1211
Fremont School District RE-2 At Large,Karleigh Purcell,1183
Fremont School District RE-2 At Large,Andrew Dalton,955
Garfield County School District 16,Kimberly Sue Whelan,659
Garfield County School District 16,Staci McGruder,636
Garfield County School District 16,Christina Abbey,537
Garfield County School District 16,Vincent Tomasulo,462
Garfield County School District 16,Donald Christopher Jackson,434
Garfield County School District 16,Keith Gronewoller,408
Garfield School District No. Re-2 School Board District B,Jason Shoup,3999
Garfield School No. Re-2 School Board Director A,Britton Fletchall,2398
Garfield School No. Re-2 School Board Director A,Jessica Paugh,2365
Garfield School No. Re-2 School Board Director E,Tony May,3015
Garfield School No. Re-2 School Board Director E,Caitlin Carey,2082
Gilpin County RE-1 School District Director At Large (4 Years) - vote for two,Sarah Swanson,542
Gilpin County RE-1 School District Director At Large (4 Years) - vote for two,Kirsten L. Goodlett,529
Gilpin County RE-1 School District Director At Large (4 Years) - vote for two,Drew Albrecht,478
Gilpin - Proposition 120 (STATUTORY),No/Against,1166
Gilpin - Proposition 120 (STATUTORY),Yes/For,788
Granada School District Director-District A,Elizabeth M. Hainer,135
Granada School District Director-District A,Kevin Rink,69
Granada School District Director-District C,Andria Riddle,123
Granada School District Director-District C,Pete Hernandez,83
Granada School District Director-District E,Caleb DuVall,193
Grand County Ballot Issue 1A,Yes/For,2785
Grand County Ballot Issue 1A,No/Against,2617
Grand County Ballot Question 1B,Yes/For,3332
Grand County Ballot Question 1B,No/Against,1991
Grand County Ballot Question 1C,Yes/For,3479
Grand County Ballot Question 1C,No/Against,1824
Grand County Ballot Question 1D,Yes/For,3542
Grand County Ballot Question 1D,No/Against,1746
Grand County Ballot Question 1E,Yes/For,3241
Grand County Ballot Question 1E,No/Against,2013
Grand County Ballot Question 1F,Yes/For,3146
Grand County Ballot Question 1F,No/Against,2135
Grand County Ballot Question 1G,No/Against,2758
Grand County Ballot Question 1G,Yes/For,2500
Grand Fire Protection District No. 1 Ballot Issue 6A,Yes/For,1540
Grand Fire Protection District No. 1 Ballot Issue 6A,No/Against,818
Gunnison County Fire Protection District Ballot Issue 7A,No/Against,1043
Gunnison County Fire Protection District Ballot Issue 7A,Yes/For,1018
Hanover School District 28 Director - 4 Year Term,Thomas Joseph Lippert,196
Hanover School District 28 Director - 4 Year Term,Edward Albert Sweazy,126
Hanover School District 28 Director - 4 Year Term,Matthew John Grove,82
Hanover School District 28 Director - 4 Year Term,James Robert Bolish,54
Haxtun School District RE-2J Board of Education Director,Dean Michael,441
Haxtun School District RE-2J Board of Education Director,Audree Edwards,424
Haxtun School District RE-2J Board of Education Director,Christi Anne Gibson,368
Haxtun School District RE-2J Board of Education Director,Cole Fix,214
Haxtun School District RE-2J Board of Education Director,Jay Wisdom,195
Haxtun School District RE-2J Board of Education Director,Spencer Holcomb,125
Hayden School District RE1 Director - At Large,Kevin Kleckler,582
Hayden School District RE1 Director - At Large,Ryan Wattles,465
Hayden School District RE1 Director - At Large,Alicia Doolin,417
Hayden School District RE1 Director - At Large,Timothy A Frentress Sr.,363
Hayden School District RE1 Director - At Large,Kevin Copeland,308
Hayden School District RE1 Director - At Large,Aden Morrison,191
Hayden School District RE1 Director - At Large,Robbie Leach,88
Highland Park Sanitation District Referred Ballot Question 6M,Yes/For,208
Highland Park Sanitation District Referred Ballot Question 6M,No/Against,18
Hinsdale - Proposition 120 (STATUTORY),No/Against,252
Hinsdale - Proposition 120 (STATUTORY),Yes/For,159
Hinsdale School District RE-1 Director,Tara Lee Hardy,252
Hinsdale School District RE-1 Director,Robert Hudgeons,226
Hinsdale School District RE-1 Director,William H Reinhardt,224
Hinsdale School District RE-1 Director,Wesley A Williams,203
Hoehne Reorganized School District 3 Director District 3,Cameron J. Cummings,325
Hoehne Reorganized School District 3 Director District 6,Jess Cannon,201
Hoehne Reorganized School District 3 Director District 6,Ryan Coberly,189
Holly School District RE-3 Director-At Large,Jesse Frey,261
Holly School District RE-3 Director-At Large,Dustin (Dusty) Heck,259
Holly School District RE-3 Director-At Large,Bradley J. Simon,182
Holly School District RE-3 Director-At Large,David Crossland,154
Holly School District RE-3 Director-At Large,Tanya Rushton,139
Holly School District RE-3 Director-At Large,Roy Len Darnell,117
Holly School District RE-3 Director-At Large,Adam J. Cathcart,45
Holly School District RE-3 Director-At Large,Matthew Miller,37
Huerfano RE-1 School District School Board Director (2 year term),Jenna Fox,981
Huerfano RE-1 School District School Board Director (2 year term),Raquel Lopez-Rodriguez,970
Huerfano RE-1 School District School Board Director (2 year term),Joel Shults,928
Huerfano RE-1 School District School Board Director (4 year term),Hillary Andreatta,1035
Huerfano RE-1 School District School Board Director (4 year term),Debi Sporleder,1006
Huerfano RE-1 School District School Board Director (4 year term),Marcy R. Freeburg,880
Huerfano RE-1 School District School Board Director (4 year term),Gretchen Sporleder-Orr,863
Huerfano RE-1 School District School Board Director (4 year term),Ruth Orr,729
HYGIENE FIRE PROTECTION DISTRICT BALLOT ISSUE 6A,Yes/For,963
HYGIENE FIRE PROTECTION DISTRICT BALLOT ISSUE 6A,No/Against,307
Idaho Springs City Council Ward I,Scott Pennell,233
Idaho Springs City Council Ward II,Kate Collier,165
Idalia RJ-3 School District Director,Amber Hardwick,173
Idalia RJ-3 School District Director,Ross Morris,171
Idalia RJ-3 School District Director,Andrew Richards,136
Idalia RJ-3 School District Director,Brad Wingfield,84
Idalia RJ-3 School District Director,Cory Zion,67
Ignacio School District 11JT Director - 2 Year Term,Jay Dee Brunson,973
Ignacio School District 11JT Director - 4 Year Term,James (Jim) Bulwan,856
Ignacio School District 11JT Director - 4 Year Term,Leila C. Baker,683
Ignacio School District 11JT Director - 4 Year Term,Lee Petty,522
Initiated Ordinance 300,No/Against,97834
Initiated Ordinance 300,Yes/For,64716
Initiated Ordinance 301,Yes/For,101845
Initiated Ordinance 301,No/Against,58418
Initiated Ordinance 302,No/Against,99270
Initiated Ordinance 302,Yes/For,59345
Initiated Ordinance 303,No/Against,93552
Initiated Ordinance 303,Yes/For,68290
Initiated Ordinance 304,No/Against,104400
Initiated Ordinance 304,Yes/For,56727
Jackson County Ballot Issue 1A,Yes/For,353
Jackson County Ballot Issue 1A,No/Against,184
Jefferson County R-1 School District Director District 1,Danielle Varda,1020
Jefferson County R-1 School District Director District 1,Jeffrey Wilhite,500
Jefferson County R-1 School District Director District 2,Paula Reed,857
Jefferson County R-1 School District Director District 2,Theresa Shelton,448
Jefferson County R-1 School District Director District 2,David C. Johnson,204
Jefferson County R-1 School District Director District 5,Mary Parker,940
Jefferson County R-1 School District Director District 5,Kathy Miks,551
Joint School District No. 23JT Ballot Issue 5A,Yes/For,885
Joint School District No. 23JT Ballot Issue 5A,No/Against,554
Joint School District No. 23JT Director - 4 Year Term,Julie Mannering,725
Joint School District No. 23JT Director - 4 Year Term,Kelli Markus,633
Joint School District No. 23JT Director - 4 Year Term,Buffi Cavanagh,595
Julesburg RE-1 School District Director,Elyshia Harris,408
Julesburg RE-1 School District Director,Kyla Kizer,379
Julesburg RE-1 School District Director,Tammy Aulston,344
Julesburg RE-1 School District Director,Pamela Ornelas,303
Kiowa C-2 School District Director - 2 Year Term,Donald Gabehart,436
Kiowa C-2 School District Director - 2 Year Term,Sandra J Kalisch,246
Kiowa C-2 School District Director - 2 Year Term,Connie Miller,232
Kiowa C-2 School District Director - 4 Year Term,Danielle Ullom,576
Kiowa C-2 School District Director - 4 Year Term,Beverly Durant,542
Kiowa C-2 School District Director - 4 Year Term,Annette McFadden,485
KIOWA COUNTY COLORADO BALLOT ISSUE 1A,No/Against,348
KIOWA COUNTY COLORADO BALLOT ISSUE 1A,Yes/For,269
