County,Tabulator ID,Batch,#of Ballots,Location
Routt,3,1,25,1
Routt,3,2,25,1
Routt,3,3,25,1
Routt,3,4,25,1
Routt,3,5,25,1
Routt,3,6,25,1
Routt,3,7,25,1
Routt,3,8,25,1
Routt,3,9,25,1
Routt,3,10,25,1
Routt,3,11,25,1
Routt,3,12,25,1
Routt,3,13,25,1
Routt,3,14,25,1
Routt,3,15,25,1
Routt,3,16,25,1
Routt,3,17,25,1
Routt,3,18,25,1
Routt,3,19,25,1
Routt,3,20,25,1
Routt,3,21,25,1
Routt,3,22,25,1
Routt,3,23,25,1
Routt,3,24,24,1
Routt,3,25,24,1
Routt,3,26,24,1
Routt,3,27,24,1
Routt,3,28,24,1
Routt,3,29,24,1
Routt,3,30,24,1
Routt,3,31,24,1
Routt,3,32,24,1
Routt,3,33,24,1
Routt,3,34,24,1
Routt,3,35,24,1
Routt,3,36,24,1
Routt,3,37,24,1
Routt,3,38,23,1
Routt,3,39,23,1
Routt,3,40,23,1
Routt,3,41,23,1
Routt,3,42,23,1
Routt,3,43,23,1
Routt,3,44,23,1
Routt,3,45,23,1
Routt,3,46,23,1
Routt,3,47,15,2
Routt,3,48,25,2
Routt,3,49,25,2
Routt,3,50,25,2
Routt,3,51,25,2
Routt,3,52,25,2
Routt,3,53,25,2
Routt,3,54,25,2
Routt,3,55,25,2
Routt,3,56,25,2
Routt,3,57,25,2
Routt,3,58,25,2
Routt,3,59,25,2
Routt,3,60,24,2
Routt,3,61,25,2
Routt,3,62,25,2
Routt,3,63,25,2
Routt,3,64,25,2
Routt,3,65,25,2
Routt,3,66,24,2
Routt,3,67,24,2
Routt,3,68,24,2
Routt,3,69,24,2
Routt,3,70,24,2
Routt,3,71,24,2
Routt,3,72,24,2
Routt,3,73,24,2
Routt,3,74,24,2
Routt,3,75,24,2
Routt,3,76,24,2
Routt,3,77,24,2
Routt,3,78,24,2
Routt,3,79,24,2
Routt,3,80,24,2
Routt,3,81,24,2
Routt,3,82,24,2
Routt,3,83,23,2
Routt,3,84,23,2
Routt,3,85,23,2
Routt,3,86,21,2
Routt,3,87,21,2
Routt,3,88,22,2
Routt,3,89,22,2
Routt,3,90,7,2
Routt,3,91,8,2
Routt,3,92,29,2
Routt,3,93,25,2
Routt,3,94,25,3
Routt,3,95,25,3
Routt,3,96,25,3
Routt,3,97,25,3
Routt,3,98,25,3
Routt,3,99,25,3
Routt,3,100,25,3
Routt,3,101,25,3
Routt,3,102,25,3
Routt,3,103,24,3
Routt,3,104,24,3
Routt,3,105,24,3
Routt,3,106,24,3
Routt,3,107,24,3
Routt,3,108,24,3
Routt,3,109,24,3
Routt,3,110,24,3
Routt,3,111,23,3
Routt,3,112,23,3
Routt,3,113,23,3
Routt,3,114,23,3
Routt,3,115,23,3
Routt,3,116,23,3
Routt,3,117,22,3
Routt,3,118,22,3
Routt,3,119,22,3
Routt,3,120,22,3
Routt,3,121,22,3
Routt,3,122,21,3
Routt,3,123,21,3
Routt,3,124,20,3
Routt,3,125,15,3
Routt,3,126,16,3
Routt,3,127,10,3
Routt,3,128,18,3
Routt,3,129,28,3
Routt,3,130,25,4
Routt,3,131,25,4
Routt,3,132,25,4
Routt,3,133,25,4
Routt,3,134,25,4
Routt,3,135,25,4
Routt,3,136,24,4
Routt,3,137,24,4
Routt,3,138,24,4
Routt,3,139,24,4
Routt,3,140,24,4
Routt,3,141,24,4
Routt,3,142,24,4
Routt,3,143,24,4
Routt,3,144,24,4
Routt,3,145,24,4
Routt,3,146,21,4
Routt,3,147,24,4
Routt,3,148,24,4
Routt,3,149,25,4
Routt,3,150,25,4
Routt,3,151,25,4
Routt,3,152,25,4
Routt,3,153,25,4
Routt,3,154,25,4
Routt,3,155,25,4
Routt,3,156,23,4
Routt,3,157,23,4
Routt,3,158,23,4
Routt,3,159,23,4
Routt,3,160,23,4
Routt,3,161,23,4
Routt,3,162,22,4
Routt,3,163,22,4
Routt,3,164,22,4
Routt,3,165,22,4
Routt,3,166,22,4
Routt,3,167,21,4
Routt,3,168,17,4
Routt,3,169,16,4
Routt,3,170,16,4
Routt,3,171,16,4
Routt,3,172,17,4
Routt,3,173,14,4
Routt,3,174,6,4
Routt,3,175,3,4
Routt,3,176,9,4
Routt,3,177,20,4
Routt,3,178,12,4
Routt,3,179,25,5
Routt,3,180,25,5
Routt,3,181,25,5
Routt,3,182,25,5
Routt,3,183,25,5
Routt,3,184,25,5
Routt,3,185,25,5
Routt,3,186,25,5
Routt,3,187,24,5
Routt,3,188,24,5
Routt,3,189,24,5
Routt,3,190,24,5
Routt,3,191,24,5
Routt,3,192,24,5
Routt,3,193,24,5
Routt,3,194,25,5
Routt,3,195,25,5
Routt,3,196,23,5
Routt,3,197,23,5
Routt,3,198,23,5
Routt,3,199,22,5
Routt,3,200,22,5
Routt,3,201,22,5
Routt,3,202,21,5
Routt,3,203,11,5
Routt,3,204,14,5
Routt,3,205,24,5
Routt,3,206,24,5
Routt,3,207,24,5
Routt,3,208,24,5
Routt,3,209,22,5
Routt,3,210,21,5
Routt,3,211,10,5
Routt,3,212,8,5
Routt,3,213,1,5
Routt,3,214,7,5
Routt,3,215,39,5
Routt,3,216,6,5
Routt,3,217,25,5
Routt,3,218,25,5
Routt,3,219,24,5
Routt,3,220,17,5
Routt,3,221,17,5
Routt,3,222,17,5
Routt,3,223,17,5
Routt,3,224,22,5
Routt,3,225,14,5
Routt,3,226,14,5
Routt,3,227,14,5
Routt,3,228,6,5
Routt,3,229,24,5
Routt,3,230,24,5
Routt,3,231,24,5
Routt,3,232,24,5
Routt,3,233,22,5
Routt,3,234,15,5
Routt,3,235,24,6
Routt,3,236,23,6
Routt,3,237,24,6
Routt,3,238,24,6
Routt,3,239,6,6
Routt,3,240,6,6
Routt,3,241,25,6
Routt,3,242,25,6
Routt,3,243,25,6
Routt,3,244,22,6
Routt,3,245,25,6
Routt,3,246,19,6
Routt,3,247,27,6
Routt,3,248,30,6
Routt,3,249,32,6
Routt,3,250,50,6
