County,Tabulator ID,Batch,# of Ballots,Location
Lake,2,1,8,Gray 1
Lake,2,2,8,Gray 1
Lake,2,3,8,Gray 1
Lake,2,4,8,Gray 1
Lake,2,5,8,Gray 1
Lake,2,6,8,Gray 1
Lake,2,7,8,Gray 1
Lake,2,8,8,Gray 1
Lake,2,9,8,Gray 1
Lake,2,10,8,Gray 1
Lake,2,11,8,Gray 1
Lake,2,12,8,Gray1
Lake,2,13,8,Gray 1
Lake,2,14,8,Gray 1
Lake,2,15,10,Gray 1
Lake,2,16,10,Gray 1
Lake,2,17,10,Gray 1
Lake,2,18,10,Gray1
Lake,2,19,10,Gray 1
Lake,2,20,10,Gray 1
Lake,2,21,10,Gray 1
Lake,2,22,10,Gray 1
Lake,2,23,10,Gray 1
Lake,2,24,10,Gray 1
Lake,2,25,10,Gray 1
Lake,2,26,10,Gray 1
Lake,2,27,10,Gray 1
Lake,2,28,10,Gray 1
Lake,2,29,10,Gray 1
Lake,2,30,10,Gray 1
Lake,2,31,10,Gray 1
Lake,2,32,10,Gray 1
Lake,2,33,10,Gray 1
Lake,2,34,10,Gray 1
Lake,2,35,10,Gray 1
Lake,2,36,10,Gray 1
Lake,2,37,10,Gray 1
Lake,2,38,10,Gray 1
Lake,2,39,10,Gray 1
Lake,2,40,10,Gray 1
Lake,2,41,10,Gray 1
Lake,2,42,10,Gray 1
Lake,2,43,10,Gray 1
Lake,2,44,10,Gray 1
Lake,2,45,13,Gray 1
Lake,2,46,10,Gray 1
Lake,2,47,10,Gray 1
Lake,2,48,10,Gray 1
Lake,2,49,10,Gray 1
Lake,2,50,10,Gray 1
Lake,2,51,10,Gray 1
Lake,2,52,10,Gray 1
Lake,2,53,10,Gray 1
Lake,2,54,10,Gray 1
Lake,2,55,10,Gray 1
Lake,2,56,10,Gray 1
Lake,2,57,10,Gray 1
Lake,2,58,10,Gray 1
Lake,2,59,10,Gray 1
Lake,2,60,10,Gray 1
Lake,2,61,10,Gray 1
Lake,2,62,13,Gray 1
Lake,2,63,10,Gray 1
Lake,2,64,10,Gray 1
Lake,2,65,10,Gray 1
Lake,2,66,10,Gray 1
Lake,2,67,10,Gray 1
Lake,2,68,10,Gray 1
Lake,2,69,10,Gray 1
Lake,2,70,10,Gray 1
Lake,2,71,10,Gray 1
Lake,2,72,10,Gray 1
Lake,2,73,10,Gray 1
Lake,2,74,10,Gray 1
Lake,2,75,10,Gray 1
Lake,2,76,10,Gray 1
Lake,2,77,10,Gray 1
Lake,2,78,10,Gray 1
Lake,2,79,10,Gray 1
Lake,2,80,10,Gray 1
Lake,2,81,10,Gray 1
Lake,2,82,10,Gray 1
Lake,2,83,10,Gray 1
Lake,2,84,10,Gray 1
Lake,2,85,10,Gray 1
Lake,2,86,10,Gray 1
Lake,2,87,10,Gray 1
Lake,2,88,10,Gray 1
Lake,2,89,10,Gray 1
Lake,2,90,10,Gray 1
Lake,2,91,10,Gray 1
Lake,2,92,10,Gray 1
Lake,2,93,10,Gray 1
Lake,2,94,10,Gray 1
Lake,2,95,10,Gray 1
Lake,2,96,10,Blue 8
Lake,2,97,10,Blue 8
Lake,2,98,10,Blue 8
Lake,2,99,10,Blue8
Lake,2,100,10,Blue 8
Lake,2,101,10,Blue 8
Lake,2,102,10,Blue 8
Lake,2,103,10,Blue 8
Lake,2,104,10,Blue 8
Lake,2,105,10,Blue 8
Lake,2,106,10,Blue 8
Lake,2,107,10,Blue 8
Lake,2,108,10,Blue 8
Lake,2,109,10,Blue 8
Lake,2,110,10,Blue 8
Lake,2,111,10,Blue 8
Lake,2,112,10,Blue 8
Lake,2,113,10,Blue 8
Lake,2,114,10,Blue 8
Lake,2,115,10,Blue 8
Lake,2,116,10,Blue 8
Lake,2,117,10,Blue 8
Lake,2,118,10,Blue 8
Lake,2,119,10,Blue 8
Lake,2,120,14,Blue 8
Lake,2,121,25,Blue 8
Lake,2,122,25,Blue 8
