contest_name,choice,votes
City of Lamar Council Member - Ward 2 - Four Year Term,Don Williamson,105
City of Lamar Council Member - Ward 3 - Four Year Term,Mark Headlee,203
City of Lamar Council Member - Ward 3 - Four Year Term,Shawnarae Falconburg,93
City of Lamar Council Member - Ward 3 - Four Year Term,Shalah Lynn Mata,92
City of Lamar Mayor At Large - Two Year Term,Kirk Crespin,998
City of Leadville City Council Ward 1,Gita Carey,174
City of Leadville City Council Ward 1,Steve Prestash,68
City of Leadville City Council Ward 2,Shannon Grant,128
City of Leadville City Council Ward 2,Mitchell Dulleck,116
City of Leadville City Council Ward 3,Rebecca Thomas,161
City of Littleton Ballot Question 3A,Yes/For,9487
City of Littleton Ballot Question 3A,No/Against,7983
City of Littleton Council Member At Large,Joel Zink,61
City of Littleton Council Member At Large,David Carlton,28
City of Littleton Council Member At-Large,Joel Zink,9258
City of Littleton Council Member At-Large,David Carlton,7187
City of Littleton Council Member District I,Merrill Stillwell,2537
City of Littleton Council Member District I,Darren Lemorande,1392
City of Littleton Council Member District III,Amanda Henderson,2798
City of Littleton Council Member District III,Curt Samuelson,2144
City of Littleton Mayor,Kyle Schlachter,9824
City of Littleton Mayor,Patrick Driscoll,7185
City of Longmont City Council At Large,Jake Marsing,15341
City of Longmont City Council At Large,Crystal Prieto,12962
City of Longmont City Council At Large,Alex Kalkhofer,7628
City of Longmont City Council At Large,Steven Altschuler,7396
City of Longmont City Council At Large,Riegan Sage,4888
City of Longmont City Council At Large,John Lembke,4338
City of Longmont City Council Ward 2,Matthew Popkin,5424
City of Longmont City Council Ward 2,Teresa Simpkins,4609
City of Longmont Mayor,Susie Hidalgo-Fahring,12501
City of Longmont Mayor,Shakeel Dalal,7799
City of Longmont Mayor,Diane Crist,6593
City of Longmont Mayor,Sarah Levison,5090
City of Longmont Municipal Court Judge - Frick,Yes/For,19311
City of Longmont Municipal Court Judge - Frick,No/Against,6844
City of Louisville Ballot Question 300,No/Against,7296
City of Louisville Ballot Question 300,Yes/For,2066
City of Louisville Ballot Question 301,No/Against,7086
City of Louisville Ballot Question 301,Yes/For,2281
City of Louisville City Council Ward 1 (4-year term),Joshua H. Cooperman,1525
City of Louisville City Council Ward 1 (4-year term),Denise Montagu,1187
City of Louisville City Council Ward 2 (4-year term),Judi Kern,2355
City of Louisville City Council Ward 3 (4-year term),Dietrich Hoefner,2316
City of Loveland City Council - Ward 1,Geoff Frahm,3837
City of Loveland City Council - Ward 1,Craig Martinbeault,3064
City of Loveland City Council - Ward 2,Sarah Rothberg,4406
City of Loveland City Council - Ward 2,Dana M. Foley,4234
City of Loveland City Council - Ward 3,Caitlin Wyrick,2739
City of Loveland City Council - Ward 3,Kalina Middleton,2186
City of Loveland City Council - Ward 3,Christopher Say,2154
City of Loveland City Council - Ward 3,John Fogle,1993
City of Loveland City Council - Ward 4,Zeke Cortez,3950
City of Loveland City Council - Ward 4,Jon Mallo,3142
City of Loveland Mayor,Patrick McFall,14839
City of Loveland Mayor,Troy Daniels,14646
City of Manitou Springs Ballot Issue 2A,No/Against,1240
City of Manitou Springs Ballot Issue 2A,Yes/For,961
City of Manitou Springs City Council - Ward 1 - 4 Year Term,Nathan Nassif,442
City of Manitou Springs City Council - Ward 2 - 4 Year Term,Carey Storm,545
City of Manitou Springs City Council - Ward 3 - 4 Year Term,Gloria Latimer,443
City of Manitou Springs City Council - Ward 3 - 4 Year Term,Laura Breen,182
City of Manitou Springs Mayor,Natalie Johnson,1610
City of Montrose - Amend City Charter,No/Against,3924
City of Montrose - Amend City Charter,Yes/For,3588
City of Northglenn Council Member - Ward 1,Madison Leighty,1000
City of Northglenn Council Member - Ward 1,Nicholas Walker,891
City of Northglenn Council Member - Ward 2,Joshua D. Sievers,1226
City of Northglenn Council Member - Ward 2,Jordan Stransky,201
City of Northglenn Council Member - Ward 3,Richard Atsuhiko Kondo,742
City of Northglenn Council Member - Ward 3,Mark Bromley,331
City of Northglenn Council Member - Ward 3,Ryan Easterling-Babin,321
City of Northglenn Council Member - Ward 4,Jody Roper,1257
City of Northglenn Council Member - Ward 4,Ann Nevares,696
City of Ouray Council Member - At Large,Jenny Hart,378
City of Ouray Mayor,Michael S. Underwood,274
City of Ouray Mayor,Tamara L. Gulde,248
City of Rifle Issue 2B,No,862
City of Rifle Issue 2B,Yes,846
City of Salida Mayor - Two Year Term,Justin Critelli,1440
City of Salida Mayor - Two Year Term,Tracy Kachadourian,1053
City of Salida Mayor - Two Year Term,Ethan Smith,502
City of Salida Question 2A,Yes/For,1938
City of Salida Question 2A,No/Against,1133
City of Sheridan City Council Member Ward I,Anthony Lopez,132
City of Sheridan City Council Member Ward I,Laura Callahan,106
City of Sheridan City Council Member Ward II,Jay Whittaker,202
City of Sheridan City Council Member Ward II,Michael Moreno,202
City of Sheridan City Council Member Ward III,CJ Clark,236
City of Sheridan City Council Member Ward III,Juanita Camacho,129
City of Sheridan Mayor,Sally Daigle,509
City of Sheridan Mayor,Terrance Kelly,416
City of Steamboat Springs Ballot Question 2D,Yes/For,4741
City of Steamboat Springs Ballot Question 2D,No/Against,556
City of Steamboat Springs City Council - At Large,Dave Barnes,1995
City of Steamboat Springs City Council - At Large,Loryn Duke,1387
City of Steamboat Springs City Council - At Large,Joella West,804
City of Steamboat Springs City Council - At Large,Robbie Shine,482
City of Steamboat Springs City Council - At Large,Walter Magill,235
City of Steamboat Springs City Council - At Large,Kim Haggarty,148
City of Steamboat Springs City Council - At Large,Blythe Casner,25
City of Steamboat Springs City Council - District I,Gail Garey,2867
City of Steamboat Springs City Council - District I,Kelly Phillips,2249
City of Steamboat Springs City Council - District II,Steve Muntean,3606
City of Steamboat Springs City Council - District III,John Agosta,2496
City of Steamboat Springs City Council - District III,David Box,2298
City of Sterling Councilmember Ward 1,Kristi Knowles,644
City of Sterling Councilmember Ward 1,Stephen G. Piel,475
City of Sterling Councilmember Ward 2,John Haynie,583
City of Sterling Councilmember Ward 3,Steve Lively,281
City of Sterling Councilmember Ward 3,Jason C. Huggins,243
City of Sterling Mayor,Mark Fuller,1344
City of Sterling Mayor,Matthew Foos,1184
City of Sterling Referred Ballot Issue 2Y,No/Against,1436
City of Sterling Referred Ballot Issue 2Y,Yes/For,1261
City of Sterling Referred Ballot Question 2Z,Yes/For,1746
City of Sterling Referred Ballot Question 2Z,No/Against,843
City of Thornton Ballot Question 2A,Yes/For,16915
City of Thornton Ballot Question 2A,No/Against,14766
City of Thornton Ballot Question 2B,Yes/For,25903
City of Thornton Ballot Question 2B,No/Against,5756
City of Thornton Ballot Question 2C,Yes/For,19489
City of Thornton Ballot Question 2C,No/Against,11833
City of Thornton Ballot Question 2D,Yes/For,24397
City of Thornton Ballot Question 2D,No/Against,7349
City of Thornton Council Member - Ward 1,Cherish Salazar,2778
City of Thornton Council Member - Ward 2,John Alge,2942
City of Thornton Council Member - Ward 2,Eric Montoya,1815
City of Thornton Council Member - Ward 2,Rebecca Berner,1249
City of Thornton Council Member - Ward 3,Devin Byrd,4183
City of Thornton Council Member - Ward 3,Sam Nizam,3872
City of Thornton Council Member - Ward 3,Mark Gormley,2954
City of Thornton Council Member - Ward 4,Drew Morris,4424
City of Thornton Council Member - Ward 4,Jason Anaya-Ledeboer,4415
City of Thornton Council Member - Ward 4,Amanda Pedrianes,1584
City of Trinidad Ballot Issue 2A,Yes/For,1842
City of Trinidad Ballot Issue 2A,No/Against,603
City of Trinidad Mayor - At Large,Cy Michaels,1522
City of Trinidad Mayor - At Large,"""Manny"" Manuel Trujillo",1005
City of Victor Ballot Question 2A,No/Against,69
City of Victor Ballot Question 2A,Yes/For,58
City of Victor Mayor,Barbara Manning,93
City of Walsenburg City Council Ward 1,Veronica Maes,174
City of Walsenburg City Council Ward 2,Jennifer Novak,193
City of Walsenburg City Council Ward 3,Pamela Brietweiser,196
City of Walsenburg Issue 300,No/Against,596
City of Walsenburg Issue 300,Yes/For,314
City of Walsenburg Mayor,Gary Vezzani,652
City of Walsenburg Question 2A,No/Against,525
City of Walsenburg Question 2A,Yes/For,374
City of Westminster Ballot Issue 3H,Yes/For,17193
City of Westminster Ballot Issue 3H,No/Against,15948
City of Westminster Council Members,Obi Ezeadi,17007
City of Westminster Council Members,Jack Johnson,14596
City of Westminster Council Members,Sarah Nurmela,14485
City of Westminster Council Members,Kathy Stroud,11651
City of Westminster Council Members,Jeremy Nuanes,10329
City of Westminster Council Members,Phillip Romero,8363
City of Westminster Council Members,Karen F. Kalavity,6520
City of Westminster Council Members,Kara Hucke,4944
City of Westminster Mayor,Claire Carmelia,17359
City of Westminster Mayor,Bruce Baker,8449
City of Westminster Mayor,David DeMott,6913
City of Wheat Ridge Ballot Question 2B,No/Against,5480
City of Wheat Ridge Ballot Question 2B,Yes/For,4406
City of Wheat Ridge Council Member District I,Kathleen Martell,1927
City of Wheat Ridge Council Member District II,Scott Ohm,1382
City of Wheat Ridge Council Member District II,Alex Gouldsmith,978
City of Wheat Ridge Council Member District III,Pat Quinn ,1794
City of Wheat Ridge Council Member District III,Justin Slocum,1313
City of Wheat Ridge Council Member District IV,Mike Okada,1499
City of Wheat Ridge Mayor,Korey Stites,8111
City of Woodland Park Ballot Question 2C,Yes/For,2371
City of Woodland Park Ballot Question 2C,No/Against,831
City of Woodland Park Ballot Question 2D,Yes/For,2754
City of Woodland Park Ballot Question 2D,No/Against,513
City of Woodland Park Ballot Question 2E,Yes/For,2592
City of Woodland Park Ballot Question 2E,No/Against,644
City of Yuma Ballot Issue 2A,Yes/For,474
City of Yuma Ballot Issue 2A,No/Against,333
City of Yuma Ballot Question 2B,No/Against,527
City of Yuma Ballot Question 2B,Yes/For,244
City of Yuma City Council,Michael R Aagesen,547
City of Yuma City Council,Nathan O'Neal,482
City of Yuma City Council,Michael Fitzsimmons,464
City of Yuma City Council,Jerry Thompson,444
City of Yuma City Council,Jeff Denney,165
City of Yuma Mayor,Tim McClung,472
City of Yuma Mayor,Ryan Saffer,285
CLEAR CREEK COUNTY EMERGENCY SERVICES GENERAL IMPROVEMENT DISTRICT QUESTION 1A,Yes/For,596
CLEAR CREEK COUNTY EMERGENCY SERVICES GENERAL IMPROVEMENT DISTRICT QUESTION 1A,No/Against,432
Clifton Fire Protection District Ballot Issue 6B,Yes/For,4993
Clifton Fire Protection District Ballot Issue 6B,No/Against,2458
Coal Creek Canyon Fire Protection District Ballot Issue 7B,Yes/For,1125
Coal Creek Canyon Fire Protection District Ballot Issue 7B,No/Against,362
Colorado Mountain College Ballot issue 7C,Yes/For,4356
Colorado Mountain College Ballot issue 7C,No/Against,1438
Colorado Mountain College Ballot Issue 7C,Yes/For,28259
Colorado Mountain College Ballot Issue 7C,Yes,10527
Colorado Mountain College Ballot Issue 7C,No/Against,10433
Colorado Mountain College Ballot Issue 7C,No,5086
Colorado Mountain College Board of Trustees - At Large,Beth Helmke,28660
Colorado Mountain College Board of Trustees - At Large,Magda King,26818
Colorado Mountain College Board of Trustees - District 1,Markey Butler,32602
Colorado Mountain College Board of Trustees - District 3,Elizabeth Sass,32193
Colorado Mountain College Board of Trustees - District 7,Nico Brown,31982
Colorado Springs School District 11 Board of Directors - 4 Year Term,Michelle Ruehl,27736
Colorado Springs School District 11 Board of Directors - 4 Year Term,LeAnn Baca Bartlett,27241
Colorado Springs School District 11 Board of Directors - 4 Year Term,Charles Johnson,24196
Colorado Springs School District 11 Board of Directors - 4 Year Term,Michael Carsten,24133
Colorado Springs School District 11 Board of Directors - 4 Year Term,Jeremiah Johnson,24100
Colorado Springs School District 11 Board of Directors - 4 Year Term,Bruce Cole,22828
Colorado Springs School District 11 Board of Directors - 4 Year Term,John Gustafson,5992
Colorado's Timber Ridge Metropolitan District Ballot Question 6A,Yes/For,67
Colorado's Timber Ridge Metropolitan District Ballot Question 6A,No/Against,26
Conejos - Proposition LL (Statutory),Yes/For,1285
Conejos - Proposition LL (Statutory),No/Against,720
Confluence Early Childhood Development Service District Ballot Issue 7A,Yes,8810
Confluence Early Childhood Development Service District Ballot Issue 7A,No,6956
Confluence Early Childhood Development Service District Ballot Issue 7A,Yes/For,5626
Confluence Early Childhood Development Service District Ballot Issue 7A,No/Against,2803
Confluence Early Childhood Development Service District Board of Directors - District 1,Amy Shipley,1473
Confluence Early Childhood Development Service District Board of Directors - District 1,Claudia Flores Cruz,1043
Confluence Early Childhood Development Service District Board of Directors - District 2,Paul Stanley,1109
Confluence Early Childhood Development Service District Board of Directors - District 2,Jasmin Ramirez,1072
Confluence Early Childhood Development Service District Board of Directors - District 2,Jennifer R. Cook,774
Confluence Early Childhood Development Service District Board of Directors - District 3,Adley Larimer,2425
Confluence Early Childhood Development Service District Board of Directors - District 4,Carolynne Kraemer,2024
Confluence Early Childhood Development Service District Board of Directors - District 4,Jason Schraub,1219
Confluence Early Childhood Development Service District Board of Directors - District 5,Stefan Reveal,3089
Cortez Cemetery District Ballot Issue 6A,No/Against,2399
Cortez Cemetery District Ballot Issue 6A,Yes/For,1665
Costilla County Ambulance District Ballot Issue 5A,No/Against,590
Costilla County Ambulance District Ballot Issue 5A,Yes/For,542
Costilla County Ambulance District Ballot Issue 5B,No/Against,629
Costilla County Ambulance District Ballot Issue 5B,Yes/For,509
Costilla County Referred Measure 1A,No/Against,861
Costilla County Referred Measure 1A,Yes/For,152
Council Member - At Large,Dan Ruscetti,1473
Council Member - At Large,Tim Peters,1147
Council Member - At Large,Carmela Vanore,1093
Council Member - At Large,Eric Treider,936
Council Member - At Large,Linda Velasquez,881
Council Member - At Large,Thomas A. Kosovich,603
Council Member - At Large,Michael M. Yocom,437
Country Club Drive 6D,YES/FOR,1
Country Club Drive 6D,NO/AGAINST,0
County Commissioner District 1 - Recall Scott Mijares,Yes/For,8477
County Commissioner District 1 - Recall Scott Mijares,No/Against,7818
Cripple Creek-Victor School District RE-1 Ballot Issue 4A,Yes/For,1071
Cripple Creek-Victor School District RE-1 Ballot Issue 4A,No/Against,667
Cripple Creek-Victor School District RE-1 Board of Directors - At-large,Kasie Hilfers,919
Cripple Creek-Victor School District RE-1 Board of Directors - At-large,Donna Brazill,890
Cripple Creek-Victor School District RE-1 Board of Directors - At-large,Amanda Marie Young,832
CROWLEY COUNTY SCHOOL DISTRICT RE 1-J BALLOT ISSUE 5A :  BONDS,No/Against,19
CROWLEY COUNTY SCHOOL DISTRICT RE 1-J BALLOT ISSUE 5A :  BONDS,Yes/For,3
Crowley County School District RE 1-J Board of Directors - 4 Year Term,Kaci L. Mason,662
Crowley County School District RE 1-J Board of Directors - 4 Year Term,Martin M. Martinez Jr,519
Crowley County School District RE 1-J Board of Directors - 4 Year Term,Jordan King,501
Crowley County School District RE 1-J Board of Directors - 4 Year Term,James C. Watkins,406
Crowley - CROWLEY COUNTY SCHOOL DISTRICT RE 1-J BALLOT ISSUE 5A :  BONDS,No/Against,571
Crowley - CROWLEY COUNTY SCHOOL DISTRICT RE 1-J BALLOT ISSUE 5A :  BONDS,Yes/For,385
Custer County Ballot Issue 1A,No/Against,1501
Custer County Ballot Issue 1A,Yes/For,748
DEER MOUNTAIN FIRE PROTECTION DISTRICT ISSUE 6A: MILL LEVY INCREASE,NO/AGAINST,638
DEER MOUNTAIN FIRE PROTECTION DISTRICT ISSUE 6A: MILL LEVY INCREASE,YES/FOR,633
Deer Trail Rural Fire Protection District Ballot Issue 7B,No/Against,268
Deer Trail Rural Fire Protection District Ballot Issue 7B,Yes/For,178
Denver Public Schools Director At-Large,Amy Klein Molk,84600
Denver Public Schools Director At-Large,Alex Magana,65506
Denver Public Schools Director At-Large,"Deborah ""Ms. Deb"" Sims Fard",10281
Denver Public Schools Director District 2,Xochitl Gaytan,14295
Denver Public Schools Director District 2,Mariana del Hierro,9414
Denver Public Schools Director District 3,"Donald ""DJ"" Torres",18372
Denver Public Schools Director District 3,Caron Blanke,14379
Denver Public Schools Director District 3,Scott Esserman,6463
Denver Public Schools Director District 4,Monica Hunter,12371
Denver Public Schools Director District 4,Timiya Jackson,8278
Denver Public Schools Director District 4,Michelle Quattlebaum,4268
Denver Public Schools Director District 4,Jeremy Harris,4017
Director for Montrose County Board of Education - District A,Neisha Balleck,8196
Director for Montrose County Board of Education - District A,Darren Sofka,6135
Director for Montrose County Board of Education - District C,Scott Scarborough,7863
Director for Montrose County Board of Education - District C,Alice Murphy,6695
Director for Montrose County Board of Education - District E,Tiffany Vincent,7750
Director for Montrose County Board of Education - District E,Kris Besler,4947
Director for Montrose County Board of Education - District E,Hollee Mundell,1517
Director for Montrose County Board of Education - District G,Shane Daly,7978
Director for Montrose County Board of Education - District G,Jessica Corrigan,6277
Director for the Delta County Board of Education - District 1,Sheldon Kier,5489
Director for the Delta County Board of Education - District 1,Kristina Hines,4581
Director for the Delta County Board of Education - District 5,Adena Kreutz,4927
Director for the Delta County Board of Education - District 5,Jennifer McGavin,3940
Director for the Delta County Board of Education - District 5,Autumn Wynn,1276
Dolores County School District RE-2J Board of Directors - District A,Jason Gray,68
Dolores County School District RE-2J Board of Directors - District B,Donella Fury,20
Dolores County School District RE-2J Board of Directors - District B,Preston Gardner,15
Dolores County School District RE-2J Board of Directors - District E,Denny Beanland,425
 Dolores - Dolores County School District RE-2J Board of Directors - District B,Donella Fury,366
 Dolores - Dolores County School District RE-2J Board of Directors - District B,Preston Gardner,243
"Douglas County School Board Director, District B",Matthew Smith,589
"Douglas County School Board Director, District B",Kyrzia Parker,294
"Douglas County School Board Director, District D",Keaton Gambill,554
"Douglas County School Board Director, District D",Tony Ryan,327
"Douglas County School Board Director, District E",Deborah Kramer,567
"Douglas County School Board Director, District E",Clark Callahan,311
"Douglas County School Board Director, District G",Stephen Vail,570
"Douglas County School Board Director, District G",Kelly Denzler,314
"Douglas - Douglas County School Board Director, District B",Kyrzia Parker,61970
"Douglas - Douglas County School Board Director, District B",Matthew Smith,58216
"Douglas - Douglas County School Board Director, District D",Tony Ryan,64097
"Douglas - Douglas County School Board Director, District D",Keaton Gambill,55839
"Douglas - Douglas County School Board Director, District E",Clark Callahan,63526
"Douglas - Douglas County School Board Director, District E",Deborah Kramer,56330
"Douglas - Douglas County School Board Director, District G",Kelly Denzler,64007
"Douglas - Douglas County School Board Director, District G",Stephen Vail,55810
Durango Fire Protection District Ballot Issue 7A,Yes/For,4244
Durango Fire Protection District Ballot Issue 7A,No/Against,4003
Durango Hills Road Improvement District No. 1 Ballot Issue 6A,Yes/For,101
Durango Hills Road Improvement District No. 1 Ballot Issue 6A,No/Against,18
"Durango School District 9-R Board of Director, District A",Erika Brown,10966
"Durango School District 9-R Board of Director, District A",Jody Trampp,3835
"Durango School District 9-R Board of Director, District C",Rick Petersen,10582
"Durango School District 9-R Board of Director, District C",Pearl Stegner,4240
"Durango School District 9-R Board of Director, District E",Andrea Parmenter,10533
"Durango School District 9-R Board of Director, District E",Tamra Fenberg,4275
Eagle County Ballot Issue 1A,Yes/For,4139
Eagle County Ballot Issue 1A,No/Against,4057
Eagle River Water And Sanitation District Ballot Issue 6A,Yes/For,5321
Eagle River Water And Sanitation District Ballot Issue 6A,No/Against,2268
East Grand School District No. 2 Director - District 1,Thomas Schnellinger,2862
East Grand School District No. 2 Director - District 2,Christopher Raines,2571
East Grand School District No. 2 Director - District 3,Karissa Gagnon,2414
East Grand School District No. 2 Director - District 3,Christian Hornbaker,1540
East Grand School District No. 2 Director - District 6,David Hickam,2586
East Otero School District R-1 School Board Member At Large,Cameron J. Salzbrenner,1220
East Otero School District R-1 School Board Member At Large,Gregory Kolomitz,1204
East Otero School District R-1 School Board Member At Large,Rodney Bickel,985
East Otero School District R-1 School Board Member At Large,Tiffany M. Rizo-Morales,978
East Otero School District R-1 School Board Member At Large,Amanda Gingrich,27
Elbert County Ballot Question 1A,YES/FOR,8225
Elbert County Ballot Question 1A,NO/AGAINST,2964
Elbert County Ballot Question 1B,YES/FOR,8327
Elbert County Ballot Question 1B,NO/AGAINST,2872
Elizabeth School Board Education Director - 4 Year Term,Nicole Hunt,4285
Elizabeth School Board Education Director - 4 Year Term,David Fletcher,4219
Elizabeth School Board Education Director - 4 Year Term,Mary Powell,4072
Elizabeth School Board Education Director - 4 Year Term,Michelle Guzinski,2360
Elizabeth School Board Education Director - 4 Year Term,Crisy Howell,1544
Ellicott School District 22 Board of Directors - 4 Year Term,Clinton Schubert,624
Ellicott School District 22 Board of Directors - 4 Year Term,Michael Ferguson,445
Ellicott School District 22 Board of Directors - 4 Year Term,Amy Bautista,434
Ellicott School District 22 Board of Directors - 4 Year Term,Amanda Kobilan,404
Ellicott School District 22 Board of Directors - 4 Year Term,Ryan Boone,303
Ellicott School District 22 Board of Directors - 4 Year Term,Alice Trulson,269
El Paso County Colorado School District 49 Director District 1 - 4 Year Term,Holly Withers,2242
El Paso County Colorado School District 49 Director District 1 - 4 Year Term,Jamilynn D'Avola,2225
El Paso County Colorado School District 49 Director District 1 - 4 Year Term,Ivy Liu,740
El Paso County Colorado School District 49 Director District 4 - 4 Year Term,Lori Thompson,2214
El Paso County Colorado School District 49 Director District 4 - 4 Year Term,Chris Harrell,2154
El Paso County Commissioner - District 5 - REP,Lauren Nelson,9934
El Paso County Commissioner - District 5 - REP,Vickie Tonkins,4181
Englewood School District School Board Director,Erica Elvove,4148
Englewood School District School Board Director,Anna Whistler,3954
Englewood School District School Board Director,Janee McConnell,3552
Englewood School District School Board Director,Tiffany Kapler,2672
Englewood School District School Board Director,Steven Leflar,2575
Englewood School District School Board Director,James Lowry,169
Evans Fire Protection District Ballot Issue 6A,Yes/For,2072
Evans Fire Protection District Ballot Issue 6A,No/Against,1405
Florissant Fire Protection District Ballot Issue 6A,No/Against,995
Florissant Fire Protection District Ballot Issue 6A,Yes/For,763
Frenchman RE-3 School District Board of Directors,Jeffery Harms,268
Frenchman RE-3 School District Board of Directors,Dave Etl,259
Frenchman RE-3 School District Board of Directors,Kamie Lambrecht,259
Frenchman RE-3 School District Board of Directors,Susanne Workman,213
Frenchman RE-3 School District Board of Directors,Stephanie T. Monroe,204
Garfield School RE-2 Dist A,Megan Heil,2520
Garfield School RE-2 Dist A,Darlane Evans,2277
Garfield School RE-2 District E,Steven Beaulieu,3275
Gilpin County RE-1 School District Director At Large (2 years),Jill Peterson,638
Gilpin County RE-1 School District Director At Large (2 years),Gary A. Duncan,419
Gilpin County RE-1 School District Director At Large (4 years),Kirsten Goodlett,709
Gilpin County RE-1 School District Director At Large (4 years),Victoria Edwards,648
Gilpin County RE-1 School District Director At Large (4 years),Brady S. Fowler,498
Glade Park Fire Protection District 2 year term,Jeremy Edward Carns,514
Glade Park Fire Protection District 2 year term,Andy Jack Hanks,502
Glade Park Fire Protection District 4 year term,Charles R. Novinski,506
Glade Park Fire Protection District 4 year term,David F. Brach,491
Glade Park Fire Protection District 4 year term,Lance Kramer,485
Granada School District RE-1 Director - District A - Four Year Term,Elizabeth Hainer,144
Granada School District RE-1 Director - District C - Four Year Term,Andria W. Riddle,116
Granada School District RE-1 Director - District C - Four Year Term,Pete Hernandez,66
Granada School District RE-1 Director - District D - Two Year Term,Janet Alvarado Cano,129
Grand Lake Fire Protection District Ballot Issue 6A,Yes/For,878
Grand Lake Fire Protection District Ballot Issue 6A,No/Against,726
Grand River Hospital District 7B,Yes,3122
Grand River Hospital District 7B,No,2491
Gunnison County Fire Protection District Ballot Issue 7A,No/Against,1353
Gunnison County Fire Protection District Ballot Issue 7A,Yes/For,1012
Hanover Fire Protection District Ballot Issue 7A,No/Against,235
Hanover Fire Protection District Ballot Issue 7A,Yes/For,196
Hanover Fire Protection District Ballot Issue 7B,Yes/For,268
Hanover Fire Protection District Ballot Issue 7B,No/Against,167
Haxtun School District RE-2J Board of Directors,Amy Kilgour,401
Haxtun School District RE-2J Board of Directors,Christi Anne Gibson,347
Haxtun School District RE-2J Referred Ballot Issue 5A,Yes/For,353
Haxtun School District RE-2J Referred Ballot Issue 5A,No/Against,177
Hayden School District RE1 Director - At Large,Ericka Lucas,547
Hayden School District RE1 Director - At Large,Tharles Da Silva,371
Hayden School District RE1 Director - At Large,Elizabeth Spinazzola,250
Hinsdale County Advisory Ballot Question 1B,Yes/For,261
Hinsdale County Advisory Ballot Question 1B,No/Against,239
HINSDALE COUNTY BALLOT ISSUE 1A,Yes/For,361
HINSDALE COUNTY BALLOT ISSUE 1A,No/Against,111
Hudson Fire Protection District Ballot Issue 6B,Yes/For,1079
Hudson Fire Protection District Ballot Issue 6B,No/Against,806
Huerfano RE-1 School District School Board Director (4 year term),Alyssa Sandoval,1147
Huerfano RE-1 School District School Board Director (4 year term),Debra Sporleder,879
Huerfano RE-1 School District School Board Director (4 year term),Marcy R. Freeburg,849
Huerfano RE-1 School District School Board Director (4 year term),Daniel Allen Moyer,813
Hygiene Fire Protection District Ballot Issue 6A,Yes/For,801
Hygiene Fire Protection District Ballot Issue 6A,No/Against,435
Ignacio School District 11JT Board of Directors,James P. Bulwan,882
Ignacio School District 11JT Board of Directors,Leila C. Baker,781
Ignacio School District 11JT Board of Directors,Christine Sage,567
Jefferson-Como Fire Protection District Ballot Issue 6B - Property Tax Limit Waiver,No/Against,978
Jefferson-Como Fire Protection District Ballot Issue 6B - Property Tax Limit Waiver,Yes/For,556
Jefferson County R-1 School District Director District 1,Denine Echevarria,102786
Jefferson County R-1 School District Director District 1,Michael Yocum,55496
Jefferson County R-1 School District Director District 2,Peter Gibbins,112917
Jefferson County R-1 School District Director District 2,Samuel Myrant,53276
Jefferson County R-1 School District Director District 5,Tina Moeinian,68171
Jefferson County R-1 School District Director District 5,Mary Parker,52015
Jefferson County R-1 School District Director District 5,"Gloria ""Terri"" Rascon",46400
Jefferson County School District R-1 Director District 1,Denine Echevarria,1070
Jefferson County School District R-1 Director District 1,Michael Yocum,457
Jefferson County School District R-1 Director District 2,Peter Gibbins,1097
Jefferson County School District R-1 Director District 2,Samuel Myrant,521
Jefferson County School District R-1 Director District 5,Tina Moeinian,676
Jefferson County School District R-1 Director District 5,Mary Parker,508
Jefferson County School District R-1 Director District 5,"Gloria ""Terri"" Rascon",420
Julesburg RE-1 School District Director - 2 Year Term,Kaleb Ray Lanckriet,344
Julesburg RE-1 School District Director - 2 Year Term,Annie Josephine Lovenburg,296
Julesburg RE-1 School District Director - 2 Year Term,Krystle Dawn Magana,267
Julesburg RE-1 School District Director - 4 Year Term,Dawn Westerbuhr,283
Julesburg RE-1 School District Director - 4 Year Term,Elyshia Renee Harris,262
Julesburg RE-1 School District Director - 4 Year Term,Natalie Miller,259
Julesburg RE-1 School District Director - 4 Year Term,Kyla Kizer,258
Julesburg RE-1 School District Director - 4 Year Term,Linda L Pitzer,164
Julesburg RE-1 School District Director - 4 Year Term,Jeanie Boehm,160
Julesburg RE-1 School District Director - 4 Year Term,Brenda L Carnahan,95
Kiowa County Ballot Issue 1A,No/Against,250
Kiowa County Ballot Issue 1A,Yes/For,249
Kiowa - Proposition LL (Statutory),No/Against,328
Kiowa - Proposition LL (Statutory),Yes/For,163
Kiowa School C-2 Board Education Director - 4 Year Term,Tanner Carpenter,578
Kiowa School C-2 Board Education Director - 4 Year Term,Donald Gabehart,545
Kiowa School C-2 Board Education Director - 4 Year Term,Timothy Ulmer,446
Kiowa School C-2 Board Education Director - 4 Year Term,Beverly Durant,409
Kiowa School District C-2 Ballot Issue 4A,NO/AGAINST,779
Kiowa School District C-2 Ballot Issue 4A,YES/FOR,724
La Junta Council Member at Large (Mayor),Joseph Ayala,1131
La Junta Council Member Ward 1,Damon R. Ramirez,272
La Junta Council Member Ward 2,Carly Johnson,440
La Junta Council Member Ward 3,Lisa A. Pantoya,379
La Junta Council Member Ward 3,Jeremiah Stoker,283
Lake City Area Fire Protection District Ballot Issue 6A,Yes/For,314
Lake City Area Fire Protection District Ballot Issue 6A,No/Against,124
Lake George Fire Protection District Ballot Issue 6A,Yes/For,275
