CountyName,ContestName,ContestChoices
Gilpin,Boulder Valley School District RE-2 Director District B (4 Years),Nicole Rajpal
Boulder,Boulder Valley School District RE-2 Director District E (4 Years),"Jeffrey Lowe Anderson,Deann Bucher"
Broomfield,Boulder Valley School District RE-2 Director District E (4 Years),"Jeffrey Lowe Anderson,Deann Bucher"
Gilpin,Boulder Valley School District RE-2 Director District E (4 Years),"Jeffrey Lowe Anderson,Deann Bucher"
Boulder,Boulder Valley School District RE-2 Director District F (4 Years),Ana Temu Otting
Broomfield,Boulder Valley School District RE-2 Director District F (4 Years),Ana Temu Otting
Gilpin,Boulder Valley School District RE-2 Director District F (4 Years),Ana Temu Otting
Chaffee,Buena Vista School District R-31 Ballot Issue 4A,"Yes/For,No/Against"
Chaffee,Buena Vista School District R-31 Ballot Issue 4B,"Yes/For,No/Against"
Chaffee,Buena Vista School District R-31 Board of Education Director At Large - 4 Year Term,"Casey Martin,Jacob (Jake) Farber"
Chaffee,Buena Vista School District R-31 Board of Education District 10,"Antonio Navarrette,Jeremiah Johnson"
Chaffee,Buena Vista School District R-31 Board of Education District 2,Laura Hansen
Kit Carson,Burlington School District RE-6J Board of Directors - 4 Year Term,"Craig Schaal,Casey Harrel,Tara Penny,Jeremiah Bogenhagen,Darren Bennett,George Homm"
Adams,Byers School District 32J School Board Director,"Kres Ebert,Logan MacLennan,Jerry Sauer,Jennifer Borders"
Arapahoe,Byers School District 32J School Board Director,"Kres Ebert,Logan MacLennan,Jerry Sauer,Jennifer Borders"
Adams,Byers School District No. 32J Ballot Issue 5A,"Yes/For,No/Against"
Arapahoe,Byers School District No. 32J Ballot Issue 5A,"Yes/For,No/Against"
El Paso,Calhan School District RJ1 Director - 4 Year Term,"Jim Elrick,David Hammond,Buckey Lobdell,Charlotte Trojanovich"
Elbert,Calhan School District RJ1 Director - 4 Year Term,"Jim Elrick,David Hammond,Buckey Lobdell,Charlotte Trojanovich"
Garfield,Carbondale and Rural Fire Protection District Ballot Issue 7D,"Yes/For,No/Against"
Gunnison,Carbondale and Rural Fire Protection District Ballot Issue 7D,"Yes/For,No/Against"
Pitkin,Carbondale and Rural Fire Protection District Ballot Issue 7D,"Yes/For,No/Against"
Garfield,Carbondale and Rural Fire Protection District Ballot Issue 7E,"Yes/For,No/Against"
Gunnison,Carbondale and Rural Fire Protection District Ballot Issue 7E,"Yes/For,No/Against"
Pitkin,Carbondale and Rural Fire Protection District Ballot Issue 7E,"Yes/For,No/Against"
Ouray,Cedar Hill Cemetery District Ballot Issue 6A,"Yes/For,No/Against"
Alamosa,Center Consolidated School District 26 JT Ballot Question 5B,"Yes/For,No/Against"
Rio Grande,Center Consolidated School District 26 JT Ballot Question 5B,"Yes/For,No/Against"
Saguache,Saguache - Center Consolidated School District 26 JT Ballot Question 5B,"Yes/For,No/Against"
Alamosa,Center Consolidated School District 26 JT Director - District A,"William Eddie Wilson,Sonya Flores"
Rio Grande,Center Consolidated School District 26 JT Director - District A,"William Eddie Wilson,Sonya Flores"
Rio Grande,Center Consolidated School District 26 JT Director - District B,"Amanda Garcia,Eidy Guaderrama"
Saguache,Center Consolidated School District 26 JT Director - District A,"William Eddie Wilson,Sonya Flores"
Saguache,Center Consolidated School District 26 JT Director - District B,"Amanda Garcia,Eidy Guaderrama"
Alamosa,Center Consolidated School District 26 JT Director - District B,"Amanda Garcia,Eidy Guaderrama"
Chaffee,Chaffee County Ballot Issue 1A,"Yes/For,No/Against"
Arapahoe,Cherry Creek School District No. 5 School Board Director - District D,"Terry Bates,Amanda Thayer"
Arapahoe,Cherry Creek School District No. 5 School Board Director - District E,"Tatyana Sturm,Mike Hamrick"
Arapahoe,Cherry Park General Improvement District Ballot Question 6B,"Yes/For,No/Against"
Arapahoe,Cherry Park General Improvement District Ballot Question 6C,"Yes/For,No/Against"
El Paso,Cheyenne Mountain School District 12 Board of Directors - 4 Year Term,"David Schulz,Janna Blanter,Kara Mehall,Jessica Lehman"
El Paso,Cimarron Hills Fire Protection District Ballot Issue 6A,"Yes/For,No/Against"
Broomfield,City and County of Broomfield - Mayor (2 Years),"Guyleen Castriotta,Kimberly Groom"
Broomfield,City and County of Broomfield Councilmember Ward 1 (4 Years),"Liz Law-Evans,Julie Twiss"
Broomfield,City and County of Broomfield Councilmember Ward 2 (4 Years),"Colin Dielmann,Austin Ward"
Broomfield,City and County of Broomfield Councilmember Ward 3 (4 Years),"PizzaPete Crouse,Sarah Braun"
Broomfield,City and County of Broomfield Councilmember Ward 4 (4 Years),"Sean McKenzie,Larry Hardouin"
Broomfield,City and County of Broomfield Councilmember Ward 5 (4 Years),"Todd Cohen,Chad Swenson"
Pueblo,City Council Member-At Large,"Regina Maestri,Colleen Grahek-Clark,Brett Boston,Evans Auden Gonzalez Garcia,Tom Croshal,Nathan Harper,Selena Ruiz Gomez"
Lake,City of Leadville City Council Ward 1,"Gita Carey,Steve Prestash"
Lake,City of Leadville City Council Ward 2,"Shannon Grant,Mitchell Dulleck"
Lake,City of Leadville City Council Ward 3,Rebecca Thomas
Alamosa,City of Alamosa Councilor at Large,"Zachary Reaves,Jan Vigil"
Alamosa,City of Alamosa Councilor Ward 2,Dawn Krebs
Alamosa,City of Alamosa Councilor Ward 4,"Mark T. Martinez,Alex Brown"
Alamosa,City of Alamosa Mayor,Ty Coleman
Adams,City of Arvada Ballot Question 3G,"Yes/For,No/Against"
Jefferson,City of Arvada Ballot Question 3G,"Yes/For,No/Against"
Adams,City of Arvada Council Member At-Large,"Michael P. Griffith,Denise Vargas"
Jefferson,City of Arvada Council Member At-Large,"Michael P. Griffith,Denise Vargas"
Jefferson,City of Arvada Council Member District 1,"Eric Bodenstab,Randy Moorman"
Jefferson,City of Arvada Council Member District 3,"Aaron Skoff,Rebecka Lovisone"
Pitkin,City of Aspen Ballot Issue 2A,"Yes/For,No/Against"
Pitkin,City of Aspen Ballot Issue 2B,"Yes/For,No/Against"
Pitkin,City of Aspen Ballot Question 2C,"Yes/For,No/Against"
Adams,City of Aurora Council Member - At Large,"Rob Andrews,Watson Gomes,Alli Jackson,Danielle Jurinsky,Amsalu Kassaw"
Arapahoe,City of Aurora Council Member - At Large,"Rob Andrews,Watson Gomes,Alli Jackson,Danielle Jurinsky,Amsalu Kassaw"
Douglas,City of Aurora Council Member - At Large,"Rob Andrews,Watson Gomes,Alli Jackson,Danielle Jurinsky,Amsalu Kassaw"
Adams,City of Aurora Council Member Ward I,"Stephen Elkins,Reid Hettich,Gianina Horton"
Arapahoe,City of Aurora Council Member Ward I,"Stephen Elkins,Reid Hettich,Gianina Horton"
Adams,City of Aurora Council Member Ward II,"Steve Sundberg,Amy Wiles"
Arapahoe,City of Aurora Council Member Ward II,"Steve Sundberg,Amy Wiles"
Arapahoe,City of Aurora Council Member Ward III,"Marsha Berzins,Ruben L. Medina"
Adams,City of Aurora Question 3B,"Yes/For,No/Against"
Arapahoe,City of Aurora Question 3B,"Yes/For,No/Against"
Douglas,City of Aurora Question 3B,"Yes/For,No/Against"
Adams,City of Aurora Question 3C,"Yes/For,No/Against"
Arapahoe,City of Aurora Question 3C,"Yes/For,No/Against"
Douglas,City of Aurora Question 3C,"Yes/For,No/Against"
Adams,City of Aurora Question 3D,"Yes/For,No/Against"
Arapahoe,City of Aurora Question 3D,"Yes/For,No/Against"
Douglas,City of Aurora Question 3D,"Yes/For,No/Against"
Adams,City of Aurora Question 3E,"Yes/For,No/Against"
Arapahoe,City of Aurora Question 3E,"Yes/For,No/Against"
Douglas,City of Aurora Question 3E,"Yes/For,No/Against"
Adams,City of Aurora Question 3F,"Yes/For,No/Against"
Arapahoe,City of Aurora Question 3F,"Yes/For,No/Against"
Douglas,City of Aurora Question 3F,"Yes/For,No/Against"
Boulder,City of Boulder Ballot Issue 2A,"For the Measure,Against the Measure"
Boulder,City of Boulder Ballot Issue 2B,"For the Measure,Against the Measure"
Boulder,City of Boulder Council Candidates,"Nicole Speer,Rob Kaplan,Montserrat Palacios,Rob Smoke,Maxwell Lord,Jennifer Robins,Aaron Stone,Lauren Folkerts,Mark Wallach,Matt Benjamin,Rachel Rose Isaacson"
Adams,City of Brighton Councilmember - Ward 1,"Jessie Williams,Rhianon Collins"
Weld,City of Brighton Councilmember - Ward 1,"Jessie Williams,Rhianon Collins"
Adams,City of Brighton Councilmember - Ward 2,Ann Taddeo
Weld,City of Brighton Councilmember - Ward 2,Ann Taddeo
Adams,City of Brighton Councilmember - Ward 3,"Kevin W. Forsyth,Melinda Carbajal"
Adams,City of Brighton Councilmember - Ward 4,Peter Padilla
Adams,City of Brighton Mayor,Gregory Mills
Weld,City of Brighton Mayor,Gregory Mills
Morgan,City of Brush Councilor Ward 1,Tyler Horton
Morgan,City of Brush Councilor Ward 2,Whitney E. Machuca
Morgan,City of Brush Councilor Ward 3,Nick Skiles
Morgan,City of Brush Mayor,"Scott Klinkhammer,Dana Sherman"
Fremont,CITY OF CANON CITY ISSUE 2A,"YES/FOR,NO/AGAINST"
Fremont,CITY OF CANON CITY ISSUE 2B,"YES/FOR,NO/AGAINST"
Fremont,City of Canon City - City Council - At Large,"Rick Ratzlaff,Freddie Toney"
Fremont,City of Canon City - City Council - District 3,"Shantel Corl, Renee Dupont, Ashley Malcolm, Pamela Simmons"
Fremont,City of Canon City - City Council - District 1,"Jeremy Reeves,Alyssa Klugh"
Fremont,City of Canon City - Mayor,Phil Lund
Douglas,City of Castle Pines - Council District 1,Chris Eubanks
Douglas,City of Castle Pines - Council District 2,"Barrett Rothe,Kori Salazar"
Douglas,City of Castle Pines - Council District 3,Nate Winegar
Douglas,City of Castle Pines Mayor,"Roger Hudson,Doug Gilbert,Tracy Engerman"
Arapahoe,City of Centennial Council Member District 1,"Cindy Sandhu,Robyn Carnes"
Arapahoe,City of Centennial Council Member District 2,"Carrie Penaloza,Ashish Vaidya"
Arapahoe,City of Centennial Council Member District 3,"Patty McKernan,Ryan Dwiggins"
Arapahoe,City of Centennial Council Member District 4,"Jeffrey Gilliam,Durrell Middleton"
Arapahoe,City of Centennial Mayor,"Bennett Rutledge,Christine Sweetland,Don Sheehan"
Adams,City of Commerce City Councilmember - At Large,"Stefanie Trujillo,Alejandro De Leon,Jennifer Allen-Thomas,Kristi Douglas,Lori Young,Michelle Deon Lee,Ryan Keefer"
Adams,City of Commerce City Councilmember - Ward 1,"Lucy Molina,Alexander ""Jake"" Jacobson,Jose Guardiola"
Adams,City of Commerce City Councilmember - Ward 3,"Renee M. Chacon,Jacob Wilson,Joanna Sandoval"
Moffat,City of Craig Ballot Issue 2A,"Yes/For,No/Against"
Moffat,City of Craig Ballot Question 2B,"Yes/For,No/Against"
Moffat,City of Craig City Council,"Joe Herod,Shawnna Elmore,Michelle Gottschall,Jnl Linsacum,Denise Rae Kleinschnitz"
Moffat,City of Craig Mayor,Chris Nichols
Teller,City of Cripple Creek Ballot Question 2B,"Yes/For,No/Against"
Teller,City of Cripple Creek Council - Ward 4,Bruce Brown
Teller,City of Cripple Creek Council - Ward 5,"Katherine M. Lewis Jerden,JR Gatlin"
Teller,City of Cripple Creek Home Rule Charter Commission,"Bruce Brown,Kirk Pennock,Elwood Henson,Kelly W. Turner,Zeb Pennock,Jonathon Smith,Shawn M. Naprawa,Steven DiCamillo"
Weld,City of Dacono Ballot Question 2D,"Yes/For,No/Against"
Weld,City of Dacono Ballot Question 2E,"Yes/For,No/Against"
Weld,City of Dacono Ballot Question 2F,"Yes/For,No/Against"
Weld,City of Dacono Ballot Question 2G,"Yes/For,No/Against"
Weld,City of Dacono Council Members,"Keith A. Foster,Drew Martinez,Kevin Plain"
Delta,City of Delta Ballot Issue 2B,"Yes/For,No/Against"
Delta,City of Delta Ballot Question 2C,"Yes/For,No/Against"
Delta,City of Delta Ballot Question 2D,"Yes/For,No/Against"
Delta,City of Delta Ballot Question 2E,"Yes/For,No/Against"
Delta,City of delta Ballot Question 2F,"Yes/For,No/Against"
La Plata,City of Durango Ballot Issue 2A,"Yes/For,No/Against"
Jefferson,City of Edgewater Council Members,"Joel Newton,Mark Stechschulte,Lilly Steirer,Hannah Gay Keao"
Jefferson,City of Edgewater Mayor,"Steve Conklin,Cassidy"
Arapahoe,City of Englewood Ballot Question Number 2A,"Yes/For,No/Against"
Arapahoe,City of Englewood Office of Council Member District 2,"Rebecca Kramer,Jack Bethel"
Arapahoe,City of Englewood Office of Council Member District 4,"Kim Wright,Steve Ward"
Arapahoe,City of Englewood Office of Mayor At-Large,"Othoniel Sierra,Rita Russell"
Arapahoe,City of Englewood Office of Municipal Judge,Joe Jefferson
Weld,City of Evans Ballot Issue 2A,"Yes/For,No/Against"
Adams,City of Federal Heights Council Member - Ward 1,Mike Vallero
Adams,City of Federal Heights Council Member - Ward 2,Doris Peterson
Adams,City of Federal Heights Council Member - Ward 3,"Sonia Jensen,Kyle Hester,Theodore ""Ted"" F. May"
Fremont,City of Florence - City Council - Ward 1,Rudl Mergelman
Fremont,City of Florence - City Council - Ward 3,Brenda Gardner
Fremont,City of Florence - Mayor,"Steve Wolfe,Andie ""Love"" Herrera"
Fremont,CITY OF FLORENCE ISSUE 2C,"YES/FOR,NO/AGAINST"
Larimer,City of Fort Collins Ballot Issue 2A,"Yes/For,No/Against"
Larimer,City of Fort Collins Ballot Issue 302,"Yes/For,No/Against"
Larimer,City of Fort Collins Ballot Question 2B,"Yes/For,No/Against"
Larimer,City of Fort Collins Ballot Question 2C,"Yes/For,No/Against"
Larimer,City of Fort Collins Ballot Question 2D,"Yes/For,No/Against"
Larimer,City of Fort Collins Ballot Question 2E,"Yes/For,No/Against"
Larimer,City of Fort Collins Ballot Question 2F,"Yes/For,No/Against"
Larimer,City of Fort Collins Ballot Question 2G,"Yes/For,No/Against"
Larimer,City of Fort Collins Ballot Question 2H,"Yes/For,No/Against"
Larimer,City of Fort Collins Ballot Question 303,"Yes/For,No/Against"
Larimer,City of Fort Collins Councilmember - District 1,"Chris Conway,Susan Gutowsky,Daisy Montgomery"
Larimer,City of Fort Collins Councilmember - District 3,"Josh Fudge,Lance Smith,Steve Yurash"
Larimer,City of Fort Collins Councilmember - District 5,"Amy Hoeven,Zoelle Lane"
Larimer,City of Fort Collins Mayor,"Tricia Canonico,Adam Eggleston,Emily Francis,Adam Hirschhorn,Shirley Peel,Jeffrey Shumway,Scotty V VanTatenhove"
Weld,City of Fort Lupton Ballot Issue 2C,"Yes/For,No/Against"
Weld,City of Fort Lupton Mayor,Chris Ceretto
Weld,City of Fort Lupton Ward 1 Councilmember,"Sebastian Carrasco,Valerie Blackston"
Weld,City of Fort Lupton Ward 2 Councilmember,"Julianna Williams,Claud Hanes"
Weld,City of Fort Lupton Ward 3 Councilmember,"Justin Turigliatto,Beth McWilliams,Michael Sanchez"
Morgan,CITY OF FORT MORGAN BALLOT ISSUE  2A,"Yes/For,No/Against"
Morgan,City of Fort Morgan Councilmember Ward 1,"Brian Urdiales,Rena Frasco"
Morgan,City of Fort Morgan Councilmember Ward 2,R. Jon Kaper
Morgan,City of Fort Morgan Councilmember Ward 3,James Parks
Morgan,City of Fort Morgan Mayor,"Kevin ""Doc"" Lindell,Doug Schossow"
El Paso,City of Fountain Council Member - At Large,"Jim Heckman,Sean Verhoeff,Connie Whisenhunt,Eric Gregg"
El Paso,City of Fountain Council Member Ward 1 - 4 Year Term,Gordon Rick
El Paso,City of Fountain Council Member Ward 3 - 4 Year Term,Marcia Gieck
El Paso,City of Fountain Mayor,"Al Lender,Sharon Thompson"
Jefferson,City of Golden Council Member Ward 1,Emily Kurzinski
Jefferson,City of Golden Council Member Ward 2,"Dan Sung,Gerchard Pfau"
Jefferson,City of Golden Council Member Ward 3,"Loretta A. Huff,Brad Prince,Don Cameron"
Jefferson,City of Golden Council Member Ward 4,"Brendan Firlie,Sandra Knecht"
Weld,City of Greeley Councilmember At-Large,"Rachelle Tabor,Ryan Roth,Antonio Molina-Haro,Kendall R. Boots"
Weld,City of Greeley Councilmember Ward 2,"Deborah DeBoutez ,Brandon Wark"
Weld,City of Greeley Councilmember Ward 3,"Johnny Olson,Valerie Leal-Whitehead"
Weld,City of Greeley Councilmember Ward 4,"Brian Rudy,Amberleigh Gregor,W.D. ""Bill"" Gillard"
Weld,City of Greeley Mayor,"Dale Hall,Tiffany Simmons"
Arapahoe,City of Greenwood Village Councilmember District 1,"Paul Wiesner,Ann Nelson"
Arapahoe,City of Greenwood Village Councilmember District 2,"Jay Schneiderman,Bob Doyle,Rich Easton,Jack Coffey"
Arapahoe,City of Greenwood Village Councilmember District 3,"Donna Johnston,Daniel Zhukov,Libby Barnacle"
Arapahoe,City of Greenwood Village Councilmember District 4,"Gary Kleeman,Tom Stahl,Katrin Mezger"
Gunnison,City of Gunnison Ballot Issue 2B,"Yes/For,No/Against"
Gunnison,City of Gunnison City Council,"Loren Ahonen,Tristen Coleman,Matt Schwartz,Audrey Zahradka"
Clear Creek,City of Idaho Springs Ballot Question 2A,"Yes/For,No/Against"
Clear Creek,City of Idaho Springs Ballot Question 2B,"Yes/For,No/Against"
Clear Creek,City of Idaho Springs Ballot Question 2C,"Yes/For,No/Against"
Clear Creek,"City of Idaho Springs City Council, Ward II","Kathleen Collier,Janine Mariani"
Clear Creek,"City of Idaho Springs Mayor, At Large",Charles Harmon
Boulder,City of Lafayette Ballot Issue 2C,"Yes/For,No/Against"
Boulder,City of Lafayette City Council,"Adam Gianola,Luke Arrington,Josh Beryl,Eric Ryant,Saul Tapia Vega,Rob Glenn,Kyle Beaulieu,Annmarie Jensen,Crystal Gallegos,Michael Watson"
Jefferson,City of Lakewood Council Member Ward 1,Jeslin Shahrezaei 
Jefferson,City of Lakewood Council Member Ward 2,Liz Black
Jefferson,City of Lakewood Council Member Ward 3,"Ken Cruz,Bonnie Nguyen,Pedro ""Pete"" Roybal "
Jefferson,City of Lakewood Council Member Ward 4,"Ariel Manzanares-Scisney,Desiree Gonzalez,Bill Furman,Nick Munden"
Jefferson,City of Lakewood Council Member Ward 5,"Paula Nystrom,Karen Gordey"
Prowers,City of Lamar Council Member - Ward 1 - Four Year Term,Brad Johnson
Prowers,City of Lamar Council Member - Ward 2 - Four Year Term,"David Zavala,Mike Duffy,Don Williamson"
Prowers,City of Lamar Council Member - Ward 3 - Four Year Term,"Mark Headlee,Shalah Lynn Mata,Shawnarae Falconburg"
Prowers,City of Lamar Mayor At Large - Two Year Term,Kirk Crespin
Arapahoe,City of Littleton Ballot Question 3A,"Yes/For,No/Against"
Douglas,City of Littleton Ballot Question 3A,"Yes/For,No/Against"
Jefferson,City of Littleton Ballot Question 3A,"Yes/For,No/Against"
Douglas,City of Littleton Council Member At Large,"David Carlton,Joel Zink"
Arapahoe,City of Littleton Council Member At-Large,"David Carlton,Joel Zink"
Jefferson,City of Littleton Council Member At-Large,"David Carlton,Joel Zink"
Arapahoe,City of Littleton Council Member District I,"Merrill Stillwell,Darren Lemorande"
Arapahoe,City of Littleton Council Member District III,"Amanda Henderson,Curt Samuelson"
Arapahoe,City of Littleton Mayor,"Patrick Driscoll,Kyle Schlachter"
Douglas,City of Littleton Mayor,"Patrick Driscoll,Kyle Schlachter"
Jefferson,City of Littleton Mayor,"Patrick Driscoll,Kyle Schlachter"
Boulder,City of Longmont City Council At Large,"Crystal Prieto,Alex Kalkhofer,John Lembke,Jake Marsing,Riegan Sage,Steven Altschuler"
Weld,City of Longmont City Council At Large,"Crystal Prieto,Alex Kalkhofer,John Lembke,Jake Marsing,Riegan Sage,Steven Altschuler"
Boulder,City of Longmont City Council Ward 2,"Matthew Popkin,Teresa Simpkins"
Boulder,City of Longmont Mayor,"Susie Hidalgo-Fahring,Sarah Levison,Diane Crist,Shakeel Dalal"
Weld,City of Longmont Mayor,"Susie Hidalgo-Fahring,Sarah Levison,Diane Crist,Shakeel Dalal"
Boulder,City of Longmont Municipal Court Judge - Frick,"Yes/For,No/Against"
Weld,City of Longmont Municipal Court Judge - Frick,"Yes/For,No/Against"
Boulder,City of Louisville Ballot Question 300,"Yes/For,No/Against"
Boulder,City of Louisville Ballot Question 301,"Yes/For,No/Against"
Boulder,City of Louisville City Council Ward 1 (4-year term),"Joshua H. Cooperman,Denise Montagu"
Boulder,City of Louisville City Council Ward 2 (4-year term),Judi Kern
Boulder,City of Louisville City Council Ward 3 (4-year term),Dietrich Hoefner
Larimer,City of Loveland City Council - Ward 1,"Craig Martinbeault,Geoff Frahm"
Larimer,City of Loveland City Council - Ward 2,"Dana M. Foley,Sarah Rothberg"
Larimer,City of Loveland City Council - Ward 3,"Kalina Middleton,Christopher Say,Caitlin Wyrick,John Fogle"
Larimer,City of Loveland City Council - Ward 4,"Zeke Cortez,Jon Mallo"
Larimer,City of Loveland Mayor,"Patrick McFall,Troy Daniels"
El Paso,City of Manitou Springs Ballot Issue 2A,"Yes/For,No/Against"
El Paso,City of Manitou Springs City Council - Ward 1 - 4 Year Term,Nathan Nassif
El Paso,City of Manitou Springs City Council - Ward 2 - 4 Year Term,Carey Storm
El Paso,City of Manitou Springs City Council - Ward 3 - 4 Year Term,"Laura Breen,Gloria Latimer"
El Paso,City of Manitou Springs Mayor,Natalie Johnson
Montrose,City of Montrose - Amend City Charter,"Yes/For,No/Against"
Adams,City of Northglenn Council Member - Ward 1,"Nicholas Walker,Madison Leighty"
Adams,City of Northglenn Council Member - Ward 2,"Joshua D. Sievers,Jordan Stransky"
Weld,City of Northglenn Council Member - Ward 2,"Joshua D. Sievers,Jordan Stransky"
Adams,City of Northglenn Council Member - Ward 3,"Ryan Easterling-Babin,Mark Bromley,Richard Atsuhiko Kondo"
Adams,City of Northglenn Council Member - Ward 4,"Ann Nevares,Jody Roper"
Ouray,City of Ouray Council Member - At Large,Jenny Hart
Ouray,City of Ouray Mayor,"Michael S. Underwood,Tamara L. Gulde"
Garfield,City of Rifle Issue 2B,"Yes,No"
Chaffee,City of Salida Mayor - Two Year Term,"Tracy Kachadourian,Ethan Smith,Justin Critelli"
Chaffee,City of Salida Question 2A,"Yes/For,No/Against"
Arapahoe,City of Sheridan City Council Member Ward I,"Anthony Lopez,Laura Callahan"
Arapahoe,City of Sheridan City Council Member Ward II,"Jay Whittaker,Michael Moreno"
Arapahoe,City of Sheridan City Council Member Ward III,"Juanita Camacho,CJ Clark"
Arapahoe,City of Sheridan Mayor,"Sally Daigle,Terrance Kelly"
Routt,City of Steamboat Springs Ballot Question 2D,"Yes/For,No/Against"
Routt,City of Steamboat Springs City Council - At Large,"Joella West,Walter Magill,Blythe Casner,Robbie Shine,Loryn Duke,Kim Haggarty,Dave Barnes"
Routt,City of Steamboat Springs City Council - District I,"Gail Garey,Kelly Phillips"
Routt,City of Steamboat Springs City Council - District II,Steve Muntean
Routt,City of Steamboat Springs City Council - District III,"David Box,John Agosta"
Logan,City of Sterling Councilmember Ward 1,"Kristi Knowles,Stephen G. Piel"
Logan,City of Sterling Councilmember Ward 2,John Haynie
Logan,City of Sterling Councilmember Ward 3,"Jason C. Huggins,Steve Lively"
Logan,City of Sterling Mayor,"Mark Fuller,Matthew Foos"
