County,Tabulator,Batch,# of Ballot Cards,Location
Logan,104,1,26,1
Logan,104,2,28,1
Logan,104,3,23,1
Logan,104,4,25,1
Logan,104,5,31,1
Logan,104,6,25,1
Logan,104,7,25,1
Logan,104,8,25,1
Logan,104,9,4,1
Logan,104,10,11,1
Logan,104,11,17,1
Logan,104,12,25,1
Logan,104,13,25,1
Logan,104,14,23,1
Logan,104,15,30,1
Logan,104,16,25,1
Logan,104,17,25,1
Logan,104,18,25,1
Logan,104,19,1,1
Logan,104,20,25,2
Logan,104,21,25,2
Logan,104,22,20,2
Logan,104,23,25,2
Logan,104,24,23,2
Logan,104,25,24,2
Logan,104,26,24,2
Logan,104,27,25,2
Logan,104,28,33,2
Logan,104,29,25,2
Logan,104,30,25,2
Logan,104,31,25,2
Logan,104,32,24,2
Logan,104,33,3,2
Logan,104,34,17,2
Logan,104,35,23,2
Logan,104,36,25,2
Logan,104,37,25,2
Logan,104,38,25,2
Logan,104,39,30,2
Logan,104,40,1,2
Logan,104,41,25,3
Logan,104,42,25,3
Logan,104,43,26,3
Logan,104,44,31,3
Logan,104,45,25,3
Logan,104,46,25,3
Logan,104,47,25,3
Logan,104,48,26,3
Logan,104,49,26,3
Logan,104,50,15,3
Logan,104,51,25,3
Logan,104,52,18,4
Logan,104,53,23,4
Logan,104,54,25,4
Logan,104,55,25,4
Logan,104,56,23,4
Logan,104,57,23,4
Logan,104,58,26,4
Logan,104,59,19,4
Logan,104,60,19,4
Logan,104,61,25,4
Logan,104,62,27,4
Logan,104,63,11,4
Logan,104,64,24,4
Logan,104,65,24,4
Logan,104,66,25,4
Logan,104,67,25,4
Logan,104,68,25,4
Logan,104,69,25,4
Logan,104,70,25,4
Logan,104,71,1,4
Logan,104,72,19,5
Logan,104,73,31,5
Logan,104,74,24,5
Logan,104,75,24,5
Logan,104,76,18,5
Logan,104,77,25,5
Logan,104,78,25,5
Logan,104,79,2,5
Logan,104,80,19,5
Logan,104,81,33,5
Logan,104,82,12,5
Logan,104,83,24,5
Logan,104,84,25,5
Logan,104,85,24,5
Logan,104,86,25,5
Logan,104,87,25,5
Logan,104,88,25,5
Logan,104,89,25,5
Logan,104,90,25,5
Logan,104,91,25,5
Logan,104,92,25,5
Logan,104,93,2,5
Logan,104,94,20,6
Logan,104,95,25,6
Logan,104,96,16,6
Logan,104,97,26,6
Logan,104,98,25,6
Logan,104,99,25,6
Logan,104,100,25,6
Logan,104,101,1,6
Logan,104,102,27,7
Logan,104,103,18,7
Logan,104,104,27,7
Logan,104,105,25,7
Logan,104,106,25,7
Logan,104,107,26,7
Logan,104,108,25,7
Logan,104,109,1,7
Logan,104,110,12,7
Logan,104,111,29,7
Logan,104,112,25,7
Logan,104,113,31,7
Logan,104,114,25,7
Logan,104,115,25,7
Logan,104,116,25,7
Logan,104,117,25,7
Logan,104,118,1,7
Logan,104,119,22,7
Logan,104,120,30,7
Logan,104,121,19,7
Logan,104,122,25,7
Logan,104,123,30,7
Logan,104,124,24,7
Logan,104,125,25,7
Logan,104,126,25,7
Logan,104,127,2,7
Logan,104,128,16,8
Logan,104,129,27,8
Logan,104,130,24,8
Logan,104,131,25,8
Logan,104,132,25,8
Logan,104,133,25,8
Logan,104,134,25,8
Logan,104,135,25,8
Logan,104,136,25,8
Logan,104,137,25,8
Logan,104,138,3,8
Logan,104,139,26,8
Logan,104,140,25,8
Logan,104,141,28,8
Logan,104,142,24,8
Logan,104,143,33,8
Logan,104,144,35,8
Logan,104,145,25,8
Logan,104,146,25,8
Logan,104,147,25,8
Logan,104,148,25,8
Logan,104,149,25,8
Logan,104,150,1,8
Logan,104,151,18,9
Logan,104,152,27,9
Logan,104,153,24,9
Logan,104,154,25,9
Logan,104,155,22,9
Logan,104,156,25,9
Logan,104,157,25,9
Logan,104,158,27,9
Logan,104,159,25,9
Logan,104,160,25,9
Logan,104,161,25,9
Logan,104,162,25,9
Logan,104,163,3,9
Logan,104,164,19,9
Logan,104,165,20,9
Logan,104,166,24,9
Logan,104,167,23,9
Logan,104,168,25,9
Logan,104,169,26,9
Logan,104,170,25,9
Logan,104,171,25,9
Logan,104,172,24,9
Logan,104,173,12,9
Logan,104,174,1,9
Logan,104,175,10,10
Logan,104,176,25,10
Logan,104,177,24,10
Logan,104,178,25,10
Logan,104,179,25,10
Logan,104,180,24,10
Logan,104,181,29,10
Logan,104,182,25,10
Logan,104,183,1,10
Logan,104,184,7,10
Logan,104,185,25,10
Logan,104,186,25,10
Logan,104,187,25,10
Logan,104,188,24,10
Logan,104,189,24,10
Logan,104,190,24,10
Logan,104,191,24,10
Logan,104,192,2,10
Logan,104,193,14,11
Logan,104,194,17,11
Logan,104,195,25,11
Logan,104,196,25,11
Logan,104,197,34,11
Logan,104,198,1,11
Logan,104,199,19,11
Logan,104,200,25,11
Logan,104,201,15,11
Logan,104,202,33,11
Logan,104,203,25,11
Logan,104,204,4,11
Logan,104,205,12,11
Logan,104,206,21,11
Logan,104,207,25,11
Logan,104,208,10,11
Logan,104,209,14,11
Logan,104,210,16,11
Logan,104,211,23,11
Logan,104,212,25,11
Logan,104,213,1,11
Logan,104,214,9,11
Logan,104,215,25,11
Logan,104,216,24,11
Logan,104,217,11,11
Logan,104,218,25,11
Logan,104,219,14,11
Logan,104,220,1,11
Logan,104,221,5,11
Logan,104,222,27,11
Logan,104,223,3,11
Logan,104,224,15,11
Logan,104,225,30,11
Logan,104,226,20,12
Logan,104,227,1,12
