County,Tabulator,Batch,# of Ballots,Location
Larimer,107,1,100,40004
Larimer,106,1,100,40004
Larimer,107,2,99,40005
Larimer,106,2,99,40001
Larimer,110,1,99,40008
Larimer,109,1,95,40010
Larimer,104,1,98,40004
Larimer,108,1,100,40009
Larimer,103,1,65,40009
Larimer,107,3,98,40010
Larimer,108,2,99,40008
Larimer,101,1,100,40009
Larimer,107,4,95,40003
Larimer,102,1,100,40027
Larimer,108,3,100,40004
Larimer,104,2,99,40002
Larimer,103,2,80,40002
Larimer,102,2,97,40003
Larimer,101,2,100,40010
Larimer,107,5,100,40004
Larimer,110,2,60,40007
Larimer,109,2,99,40001
Larimer,108,4,99,40007
Larimer,101,3,100,40001
Larimer,104,3,100,40001
Larimer,102,3,95,40001
Larimer,107,6,99,40006
Larimer,101,4,3,40004
Larimer,108,5,100,40001
Larimer,104,4,99,40007
Larimer,102,4,3,40007
Larimer,103,3,98,40003
Larimer,110,3,99,40005
Larimer,107,7,100,40005
Larimer,109,3,100,40003
Larimer,101,5,99,40008
Larimer,107,8,12,40003
Larimer,102,5,100,40007
Larimer,110,4,100,40006
Larimer,108,6,94,40006
Larimer,104,5,100,40006
Larimer,101,6,100,40006
Larimer,107,9,100,40006
Larimer,103,4,99,40002
Larimer,110,5,100,40001
Larimer,102,6,99,40010
Larimer,101,7,97,40002
Larimer,109,4,99,40002
Larimer,108,7,100,40002
Larimer,104,6,99,40005
Larimer,110,6,100,40008
Larimer,107,10,100,40005
Larimer,108,8,100,40005
Larimer,103,5,100,40010
Larimer,109,5,100,40007
Larimer,102,7,98,40005
Larimer,107,11,100,40007
Larimer,104,7,100,40006
Larimer,110,7,99,40006
Larimer,101,8,99,40002
Larimer,101,9,2,40005
Larimer,108,9,100,40005
Larimer,107,12,4,40004
Larimer,104,8,100,40006
Larimer,109,6,100,40010
Larimer,102,8,100,40010
Larimer,110,8,100,40004
Larimer,101,10,2,40002
Larimer,103,6,100,40007
Larimer,107,13,59,40007
Larimer,102,9,2,40005
Larimer,108,10,100,40008
Larimer,109,7,5,40001
Larimer,107,14,100,40004
Larimer,104,9,100,40027
Larimer,109,8,100,40003
Larimer,101,11,100,40010
Larimer,107,15,100,40004
Larimer,102,10,99,40007
Larimer,110,9,42,40005
Larimer,101,12,100,40010
Larimer,108,11,99,40005
Larimer,107,16,100,40002
Larimer,108,12,100,40001
Larimer,109,9,100,40003
Larimer,107,17,100,40008
Larimer,101,13,100,40004
Larimer,104,10,100,40002
Larimer,109,10,100,40007
Larimer,107,18,100,40002
Larimer,101,14,100,40007
Larimer,103,7,100,40004
Larimer,109,11,99,40008
Larimer,101,15,100,40001
Larimer,104,11,100,40009
Larimer,103,8,100,40008
Larimer,101,16,100,40005
Larimer,109,12,100,40008
Larimer,108,13,100,40003
Larimer,101,17,100,40010
Larimer,109,13,100,40003
Larimer,104,12,100,40003
Larimer,107,19,99,40008
Larimer,103,9,99,40009
Larimer,101,18,96,40006
Larimer,110,10,99,40009
Larimer,104,13,100,40009
Larimer,109,14,100,40009
Larimer,101,19,100,40003
Larimer,102,11,100,40001
Larimer,107,20,100,40009
Larimer,108,14,98,40009
Larimer,102,12,100,40012
Larimer,104,14,96,40013
Larimer,101,20,100,40012
Larimer,107,21,100,40015
Larimer,103,10,100,40011
Larimer,108,15,63,40015
Larimer,101,21,2,40014
Larimer,109,15,100,40013
Larimer,102,13,100,40013
Larimer,107,22,99,40015
Larimer,110,11,100,40015
Larimer,101,22,100,40014
Larimer,102,14,100,40014
Larimer,108,16,100,40015
Larimer,107,23,94,40014
Larimer,109,16,100,40012
Larimer,101,23,34,40011
Larimer,103,11,100,40012
Larimer,108,17,100,40012
Larimer,102,15,100,40015
Larimer,107,24,100,40012
Larimer,109,17,99,40013
Larimer,110,12,100,40013
Larimer,101,24,100,40013
Larimer,108,18,100,40014
Larimer,104,15,12,40015
Larimer,103,12,22,40015
Larimer,102,16,100,40014
Larimer,109,18,36,40015
Larimer,107,25,65,40015
Larimer,101,25,100,40014
Larimer,108,19,100,40013
Larimer,104,16,99,40015
Larimer,107,26,100,40014
Larimer,102,17,100,40014
Larimer,103,13,99,40014
Larimer,110,13,100,40014
Larimer,101,26,99,40012
Larimer,102,18,100,40012
Larimer,109,19,100,40013
Larimer,110,14,100,40012
Larimer,108,20,100,40012
Larimer,103,14,100,40013
Larimer,107,27,100,40015
Larimer,104,17,60,40011
Larimer,107,28,100,40011
Larimer,101,27,98,40011
Larimer,102,19,100,40011
Larimer,108,21,99,40011
Larimer,110,15,100,40011
Larimer,109,20,98,40011
Larimer,103,15,98,40011
Larimer,108,22,100,40011
Larimer,106,3,95,40013
Larimer,105,1,62,40015
Larimer,106,4,99,40025
Larimer,105,2,98,40025
Larimer,102,20,100,40018
Larimer,103,16,100,40019
Larimer,101,28,98,40018
Larimer,104,18,100,40019
Larimer,110,16,100,40019
Larimer,107,29,97,40019
Larimer,102,21,100,40018
Larimer,108,23,100,40018
Larimer,101,29,3,40016
Larimer,110,17,100,40019
Larimer,102,22,100,40017
Larimer,109,21,99,40016
Larimer,107,30,100,40019
Larimer,101,30,100,40028
Larimer,108,24,100,40017
Larimer,103,17,98,40023
Larimer,110,18,48,40017
Larimer,104,19,98,40019
Larimer,107,31,100,40017
Larimer,109,22,100,40017
Larimer,102,23,55,40027
Larimer,110,19,100,40026
Larimer,108,25,100,40017
Larimer,103,18,100,40016
Larimer,107,32,99,40024
Larimer,105,6,98,40025
Larimer,104,20,100,40016
Larimer,110,20,99,40017
Larimer,102,24,39,40017
Larimer,108,26,100,40022
Larimer,109,23,100,40018
Larimer,101,31,99,40018
Larimer,107,33,100,40018
Larimer,103,19,100,40016
Larimer,102,25,99,40018
Larimer,108,27,100,40017
Larimer,104,21,100,40018
Larimer,109,24,100,40018
Larimer,101,32,100,40017
Larimer,107,34,100,40021
Larimer,103,20,100,40022
Larimer,109,25,100,40016
Larimer,108,28,100,40020
Larimer,101,33,100,40016
Larimer,104,22,100,40027
Larimer,107,35,100,40020
Larimer,110,21,100,40016
Larimer,109,26,90,40016
Larimer,108,29,100,40024
Larimer,104,23,98,40024
Larimer,101,34,100,40016
Larimer,103,21,100,40017
Larimer,107,36,100,40016
Larimer,102,26,99,40028
Larimer,109,27,100,40021
Larimer,108,30,100,40021
Larimer,101,35,100,40023
Larimer,107,37,100,40021
Larimer,103,22,99,40027
