County,Tabulator,Batch,# of Ballots,location
Otero,1,VBM-0001,25,13
Otero,1,VBM-0002,25,13
Otero,1,VBM-0003,25,13
Otero,1,VBM-0004,25,13
Otero,1,VBM-0005,25,13
Otero,1,VBM-0006,25,13
Otero,1,VBM-0007,25,13
Otero,1,VBM-0008,25,13
Otero,1,VBM-0009,24,13
Otero,1,VBM-0010,25,13
Otero,1,VBM-0011,25,13
Otero,1,VBM-0013,25,13
Otero,1,VBM-0014,25,13
Otero,1,VBM-0015,25,13
Otero,1,VBM-0016,25,13
Otero,1,VBM-0017,25,13
Otero,1,VBM-0018,25,13
Otero,1,VBM-0019,25,13
Otero,1,VBM-0020,25,13
Otero,1,VBM-0021,25,13
Otero,1,VBM-0022,25,13
Otero,1,VBM-0023,25,13
Otero,1,VBM-0024,25,13
Otero,1,VBM-0025,25,13
Otero,1,VBM-0026,25,13
Otero,1,VBM-0027,25,13
Otero,1,VBM-0028,25,13
Otero,1,VBM-0029,25,13
Otero,1,VBM-0030,25,13
Otero,1,VBM-0031,25,13
Otero,1,VBM-0032,25,13
Otero,1,VBM-0033,25,13
Otero,1,VBM-0034,25,13
Otero,1,VBM-0035,25,13
Otero,1,VBM-0036,25,13
Otero,1,VBM-0037,25,13
Otero,1,VBM-0038,25,13
Otero,1,VBM-0039,25,13
Otero,1,VBM-0040,25,13
Otero,1,VBM-0041,25,13
Otero,1,VBM-0042,25,13
Otero,1,VBM-0043,25,13
Otero,1,VBM-0044,26,13
Otero,1,VBM-0045,25,13
Otero,1,VBM-0046,25,13
Otero,1,VBM-0047,25,13
Otero,1,VBM-0048,25,14
Otero,1,VBM-0049,25,14
Otero,1,VBM-0050,25,14
Otero,1,VBM-0051,25,14
Otero,1,VBM-0052,25,14
Otero,1,VBM-0053,25,14
Otero,1,VBM-0054,25,14
Otero,1,VBM-0055,25,14
Otero,1,VBM-0056,25,14
Otero,1,VBM-0057,25,14
Otero,1,VBM-0058,25,14
Otero,1,VBM-0059,25,14
Otero,1,VBM-0060,25,14
Otero,1,VBM-0061,25,14
Otero,1,VBM-0062,25,14
Otero,1,VBM-0063,25,14
Otero,1,VBM-0064,25,14
Otero,1,VBM-0065,25,14
Otero,1,VBM-0067,25,14
Otero,1,VBM-0068,25,14
Otero,1,VBM-0069,25,6
Otero,1,VBM-0070,25,6
Otero,1,VBM-0071,25,6
Otero,1,VBM-0072,25,6
Otero,1,VBM-0073,25,6
Otero,1,VBM-0074,25,6
Otero,1,VBM-0075,25,6
Otero,1,VBM-0076,25,6
Otero,1,VBM-0077,25,6
Otero,1,VBM-0078,25,6
Otero,1,VBM-0079,25,6
Otero,1,VBM-0080,25,6
Otero,1,VBM-0081,25,6
Otero,1,VBM-0082,25,6
Otero,1,VBM-0083,25,6
Otero,1,VBM-0084,25,6
Otero,1,VBM-0085,25,14
Otero,1,VBM-0086,25,14
Otero,1,VBM-0087,25,14
Otero,1,VBM-0088,25,14
Otero,1,VBM-0089,25,6
Otero,1,VBM-0090,31,6
Otero,1,VBM-0091,25,3
Otero,1,VBM-0092,25,3
Otero,1,VBM-0093,25,3
Otero,1,VBM-0094,25,3
Otero,1,VBM-0095,25,3
Otero,1,VBM-0096,25,3
Otero,1,VBM-0097,25,3
Otero,1,VBM-0098,25,3
Otero,1,VBM-0100,25,3
Otero,1,VBM-0101,25,3
Otero,1,VBM-0102,25,3
Otero,1,VBM-0103,25,3
Otero,1,VBM-0104,25,3
Otero,1,VBM-0106,25,3
Otero,1,VBM-0107,25,3
Otero,1,VBM-0108,25,3
Otero,1,VBM-0109,25,4
Otero,1,VBM-0110,25,4
Otero,1,VBM-0111,25,4
Otero,1,VBM-0112,25,4
Otero,1,VBM-0113,25,4
Otero,1,VBM-0114,25,4
Otero,1,VBM-0115,25,4
