County,Tabulator,Batch #,# of ballots,Location
Adams,107,73,93,BOX-107-6
Adams,107,74,96,BOX-107-6
Adams,107,75,100,BOX-107-6
Adams,107,76,94,BOX-107-6
Adams,107,77,98,BOX-107-6
Adams,107,78,97,BOX-107-6
Adams,107,79,100,BOX-107-6
Adams,107,80,100,BOX-107-6
Adams,107,81,100,BOX-107-7
Adams,107,82,100,BOX-107-7
Adams,107,83,100,BOX-107-7
Adams,107,84,8,BOX-107-7
Adams,107,85,95,BOX-107-7
Adams,107,86,96,BOX-107-7
Adams,107,87,100,BOX-107-7
Adams,107,88,98,BOX-107-7
Adams,107,89,100,BOX-107-7
Adams,107,90,99,BOX-107-7
Adams,107,91,99,BOX-107-7
Adams,107,92,100,BOX-107-7
Adams,107,93,100,BOX-107-7
Adams,107,94,100,BOX-107-8
Adams,107,95,100,BOX-107-8
Adams,107,96,100,BOX-107-8
Adams,107,97,100,BOX-107-8
Adams,107,98,100,BOX-107-8
Adams,107,99,100,BOX-107-8
Adams,107,100,100,BOX-107-8
Adams,107,101,33,BOX-107-8
Adams,107,102,100,BOX-107-8
Adams,107,103,100,BOX-107-8
Adams,107,104,100,BOX-107-8
Adams,107,105,100,BOX-107-8
Adams,107,106,100,BOX-107-8
Adams,107,107,100,BOX-107-9
Adams,107,108,98,BOX-107-9
Adams,107,109,100,BOX-107-9
Adams,107,110,100,BOX-107-9
Adams,107,111,100,BOX-107-9
Adams,107,112,100,BOX-107-9
Adams,107,113,100,BOX-107-9
Adams,107,114,100,BOX-107-9
Adams,107,115,50,BOX-107-9
Adams,107,116,100,BOX-107-9
Adams,107,117,100,BOX-107-9
Adams,107,118,100,BOX-107-9
Adams,107,119,100,BOX-107-9
Adams,107,120,100,BOX-107-10
Adams,107,121,100,BOX-107-10
Adams,107,122,100,BOX-107-10
Adams,107,123,99,BOX-107-10
Adams,107,124,97,BOX-107-10
Adams,107,125,93,BOX-107-10
Adams,107,126,100,BOX-107-10
Adams,107,127,100,BOX-107-10
Adams,107,128,5,BOX-107-10
Adams,107,129,100,BOX-107-10
Adams,107,130,100,BOX-107-10
Adams,107,131,97,BOX-107-10
Adams,107,132,80,BOX-107-10
Adams,107,133,101,BOX-107-10
Adams,107,134,100,BOX-107-11
Adams,107,135,100,BOX-107-11
Adams,107,136,100,BOX-107-11
Adams,107,137,100,BOX-107-11
Adams,107,138,100,BOX-107-11
Adams,107,139,100,BOX-107-11
Adams,107,140,56,BOX-107-11
Adams,107,141,89,BOX-107-11
Adams,107,142,100,BOX-107-11
Adams,107,143,85,BOX-107-11
Adams,107,144,100,BOX-107-11
Adams,107,145,100,BOX-107-11
Adams,107,146,100,BOX-107-12
Adams,107,147,91,BOX-107-12
Adams,107,148,86,BOX-107-12
Adams,107,149,100,BOX-107-12
Adams,107,150,96,BOX-107-12
Adams,107,151,100,BOX-107-12
Adams,107,152,100,BOX-107-12
Adams,107,153,100,BOX-107-12
Adams,107,154,99,BOX-107-12
Adams,108,1,99,BOX-108-1
Adams,108,2,94,BOX-108-1
Adams,108,3,100,BOX-108-1
Adams,108,4,93,BOX-108-1
Adams,108,5,93,BOX-108-1
Adams,108,6,76,BOX-108-1
Adams,108,7,100,BOX-108-1
Adams,108,8,100,BOX-108-1
Adams,108,9,46,BOX-108-1
Adams,108,10,100,BOX-108-1
Adams,108,11,100,BOX-108-1
Adams,108,12,99,BOX-108-1
Adams,108,13,97,BOX-108-1
Adams,108,14,100,BOX-108-1
Adams,108,15,100,BOX-108-2
Adams,108,16,100,BOX-108-2
Adams,108,17,100,BOX-108-2
Adams,108,18,99,BOX-108-2
Adams,108,19,98,BOX-108-2
Adams,108,20,100,BOX-108-2
Adams,108,21,100,BOX-108-2
Adams,108,22,92,BOX-108-2
Adams,108,23,100,BOX-108-2
Adams,108,24,100,BOX-108-2
Adams,108,25,100,BOX-108-2
Adams,108,26,99,BOX-108-2
Adams,108,27,100,BOX-108-2
Adams,108,28,80,BOX-108-3
Adams,108,29,100,BOX-108-3
Adams,108,30,100,BOX-108-3
Adams,108,31,100,BOX-108-3
Adams,108,32,100,BOX-108-3
Adams,108,33,100,BOX-108-3
Adams,108,34,100,BOX-108-3
Adams,108,35,100,BOX-108-3
Adams,108,36,34,BOX-108-3
Adams,108,37,100,BOX-108-3
Adams,108,38,100,BOX-108-3
Adams,108,39,46,BOX-108-3
Adams,108,40,100,BOX-108-3
Adams,108,41,100,BOX-108-3
Adams,108,42,100,BOX-108-4
Adams,108,43,100,BOX-108-4
Adams,108,44,99,BOX-108-4
Adams,108,45,100,BOX-108-4
Adams,108,46,100,BOX-108-4
Adams,108,47,100,BOX-108-4
Adams,108,48,100,BOX-108-4
Adams,108,49,100,BOX-108-4
Adams,108,50,100,BOX-108-4
Adams,108,51,100,BOX-108-4
Adams,108,52,100,BOX-108-4
Adams,108,53,97,BOX-108-5
Adams,108,54,100,BOX-108-5
Adams,108,55,100,BOX-108-5
Adams,108,56,100,BOX-108-5
Adams,108,57,100,BOX-108-5
Adams,108,58,100,BOX-108-5
Adams,108,59,96,BOX-108-5
Adams,108,60,100,BOX-108-5
Adams,108,61,100,BOX-108-5
Adams,108,62,100,BOX-108-5
Adams,108,63,97,BOX-108-5
Adams,108,64,100,BOX-108-5
Adams,108,65,100,BOX-108-5
Adams,108,66,100,BOX-108-6
Adams,108,67,98,BOX-108-6
Adams,108,68,96,BOX-108-6
Adams,108,69,100,BOX-108-6
Adams,108,70,100,BOX-108-6
Adams,108,71,100,BOX-108-6
Adams,108,72,100,BOX-108-6
Adams,108,73,88,BOX-108-6
Adams,108,74,100,BOX-108-6
Adams,108,75,100,BOX-108-6
Adams,108,76,101,BOX-108-6
Adams,108,77,100,BOX-108-7
Adams,108,78,100,BOX-108-7
Adams,108,79,100,BOX-108-7
Adams,108,80,100,BOX-108-7
Adams,108,81,96,BOX-108-7
Adams,108,82,89,BOX-108-7
Adams,108,83,100,BOX-108-7
Adams,108,84,100,BOX-108-7
Adams,108,85,100,BOX-108-7
Adams,108,86,100,BOX-108-7
Adams,108,87,93,BOX-108-7
Adams,108,88,100,BOX-108-7
Adams,108,89,100,BOX-108-8
Adams,108,90,100,BOX-108-8
Adams,108,91,92,BOX-108-8
Adams,108,92,100,BOX-108-8
Adams,108,93,100,BOX-108-8
Adams,108,94,100,BOX-108-8
Adams,108,95,100,BOX-108-8
Adams,108,96,92,BOX-108-8
Adams,108,97,98,BOX-108-8
Adams,108,98,100,BOX-108-8
Adams,108,99,100,BOX-108-8
Adams,108,100,33,BOX-108-9
Adams,108,101,100,BOX-108-9
Adams,108,102,100,BOX-108-9
Adams,108,103,100,BOX-108-9
Adams,108,104,100,BOX-108-9
Adams,108,105,100,BOX-108-9
Adams,108,106,100,BOX-108-9
Adams,108,107,100,BOX-108-9
Adams,108,108,100,BOX-108-9
Adams,108,109,86,BOX-108-9
Adams,108,110,100,BOX-108-9
Adams,108,111,100,BOX-108-9
Adams,108,112,100,BOX-108-10
Adams,108,113,99,BOX-108-10
Adams,108,114,99,BOX-108-10
Adams,108,115,100,BOX-108-10
Adams,108,116,100,BOX-108-10
Adams,108,117,100,BOX-108-10
Adams,108,118,100,BOX-108-10
Adams,108,119,100,BOX-108-10
Adams,108,120,82,BOX-108-10
Adams,108,121,100,BOX-108-10
Adams,108,122,100,BOX-108-10
Adams,108,123,100,BOX-108-10
Adams,108,124,100,BOX-108-11
Adams,108,125,91,BOX-108-11
Adams,108,126,79,BOX-108-11
Adams,108,127,100,BOX-108-11
Adams,108,128,100,BOX-108-11
Adams,108,129,100,BOX-108-11
Adams,108,130,99,BOX-108-11
Adams,108,131,100,BOX-108-11
Adams,108,133,100,BOX-108-11
Adams,109,1,58,BOX-109-1
Adams,109,2,58,BOX-109-1
Adams,109,3,10,BOX-109-1
Adams,109,4,9,BOX-109-1
Adams,109,5,7,BOX-109-1
Adams,109,6,13,BOX-109-1
Adams,109,7,2,BOX-109-1
Adams,109,8,4,BOX-109-1
Adams,109,9,13,BOX-109-1
Adams,109,10,9,BOX-109-1
Adams,109,11,47,BOX-109-1
Adams,109,12,46,BOX-109-1
Adams,109,13,2,BOX-109-1
Adams,110,1,48,BOX-110-1
Adams,110,2,97,BOX-110-2
Adams,110,3,100,BOX-110-2
Adams,110,4,100,BOX-110-2
Adams,110,5,100,BOX-110-2
Adams,110,6,100,BOX-110-2
Adams,110,7,100,BOX-110-2
Adams,110,8,100,BOX-110-2
Adams,110,9,100,BOX-110-2
Adams,110,10,100,BOX-110-2
Adams,110,11,100,BOX-110-2
Adams,110,12,100,BOX-110-2
Adams,110,13,84,BOX-110-2
Adams,110,14,100,BOX-110-3
Adams,110,15,100,BOX-110-3
Adams,110,16,100,BOX-110-3
Adams,110,17,100,BOX-110-3
Adams,110,18,100,BOX-110-3
Adams,110,19,100,BOX-110-3
Adams,110,20,100,BOX-110-3
Adams,110,21,81,BOX-110-3
Adams,110,22,100,BOX-110-3
Adams,110,23,98,BOX-110-3
