County,Tabulator ID,Batch,#of Ballot Cards,Location
Routt,102,164,22,4
Routt,102,165,22,4
Routt,102,166,17,4
Routt,102,167,4,4
Routt,102,168,6,4
Routt,102,169,23,4
Routt,102,170,23,4
Routt,102,171,21,4
Routt,102,172,33,4
Routt,102,173,25,4
Routt,102,174,25,4
Routt,102,175,25,4
Routt,102,176,25,4
Routt,102,177,25,4
Routt,102,178,25,4
Routt,102,179,25,4
Routt,102,180,25,4
Routt,102,181,24,5
Routt,102,182,24,5
Routt,102,183,24,5
Routt,102,184,24,5
Routt,102,185,24,5
Routt,102,186,24,5
Routt,102,187,23,5
Routt,102,188,47,5
Routt,102,189,7,5
Routt,102,190,24,5
Routt,102,191,24,5
Routt,102,192,25,5
Routt,102,193,25,5
Routt,102,194,23,5
Routt,102,195,23,5
Routt,102,196,23,5
Routt,102,197,23,5
Routt,102,198,23,5
Routt,102,199,22,5
Routt,102,200,22,5
Routt,102,201,22,5
Routt,102,202,22,5
Routt,102,203,22,5
Routt,102,204,14,5
Routt,102,205,14,5
Routt,102,206,21,5
Routt,102,207,9,5
Routt,102,208,6,5
Routt,102,209,11,5
Routt,102,210,86,5
Routt,102,211,25,5
Routt,102,212,25,5
Routt,102,213,25,5
Routt,102,214,25,5
Routt,102,215,25,5
Routt,102,216,25,5
Routt,102,217,25,5
Routt,102,218,25,5
Routt,102,219,25,5
Routt,102,220,25,5
Routt,102,221,24,5
Routt,102,222,24,5
Routt,102,223,24,5
Routt,102,224,24,5
Routt,102,225,24,5
Routt,102,226,24,5
Routt,102,227,23,5
Routt,102,228,23,5
Routt,102,229,22,5
Routt,102,230,21,5
Routt,102,231,9,5
Routt,102,232,6,5
Routt,102,233,4,5
Routt,102,234,25,6
Routt,102,235,25,6
Routt,102,236,25,6
Routt,102,237,24,6
Routt,102,238,24,6
Routt,102,239,24,6
Routt,102,240,24,6
Routt,102,241,24,6
Routt,102,242,23,6
Routt,102,243,23,6
Routt,102,244,22,6
Routt,102,245,25,6
Routt,102,246,25,6
Routt,102,247,24,6
Routt,102,248,24,6
Routt,102,249,24,6
Routt,102,250,23,6
Routt,102,251,22,6
Routt,102,252,22,6
Routt,102,253,22,6
Routt,102,254,19,6
Routt,102,255,25,6
Routt,102,256,25,6
Routt,102,257,25,6
Routt,102,258,24,6
Routt,102,259,24,6
Routt,102,260,24,6
Routt,102,261,23,6
Routt,102,262,22,6
Routt,102,263,23,6
Routt,102,264,20,6
Routt,102,265,22,6
Routt,102,266,22,6
Routt,102,267,22,6
Routt,102,268,21,6
Routt,102,269,18,6
Routt,102,270,14,6
Routt,102,271,23,6
Routt,102,272,23,6
Routt,102,273,23,6
Routt,102,274,24,6
Routt,102,275,22,6
Routt,102,276,25,6
Routt,102,277,25,6
Routt,102,278,30,6
