County,Tabulator,Batch,# of Ballots,Location
Boulder,103,1,95,26P-001
Boulder,103,2,100,26P-001
Boulder,103,3,98,26P-001
Boulder,103,4,100,26P-001
Boulder,103,5,97,26P-001
Boulder,103,6,100,26P-001
Boulder,103,7,100,26P-001
Boulder,103,8,100,26P-001
Boulder,103,9,99,26P-001
Boulder,103,10,100,26P-001
Boulder,103,11,98,26P-001
Boulder,103,12,99,26P-001
Boulder,103,13,95,26P-007
Boulder,103,14,100,26P-007
Boulder,103,15,100,26P-007
Boulder,103,16,98,26P-007
Boulder,103,17,100,26P-007
Boulder,103,18,96,26P-007
Boulder,103,19,99,26P-007
Boulder,103,20,100,26P-007
Boulder,103,21,99,26P-007
Boulder,103,22,98,26P-007
Boulder,103,23,100,26P-007
Boulder,103,24,100,26P-007
Boulder,103,25,100,26P-013
Boulder,103,26,100,26P-013
Boulder,103,27,97,26P-013
Boulder,103,28,100,26P-013
Boulder,103,29,96,26P-013
Boulder,103,30,100,26P-013
Boulder,103,31,99,26P-013
Boulder,103,32,100,26P-013
Boulder,103,33,97,26P-013
Boulder,103,34,95,26P-013
Boulder,103,35,99,26P-013
Boulder,103,36,99,26P-013
Boulder,103,37,99,26P-021
Boulder,103,38,98,26P-021
Boulder,103,39,99,26P-021
Boulder,103,40,100,26P-021
Boulder,103,41,98,26P-021
Boulder,103,42,100,26P-021
Boulder,103,43,100,26P-021
Boulder,103,44,100,26P-021
Boulder,103,45,100,26P-021
Boulder,103,46,100,26P-021
Boulder,103,47,100,26P-021
Boulder,103,48,99,26P-021
Boulder,103,49,100,26P-034
Boulder,103,50,98,26P-034
Boulder,103,51,98,26P-034
Boulder,103,52,100,26P-034
Boulder,103,53,100,26P-034
Boulder,103,54,100,26P-034
Boulder,103,55,99,26P-034
Boulder,103,56,100,26P-034
Boulder,103,57,99,26P-034
Boulder,103,58,99,26P-034
Boulder,103,59,100,26P-034
Boulder,103,60,100,26P-034
Boulder,103,61,98,26P-035
Boulder,103,62,100,26P-035
Boulder,103,63,100,26P-035
Boulder,103,64,100,26P-035
Boulder,103,65,98,26P-035
Boulder,103,66,99,26P-035
Boulder,103,67,94,26P-035
Boulder,103,68,99,26P-035
Boulder,103,69,100,26P-035
Boulder,103,70,99,26P-035
