county_name,contest_name,imprinted_id,ballot_type,choice_per_voting_computer,audit_board_selection,consensus,record_type,audit_board_comment,timestamp,cvr_id
Boulder,Boulder County Commissioner - District 1 - DEM,5-8-143,DS-01D,"","",YES,uploaded,"",2020-07-11 15:16:44.797,4956
Boulder,Boulder County Commissioner - District 1 - DEM,8-65-71,DS-01D,"","",YES,uploaded,"",2020-07-11 16:40:16.353,95903
Boulder,Boulder County Commissioner - District 1 - DEM,1-106-127,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:41:42.275,109479
Boulder,Boulder County Commissioner - District 1 - DEM,2-59-103,DS-19D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:06:39.578,60105
Boulder,Boulder County Commissioner - District 1 - DEM,6-54-139,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:34:13.297,104107
Boulder,Boulder County Commissioner - District 1 - DEM,1-73-18,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:21:52.482,68326
Boulder,Boulder County Commissioner - District 1 - DEM,3-5-90,DS-16D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:01:00.845,3366
Boulder,Boulder County Commissioner - District 1 - DEM,3-49-123,DS-10D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:33:30.46,53181
Boulder,Boulder County Commissioner - District 1 - DEM,6-31-115,DS-10D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:42:55.012,81065
Boulder,Boulder County Commissioner - District 1 - DEM,2-51-20,DS-04D,"","",YES,uploaded,"",2020-07-11 16:05:38.498,52707
Boulder,Boulder County Commissioner - District 1 - DEM,3-59-7,DS-28D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:36:14.905,69107
Boulder,Boulder County Commissioner - District 1 - DEM,4-73-50,DS-22D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:30:43.504,90378
Boulder,Boulder County Commissioner - District 1 - DEM,7-27-150,DS-04D,"","",YES,uploaded,"",2020-07-11 15:46:37.431,40389
Boulder,Boulder County Commissioner - District 1 - DEM,8-15-100,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:42:53.215,16293
Boulder,Boulder County Commissioner - District 1 - DEM,7-13-85,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:23:33.146,29567
Boulder,Boulder County Commissioner - District 1 - DEM,8-56-37,DS-19D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:55:50.119,89078
Boulder,Boulder County Commissioner - District 1 - DEM,2-14-79,DS-10D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:02:26.8,16917
Boulder,Boulder County Commissioner - District 1 - DEM,9-5-59,DS-10D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:39:37.68,7543
Boulder,Boulder County Commissioner - District 1 - DEM,1-86-89,DS-04D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 11:02:18.085,83740
Boulder,Boulder County Commissioner - District 1 - DEM,5-27-64,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:33:40.595,42469
Boulder,Boulder County Commissioner - District 1 - DEM,8-34-13,DS-10D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:33:15.894,54195
Boulder,Boulder County Commissioner - District 1 - DEM,10-32-81,DS-01D,"","",YES,uploaded,"",2020-07-11 16:48:26.166,59008
Boulder,Boulder County Commissioner - District 1 - DEM,5-5-121,DS-10D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:15:39.574,4534
Boulder,Boulder County Commissioner - District 1 - DEM,7-57-67,DS-22D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:37:40.443,74044
Boulder,Boulder County Commissioner - District 1 - DEM,6-38-75,DS-19D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:46:43.946,90534
Boulder,Boulder County Commissioner - District 1 - DEM,4-57-126,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:40:32.559,67578
Boulder,Boulder County Commissioner - District 1 - DEM,3-79-141,DS-10D,"","",YES,uploaded,"",2020-07-11 16:28:44.435,98298
Boulder,Boulder County Commissioner - District 1 - DEM,2-73-80,DS-13D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:26:14.622,81972
Boulder,Boulder County Commissioner - District 1 - DEM,3-51-56,DS-13D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:32:48.966,72671
Boulder,Boulder County Commissioner - District 1 - DEM,8-39-59,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:46:55.367,55576
Boulder,Boulder County Commissioner - District 1 - DEM,6-30-52,DS-19D,"","",YES,uploaded,"",2020-07-11 15:42:39.019,80007
Boulder,Boulder County Commissioner - District 1 - DEM,3-48-44,DS-13D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:32:18.405,52474
Boulder,Boulder County Commissioner - District 1 - DEM,1-28-78,DS-04D,"","",YES,uploaded,"",2020-07-11 15:45:17.07,30074
Boulder,Boulder County Commissioner - District 1 - DEM,2-13-107,DS-04D,"","",YES,uploaded,"",2020-07-11 10:00:36.445,16654
Boulder,Boulder County Commissioner - District 1 - DEM,1-20-87,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:31:36.078,25867
Boulder,Boulder County Commissioner - District 1 - DEM,10-97-67,DS-10D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:41:56.165,107932
Boulder,Boulder County Commissioner - District 1 - DEM,3-51-15,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:31:32.288,72623
Boulder,Boulder County Commissioner - District 1 - DEM,4-8-17,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:14:20.714,13488
Boulder,Boulder County Commissioner - District 1 - DEM,1-88-128,DS-10D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 11:04:17.341,85315
Boulder,Boulder County Commissioner - District 1 - DEM,10-83-12,DS-04D,"","",YES,uploaded,"",2020-07-11 16:14:56.303,98110
Boulder,Boulder County Commissioner - District 1 - DEM,7-60-3,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:40:38.641,75633
Boulder,Boulder County Commissioner - District 1 - DEM,1-33-95,DS-04D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:10:38.016,31903
Boulder,Boulder County Commissioner - District 1 - DEM,10-95-82,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:40:12.501,107275
Boulder,Boulder County Commissioner - District 1 - DEM,7-36-124,DS-10D,"","",YES,uploaded,"",2020-07-11 10:31:11.974,50038
Boulder,Boulder County Commissioner - District 1 - DEM,4-68-72,DS-25D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:55:21.546,85246
Boulder,Boulder County Commissioner - District 1 - DEM,2-30-62,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:47:43.896,23292
Boulder,Boulder County Commissioner - District 1 - DEM,6-22-129,DS-04D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:42:25.876,73307
Boulder,Boulder County Commissioner - District 1 - DEM,1-72-30,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:50:37.684,66028
Boulder,Boulder County Commissioner - District 1 - DEM,10-20-23,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:41:44.381,48374
Boulder,Boulder County Commissioner - District 1 - DEM,3-46-126,DS-10D,"","",YES,uploaded,"",2020-07-11 10:31:06.401,50973
Boulder,Boulder County Commissioner - District 1 - DEM,6-1-73,DS-10D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:17:52.565,5361
Boulder,Boulder County Commissioner - District 1 - DEM,1-100-13,DS-10D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 11:19:55.185,99151
Boulder,Boulder County Commissioner - District 1 - DEM,5-18-53,DS-04D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:34:03.683,15002
Boulder,Boulder County Commissioner - District 1 - DEM,1-97-126,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 11:18:22.666,93267
Boulder,Boulder County Commissioner - District 1 - DEM,8-21-127,DS-16D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:02:54.685,19930
Boulder,Boulder County Commissioner - District 1 - DEM,1-100-12,DS-13D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:40:31.976,99100
Boulder,Boulder County Commissioner - District 1 - DEM,6-38-134,DS-19D,"","",YES,uploaded,"",2020-07-11 15:47:55.304,90404
Boulder,Boulder County Commissioner - District 1 - DEM,4-30-133,DS-10D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:26:16.86,30457
Boulder,Boulder County Commissioner - District 1 - DEM,8-53-6,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:19:08.123,76819
Boulder,Boulder County Commissioner - District 1 - DEM,6-63-62,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:54:49.418,108246
Boulder,Boulder County Commissioner - District 1 - DEM,2-6-95,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 09:58:06.337,13406
Boulder,Boulder County Commissioner - District 1 - DEM,6-31-24,DS-01D,"","",YES,uploaded,"",2020-07-11 15:41:42.606,81044
Boulder,Boulder County Commissioner - District 1 - DEM,9-1-12,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:48:09.002,7021
Boulder,Boulder County Commissioner - District 1 - DEM,9-7-100,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:41:57.826,7909
Boulder,Boulder County Commissioner - District 1 - DEM,3-43-50,DS-10D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:29:57.503,46988
Boulder,Boulder County Commissioner - District 1 - DEM,10-30-79,DS-01D,"","",YES,uploaded,"",2020-07-11 11:04:21.406,57798
Boulder,Boulder County Commissioner - District 1 - DEM,1-8-42,DS-04D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 09:45:57.793,2219
Boulder,Boulder County Commissioner - District 1 - DEM,2-75-81,DS-13D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:28:30.437,84075
Boulder,Boulder County Commissioner - District 1 - DEM,7-29-61,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:48:11.106,41407
Boulder,Boulder County Commissioner - District 1 - DEM,10-76-125,DS-28D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:42:16.295,94835
Boulder,Boulder County Commissioner - District 1 - DEM,3-36-138,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:29:14.988,37724
Boulder,Boulder County Commissioner - District 1 - DEM,2-53-41,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:41:59.186,53498
Boulder,Boulder County Commissioner - District 1 - DEM,4-1-58,DS-10D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:13:13.554,9298
Boulder,Boulder County Commissioner - District 1 - DEM,4-21-83,DS-04D,"","",YES,uploaded,"",2020-07-11 10:28:53.522,24761
Boulder,Boulder County Commissioner - District 1 - DEM,2-75-35,DS-04D,"","",YES,uploaded,"",2020-07-11 16:27:25.686,83942
Boulder,Boulder County Commissioner - District 1 - DEM,3-25-33,DS-19D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:48:56.632,27834
Boulder,Boulder County Commissioner - District 1 - DEM,10-88-68,DS-19D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:17:30.195,100949
Boulder,Boulder County Commissioner - District 1 - DEM,10-21-128,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:57:09.274,49251
Boulder,Boulder County Commissioner - District 1 - DEM,3-42-95,DS-25D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:28:49.349,45014
Boulder,Boulder County Commissioner - District 1 - DEM,10-76-1,DS-01D,"","",YES,uploaded,"",2020-07-11 16:39:37.986,94749
Boulder,Boulder County Commissioner - District 1 - DEM,1-79-2,DS-04D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 11:13:30.431,77500
Boulder,Boulder County Commissioner - District 1 - DEM,8-53-89,DS-10D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:54:44.077,76875
Boulder,Boulder County Commissioner - District 1 - DEM,2-13-88,DS-04D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:32:59.26,16714
Boulder,Boulder County Commissioner - District 1 - DEM,3-92-2029,DS-13D,"","",YES,uploaded,"",2020-07-11 16:25:47.288,117806
Boulder,Boulder County Commissioner - District 1 - DEM,10-24-8,DS-13D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:58:09.201,74267
Boulder,Boulder County Commissioner - District 1 - DEM,1-62-2,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:42:55.708,59254
Boulder,Boulder County Commissioner - District 1 - DEM,2-3-101,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 09:51:58.523,11976
Boulder,Boulder County Commissioner - District 1 - DEM,4-33-93,DS-07D,"","",YES,uploaded,"",2020-07-11 15:27:21.985,35390
Boulder,Boulder County Commissioner - District 1 - DEM,6-18-79,DS-07D,"","",YES,uploaded,"",2020-07-11 15:35:13.11,68993
Boulder,Boulder County Commissioner - District 1 - DEM,2-80-101,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 11:05:14.347,88413
Boulder,Boulder County Commissioner - District 1 - DEM,6-32-41,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:28:20.906,81562
Boulder,Boulder County Commissioner - District 1 - DEM,4-88-101,DS-04D,"","",YES,uploaded,"",2020-07-11 16:37:37.607,105450
Boulder,Boulder County Commissioner - District 1 - DEM,8-62-6,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:34:19.828,92416
Boulder,Boulder County Commissioner - District 1 - DEM,2-54-9,DS-01D,"","",YES,uploaded,"",2020-07-11 10:43:23.988,53823
Boulder,Boulder County Commissioner - District 1 - DEM,8-98-378,DS-19D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:48:27.166,112024
Boulder,Boulder County Commissioner - District 1 - DEM,3-9-98,DS-10D,"","",YES,uploaded,"",2020-07-11 15:12:08.753,8170
Boulder,Boulder County Commissioner - District 1 - DEM,8-100-4,DS-04D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:09:52.076,112457
Boulder,Boulder County Commissioner - District 1 - DEM,7-49-116,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:36:51.762,68057
Boulder,Boulder County Commissioner - District 1 - DEM,5-39-84,DS-04D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:40:26.335,55389
Boulder,Boulder County Commissioner - District 1 - DEM,9-3-36,DS-10D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:49:19.635,7269
Boulder,Boulder County Commissioner - District 1 - DEM,3-17-58,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:03:17.592,21014
Boulder,Boulder County Commissioner - District 1 - DEM,1-44-150,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:44:00.561,43377
Boulder,Boulder County Commissioner - District 1 - DEM,2-48-40,DS-13D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:27:33.652,45700
Boulder,Boulder County Commissioner - District 1 - DEM,4-40-45,DS-22D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:35:48.091,40719
Boulder,Boulder County Commissioner - District 1 - DEM,4-37-32,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:31:20.389,38950
Boulder,Boulder County Commissioner - District 1 - DEM,10-68-57,DS-04D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 11:15:30.716,88179
Boulder,Boulder County Commissioner - District 1 - DEM,8-53-59,DS-16D,"","",YES,uploaded,"",2020-07-11 10:53:42.593,76835
Boulder,Boulder County Commissioner - District 1 - DEM,7-31-20,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:49:44.339,42607
Boulder,Boulder County Commissioner - District 1 - DEM,3-27-120,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:27:23.62,29166
Boulder,Boulder County Commissioner - District 1 - DEM,10-18-87,DS-04D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:44:07.706,47118
Boulder,Boulder County Commissioner - District 1 - DEM,6-3-135,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:18:58.034,5531
Boulder,Boulder County Commissioner - District 1 - DEM,10-19-143,DS-04D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:19:44.4,47605
Boulder,Boulder County Commissioner - District 1 - DEM,8-128-177,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 11:05:30.971,120087
Boulder,Boulder County Commissioner - District 1 - DEM,5-40-82,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:27:11.72,55687
Boulder,Boulder County Commissioner - District 1 - DEM,2-18-24,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:26:09.412,18597
Boulder,Boulder County Commissioner - District 1 - DEM,5-25-17,DS-07D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:31:20.308,41080
Boulder,Boulder County Commissioner - District 1 - DEM,1-89-36,DS-10D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 11:06:01.416,86055
Boulder,Boulder County Commissioner - District 1 - DEM,1-64-104,DS-04D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:44:09.427,61556
Boulder,Boulder County Commissioner - District 1 - DEM,2-37-9,DS-22D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 10:26:27.621,33556
Boulder,Boulder County Commissioner - District 1 - DEM,3-9-93,DS-19D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:11:02.479,8162
Boulder,Boulder County Commissioner - District 1 - DEM,10-20-47,DS-19D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 16:20:35.603,48314
Boulder,Boulder County Commissioner - District 1 - DEM,1-97-105,DS-10D,"","",YES,uploaded,"",2020-07-11 16:38:15.728,93354
Boulder,Boulder County Commissioner - District 1 - DEM,4-22-146,DS-01D,"""Claire Levy""","""Claire Levy""",YES,uploaded,"",2020-07-11 15:50:00.4,25457
