County,Tabulator,Batch,# of Ballots,Location
Otero,1,VBM-0001,25,17
Otero,1,VBM-0002,25,17
Otero,1,VBM-0003,25,17
Otero,1,VBM-0004,25,17
Otero,1,VBM-0005,25,17
Otero,1,VBM-0006,25,17
Otero,1,VBM-0007,25,17
Otero,1,VBM-0008,25,17
Otero,1,VBM-0009,25,17
Otero,1,VBM-0010,25,17
Otero,1,VBM-0011,25,17
Otero,1,VBM-0012,25,17
Otero,1,VBM-0013,25,17
Otero,1,VBM-0014,25,17
Otero,1,VBM-0015,25,17
Otero,1,VBM-0016,25,17
Otero,1,VBM-0017,25,17
Otero,1,VBM-0018,25,17
Otero,1,VBM-0019,25,17
Otero,1,VBM-0020,25,17
Otero,1,VBM-0021,25,17
Otero,1,VBM-0022,25,17
Otero,1,VBM-0023,25,17
Otero,1,VBM-0024,25,17
Otero,1,VBM-0025,25,17
Otero,1,VBM-0026,25,17
Otero,1,VBM-0027,25,17
Otero,1,VBM-0028,25,17
Otero,1,VBM-0029,25,17
Otero,1,VBM-0030,25,17
Otero,1,VBM-0031,25,17
Otero,1,VBM-0032,25,17
Otero,1,VBM-0033,25,17
Otero,1,VBM-0034,25,17
Otero,1,VBM-0035,25,17
Otero,1,VBM-0036,25,17
Otero,1,VBM-0037,25,17
Otero,1,VBM-0038,25,17
Otero,1,VBM-0039,25,17
Otero,1,VBM-0040,25,17
Otero,1,VBM-0041,25,23
Otero,1,VBM-0042,25,3
Otero,1,VBM-0043,25,23
Otero,1,VBM-0044,25,23
Otero,1,VBM-0045,25,23
Otero,1,VBM-0046,25,23
Otero,1,VBM-0047,25,23
Otero,1,VBM-0048,25,23
Otero,1,VBM-0049,25,23
Otero,1,VBM-0050,25,23
Otero,1,VBM-0051,25,23
Otero,1,VBM-0052,25,23
Otero,1,VBM-0053,25,23
Otero,1,VBM-0054,25,23
Otero,1,VBM-0055,25,23
Otero,1,VBM-0056,25,23
Otero,1,VBM-0057,25,23
Otero,1,VBM-0058,25,3
Otero,1,VBM-0059,25,23
Otero,1,VBM-0060,25,23
Otero,1,VBM-0061,25,23
Otero,1,VBM-0062,25,23
Otero,1,VBM-0063,25,23
Otero,1,VBM-0064,25,23
Otero,1,VBM-0065,25,3
Otero,1,VBM-0066,25,22
Otero,1,VBM-0067,25,3
Otero,1,VBM-0068,25,22
Otero,1,VBM-0069,25,22
Otero,1,VBM-0070,25,22
Otero,1,VBM-0071,25,22
Otero,1,VBM-0072,25,22
Otero,1,VBM-0073,25,22
Otero,1,VBM-0074,25,3
Otero,1,VBM-0075,25,3
Otero,1,VBM-0076,25,3
Otero,1,VBM-0077,25,3
Otero,1,VBM-0078,25,22
Otero,1,VBM-0079,25,22
Otero,1,VBM-0080,25,22
Otero,1,VBM-0081,25,22
Otero,1,VBM-0082,25,22
Otero,1,VBM-0083,25,3
Otero,1,VBM-0084,25,22
Otero,1,VBM-0085,25,22
Otero,1,VBM-0086,25,3
Otero,1,VBM-0087,25,22
Otero,1,VBM-0088,25,22
Otero,1,VBM-0089,25,3
Otero,1,VBM-0090,25,3
Otero,1,VBM-0091,25,3
Otero,1,VBM-0092,25,3
Otero,1,VBM-0093,25,3
Otero,1,VBM-0094,25,22
Otero,1,VBM-0095,25,3
Otero,1,VBM-0096,25,3
Otero,1,VBM-0097,25,3
Otero,1,VBM-0098,25,3
Otero,1,VBM-0099,25,22
Otero,1,VBM-0100,25,3
Otero,1,VBM-0101,25,3
Otero,1,VBM-0102,25,3
Otero,1,VBM-0103,25,3
Otero,1,VBM-0104,25,3
Otero,1,VBM-0105,25,3
Otero,1,VBM-0106,25,3
Otero,1,VBM-0107,25,3
Otero,1,VBM-0108,25,3
Otero,1,VBM-0109,25,3
Otero,1,VBM-0110,25,3
Otero,1,VBM-0111,25,3
Otero,1,VBM-0112,25,3
Otero,1,VBM-0113,25,3
Otero,1,VBM-0114,25,3
Otero,1,VBM-0115,25,3
Otero,1,VBM-0116,25,3
Otero,1,VBM-0117,25,3
Otero,1,VBM-0118,25,3
Otero,1,VBM-0119,25,3
Otero,1,VBM-0120,25,3
Otero,1,VBM-0121,25,3
Otero,1,VBM-0122,25,3
Otero,1,VBM-0123,25,3
Otero,1,VBM-0124,25,3
Otero,1,VBM-0125,25,3
Otero,1,VBM-0126,25,3
Otero,1,VBM-0127,25,6
Otero,1,VBM-0128,25,6
Otero,1,VBM-0129,25,6
Otero,1,VBM-0130,25,6
Otero,1,VBM-0131,25,12
Otero,1,VBM-0132,25,12
Otero,1,VBM-0133,25,12
Otero,1,VBM-0134,25,12
Otero,1,VBM-0135,25,12
Otero,1,VBM-0136,25,12
Otero,1,VBM-0137,25,12
Otero,1,VBM-0138,25,12
Otero,1,VBM-0139,25,12
Otero,1,VBM-0140,25,12
Otero,1,VBM-0141,25,12
Otero,1,VBM-0142,25,12
Otero,1,VBM-0143,25,12
Otero,1,VBM-0144,25,12
Otero,1,VBM-0145,25,12
Otero,1,VBM-0146,25,12
Otero,1,VBM-0147,25,6
Otero,1,VBM-0148,25,6
Otero,1,VBM-0149,25,6
Otero,1,VBM-0150,25,6
Otero,1,VBM-0151,25,12
Otero,1,VBM-0152,25,12
Otero,1,VBM-0153,25,12
Otero,1,VBM-0154,25,12
Otero,1,VBM-0155,25,12
Otero,1,VBM-0156,25,12
Otero,1,VBM-0157,25,12
Otero,1,VBM-0158,25,12
Otero,1,VBM-0159,25,12
Otero,1,VBM-0160,25,12
Otero,1,VBM-0161,25,12
Otero,1,VBM-0162,25,12
Otero,1,VBM-0163,25,12
Otero,1,VBM-0164,25,6
Otero,1,VBM-0165,25,6
Otero,1,VBM-0166,25,6
Otero,1,VBM-0167,25,6
Otero,1,VBM-0168,25,6
Otero,1,VBM-0169,25,6
Otero,1,VBM-0170,25,6
Otero,1,VBM-0171,25,6
Otero,1,VBM-0172,25,6
Otero,1,VBM-0173,25,6
Otero,1,VBM-0174,25,6
Otero,1,VBM-0175,25,6
Otero,1,VBM-0176,25,12
Otero,1,VBM-0177,25,12
Otero,1,VBM-0178,25,12
Otero,1,VBM-0179,25,12
Otero,1,VBM-0180,25,12
Otero,1,VBM-0181,25,12
Otero,1,VBM-0182,25,12
Otero,1,VBM-0183,25,6
Otero,1,VBM-0184,25,6
Otero,1,VBM-0185,25,6
Otero,1,VBM-0186,25,6
Otero,1,VBM-0187,25,6
Otero,1,VBM-0188,25,6
Otero,1,VBM-0189,25,6
Otero,1,VBM-0190,25,6
Otero,1,VBM-0191,25,6
Otero,1,VBM-0192,25,6
Otero,1,VBM-0193,25,6
Otero,1,VBM-0194,25,6
Otero,1,VBM-0195,25,6
Otero,1,VBM-0196,25,6
Otero,1,VBM-0197,25,6
Otero,1,VBM-0198,25,6
Otero,1,VBM-0199,25,6
Otero,1,VBM-0200,25,6
Otero,1,VBM-0201,25,6
Otero,1,VBM-0202,25,6
Otero,1,VBM-0203,25,6
