County,Tabulator,Batch #,# of ballots,Location
Adams,110,74,99,Box 110-6
Adams,110,75,100,Box 110-6
Adams,110,76,99,Box 110-6
Adams,110,77,100,Box 110-6
Adams,110,78,99,Box 110-6
Adams,110,79,100,Box 110-6
Adams,110,80,100,Box 110-6
Adams,110,81,99,Box 110-6
Adams,110,82,100,Box 110-6
Adams,110,83,100,Box 110-6
Adams,110,84,98,Box 110-6
Adams,110,85,100,Box 110-6
Adams,110,86,100,Box 110-7
Adams,110,87,100,Box 110-7
Adams,110,88,100,Box 110-7
Adams,110,89,100,Box 110-7
Adams,110,90,100,Box 110-7
Adams,110,91,100,Box 110-7
Adams,110,92,100,Box 110-7
Adams,110,93,100,Box 110-7
Adams,110,94,100,Box 110-7
Adams,110,95,100,Box 110-7
Adams,110,96,100,Box 110-7
Adams,110,97,100,Box 110-7
Adams,110,98,100,Box 110-7
Adams,110,99,32,Box 110-8
Adams,110,100,100,Box 110-8
Adams,110,101,99,Box 110-8
Adams,110,102,99,Box 110-8
Adams,110,103,98,Box 110-8
Adams,110,104,100,Box 110-8
Adams,110,105,100,Box 110-8
Adams,110,106,100,Box 110-8
Adams,110,107,100,Box 110-8
Adams,110,108,100,Box 110-8
Adams,110,109,100,Box 110-8
Adams,110,110,109,Box 110-8
Adams,110,111,100,Box 110-8
Adams,110,112,100,Box 110-8
Adams,110,113,100,Box 110-9
Adams,110,114,100,Box 110-9
Adams,110,115,99,Box 110-9
Adams,110,116,100,Box 110-9
Adams,110,117,100,Box 110-9
Adams,110,118,100,Box 110-9
Adams,110,119,100,Box 110-9
Adams,110,120,100,Box 110-9
Adams,110,121,100,Box 110-9
Adams,110,122,100,Box 110-9
Adams,110,123,100,Box 110-9
Adams,110,124,100,Box 110-9
Adams,110,125,99,Box 110-9
Adams,110,126,100,Box 110-9
Adams,110,127,110,Box 110-10
Adams,110,128,98,Box 110-10
Adams,110,129,99,Box 110-10
Adams,110,130,100,Box 110-10
Adams,110,131,99,Box 110-10
Adams,110,132,99,Box 110-10
Adams,110,133,98,Box 110-10
Adams,110,134,100,Box 110-10
Adams,110,135,100,Box 110-10
Adams,110,136,100,Box 110-10
Adams,110,137,100,Box 110-10
Adams,110,138,100,Box 110-10
Adams,110,139,100,Box 110-10
Adams,110,140,100,Box 110-10
Adams,110,141,99,Box 110-11
Adams,110,142,99,Box 110-11
Adams,110,143,100,Box 110-11
Adams,110,144,99,Box 110-11
Adams,110,145,100,Box 110-11
Adams,110,146,100,Box 110-11
Adams,110,147,100,Box 110-11
Adams,110,148,100,Box 110-11
Adams,110,149,100,Box 110-11
Adams,110,150,100,Box 110-11
Adams,110,151,100,Box 110-11
Adams,110,152,100,Box 110-11
Adams,110,153,99,Box 110-11
Adams,110,154,100,Box 110-11
Adams,110,155,99,Box 110-11
Adams,110,156,100,Box 110-11
Adams,110,157,100,Box 110-11
Adams,110,158,100,Box 110-11
Adams,110,159,100,Box 110-11
Adams,110,160,100,Box 110-11
Adams,110,161,99,Box 110-11
Adams,110,162,100,Box 110-11
Adams,110,163,100,Box 110-11
Adams,110,164,100,Box 110-11
Adams,110,165,100,Box 110-11
Adams,110,166,100,Box 110-11
Adams,110,167,100,Box 110-11
Adams,110,168,90,Box 110-11
Adams,111,1,100,Box 111-1
Adams,111,2,99,Box 111-1
Adams,111,3,100,Box 111-1
Adams,111,4,100,Box 111-1
Adams,111,5,98,Box 111-1
Adams,111,6,100,Box 111-1
Adams,111,7,100,Box 111-1
Adams,111,8,100,Box 111-1
Adams,111,9,100,Box 111-1
Adams,111,10,100,Box 111-1
Adams,111,11,100,Box 111-1
Adams,111,12,99,Box 111-1
Adams,111,13,99,Box 111-1
Adams,111,14,100,Box 111-2
Adams,111,15,100,Box 111-2
Adams,111,16,98,Box 111-2
Adams,111,17,100,Box 111-2
Adams,111,18,100,Box 111-2
Adams,111,19,100,Box 111-2
Adams,111,20,100,Box 111-2
Adams,111,21,100,Box 111-2
Adams,111,22,100,Box 111-2
Adams,111,23,100,Box 111-2
Adams,111,24,100,Box 111-2
Adams,111,25,100,Box 111-2
Adams,111,26,100,Box 111-2
Adams,111,27,100,Box 111-3
Adams,111,28,100,Box 111-3
Adams,111,29,100,Box 111-3
Adams,111,30,100,Box 111-3
Adams,111,31,99,Box 111-3
Adams,111,32,100,Box 111-3
Adams,111,33,100,Box 111-3
Adams,111,34,99,Box 111-3
Adams,111,35,99,Box 111-3
Adams,111,36,98,Box 111-3
Adams,111,37,99,Box 111-3
Adams,111,38,100,Box 111-3
Adams,111,39,100,Box 111-3
Adams,111,40,100,Box 111-4
Adams,111,41,99,Box 111-4
Adams,111,42,100,Box 111-4
Adams,111,43,100,Box 111-4
Adams,111,44,100,Box 111-4
Adams,111,45,100,Box 111-4
Adams,111,46,100,Box 111-4
Adams,111,47,100,Box 111-4
Adams,111,48,100,Box 111-4
Adams,111,49,100,Box 111-4
Adams,111,50,100,Box 111-4
Adams,111,51,100,Box 111-4
Adams,111,52,99,Box 111-4
Adams,111,53,100,Box 111-5
Adams,111,54,99,Box 111-5
Adams,111,55,100,Box 111-5
Adams,111,56,97,Box 111-5
Adams,111,57,100,Box 111-5
Adams,111,58,100,Box 111-5
Adams,111,59,100,Box 111-5
Adams,111,60,100,Box 111-5
Adams,111,61,99,Box 111-5
Adams,111,62,100,Box 111-5
Adams,111,63,100,Box 111-5
Adams,111,64,100,Box 111-5
Adams,111,65,100,Box 111-5
Adams,111,66,100,Box 111-6
Adams,111,67,100,Box 111-6
Adams,111,68,100,Box 111-6
Adams,111,69,100,Box 111-6
Adams,111,70,99,Box 111-6
Adams,111,71,100,Box 111-6
Adams,111,72,100,Box 111-6
Adams,111,73,100,Box 111-6
Adams,111,74,100,Box 111-6
Adams,111,75,100,Box 111-6
Adams,111,76,100,Box 111-6
Adams,111,77,126,Box 111-6
Adams,111,78,100,Box 111-6
Adams,111,79,99,Box 111-7
Adams,111,80,100,Box 111-7
Adams,111,81,100,Box 111-7
Adams,111,82,100,Box 111-7
Adams,111,83,100,Box 111-7
Adams,111,84,98,Box 111-7
Adams,111,85,99,Box 111-7
Adams,111,86,100,Box 111-7
Adams,111,87,100,Box 111-7
Adams,111,88,99,Box 111-7
Adams,111,89,100,Box 111-7
Adams,111,90,100,Box 111-7
Adams,111,91,100,Box 111-7
Adams,111,92,100,Box 111-8
Adams,111,93,100,Box 111-8
Adams,111,94,100,Box 111-8
Adams,111,95,100,Box 111-8
Adams,111,96,100,Box 111-8
Adams,111,97,100,Box 111-8
Adams,111,98,99,Box 111-8
Adams,111,99,100,Box 111-8
Adams,111,100,99,Box 111-8
Adams,111,101,100,Box 111-8
Adams,111,102,100,Box 111-8
Adams,111,103,100,Box 111-8
Adams,111,104,99,Box 111-8
Adams,111,105,100,Box 111-9
Adams,111,106,100,Box 111-9
Adams,111,107,99,Box 111-9
Adams,111,108,100,Box 111-9
Adams,111,109,99,Box 111-9
Adams,111,110,100,Box 111-9
Adams,111,111,100,Box 111-9
Adams,111,112,100,Box 111-9
Adams,111,113,100,Box 111-9
Adams,111,114,100,Box 111-9
Adams,111,115,100,Box 111-9
Adams,111,116,100,Box 111-9
Adams,111,117,99,Box 111-9
Adams,111,118,100,Box 111-10
Adams,111,119,100,Box 111-10
Adams,111,120,99,Box 111-10
Adams,111,121,101,Box 111-10
Adams,111,122,100,Box 111-10
Adams,111,123,100,Box 111-10
Adams,111,124,100,Box 111-10
Adams,111,125,100,Box 111-10
Adams,111,126,100,Box 111-10
Adams,111,127,100,Box 111-10
Adams,111,128,100,Box 111-10
Adams,111,129,99,Box 111-10
Adams,111,130,100,Box 111-10
Adams,111,131,100,Box 111-11
Adams,111,132,99,Box 111-11
Adams,111,133,99,Box 111-11
Adams,111,134,100,Box 111-11
Adams,111,135,100,Box 111-11
Adams,111,136,100,Box 111-11
Adams,111,137,100,Box 111-11
Adams,111,138,98,Box 111-11
Adams,111,139,100,Box 111-11
Adams,111,140,98,Box 111-11
Adams,111,141,100,Box 111-11
Adams,111,142,99,Box 111-11
Adams,111,143,100,Box 111-11
Adams,111,144,100,Box 111-12
Adams,111,145,100,Box 111-12
Adams,111,146,100,Box 111-12
Adams,111,147,100,Box 111-12
Adams,111,148,100,Box 111-12
Adams,111,149,100,Box 111-12
Adams,111,150,100,Box 111-12
Adams,111,151,99,Box 111-12
Adams,111,152,100,Box 111-12
Adams,111,153,100,Box 111-12
Adams,111,154,100,Box 111-12
Adams,111,155,100,Box 111-12
Adams,111,156,100,Box 111-12
Adams,111,157,100,Box 111-12
Adams,111,158,100,Box 111-12
Adams,111,159,100,Box 111-12
Adams,111,160,100,Box 111-12
Adams,111,161,100,Box 111-12
Adams,111,162,99,Box 111-12
Adams,111,163,100,Box 111-12
Adams,111,164,62,Box 111-12
Adams,111,165,91,Box 111-12
Adams,111,166,99,Box 111-12
Adams,111,167,92,Box 111-12
Adams,111,168,99,Box 111-12
Adams,111,169,92,Box 111-12
Adams,111,170,99,Box 111-12
Adams,111,171,87,Box 111-12
Adams,111,172,1,Box 111-12
