County,Tabulator ID,Batch,. of Ballots,Location
Douglas,1,COORD-1080,100,117
Douglas,1,COORD-1079,100,117
Douglas,1,COORD-1078,100,109
Douglas,1,COORD-1077,100,129
Douglas,1,COORD-1076,100,129
Douglas,1,COORD-1075,100,95
Douglas,1,COORD-1074,100,95
Douglas,1,COORD-1073,100,109
Douglas,1,COORD-1072,100,68
Douglas,1,COORD-1071,100,117
Douglas,1,COORD-1070,100,129
Douglas,1,COORD-1069,100,129
Douglas,1,COORD-1068,100,117
Douglas,1,COORD-1067,100,119
Douglas,1,COORD-1066,100,129
Douglas,1,COORD-1065,100,95
Douglas,1,COORD-1064,100,95
Douglas,1,COORD-1063,88,111
Douglas,1,COORD-1062,100,129
Douglas,1,COORD-1061,100,101
Douglas,1,COORD-1060,100,101
Douglas,1,COORD-1059,100,101
Douglas,1,COORD-1058,100,84
Douglas,1,COORD-1057,100,129
Douglas,1,COORD-1056,100,117
Douglas,1,COORD-1055,100,109
Douglas,1,COORD-1054,100,82
Douglas,1,COORD-1053,100,113
Douglas,1,COORD-1052,100,66
Douglas,1,COORD-1051,100,117
Douglas,1,COORD-1050,100,66
Douglas,1,COORD-1049,100,95
Douglas,1,COORD-1048,100,68
Douglas,1,COORD-1047,100,109
Douglas,1,COORD-1046,100,129
Douglas,1,COORD-1045,100,101
Douglas,1,COORD-1044,100,101
Douglas,1,COORD-1043,100,129
Douglas,1,COORD-1042,60,86
Douglas,1,COORD-1041,43,86
Douglas,1,COORD-1040,100,86
Douglas,1,COORD-1039,100,68
Douglas,1,COORD-1038,100,129
Douglas,1,COORD-1037,100,84
Douglas,1,COORD-1036,100,86
Douglas,1,COORD-1035,100,119
Douglas,1,COORD-1034,100,129
Douglas,1,COORD-1033,100,129
Douglas,1,COORD-1032,100,95
Douglas,1,COORD-1031,100,117
Douglas,1,COORD-1030,100,129
Douglas,1,COORD-1029,100,86
Douglas,1,COORD-1028,100,86
Douglas,1,COORD-1027,83,84
Douglas,1,COORD-1026,100,68
Douglas,1,COORD-1025,73,68
Douglas,1,COORD-1024,100,129
Douglas,1,COORD-1023,100,109
Douglas,1,COORD-1022,100,86
Douglas,1,COORD-1021,100,86
Douglas,1,COORD-1020,100,68
Douglas,1,COORD-1019,100,111
Douglas,1,COORD-1018,100,86
Douglas,1,COORD-1017,100,68
Douglas,1,COORD-1016,100,119
Douglas,1,COORD-1015,100,119
Douglas,1,COORD-1014,100,66
Douglas,1,COORD-1013,100,84
Douglas,1,COORD-1012,100,101
Douglas,1,COORD-1011,49,111
Douglas,1,COORD-1010,100,113
Douglas,1,COORD-1009,100,119
Douglas,1,COORD-1008,100,119
Douglas,1,COORD-1007,100,68
Douglas,1,COORD-1006,100,86
Douglas,1,COORD-1005,100,86
Douglas,1,COORD-1004,100,66
Douglas,1,COORD-1003,100,84
Douglas,1,COORD-1002,100,84
Douglas,1,COORD-1001,100,66
Douglas,1,COORD-1000,100,66
Douglas,1,COORD-0999,100,66
Douglas,1,COORD-0998,100,86
Douglas,1,COORD-0997,100,86
Douglas,1,COORD-0996,100,68
Douglas,1,COORD-0995,100,66
Douglas,1,COORD-0994,100,66
Douglas,1,COORD-0993,100,68
Douglas,1,COORD-0992,100,111
Douglas,1,COORD-0991,99,119
Douglas,1,COORD-0990,100,113
Douglas,1,COORD-0989,100,119
Douglas,1,COORD-0988,100,119
Douglas,1,COORD-0987,100,119
Douglas,1,COORD-0986,100,111
Douglas,1,COORD-0985,100,119
Douglas,1,COORD-0984,100,111
Douglas,1,COORD-0983,100,113
Douglas,1,COORD-0982,100,68
Douglas,1,COORD-0981,100,113
Douglas,1,COORD-0980,100,66
Douglas,1,COORD-0979,100,111
Douglas,1,COORD-0978,100,68
Douglas,1,COORD-0977,44,119
Douglas,1,COORD-0976,57,111
Douglas,1,COORD-0975,100,111
Douglas,1,COORD-0974,100,111
Douglas,1,COORD-0973,100,111
Douglas,1,COORD-0972,92,117
Douglas,1,COORD-0971,100,119
Douglas,1,COORD-0970,100,111
Douglas,1,COORD-0969,100,117
Douglas,1,COORD-0968,100,117
Douglas,1,COORD-0967,100,117
Douglas,1,COORD-0966,100,119
Douglas,1,COORD-0965,100,117
Douglas,1,COORD-0964,100,107
Douglas,1,COORD-0963,100,109
Douglas,1,COORD-0962,99,95
Douglas,1,COORD-0961,100,66
Douglas,1,COORD-0960,100,82
Douglas,1,COORD-0959,100,117
Douglas,1,COORD-0958,58,66
Douglas,1,COORD-0957,100,109
Douglas,1,COORD-0956,100,86
Douglas,1,COORD-0955,100,109
Douglas,1,COORD-0954,72,95
Douglas,1,COORD-0953,100,107
Douglas,1,COORD-0952,100,117
Douglas,1,COORD-0951,100,95
Douglas,1,COORD-0950,100,82
Douglas,1,COORD-0949,100,95
Douglas,1,COORD-0948,100,84
Douglas,1,COORD-0947,100,98
Douglas,1,COORD-0946,100,84
Douglas,1,COORD-0945,91,82
Douglas,1,COORD-0944,100,101
Douglas,1,COORD-0943,100,107
Douglas,1,COORD-0942,100,95
Douglas,1,COORD-0941,100,84
Douglas,1,COORD-0940,100,117
Douglas,1,COORD-0939,99,109
Douglas,1,COORD-0938,100,84
Douglas,1,COORD-0937,100,64
Douglas,1,COORD-0936,100,84
Douglas,1,COORD-0935,100,101
Douglas,1,COORD-0934,100,64
Douglas,1,COORD-0933,88,117
Douglas,1,COORD-0932,100,98
Douglas,1,COORD-0931,100,101
Douglas,1,COORD-0930,100,107
Douglas,1,COORD-0929,100,82
Douglas,1,COORD-0928,100,95
Douglas,1,COORD-0927,100,101
Douglas,1,COORD-0926,100,66
Douglas,1,COORD-0925,100,109
Douglas,1,COORD-0924,100,101
Douglas,1,COORD-0923,100,66
Douglas,1,COORD-0922,100,101
Douglas,1,COORD-0921,100,101
Douglas,1,COORD-0920,100,95
Douglas,1,COORD-0919,100,66
Douglas,1,COORD-0918,100,98
Douglas,1,COORD-0917,100,109
Douglas,1,COORD-0916,100,95
Douglas,1,COORD-0915,100,95
Douglas,1,COORD-0914,47,64
Douglas,1,COORD-0913,94,111
Douglas,1,COORD-0912,100,84
Douglas,1,COORD-0911,100,95
Douglas,1,COORD-0910,100,117
Douglas,1,COORD-0909,100,111
Douglas,1,COORD-0908,100,68
Douglas,1,COORD-0907,100,68
Douglas,1,COORD-0906,100,109
Douglas,1,COORD-0905,100,111
Douglas,1,COORD-0904,89,109
Douglas,1,COORD-0903,100,109
Douglas,1,COORD-0902,100,131
Douglas,1,COORD-0901,100,84
Douglas,1,COORD-0900,100,131
Douglas,1,COORD-0899,100,101
Douglas,1,COORD-0898,100,111
Douglas,1,COORD-0897,100,68
Douglas,1,COORD-0896,100,111
Douglas,1,COORD-0895,100,84
Douglas,1,COORD-0894,100,64
Douglas,1,COORD-0893,100,129
Douglas,1,COORD-0892,100,98
Douglas,1,COORD-0891,85,82
Douglas,1,COORD-0890,49,64
Douglas,1,COORD-0889,100,64
Douglas,1,COORD-0888,100,98
Douglas,1,COORD-0887,100,95
Douglas,1,COORD-0886,100,95
Douglas,1,COORD-0885,100,98
Douglas,1,COORD-0884,100,64
Douglas,1,COORD-0883,100,95
Douglas,1,COORD-0882,100,82
Douglas,1,COORD-0881,100,82
Douglas,1,COORD-0880,100,82
Douglas,1,COORD-0879,100,82
Douglas,1,COORD-0878,100,98
Douglas,1,COORD-0877,53,95
Douglas,1,COORD-0876,100,64
Douglas,1,COORD-0875,100,95
Douglas,1,COORD-0874,63,64
Douglas,1,COORD-0873,100,64
Douglas,1,COORD-0872,100,82
Douglas,1,COORD-0871,100,98
Douglas,1,COORD-0870,100,98
Douglas,1,COORD-0869,100,95
Douglas,1,COORD-0868,100,93
Douglas,1,COORD-0867,100,82
Douglas,1,COORD-0866,100,98
Douglas,1,COORD-0865,100,98
Douglas,1,COORD-0864,100,95
Douglas,1,COORD-0863,100,64
Douglas,1,COORD-0862,100,82
Douglas,1,COORD-0861,59,64
Douglas,1,COORD-0860,50,98
Douglas,1,COORD-0859,100,64
Douglas,1,COORD-0858,100,93
Douglas,1,COORD-0857,100,64
Douglas,1,COORD-0856,100,64
Douglas,1,COORD-0855,100,82
Douglas,1,COORD-0854,100,82
Douglas,1,COORD-0853,100,93
Douglas,1,COORD-0851,49,115
Douglas,1,COORD-0850,99,64
Douglas,1,COORD-0849,80,98
Douglas,1,COORD-0848,100,61
Douglas,1,COORD-0847,100,82
Douglas,1,COORD-0846,100,43
Douglas,1,COORD-0845,100,64
Douglas,1,COORD-0844,100,93
Douglas,1,COORD-0843,100,61
Douglas,1,COORD-0842,100,93
Douglas,1,COORD-0841,100,93
Douglas,1,COORD-0840,100,93
Douglas,1,COORD-0839,100,64
Douglas,1,COORD-0838,100,80
Douglas,1,COORD-0837,100,98
Douglas,1,COORD-0836,100,93
Douglas,1,COORD-0835,100,82
Douglas,1,COORD-0834,100,98
Douglas,1,COORD-0833,90,61
Douglas,1,COORD-0832,100,61
Douglas,1,COORD-0831,58,98
Douglas,1,COORD-0830,53,93
Douglas,1,COORD-0829,100,107
Douglas,1,COORD-0828,100,80
Douglas,1,COORD-0827,100,64
Douglas,1,COORD-0826,100,93
Douglas,1,COORD-0825,100,93
Douglas,1,COORD-0824,100,61
Douglas,1,COORD-0823,100,93
Douglas,1,COORD-0822,64,61
Douglas,1,COORD-0821,100,93
Douglas,1,COORD-0820,100,82
Douglas,1,COORD-0819,100,98
Douglas,1,COORD-0818,100,64
Douglas,1,COORD-0817,100,82
Douglas,1,COORD-0816,100,61
Douglas,1,COORD-0815,100,98
Douglas,1,COORD-0814,100,93
Douglas,1,COORD-0813,100,93
Douglas,1,COORD-0812,100,93
Douglas,1,COORD-0811,94,43
Douglas,1,COORD-0810,100,82
Douglas,1,COORD-0809,100,93
Douglas,1,COORD-0808,100,82
Douglas,1,COORD-0807,100,80
Douglas,1,COORD-0806,100,107
Douglas,1,COORD-0805,100,93
Douglas,1,COORD-0804,100,98
Douglas,1,COORD-0803,100,98
Douglas,1,COORD-0802,78,61
Douglas,1,COORD-0801,100,98
Douglas,1,COORD-0800,100,43
Douglas,1,COORD-0799,79,93
Douglas,1,COORD-0798,100,43
Douglas,1,COORD-0797,100,93
Douglas,1,COORD-0796,100,61
Douglas,1,COORD-0795,100,61
Douglas,1,COORD-0794,100,61
Douglas,1,COORD-0793,100,43
Douglas,1,COORD-0792,100,82
Douglas,1,COORD-0791,100,93
Douglas,1,COORD-0790,100,61
Douglas,1,COORD-0789,100,98
Douglas,1,COORD-0788,100,80
Douglas,1,COORD-0787,100,61
Douglas,1,COORD-0786,100,98
Douglas,1,COORD-0785,100,82
Douglas,1,COORD-0784,100,107
Douglas,1,COORD-0783,64,80
Douglas,1,COORD-0782,58,64
Douglas,1,COORD-0781,100,43
Douglas,1,COORD-0780,100,80
Douglas,1,COORD-0779,100,61
Douglas,1,COORD-0778,100,91
Douglas,1,COORD-0777,100,43
Douglas,1,COORD-0776,100,93
Douglas,1,COORD-0775,100,43
Douglas,1,COORD-0774,100,107
Douglas,1,COORD-0773,100,91
Douglas,1,COORD-0772,100,80
Douglas,1,COORD-0771,100,80
Douglas,1,COORD-0770,100,80
Douglas,1,COORD-0769,100,43
Douglas,1,COORD-0768,100,43
Douglas,1,COORD-0767,100,61
Douglas,1,COORD-0766,100,61
Douglas,1,COORD-0765,80,93
Douglas,1,COORD-0764,100,80
Douglas,1,COORD-0763,100,91
Douglas,1,COORD-0762,100,107
Douglas,1,COORD-0761,100,43
Douglas,1,COORD-0760,100,98
Douglas,1,COORD-0759,100,43
Douglas,1,COORD-0758,100,107
Douglas,1,COORD-0757,100,107
Douglas,1,COORD-0756,100,43
Douglas,1,COORD-0755,100,61
Douglas,1,COORD-0754,100,91
Douglas,1,COORD-0753,100,43
Douglas,1,COORD-0752,100,61
Douglas,1,COORD-0751,100,43
Douglas,1,COORD-0750,100,43
Douglas,1,COORD-0749,68,91
Douglas,1,COORD-0748,100,107
Douglas,1,COORD-0747,65,107
Douglas,1,COORD-0746,100,104
Douglas,1,COORD-0745,100,107
Douglas,1,COORD-0744,100,91
Douglas,1,COORD-0743,100,61
Douglas,1,COORD-0742,100,107
Douglas,1,COORD-0741,100,91
Douglas,1,COORD-0740,100,43
Douglas,1,COORD-0739,100,107
Douglas,1,COORD-0738,100,61
Douglas,1,COORD-0737,100,107
Douglas,1,COORD-0736,100,43
Douglas,1,COORD-0735,100,91
Douglas,1,COORD-0734,100,107
Douglas,1,COORD-0733,100,61
Douglas,1,COORD-0732,100,80
Douglas,1,COORD-0731,88,91
Douglas,1,COORD-0730,58,41
Douglas,1,COORD-0729,100,78
Douglas,1,COORD-0728,100,91
Douglas,1,COORD-0727,100,91
Douglas,1,COORD-0726,100,78
Douglas,1,COORD-0725,100,104
Douglas,1,COORD-0724,100,61
Douglas,1,COORD-0723,100,59
Douglas,1,COORD-0722,100,107
Douglas,1,COORD-0721,100,80
Douglas,1,COORD-0720,100,91
Douglas,1,COORD-0719,100,59
Douglas,1,COORD-0718,100,104
Douglas,1,COORD-0717,100,61
Douglas,1,COORD-0716,85,41
Douglas,1,COORD-0715,100,80
Douglas,1,COORD-0714,100,91
Douglas,1,COORD-0713,100,91
Douglas,1,COORD-0712,100,78
Douglas,1,COORD-0711,100,104
Douglas,1,COORD-0710,100,59
Douglas,1,COORD-0709,100,59
Douglas,1,COORD-0708,100,59
Douglas,1,COORD-0707,100,104
Douglas,1,COORD-0706,100,43
Douglas,1,COORD-0705,100,80
Douglas,1,COORD-0704,100,91
Douglas,1,COORD-0703,100,91
Douglas,1,COORD-0702,100,80
Douglas,1,COORD-0701,100,80
Douglas,1,COORD-0700,100,80
Douglas,1,COORD-0699,100,41
Douglas,1,COORD-0698,100,41
Douglas,1,COORD-0697,100,59
Douglas,1,COORD-0696,100,104
Douglas,1,COORD-0695,100,107
Douglas,1,COORD-0694,100,78
Douglas,1,COORD-0693,100,91
Douglas,1,COORD-0692,100,59
Douglas,1,COORD-0691,100,104
Douglas,1,COORD-0690,100,91
Douglas,1,COORD-0689,85,41
Douglas,1,COORD-0688,100,104
Douglas,1,COORD-0687,56,104
Douglas,1,COORD-0686,100,107
Douglas,1,COORD-0685,100,104
Douglas,1,COORD-0684,100,80
Douglas,1,COORD-0683,100,59
Douglas,1,COORD-0682,100,91
Douglas,1,COORD-0681,100,43
Douglas,1,COORD-0680,100,43
Douglas,1,COORD-0679,100,80
Douglas,1,COORD-0678,100,107
Douglas,1,COORD-0677,100,43
Douglas,1,COORD-0676,100,91
Douglas,1,COORD-0675,100,80
Douglas,1,COORD-0674,100,41
Douglas,1,COORD-0673,100,104
Douglas,1,COORD-0672,100,59
Douglas,1,COORD-0671,100,43
Douglas,1,COORD-0670,100,91
Douglas,1,COORD-0669,100,41
Douglas,1,COORD-0668,100,91
Douglas,1,COORD-0667,100,78
Douglas,1,COORD-0666,100,104
Douglas,1,COORD-0665,100,107
Douglas,1,COORD-0664,100,41
Douglas,1,COORD-0663,100,41
Douglas,1,COORD-0662,100,59
Douglas,1,COORD-0661,100,41
Douglas,1,COORD-0660,100,104
Douglas,1,COORD-0659,100,41
Douglas,1,COORD-0658,100,59
Douglas,1,COORD-0657,53,104
Douglas,1,COORD-0656,100,104
Douglas,1,COORD-0655,48,78
Douglas,1,COORD-0654,100,43
Douglas,1,COORD-0653,100,59
Douglas,1,COORD-0652,100,78
Douglas,1,COORD-0651,100,78
Douglas,1,COORD-0650,79,89
Douglas,1,COORD-0649,83,78
Douglas,1,COORD-0648,89,41
Douglas,1,COORD-0647,100,89
Douglas,1,COORD-0646,100,25
Douglas,1,COORD-0645,100,41
Douglas,1,COORD-0644,65,41
Douglas,1,COORD-0643,100,41
Douglas,1,COORD-0642,100,104
Douglas,1,COORD-0641,100,89
Douglas,1,COORD-0640,100,89
Douglas,1,COORD-0639,100,78
Douglas,1,COORD-0638,100,39
Douglas,1,COORD-0637,100,41
Douglas,1,COORD-0636,100,76
Douglas,1,COORD-0635,100,78
Douglas,1,COORD-0634,100,78
Douglas,1,COORD-0633,100,76
Douglas,1,COORD-0632,100,76
Douglas,1,COORD-0631,100,89
Douglas,1,COORD-0630,54,41
Douglas,1,COORD-0629,100,57
Douglas,1,COORD-0628,45,104
Douglas,1,COORD-0627,100,25
Douglas,1,COORD-0626,100,78
Douglas,1,COORD-0625,100,39
Douglas,1,COORD-0624,100,59
Douglas,1,COORD-0623,100,89
Douglas,1,COORD-0622,100,89
Douglas,1,COORD-0621,100,59
Douglas,1,COORD-0620,60,57
