County,Tabulator,Batch,# of ballot cards,Location
Teller,102,1,25,1
Teller,102,2,25,1
Teller,102,3,25,1
Teller,102,4,25,1
Teller,102,5,25,1
Teller,102,6,25,1
Teller,102,7,25,1
Teller,102,8,25,1
Teller,102,9,25,1
Teller,102,10,25,1
Teller,102,11,25,1
Teller,102,12,25,1
Teller,102,13,25,1
Teller,102,14,25,1
Teller,102,15,25,1
Teller,102,16,25,1
Teller,102,17,25,1
Teller,102,18,25,1
Teller,102,19,25,1
Teller,102,20,25,1
Teller,102,21,25,1
Teller,102,22,25,1
Teller,102,23,25,1
Teller,102,24,25,1
Teller,102,25,25,1
Teller,102,26,25,1
Teller,102,27,25,1
Teller,102,28,25,1
Teller,102,29,25,1
Teller,102,30,25,1
Teller,102,31,25,1
Teller,102,32,25,1
Teller,102,33,25,1
Teller,102,34,24,1
Teller,102,35,1,1
Teller,102,36,25,1
Teller,102,37,25,1
Teller,102,38,25,1
Teller,102,39,25,1
Teller,102,40,25,1
Teller,102,41,25,1
Teller,102,42,25,1
Teller,102,43,25,1
Teller,102,44,25,1
Teller,102,45,25,1
Teller,102,46,25,1
Teller,102,47,25,1
Teller,102,48,25,1
Teller,102,49,25,1
Teller,102,50,25,1
Teller,102,51,25,1
Teller,102,52,25,1
Teller,102,53,25,1
Teller,102,54,25,1
Teller,102,55,25,1
Teller,102,56,25,1
Teller,102,57,25,1
Teller,102,58,25,1
Teller,102,59,25,1
Teller,102,60,25,1
Teller,102,61,25,1
Teller,102,62,25,1
Teller,102,63,25,1
Teller,102,64,25,1
Teller,102,65,25,1
Teller,102,66,25,1
Teller,102,67,25,1
Teller,102,68,25,1
Teller,102,69,25,1
Teller,102,70,25,1
Teller,102,71,25,1
Teller,102,72,25,1
Teller,102,73,25,1
Teller,102,74,25,1
Teller,102,75,25,1
Teller,102,76,25,1
Teller,102,77,25,1
Teller,102,78,25,1
Teller,102,79,25,1
Teller,102,80,25,1
Teller,102,81,25,1
Teller,102,82,10,1
Teller,102,83,15,1
Teller,102,84,25,1
Teller,102,85,25,1
Teller,102,86,25,1
Teller,102,87,25,1
Teller,102,88,25,1
Teller,102,89,25,1
Teller,102,90,25,1
Teller,102,91,25,2
Teller,102,92,25,2
Teller,102,93,25,2
Teller,102,94,25,2
Teller,102,95,25,2
Teller,102,96,25,2
Teller,102,97,25,2
Teller,102,98,25,2
Teller,102,99,25,2
Teller,102,100,25,2
Teller,102,101,25,2
Teller,102,102,25,2
Teller,102,103,25,2
Teller,102,104,25,2
Teller,102,105,25,2
Teller,102,106,25,2
Teller,102,107,25,2
Teller,102,108,25,2
Teller,102,109,25,2
Teller,102,110,25,2
Teller,102,111,25,2
Teller,102,112,25,2
Teller,102,113,25,2
Teller,102,114,25,2
Teller,102,115,25,2
Teller,102,116,25,2
Teller,102,117,25,2
Teller,102,118,25,2
Teller,102,119,25,2
Teller,102,120,25,2
Teller,102,121,25,2
Teller,102,122,25,2
Teller,102,123,25,2
Teller,102,124,25,2
Teller,102,125,25,2
Teller,102,126,25,2
Teller,102,127,25,2
Teller,102,128,25,2
Teller,102,129,25,2
Teller,102,130,25,2
Teller,102,131,25,2
Teller,102,132,25,2
Teller,102,133,25,2
Teller,102,134,25,2
Teller,102,135,25,2
Teller,102,136,25,2
Teller,102,137,25,2
Teller,102,138,25,2
Teller,102,139,25,2
Teller,102,140,25,2
Teller,102,141,25,2
Teller,102,142,25,2
Teller,102,143,25,2
Teller,102,144,25,2
Teller,102,145,25,2
Teller,102,146,25,2
Teller,102,147,25,2
Teller,102,148,25,2
Teller,102,149,25,2
Teller,102,150,25,2
Teller,102,151,25,2
Teller,102,152,25,2
Teller,102,153,25,2
Teller,102,154,25,2
Teller,102,155,25,2
Teller,102,156,25,2
Teller,102,157,25,2
Teller,102,158,25,2
Teller,102,159,25,2
Teller,102,160,25,2
Teller,102,161,25,2
Teller,102,162,25,2
Teller,102,163,25,2
Teller,102,164,25,2
Teller,102,165,25,2
Teller,102,166,25,2
Teller,102,167,25,2
Teller,102,168,25,2
Teller,102,169,12,2
Teller,102,170,13,2
Teller,102,171,25,2
Teller,102,172,25,2
Teller,102,173,25,2
Teller,102,174,25,2
Teller,102,175,25,2
Teller,102,176,25,2
Teller,102,177,25,2
Teller,102,178,25,2
Teller,102,179,25,2
Teller,102,180,25,2
Teller,102,181,25,3
Teller,102,182,25,3
Teller,102,183,25,3
Teller,102,184,25,3
Teller,102,185,25,3
Teller,102,186,25,3
Teller,102,187,25,3
Teller,102,188,25,3
Teller,102,189,25,3
Teller,102,190,25,3
Teller,102,191,25,3
Teller,102,192,25,3
Teller,102,193,25,3
Teller,102,194,25,3
Teller,102,195,25,3
Teller,102,196,25,3
Teller,102,197,25,3
Teller,102,198,25,3
Teller,102,199,25,3
Teller,102,200,25,3
Teller,102,201,25,3
Teller,102,202,25,3
Teller,102,203,25,3
Teller,102,204,25,3
Teller,102,205,25,3
Teller,102,206,25,3
Teller,102,207,10,3
Teller,102,208,25,3
Teller,102,209,25,3
Teller,102,210,25,3
Teller,102,211,15,3
Teller,102,212,25,3
Teller,102,213,25,3
Teller,102,214,25,3
Teller,102,215,25,3
Teller,102,216,25,3
Teller,102,217,25,3
Teller,102,218,25,3
Teller,102,219,25,3
Teller,102,220,25,3
Teller,102,221,25,3
Teller,102,222,25,3
Teller,102,223,25,3
Teller,102,224,25,3
Teller,102,225,25,3
Teller,102,226,25,3
Teller,102,227,25,3
Teller,102,228,25,3
Teller,102,229,25,3
Teller,102,230,25,3
Teller,102,231,25,3
Teller,102,232,25,3
Teller,102,233,25,3
Teller,102,234,25,3
Teller,102,235,25,3
Teller,102,236,25,3
Teller,102,237,25,3
Teller,102,238,25,3
Teller,102,239,25,3
Teller,102,240,25,3
Teller,102,241,25,3
Teller,102,242,25,3
Teller,102,243,25,3
Teller,102,244,25,3
Teller,102,245,25,3
Teller,102,246,25,3
Teller,102,247,25,3
Teller,102,248,25,3
Teller,102,249,25,3
Teller,102,250,25,3
Teller,102,251,25,3
Teller,102,252,25,3
Teller,102,253,25,3
Teller,102,254,25,3
Teller,102,255,25,3
Teller,102,256,25,3
Teller,102,257,25,3
Teller,102,258,25,3
Teller,102,259,25,3
Teller,102,260,25,3
Teller,102,261,25,3
Teller,102,262,25,3
Teller,102,263,25,3
Teller,102,264,5,3
Teller,102,265,20,3
Teller,102,266,25,3
Teller,102,267,25,3
Teller,102,268,25,3
Teller,102,269,25,3
Teller,102,270,25,3
Teller,102,271,25,3
Teller,102,272,25,3
Teller,102,273,25,3
Teller,102,274,25,4
Teller,102,275,25,4
Teller,102,276,25,4
Teller,102,277,25,4
Teller,102,278,25,4
Teller,102,279,25,4
Teller,102,280,25,4
Teller,102,281,25,4
Teller,102,282,25,4
Teller,102,283,25,4
Teller,102,284,25,4
Teller,102,285,25,4
Teller,102,286,25,4
Teller,102,287,25,4
Teller,102,288,25,4
Teller,102,289,25,4
Teller,102,290,25,4
Teller,102,291,25,4
Teller,102,292,25,4
Teller,102,293,25,4
Teller,102,294,25,4
Teller,102,295,25,4
Teller,102,296,25,4
Teller,102,297,25,4
Teller,102,298,25,4
Teller,102,299,25,4
Teller,102,300,25,4
Teller,102,301,25,4
Teller,102,302,25,4
Teller,102,303,25,4
Teller,102,304,25,4
Teller,102,305,25,4
Teller,102,306,25,4
Teller,102,307,25,4
Teller,102,308,25,4
Teller,102,309,25,4
Teller,102,310,25,4
Teller,102,311,25,4
Teller,102,312,25,4
Teller,102,313,25,4
Teller,102,314,25,4
Teller,102,315,25,4
Teller,102,316,25,4
Teller,102,317,25,4
Teller,102,318,25,4
Teller,102,319,25,4
Teller,102,320,25,4
Teller,102,321,25,4
Teller,102,322,25,4
Teller,102,323,25,4
Teller,102,324,25,4
Teller,102,325,25,4
Teller,102,326,25,4
Teller,102,327,25,4
Teller,102,328,25,4
Teller,102,329,25,4
Teller,102,330,25,4
Teller,102,331,25,4
Teller,102,332,25,4
Teller,102,333,25,4
Teller,102,334,25,4
Teller,102,335,25,4
Teller,102,336,25,4
Teller,102,337,25,4
Teller,102,338,25,4
Teller,102,339,25,4
Teller,102,340,25,4
Teller,102,341,25,4
Teller,102,342,25,4
Teller,102,343,25,4
Teller,102,344,25,4
Teller,102,345,25,4
Teller,102,346,25,4
Teller,102,347,25,4
Teller,102,348,25,4
Teller,102,349,25,4
Teller,102,350,25,4
Teller,102,351,25,4
Teller,102,352,25,4
Teller,102,353,25,4
Teller,102,354,25,4
Teller,102,355,25,4
Teller,102,356,25,4
Teller,102,357,25,4
Teller,102,358,25,4
Teller,102,359,25,4
Teller,102,360,25,4
Teller,102,361,25,4
Teller,102,362,25,4
Teller,102,363,25,4
Teller,102,364,25,4
Teller,102,365,25,5
Teller,102,366,25,5
Teller,102,367,16,5
Teller,102,368,25,5
Teller,102,369,9,5
Teller,102,370,25,5
Teller,102,371,25,5
Teller,102,372,25,5
Teller,102,373,25,5
Teller,102,374,25,5
Teller,102,375,25,5
Teller,102,376,25,5
Teller,102,377,25,5
Teller,102,378,25,5
Teller,102,379,25,5
Teller,102,380,25,5
Teller,102,381,25,5
Teller,102,382,25,5
Teller,102,383,25,5
Teller,102,384,25,5
Teller,102,385,25,5
Teller,102,386,25,5
Teller,102,387,25,5
Teller,102,388,25,5
Teller,102,389,25,5
Teller,102,390,25,5
Teller,102,391,25,5
Teller,102,392,25,5
Teller,102,393,25,5
Teller,102,394,25,5
Teller,102,395,25,5
Teller,102,396,25,5
Teller,102,397,25,5
Teller,102,398,25,5
Teller,102,399,25,5
Teller,102,400,25,5
Teller,102,401,25,5
Teller,102,402,25,5
Teller,102,403,25,5
Teller,102,404,8,5
Teller,102,405,25,5
Teller,102,406,7,5
Teller,102,407,25,5
Teller,102,408,25,5
Teller,102,409,25,5
Teller,102,410,25,5
Teller,102,411,25,5
Teller,102,412,25,5
Teller,102,413,25,5
Teller,102,414,11,5
