County,Tabulator ID,Batch ID,# of Ballot Cards,Location,,,,,,,,,,,,,,,,,,
La Plata,103,54,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,55,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,56,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,57,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,58,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,59,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,60,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,61,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,62,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,63,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,64,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,65,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,66,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,67,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,68,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,69,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,70,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,71,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,72,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,73,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,74,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,75,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,76,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,77,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,78,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,79,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,80,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,81,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,82,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,83,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,84,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,85,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,86,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,87,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,88,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,89,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,90,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,91,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,92,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,93,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,94,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,95,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,96,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,97,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,98,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,99,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,100,25,Bin # 2,,,,,,,,,,,,,,,,,,
La Plata,103,101,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,102,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,103,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,104,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,105,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,106,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,107,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,108,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,109,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,110,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,111,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,112,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,113,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,114,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,115,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,116,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,117,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,118,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,119,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,120,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,121,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,122,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,123,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,124,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,125,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,126,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,127,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,128,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,129,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,130,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,131,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,132,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,133,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,134,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,135,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,136,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,137,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,138,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,139,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,140,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,141,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,142,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,143,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,144,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,145,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,146,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,147,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,148,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,149,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,150,25,Bin # 3,,,,,,,,,,,,,,,,,,
La Plata,103,151,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,152,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,153,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,154,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,155,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,156,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,157,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,158,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,159,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,160,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,161,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,162,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,163,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,164,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,165,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,166,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,167,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,168,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,169,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,170,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,171,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,172,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,173,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,174,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,175,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,176,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,177,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,178,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,179,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,180,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,181,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,182,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,183,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,184,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,185,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,186,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,187,18,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,188,32,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,189,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,190,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,191,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,192,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,193,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,194,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,195,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,196,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,197,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,198,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,199,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,200,25,Bin # 4,,,,,,,,,,,,,,,,,,
La Plata,103,201,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,202,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,203,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,204,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,205,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,206,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,207,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,208,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,209,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,210,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,211,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,212,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,213,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,214,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,215,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,216,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,217,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,218,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,219,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,220,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,221,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,222,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,223,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,224,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,225,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,226,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,227,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,228,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,229,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,230,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,231,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,232,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,233,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,234,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,235,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,236,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,237,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,238,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,239,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,240,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,241,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,242,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,243,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,244,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,245,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,246,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,247,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,248,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,249,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,250,25,Bin # 5,,,,,,,,,,,,,,,,,,
La Plata,103,251,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,252,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,253,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,254,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,255,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,256,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,257,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,258,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,259,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,260,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,261,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,262,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,263,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,264,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,265,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,266,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,267,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,268,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,269,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,270,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,271,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,272,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,273,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,274,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,275,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,276,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,277,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,278,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,279,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,280,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,281,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,282,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,283,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,284,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,285,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,286,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,287,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,288,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,289,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,290,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,291,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,292,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,293,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,294,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,295,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,296,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,297,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,298,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,299,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,300,25,Bin # 6,,,,,,,,,,,,,,,,,,
La Plata,103,301,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,302,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,303,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,304,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,305,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,306,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,307,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,308,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,309,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,310,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,311,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,312,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,313,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,314,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,315,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,316,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,317,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,318,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,319,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,320,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,321,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,322,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,323,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,324,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,325,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,326,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,327,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,328,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,329,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,330,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,331,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,332,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,333,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,334,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,335,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,336,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,337,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,338,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,339,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,340,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,341,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,342,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,343,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,344,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,345,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,346,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,347,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,348,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,349,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,350,25,Bin # 7,,,,,,,,,,,,,,,,,,
La Plata,103,351,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,352,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,353,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,354,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,355,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,356,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,357,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,358,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,359,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,360,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,361,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,362,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,363,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,364,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,365,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,366,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,367,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,368,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,369,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,370,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,371,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,372,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,373,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,374,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,375,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,376,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,377,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,378,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,379,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,380,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,381,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,382,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,383,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,384,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,385,25,Bin # 8,,,,,,,,,,,,,,,,,,
La Plata,103,386,25,Bin # 8,,,,,,,,,,,,,,,,,,
