County,Tabulator,Batch,# of Ballots,Location
Adams,102,1,100,BLUE-1
Adams,102,2,100,BLUE-1
Adams,102,3,100,BLUE-1
Adams,102,4,100,BLUE-1
Adams,102,5,100,BLUE-1
Adams,102,6,100,BLUE-2
Adams,102,7,100,BLUE-2
Adams,102,8,100,BLUE-2
Adams,102,9,47,BLUE-2
Adams,102,10,100,BLUE-2
Adams,102,11,29,BLUE-3
Adams,102,12,99,BLUE-3
Adams,102,13,100,BLUE-3
Adams,102,14,100,BLUE-3
Adams,102,15,98,BLUE-3
Adams,102,16,101,BLUE-3
Adams,102,17,100,BLUE-4
Adams,102,18,100,BLUE-4
Adams,102,19,90,BLUE-4
Adams,102,20,100,BLUE-4
Adams,102,21,38,BLUE-4
Adams,102,22,99,BLUE-5
Adams,102,23,100,BLUE-5
Adams,102,24,100,BLUE-5
Adams,102,25,100,BLUE-5
Adams,102,26,100,BLUE-5
Adams,102,27,47,BLUE-6
Adams,102,28,99,BLUE-6
Adams,102,29,99,BLUE-6
Adams,102,30,100,BLUE-6
Adams,102,31,85,BLUE-6
Adams,102,32,100,BLUE-6
Adams,102,33,100,BLUE-7
Adams,102,34,100,BLUE-7
Adams,102,35,95,BLUE-7
Adams,102,36,100,BLUE-7
Adams,102,37,99,BLUE-7
Adams,102,38,100,BLUE-8
Adams,102,39,100,BLUE-8
Adams,102,40,100,BLUE-8
Adams,102,41,100,BLUE-8
Adams,102,42,100,BLUE-8
Adams,102,43,100,BLUE-9
Adams,102,44,87,BLUE-9
Adams,102,45,95,BLUE-9
Adams,102,46,100,BLUE-9
Adams,102,47,100,BLUE-9
Adams,102,48,100,BLUE-10
Adams,102,49,100,BLUE-10
Adams,102,50,99,BLUE-10
Adams,102,51,100,BLUE-10
Adams,102,52,100,BLUE-10
Adams,102,53,100,BLUE-11
Adams,102,54,100,BLUE-11
Adams,102,55,100,BLUE-11
Adams,102,56,99,BLUE-11
Adams,102,57,100,BLUE-11
Adams,102,58,119,BLUE-12
Adams,102,59,100,BLUE-12
Adams,102,60,100,BLUE-12
Adams,102,61,100,BLUE-12
Adams,102,62,100,BLUE-12
Adams,102,63,100,BLUE-13
Adams,102,64,85,BLUE-13
Adams,102,65,100,BLUE-13
Adams,102,66,100,BLUE-13
Adams,102,67,100,BLUE-13
Adams,102,68,100,BLUE-14
Adams,102,69,99,BLUE-14
Adams,102,70,100,BLUE-14
Adams,102,71,100,BLUE-14
Adams,102,72,100,BLUE-14
Adams,102,73,100,BLUE-15
Adams,102,74,100,BLUE-15
Adams,102,75,100,BLUE-15
Adams,102,76,100,BLUE-15
Adams,102,77,100,BLUE-15
Adams,102,78,100,BLUE-16
Adams,102,79,100,BLUE-16
Adams,102,80,100,BLUE-16
Adams,102,81,100,BLUE-16
Adams,102,82,100,BLUE-16
Adams,102,83,100,BLUE-17
Adams,102,84,100,BLUE-17
Adams,102,85,100,BLUE-17
Adams,102,86,124,BLUE-17
Adams,102,87,96,BLUE-17
Adams,102,88,100,BLUE-18
Adams,102,89,100,BLUE-18
Adams,102,90,100,BLUE-18
Adams,102,91,100,BLUE-18
Adams,102,92,100,BLUE-18
Adams,102,93,100,BLUE-19
Adams,102,94,100,BLUE-19
Adams,102,95,83,BLUE-19
Adams,102,96,100,BLUE-19
Adams,102,97,100,BLUE-19
Adams,102,98,98,BLUE-20
Adams,102,99,100,BLUE-20
Adams,102,100,100,BLUE-20
Adams,102,101,100,BLUE-20
Adams,102,102,100,BLUE-20
Adams,102,103,100,BLUE-21
Adams,102,104,100,BLUE-21
Adams,102,105,98,BLUE-21
Adams,102,106,100,BLUE-21
Adams,102,107,100,BLUE-21
Adams,102,108,100,BLUE-22
Adams,102,109,100,BLUE-22
Adams,102,110,100,BLUE-22
Adams,102,111,100,BLUE-22
Adams,102,112,100,BLUE-22
Adams,102,113,100,BLUE-23
Adams,102,114,100,BLUE-23
Adams,102,115,99,BLUE-23
Adams,102,116,100,BLUE-23
Adams,102,117,100,BLUE-23
Adams,102,118,100,BLUE-24
Adams,102,119,99,BLUE-24
Adams,102,120,100,BLUE-24
Adams,102,121,100,BLUE-24
Adams,102,122,100,BLUE-24
Adams,102,123,99,BLUE-25
Adams,102,124,100,BLUE-25
Adams,102,125,100,BLUE-25
Adams,102,126,100,BLUE-25
Adams,102,127,100,BLUE-25
Adams,102,128,100,BLUE-26
Adams,102,129,100,BLUE-26
Adams,102,130,100,BLUE-26
Adams,102,131,100,BLUE-26
Adams,102,132,100,BLUE-26
Adams,102,133,124,BLUE-27
Adams,102,134,100,BLUE-27
Adams,102,135,100,BLUE-27
Adams,102,136,100,BLUE-27
Adams,102,137,100,BLUE-27
Adams,102,138,100,BLUE-28
Adams,102,139,100,BLUE-28
Adams,102,140,97,BLUE-28
Adams,102,141,100,BLUE-28
Adams,102,142,100,BLUE-28
Adams,102,143,101,BLUE-29
Adams,102,144,100,BLUE-29
Adams,102,145,97,BLUE-29
Adams,102,146,100,BLUE-29
Adams,102,147,100,BLUE-29
Adams,102,148,100,BLUE-30
Adams,102,149,100,BLUE-30
Adams,102,150,100,BLUE-30
Adams,102,151,100,BLUE-30
Adams,102,152,100,BLUE-30
Adams,102,153,100,BLUE-31
Adams,102,154,100,BLUE-31
Adams,102,155,100,BLUE-31
Adams,102,156,98,BLUE-31
Adams,102,157,100,BLUE-31
Adams,102,158,100,BLUE-32
Adams,102,159,100,BLUE-32
Adams,102,160,100,BLUE-32
Adams,102,161,100,BLUE-32
Adams,102,162,100,BLUE-32
Adams,102,163,100,BLUE-33
Adams,102,164,100,BLUE-33
Adams,102,165,100,BLUE-33
Adams,102,166,100,BLUE-33
Adams,102,167,99,BLUE-33
Adams,102,168,99,BLUE-34
Adams,102,169,100,BLUE-34
Adams,102,170,100,BLUE-34
Adams,102,171,98,BLUE-34
Adams,102,172,107,BLUE-34
Adams,102,173,100,BLUE-35
Adams,102,174,100,BLUE-35
Adams,102,175,98,BLUE-35
Adams,102,176,101,BLUE-35
Adams,102,177,100,BLUE-35
Adams,102,178,100,BLUE-36
Adams,102,179,100,BLUE-36
Adams,102,180,100,BLUE-36
Adams,102,181,97,BLUE-36
Adams,102,182,100,BLUE-36
Adams,102,183,100,BLUE-37
Adams,102,184,100,BLUE-37
Adams,102,185,100,BLUE-37
Adams,102,186,100,BLUE-37
Adams,102,187,100,BLUE-37
Adams,102,188,100,BLUE-38
Adams,102,189,100,BLUE-38
Adams,102,190,100,BLUE-38
Adams,102,191,100,BLUE-38
Adams,102,192,100,BLUE-38
Adams,102,193,100,BLUE-39
Adams,102,194,100,BLUE-39
Adams,102,195,100,BLUE-39
Adams,102,196,100,BLUE-39
Adams,102,197,100,BLUE-39
Adams,102,198,100,BLUE-40
Adams,102,199,100,BLUE-40
Adams,102,200,98,BLUE-40
Adams,102,201,100,BLUE-40
Adams,102,202,99,BLUE-40
Adams,102,203,100,BLUE-41
Adams,102,204,100,BLUE-41
Adams,102,205,100,BLUE-41
Adams,102,206,100,BLUE-41
Adams,102,207,100,BLUE-41
Adams,102,208,128,BLUE-42
Adams,102,209,128,BLUE-42
Adams,102,210,100,BLUE-43
Adams,102,211,97,BLUE-43
Adams,102,212,99,BLUE-43
Adams,102,213,100,BLUE-43
Adams,102,214,100,BLUE-43
Adams,102,215,100,BLUE-44
Adams,102,216,100,BLUE-44
Adams,102,217,100,BLUE-44
Adams,102,218,100,BLUE-44
