County,Tabulator ID,TrackingId,BatchCount,BallotStorageBox
Douglas,1,COORD-0805,100,88
Douglas,1,COORD-0806,100,106
Douglas,1,COORD-0807,100,95
Douglas,1,COORD-0808,100,104
Douglas,1,COORD-0809,100,85
Douglas,1,COORD-0810,100,85
Douglas,1,COORD-0811,100,106
Douglas,1,COORD-0812,100,103
Douglas,1,COORD-0813,100,95
Douglas,1,COORD-0814,100,85
Douglas,1,COORD-0815,100,105
Douglas,1,COORD-0816,100,95
Douglas,1,COORD-0817,100,89
Douglas,1,COORD-0818,100,89
Douglas,1,COORD-0819,100,95
Douglas,1,COORD-0820,100,89
Douglas,1,COORD-0821,100,105
Douglas,1,COORD-0822,100,106
Douglas,1,COORD-0823,100,85
Douglas,1,COORD-0824,100,105
Douglas,1,COORD-0825,100,89
Douglas,1,COORD-0826,100,103
Douglas,1,COORD-0827,100,89
Douglas,1,COORD-0828,100,89
Douglas,1,COORD-0829,100,105
Douglas,1,COORD-0830,100,103
Douglas,1,COORD-0831,100,106
Douglas,1,COORD-0832,100,85
Douglas,1,COORD-0833,100,85
Douglas,1,COORD-0834,100,95
Douglas,1,COORD-0835,100,99
Douglas,1,COORD-0836,100,99
Douglas,1,COORD-0837,100,99
Douglas,1,COORD-0838,100,105
Douglas,1,COORD-0839,100,103
Douglas,1,COORD-0840,100,106
Douglas,1,COORD-0841,100,106
Douglas,1,COORD-0842,100,112
Douglas,1,COORD-0843,100,125
Douglas,1,COORD-0844,100,99
Douglas,1,COORD-0845,100,116
Douglas,1,COORD-0846,100,111
Douglas,1,COORD-0847,100,126
Douglas,1,COORD-0848,100,111
Douglas,1,COORD-0849,100,103
Douglas,1,COORD-0850,100,87
Douglas,1,COORD-0851,100,104
Douglas,1,COORD-0852,100,103
Douglas,1,COORD-0853,100,111
Douglas,1,COORD-0854,100,126
Douglas,1,COORD-0855,100,89
Douglas,1,COORD-0856,100,118
Douglas,1,COORD-0857,100,122
Douglas,1,COORD-0858,100,126
Douglas,1,COORD-0859,47,95
Douglas,1,COORD-0860,100,126
Douglas,1,COORD-0861,100,118
Douglas,1,COORD-0862,100,113
Douglas,1,COORD-0863,100,103
Douglas,1,COORD-0864,100,105
Douglas,1,COORD-0865,100,104
Douglas,1,COORD-0866,100,99
Douglas,1,COORD-0867,100,104
Douglas,1,COORD-0868,100,104
Douglas,1,COORD-0869,100,123
Douglas,1,COORD-0870,100,122
Douglas,1,COORD-0871,100,125
Douglas,1,COORD-0872,100,122
Douglas,1,COORD-0873,100,112
Douglas,1,COORD-0874,100,103
Douglas,1,COORD-0875,100,99
Douglas,1,COORD-0876,100,112
Douglas,1,COORD-0877,100,118
Douglas,1,COORD-0878,100,112
Douglas,1,COORD-0879,100,113
Douglas,1,COORD-0880,100,112
Douglas,1,COORD-0881,100,100
Douglas,1,COORD-0882,100,99
Douglas,1,COORD-0883,100,99
Douglas,1,COORD-0884,100,116
Douglas,1,COORD-0885,100,116
Douglas,1,COORD-0886,100,125
Douglas,1,COORD-0887,100,118
Douglas,1,COORD-0888,100,122
Douglas,1,COORD-0889,100,122
Douglas,1,COORD-0890,100,99
Douglas,1,COORD-0891,100,99
Douglas,1,COORD-0892,100,112
Douglas,1,COORD-0893,100,112
Douglas,1,COORD-0894,100,111
Douglas,1,COORD-0895,100,103
Douglas,1,COORD-0896,100,112
Douglas,1,COORD-0897,100,99
Douglas,1,COORD-0898,100,100
Douglas,1,COORD-0899,100,106
Douglas,1,COORD-0900,100,118
Douglas,1,COORD-0901,100,130
Douglas,1,COORD-0902,100,117
Douglas,1,COORD-0903,100,113
Douglas,1,COORD-0904,100,100
Douglas,1,COORD-0905,50,105
Douglas,1,COORD-0906,100,100
Douglas,1,COORD-0907,100,111
Douglas,1,COORD-0908,100,106
Douglas,1,COORD-0909,100,111
Douglas,1,COORD-0910,100,111
Douglas,1,COORD-0911,100,123
Douglas,1,COORD-0912,100,118
Douglas,1,COORD-0913,100,106
Douglas,1,COORD-0914,100,104
Douglas,1,COORD-0915,100,111
Douglas,1,COORD-0916,100,106
Douglas,1,COORD-0917,100,125
Douglas,1,COORD-0918,100,113
Douglas,1,COORD-0919,100,105
Douglas,1,COORD-0920,100,118
Douglas,1,COORD-0921,100,124
Douglas,1,COORD-0922,100,126
Douglas,1,COORD-0923,100,112
Douglas,1,COORD-0924,100,118
Douglas,1,COORD-0925,29,137
Douglas,1,COORD-0926,100,122
Douglas,1,COORD-0927,100,116
Douglas,1,COORD-0928,100,116
Douglas,1,COORD-0929,100,124
Douglas,1,COORD-0930,100,125
Douglas,1,COORD-0931,100,118
Douglas,1,COORD-0932,100,117
Douglas,1,COORD-0933,100,113
Douglas,1,COORD-0934,100,107
Douglas,1,COORD-0935,100,128
Douglas,1,COORD-0936,100,105
Douglas,1,COORD-0937,100,130
Douglas,1,COORD-0938,100,116
Douglas,1,COORD-0939,100,112
Douglas,1,COORD-0940,100,133
Douglas,1,COORD-0941,100,112
Douglas,1,COORD-0942,100,105
Douglas,1,COORD-0943,100,118
Douglas,1,COORD-0944,100,125
Douglas,1,COORD-0945,100,111
Douglas,1,COORD-0946,100,111
Douglas,1,COORD-0947,100,124
Douglas,1,COORD-0948,100,117
Douglas,1,COORD-0949,53,130
Douglas,1,COORD-0950,100,94
Douglas,1,COORD-0951,100,104
Douglas,1,COORD-0952,100,118
Douglas,1,COORD-0953,100,94
Douglas,1,COORD-0954,100,118
Douglas,1,COORD-0955,99,104
Douglas,1,COORD-0956,100,125
Douglas,1,COORD-0957,100,104
Douglas,1,COORD-0958,100,116
Douglas,1,COORD-0959,100,118
Douglas,1,COORD-0960,100,104
Douglas,1,COORD-0961,100,117
Douglas,1,COORD-0962,100,133
Douglas,1,COORD-0963,100,116
Douglas,1,COORD-0964,100,125
Douglas,1,COORD-0965,100,113
Douglas,1,COORD-0966,100,113
Douglas,1,COORD-0967,100,94
Douglas,1,COORD-0968,100,118
Douglas,1,COORD-0969,100,118
Douglas,1,COORD-0970,100,125
Douglas,1,COORD-0971,100,123
Douglas,1,COORD-0972,100,117
Douglas,1,COORD-0973,100,113
Douglas,1,COORD-0974,100,94
Douglas,1,COORD-0975,100,94
Douglas,1,COORD-0976,100,104
Douglas,1,COORD-0977,100,94
Douglas,1,COORD-0978,100,113
Douglas,1,COORD-0979,100,100
Douglas,1,COORD-0980,100,100
Douglas,1,COORD-0981,100,94
Douglas,1,COORD-0982,100,94
Douglas,1,COORD-0983,100,113
Douglas,1,COORD-0984,100,100
Douglas,1,COORD-0985,100,128
Douglas,1,COORD-0986,100,94
Douglas,1,COORD-0987,100,117
Douglas,1,COORD-0988,100,117
Douglas,1,COORD-0989,100,111
Douglas,1,COORD-0990,100,100
Douglas,1,COORD-0991,100,100
Douglas,1,COORD-0992,100,117
Douglas,1,COORD-0993,100,100
Douglas,1,COORD-0994,100,117
Douglas,1,COORD-0995,100,117
Douglas,1,COORD-0996,100,117
Douglas,1,COORD-0997,100,117
Douglas,1,COORD-0998,100,100
Douglas,1,COORD-0999,46,100
Douglas,1,COORD-1000,100,123
Douglas,1,COORD-1001,100,113
Douglas,1,COORD-1002,100,133
Douglas,1,COORD-1003,100,123
Douglas,1,COORD-1004,100,100
Douglas,1,COORD-1005,100,133
Douglas,1,COORD-1006,100,133
Douglas,1,COORD-1007,100,122
Douglas,1,COORD-1008,100,100
Douglas,1,COORD-1009,100,124
Douglas,1,COORD-1010,100,123
Douglas,1,COORD-1011,100,113
Douglas,1,COORD-1012,100,133
Douglas,1,COORD-1013,100,132
Douglas,1,COORD-1014,100,122
Douglas,1,COORD-1015,100,122
Douglas,1,COORD-1016,100,126
Douglas,1,COORD-1017,100,132
Douglas,1,COORD-1018,100,132
Douglas,1,COORD-1019,100,132
Douglas,1,COORD-1020,100,130
Douglas,1,COORD-1021,100,130
Douglas,1,COORD-1022,100,130
Douglas,1,COORD-1023,100,125
Douglas,1,COORD-1024,100,126
Douglas,1,COORD-1025,100,122
Douglas,1,COORD-1026,100,130
Douglas,1,COORD-1027,11,117
Douglas,1,COORD-1028,100,132
Douglas,1,COORD-1029,100,122
Douglas,1,COORD-1030,100,125
Douglas,1,COORD-1031,100,124
Douglas,1,COORD-1032,100,126
Douglas,1,COORD-1033,100,122
Douglas,1,COORD-1034,100,132
Douglas,1,COORD-1035,100,124
Douglas,1,COORD-1036,100,130
Douglas,1,COORD-1037,100,122
Douglas,1,COORD-1038,100,130
Douglas,1,COORD-1039,100,122
Douglas,1,COORD-1040,100,100
Douglas,1,COORD-1041,100,126
Douglas,1,COORD-1042,100,132
Douglas,1,COORD-1043,100,125
Douglas,1,COORD-1044,100,130
Douglas,1,COORD-1045,100,132
Douglas,1,COORD-1046,100,128
Douglas,1,COORD-1047,100,132
Douglas,1,COORD-1048,100,132
Douglas,1,COORD-1049,100,133
Douglas,1,COORD-1050,100,123
Douglas,1,COORD-1051,100,100
Douglas,1,COORD-1052,100,133
Douglas,1,COORD-1053,100,125
Douglas,1,COORD-1054,100,126
Douglas,1,COORD-1055,100,133
Douglas,1,COORD-1056,100,133
Douglas,1,COORD-1057,100,133
Douglas,1,COORD-1058,100,132
Douglas,1,COORD-1059,100,125
Douglas,1,COORD-1060,83,128
Douglas,1,COORD-1061,100,123
Douglas,1,COORD-1062,100,123
Douglas,1,COORD-1063,100,123
Douglas,1,COORD-1064,100,123
Douglas,1,COORD-1065,100,123
Douglas,1,COORD-1066,100,136
Douglas,1,COORD-1067,100,123
Douglas,1,COORD-1068,100,132
Douglas,1,COORD-1069,100,123
Douglas,1,COORD-1070,100,132
Douglas,1,COORD-1071,100,132
Douglas,1,COORD-1072,61,136
Douglas,1,COORD-1073,100,123
Douglas,1,COORD-1074,100,123
Douglas,1,COORD-1075,100,136
Douglas,1,COORD-1076,100,123
Douglas,1,COORD-1077,100,130
Douglas,1,COORD-1078,100,128
Douglas,1,COORD-1079,100,136
Douglas,1,COORD-1080,100,130
Douglas,1,COORD-1081,100,128
Douglas,1,COORD-1082,100,128
Douglas,1,COORD-1083,100,123
Douglas,1,COORD-1084,100,128
Douglas,1,COORD-1085,100,128
Douglas,1,COORD-1086,100,137
Douglas,1,COORD-1087,100,136
Douglas,1,COORD-1088,100,132
Douglas,1,COORD-1089,100,137
Douglas,1,COORD-1090,100,130
Douglas,1,COORD-1091,100,137
Douglas,1,COORD-1092,100,136
Douglas,1,COORD-1093,100,137
Douglas,1,COORD-1094,100,137
Douglas,1,COORD-1095,100,128
Douglas,1,COORD-1096,100,136
Douglas,1,COORD-1097,100,136
Douglas,1,COORD-1098,100,137
Douglas,1,COORD-1099,100,128
Douglas,1,COORD-1100,100,137
Douglas,1,COORD-1101,100,136
Douglas,1,COORD-1102,100,133
Douglas,1,COORD-1103,100,137
Douglas,1,COORD-1104,100,136
Douglas,1,COORD-1105,100,137
Douglas,1,COORD-1106,100,137
Douglas,1,COORD-1107,100,137
Douglas,1,COORD-1108,100,128
Douglas,1,COORD-1109,100,137
Douglas,1,COORD-1110,100,137
Douglas,1,COORD-1111,100,133
Douglas,1,COORD-1112,100,136
Douglas,1,COORD-1113,100,137
Douglas,1,COORD-1114,100,128
Douglas,1,COORD-1115,100,136
Douglas,1,COORD-1116,100,137
Douglas,1,COORD-1117,100,136
Douglas,1,COORD-1118,100,128
Douglas,1,COORD-1119,100,136
Douglas,1,COORD-1120,100,136
Douglas,1,COORD-1121,100,137
Douglas,1,COORD-1122,100,130
Douglas,1,COORD-1123,100,136
Douglas,1,COORD-1124,100,128
Douglas,1,COORD-1125,100,128
Douglas,1,COORD-1126,100,128
Douglas,1,COORD-1127,18,137
Douglas,1,COORD-1128,9,137
Douglas,1,COORD-1129,102,137
Douglas,1,COORD-1130,74,137
Douglas,1,COORD-1131,40,137
Douglas,1,COORD-1134,100,133
Douglas,1,COORD-1135,100,133
Douglas,1,COORD-1136,47,133
Douglas,1,COORD-1137,184,139
Douglas,1,COORD-1138,224,139
Douglas,1,COORD-1139,205,139
Douglas,1,COORD-1140,204,139
Douglas,1,COORD-1141,100,133
Douglas,1,COORD-1142,50,133
Douglas,1,COORD-1143,6,139
Douglas,1,COORD-1144,4,139
Douglas,1,COORD-1145,2,139
Douglas,1,COORD-1146,100,139
Douglas,1,COORD-1147,13,139
Douglas,1,COORD-1148,30,139
Douglas,1,COORD-1150,1,139
