County,Tabulator,Batch,# of Ballots,Location
Las Animas,3,1,25,Bin 10
Las Animas,3,2,25,Bin 10
Las Animas,3,3,25,Bin 10
Las Animas,3,4,25,Bin 10
Las Animas,3,5,25,Bin 10
Las Animas,3,6,25,Bin 10
Las Animas,3,7,25,Bin 10
Las Animas,3,8,25,Bin 10
Las Animas,3,9,25,Bin 10
Las Animas,3,10,25,Bin 10
Las Animas,3,11,25,Bin 10
Las Animas,3,12,25,Bin 10
Las Animas,3,13,25,Bin 10
Las Animas,3,14,25,Bin 10
Las Animas,3,15,25,Bin 10
Las Animas,3,16,25,Bin 10
Las Animas,3,17,25,Bin 10
Las Animas,3,18,25,Bin 10
Las Animas,3,19,25,Bin 10
Las Animas,3,20,25,Bin 10
Las Animas,3,21,25,Bin 10
Las Animas,3,22,25,Bin 10
Las Animas,3,23,25,Bin 10
Las Animas,3,24,25,Bin 10
Las Animas,3,25,25,Bin 10
Las Animas,3,26,25,Bin 10
Las Animas,3,27,25,Bin 10
Las Animas,3,28,25,Bin 10
Las Animas,3,29,25,Bin 10
Las Animas,3,30,25,Bin 10
Las Animas,3,31,25,Bin 10
Las Animas,3,32,25,Bin 10
Las Animas,3,33,25,Bin 10
Las Animas,3,34,25,Bin 10
Las Animas,3,35,25,Bin 10
Las Animas,3,36,25,Bin 10
Las Animas,3,37,25,Bin 10
Las Animas,3,38,25,Bin 10
Las Animas,3,39,25,Bin 10
Las Animas,3,40,25,Bin 10
Las Animas,3,41,25,Bin 11
Las Animas,3,42,25,Bin 11
Las Animas,3,43,26,Bin 11
Las Animas,3,44,25,Bin 11
Las Animas,3,45,25,Bin 11
Las Animas,3,46,25,Bin 11
Las Animas,3,47,25,Bin 11
Las Animas,3,48,25,Bin 11
Las Animas,3,49,25,Bin 11
Las Animas,3,50,25,Bin 11
Las Animas,3,51,25,Bin 11
Las Animas,3,52,25,Bin 11
Las Animas,3,53,25,Bin 11
Las Animas,3,54,25,Bin 11
Las Animas,3,55,25,Bin 11
Las Animas,3,56,25,Bin 11
Las Animas,3,57,25,Bin 11
Las Animas,3,58,25,Bin 11
Las Animas,3,59,25,Bin 11
Las Animas,3,60,25,Bin 11
Las Animas,3,61,25,Bin 11
Las Animas,3,62,25,Bin 11
Las Animas,3,63,25,Bin 11
Las Animas,3,64,25,Bin 11
Las Animas,3,65,25,Bin 11
Las Animas,3,66,25,Bin 11
Las Animas,3,67,25,Bin 11
Las Animas,3,68,25,Bin 11
Las Animas,3,69,25,Bin 11
Las Animas,3,70,25,Bin 11
Las Animas,3,71,25,Bin 11
Las Animas,3,72,25,Bin 11
Las Animas,3,73,25,Bin 11
Las Animas,3,74,25,Bin 11
Las Animas,3,75,25,Bin 11
Las Animas,3,76,25,Bin 11
Las Animas,3,77,25,Bin 11
Las Animas,3,78,25,Bin 11
Las Animas,3,79,25,Bin 11
Las Animas,3,80,25,Bin 11
Las Animas,3,81,25,Bin 7
Las Animas,3,82,25,Bin 7
Las Animas,3,83,25,Bin 7
Las Animas,3,84,25,Bin 7
Las Animas,3,85,25,Bin 7
Las Animas,3,86,25,Bin 7
Las Animas,3,87,25,Bin 7
Las Animas,3,88,25,Bin 7
Las Animas,3,89,25,Bin 7
Las Animas,3,90,25,Bin 7
Las Animas,3,91,25,Bin 7
Las Animas,3,92,5,Bin 7
Las Animas,3,93,25,Bin 7
Las Animas,3,94,25,Bin 7
Las Animas,3,95,25,Bin 7
Las Animas,3,96,25,Bin 7
Las Animas,3,97,25,Bin 7
Las Animas,3,98,25,Bin 7
Las Animas,3,99,25,Bin 7
Las Animas,3,100,25,Bin 7
Las Animas,3,101,25,Bin 7
Las Animas,3,102,25,Bin 7
Las Animas,3,103,25,Bin 7
Las Animas,3,104,25,Bin 7
Las Animas,3,105,25,Bin 7
Las Animas,3,106,25,Bin 7
Las Animas,3,107,25,Bin 7
Las Animas,3,108,25,Bin 7
Las Animas,3,109,25,Bin 7
Las Animas,3,110,25,Bin 7
Las Animas,3,111,25,Bin 7
Las Animas,3,112,25,Bin 7
Las Animas,3,113,25,Bin 7
Las Animas,3,114,25,Bin 7
Las Animas,3,115,25,Bin 7
Las Animas,3,116,25,Bin 7
Las Animas,3,117,25,Bin 7
Las Animas,3,118,25,Bin 7
Las Animas,3,119,25,Bin 7
Las Animas,3,120,25,Bin 7
Las Animas,3,121,25,Bin 8
Las Animas,3,122,25,Bin 8
Las Animas,3,123,25,Bin 8
Las Animas,3,124,25,Bin 8
Las Animas,3,125,25,Bin 8
Las Animas,3,126,25,Bin 8
Las Animas,3,127,25,Bin 8
Las Animas,3,128,25,Bin 8
Las Animas,3,129,25,Bin 8
Las Animas,3,130,25,Bin 8
Las Animas,3,131,25,Bin 8
Las Animas,3,132,25,Bin 8
Las Animas,3,133,25,Bin 8
Las Animas,3,134,25,Bin 8
Las Animas,3,135,25,Bin 8
Las Animas,3,136,25,Bin 8
Las Animas,3,137,25,Bin 8
Las Animas,3,138,25,Bin 8
Las Animas,3,139,25,Bin 8
Las Animas,3,140,25,Bin 8
Las Animas,3,141,25,Bin 8
Las Animas,3,142,25,Bin 8
Las Animas,3,143,25,Bin 8
Las Animas,3,144,25,Bin 8
Las Animas,3,145,25,Bin 8
Las Animas,3,146,25,Bin 8
Las Animas,3,147,25,Bin 8
Las Animas,3,148,25,Bin 8
