county_name,contest_name,imprinted_id,ballot_type,choice_per_voting_computer,audit_board_selection,consensus,record_type,audit_board_comment,timestamp,cvr_id,audit_reason,discrepancy
Delta,Delta - Director for the Delta County Board of Education - District 4,101-352-10,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 10:11:49.060,54295,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-35-27,1,"""Hardy Hutto""","""Hardy Hutto""",YES,uploaded,,2023-11-20 09:51:33.540,46458,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-355-9,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 10:12:07.250,54357,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-361-20,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 10:12:27.840,54494,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-372-18,1,,,YES,uploaded,,2023-11-20 10:12:44.290,54778,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-375-23,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 10:13:01.540,54844,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-379-9,1,"""Hardy Hutto""","""Hardy Hutto""",YES,uploaded,,2023-11-20 10:13:22.320,54946,,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-385-7,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 10:13:40.130,55112,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-385-8,1,"""Hardy Hutto""","""Hardy Hutto""",YES,uploaded,,2023-11-20 10:14:01.080,55105,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-386-18,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 10:14:17.630,55135,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-388-18,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 10:14:35.620,55174,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-391-15,1,"""Hardy Hutto""","""Hardy Hutto""",YES,uploaded,,2023-11-20 10:14:56.880,55258,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-391-22,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 10:15:15.460,55243,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-397-13,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 10:15:34.770,55465,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-403-17,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 10:15:53.570,55591,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-409-20,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 10:16:10.690,55734,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-421-22,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 10:16:29.500,56030,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-427-9,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 10:16:51.540,56183,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-43-16,1,"""Hardy Hutto""","""Hardy Hutto""",YES,uploaded,,2023-11-20 09:51:54.280,46664,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-436-18,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 10:17:16.610,56419,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-444-24,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 10:17:38.170,56606,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-445-10,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 10:17:55.560,56636,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-60-25,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 09:52:13.820,47071,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-70-18,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 09:52:52.440,47326,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,0101-09-24,1,"""Hardy Hutto""","""Hardy Hutto""",YES,uploaded,,2023-11-20 09:49:12.170,45846,COUNTY_WIDE_CONTEST,FALSE
Delta,Delta - Director for the Delta County Board of Education - District 4,101-98-23,1,"""Dan Burke""","""Dan Burke""",YES,uploaded,,2023-11-20 09:53:14.140,47999,COUNTY_WIDE_CONTEST,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-108-2,1,,,YES,uploaded,,2023-11-20 09:53:34.390,48218,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-118-15,1,,,YES,uploaded,,2023-11-20 09:53:57.110,48466,,FALSE
Delta,Director for the Delta County Board of Education - District 2,0101-12-19,1,,,YES,uploaded,,2023-11-20 09:50:01.390,45904,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-124-22,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 09:54:16.650,48588,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-128-15,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 09:54:35.850,48695,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-132-25,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 09:54:59.450,48794,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-142-13,1,,,YES,uploaded,,2023-11-20 09:55:18.990,49058,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-147-1,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 09:55:44.700,49161,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-170-19,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 09:57:00.040,49703,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-174-13,1,,,YES,uploaded,,2023-11-20 09:57:21.340,49894,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-182-16,1,,,YES,uploaded,,2023-11-20 09:59:55.980,50025,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-182-6,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 09:59:33.700,50026,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-190-15,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:00:13.930,50206,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-191-24,1,,,YES,uploaded,,2023-11-20 10:00:33.010,50235,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-200-15,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:01:21.350,51647,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-201-22,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:01:40.560,50444,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-21-1,1,,,YES,uploaded,,2023-11-20 09:50:30.350,46093,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-218-1,1,,,YES,uploaded,,2023-11-20 10:02:01.740,50875,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-227-16,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:02:27.340,51115,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-228-26,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:02:49.560,51141,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-231-18,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:03:10.770,51221,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-238-3,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:03:31.290,51386,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-239-22,1,,,YES,uploaded,,2023-11-20 10:03:51.350,51407,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-240-14,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:04:11.980,51446,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-251-3,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:04:37.540,51758,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-254-9,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:04:55.100,51842,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-273-13,1,,,YES,uploaded,,2023-11-20 10:05:16.080,52291,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-274-7,1,,,YES,uploaded,,2023-11-20 10:05:36.190,52305,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-281-24,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:06:03.230,52477,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-282-16,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:06:23.170,52507,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-28-6,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 09:50:54.480,46273,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-286-22,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:06:53.140,52596,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-288-19,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:07:15.950,52640,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-292-14,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:07:33.560,52758,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-303-7,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:08:04.090,53051,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-32-22,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 09:51:13.160,46367,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-322-28,1,,,YES,uploaded,,2023-11-20 10:08:23.640,53541,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-327-13,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:08:50.660,54142,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-327-18,1,,,YES,uploaded,,2023-11-20 10:09:08.930,54144,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-329-15,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:09:26.270,53692,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-336-12,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:09:48.930,53887,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-338-16,1,,,YES,uploaded,,2023-11-20 10:10:08.310,53942,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-338-17,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:10:28.870,53924,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-342-15,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:10:47.440,54028,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-347-7,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:11:10.440,54155,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-349-10,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:11:30.610,54203,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-352-10,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:11:49.060,54295,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-35-27,1,,,YES,uploaded,,2023-11-20 09:51:33.540,46458,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-355-9,1,,,YES,uploaded,,2023-11-20 10:12:07.250,54357,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-361-20,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:12:27.840,54494,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-372-18,1,,,YES,uploaded,,2023-11-20 10:12:44.290,54778,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-375-23,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:13:01.540,54844,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-379-9,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:13:22.320,54946,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-385-7,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:13:40.130,55112,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-385-8,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:14:01.080,55105,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-386-18,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:14:17.630,55135,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-388-18,1,,,YES,uploaded,,2023-11-20 10:14:35.620,55174,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-391-15,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:14:56.880,55258,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-391-22,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:15:15.460,55243,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-397-13,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:15:34.770,55465,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-403-17,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:15:53.570,55591,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-409-20,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:16:10.690,55734,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-421-22,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:16:29.500,56030,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-427-9,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:16:51.540,56183,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-43-16,1,,,YES,uploaded,,2023-11-20 09:51:54.280,46664,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-436-18,1,,,YES,uploaded,,2023-11-20 10:17:16.610,56419,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-444-24,1,,,YES,uploaded,,2023-11-20 10:17:38.170,56606,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-445-10,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 10:17:55.560,56636,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-60-25,1,,,YES,uploaded,,2023-11-20 09:52:13.820,47071,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-70-18,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 09:52:52.440,47326,,FALSE
Delta,Director for the Delta County Board of Education - District 2,0101-09-24,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 09:49:12.170,45846,,FALSE
Delta,Director for the Delta County Board of Education - District 2,101-98-23,1,"""Tony Bohling""","""Tony Bohling""",YES,uploaded,,2023-11-20 09:53:14.140,47999,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-108-2,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:53:34.390,48218,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-118-15,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:53:57.110,48466,,FALSE
Delta,Director for the Delta County Board of Education - District 3,0101-12-19,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:50:01.390,45904,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-124-22,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:54:16.650,48588,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-128-15,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:54:35.850,48695,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-132-25,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:54:59.450,48794,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-142-13,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:55:18.990,49058,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-147-1,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:55:44.700,49161,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-170-19,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:57:00.040,49703,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-174-13,1,,,YES,uploaded,,2023-11-20 09:57:21.340,49894,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-182-16,1,,,YES,uploaded,,2023-11-20 09:59:55.980,50025,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-182-6,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:59:33.700,50026,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-190-15,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:00:13.930,50206,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-191-24,1,,,YES,uploaded,,2023-11-20 10:00:33.010,50235,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-200-15,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:01:21.350,51647,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-201-22,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:01:40.560,50444,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-21-1,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:50:30.350,46093,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-218-1,1,,,YES,uploaded,,2023-11-20 10:02:01.740,50875,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-227-16,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:02:27.340,51115,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-228-26,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:02:49.560,51141,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-231-18,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:03:10.770,51221,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-238-3,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:03:31.290,51386,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-239-22,1,,,YES,uploaded,,2023-11-20 10:03:51.350,51407,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-240-14,1,,,YES,uploaded,,2023-11-20 10:04:11.980,51446,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-251-3,1,,,YES,uploaded,,2023-11-20 10:04:37.540,51758,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-254-9,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:04:55.100,51842,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-273-13,1,,,YES,uploaded,,2023-11-20 10:05:16.080,52291,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-274-7,1,,,YES,uploaded,,2023-11-20 10:05:36.190,52305,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-281-24,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:06:03.230,52477,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-282-16,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:06:23.170,52507,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-28-6,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:50:54.480,46273,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-286-22,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:06:53.140,52596,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-288-19,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:07:15.950,52640,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-292-14,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:07:33.560,52758,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-303-7,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:08:04.090,53051,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-32-22,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:51:13.160,46367,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-322-28,1,,,YES,uploaded,,2023-11-20 10:08:23.640,53541,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-327-13,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:08:50.660,54142,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-327-18,1,,,YES,uploaded,,2023-11-20 10:09:08.930,54144,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-329-15,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:09:26.270,53692,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-336-12,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:09:48.930,53887,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-338-16,1,,,YES,uploaded,,2023-11-20 10:10:08.310,53942,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-338-17,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:10:28.870,53924,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-342-15,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:10:47.440,54028,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-347-7,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:11:10.440,54155,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-349-10,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:11:30.610,54203,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-352-10,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:11:49.060,54295,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-35-27,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:51:33.540,46458,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-355-9,1,,,YES,uploaded,,2023-11-20 10:12:07.250,54357,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-361-20,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:12:27.840,54494,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-372-18,1,,,YES,uploaded,,2023-11-20 10:12:44.290,54778,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-375-23,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:13:01.540,54844,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-379-9,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:13:22.320,54946,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-385-7,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:13:40.130,55112,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-385-8,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:14:01.080,55105,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-386-18,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:14:17.630,55135,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-388-18,1,,,YES,uploaded,,2023-11-20 10:14:35.620,55174,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-391-15,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:14:56.880,55258,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-391-22,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:15:15.460,55243,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-397-13,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:15:34.770,55465,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-403-17,1,,,YES,uploaded,,2023-11-20 10:15:53.570,55591,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-409-20,1,,,YES,uploaded,,2023-11-20 10:16:10.690,55734,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-421-22,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:16:29.500,56030,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-427-9,1,,,YES,uploaded,,2023-11-20 10:16:51.540,56183,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-43-16,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:51:54.280,46664,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-436-18,1,,,YES,uploaded,,2023-11-20 10:17:16.610,56419,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-444-24,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:17:38.170,56606,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-445-10,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 10:17:55.560,56636,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-60-25,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:52:13.820,47071,,FALSE
Delta,Director for the Delta County Board of Education - District 3,101-70-18,1,"""Bethany Suppes""","""Bethany Suppes""",YES,uploaded,,2023-11-20 09:52:52.440,47326,,FALSE
