contest_name,audit_reason,random_audit_status,winners_allowed,ballot_card_count,contest_ballot_card_count,winners,min_margin,risk_limit,audited_sample_count,two_vote_over_count,one_vote_over_count,one_vote_under_count,two_vote_under_count,disagreement_count,other_count,gamma,overstatements,optimistic_samples_to_audit,estimated_samples_to_audit
Ault-Highland School District RE-9 Director District B,opportunistic_benefits,not_auditable,1,80407,2182,"""Ryleigh Sittner""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Ault-Highland School District RE-9 Director District D,opportunistic_benefits,in_progress,1,80407,2182,"""Heather Simpson""",340,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1724,1724
Ault-Highland School District RE-9 Director District E,opportunistic_benefits,not_auditable,1,80407,2182,"""Tara Steinke""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Baca - Proposition II (Statutory),county_wide_contest,in_progress,1,1305,1305,"""No/Against""",250,0.03000000,0,0,0,0,0,0,0,1.03905000,0,39,39
Bailey Water and Sanitation District Ballot Issue 6A - Authorization to Incur Debt,opportunistic_benefits,in_progress,1,7175,66,"""Yes/For""",16,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3268,3268
Ballot Issue 5A - Extension of Expiring Tax,opportunistic_benefits,in_progress,1,5739,5081,"""Yes/For""",2273,0.03000000,0,0,0,0,0,0,0,1.03905000,0,19,19
BALLOT ISSUE NO. 4A,county_wide_contest,in_progress,1,2119,2119,"""NO""",446,0.03000000,0,0,0,0,0,0,0,1.03905000,0,35,35
BALLOT ISSUE NO. 4B,opportunistic_benefits,in_progress,1,2119,2119,"""NO""",714,0.03000000,0,0,0,0,0,0,0,1.03905000,0,22,22
Ballot Question 2C,opportunistic_benefits,in_progress,1,7240,1141,"""Yes/For""",55,0.03000000,0,0,0,0,0,0,0,1.03905000,0,960,960
Ballot Question 2G,opportunistic_benefits,in_progress,1,7240,143,"""Yes/For""",61,0.03000000,0,0,0,0,0,0,0,1.03905000,0,865,865
Basalt and Rural Fire Protection District Ballot Issue No. 7A,opportunistic_benefits,in_progress,1,20665,3185,"""Yes/For""",326,0.03000000,0,0,0,0,0,0,0,1.03905000,0,462,462
Base Village Metropolitan District No. 2 Ballot Issue No. 6A - Repeal Unused Debt Authorization,opportunistic_benefits,in_progress,1,5341,6,"""Yes/For""",4,0.03000000,0,0,0,0,0,0,0,1.03905000,0,9730,9730
Bayfield School District 10 Jt-R Board of Directors,opportunistic_benefits,in_progress,3,23836,3390,"""Justin Talbot"",""Debbie Wilhelm"",""Molly Orendorff""",27,0.03000000,0,0,0,0,0,0,0,1.03905000,0,6434,6434
Bennett School District 29J Ballot Issue 5A,opportunistic_benefits,in_progress,1,273728,2494,"""No/Against""",648,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3079,3079
Bennett School District 29J School Director at Large,opportunistic_benefits,in_progress,3,273728,2494,"""Alyssa Pae"",""Darvin Harrell"",""Brennan Westendorf""",101,0.03000000,0,0,0,0,0,0,0,1.03905000,0,19750,19750
Bethune School District R-5 Board of Directors - 4 Year Term,opportunistic_benefits,in_progress,3,2590,200,"""Scott Powell"",""Eric Ziegler"",""Connie Strobel""",41,0.03000000,0,0,0,0,0,0,0,1.03905000,0,461,461
Bethune School District R-5 Recall Question,opportunistic_benefits,in_progress,1,2590,200,"""YES/FOR""",24,0.03000000,0,0,0,0,0,0,0,1.03905000,0,787,787
Big Sandy School District 100J Board of Directors,opportunistic_benefits,in_progress,3,208650,585,"""Judy Book"",""Curtis Stanko"",""Hank Smith""",234,0.03000000,0,0,0,0,0,0,0,1.03905000,0,6498,6498
Board of Directors - At large,opportunistic_benefits,not_auditable,3,2119,2119,"""Grayson Cooper"",""Angel Bujanda Gutierrez"",""Miriam Lozano""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Board of Education Directors - At large,opportunistic_benefits,in_progress,2,14931,613,"""Emily Mock"",""Ashley Tomlinson""",90,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1209,1209
Boulder County Ballot Issue 1A,opportunistic_benefits,in_progress,1,119772,119627,"""Yes/For""",72118,0.03000000,0,0,0,0,0,0,0,1.03905000,0,13,13
Boulder County Ballot Issue 1B,opportunistic_benefits,in_progress,1,119772,119627,"""Yes/For""",50079,0.03000000,0,0,0,0,0,0,0,1.03905000,0,18,18
Boulder Valley School District RE-2 Director District A (4 years),opportunistic_benefits,in_progress,1,2596,1136,"""Jason Unger""",101,0.03000000,0,0,0,0,0,0,0,1.03905000,0,188,188
Boulder Valley School District RE-2 Director District A (4 Years),opportunistic_benefits,in_progress,1,146331,84257,"""Jason Unger""",11281,0.03000000,0,0,0,0,0,0,0,1.03905000,0,95,95
Boulder Valley School District RE-2 Director District C (4 years),opportunistic_benefits,in_progress,1,2596,1136,"""Alex Medler""",81,0.03000000,0,0,0,0,0,0,0,1.03905000,0,234,234
Boulder Valley School District RE-2 Director District C (4 Years),opportunistic_benefits,in_progress,1,146331,84257,"""Alex Medler""",21677,0.03000000,0,0,0,0,0,0,0,1.03905000,0,50,50
Boulder Valley School District RE-2 Director District D (4 years),opportunistic_benefits,in_progress,1,2596,1136,"""Lalenia Quinlan Aweida""",35,0.03000000,0,0,0,0,0,0,0,1.03905000,0,541,541
Boulder Valley School District RE-2 Director District D (4 Years),opportunistic_benefits,in_progress,1,146331,84257,"""Lalenia Quinlan Aweida""",9389,0.03000000,0,0,0,0,0,0,0,1.03905000,0,114,114
Boulder Valley School District RE-2 Director District G (4 years),opportunistic_benefits,in_progress,1,2596,1136,"""Jorge Chavez""",100,0.03000000,0,0,0,0,0,0,0,1.03905000,0,190,190
Boulder Valley School District RE-2 Director District G (4 Years),opportunistic_benefits,in_progress,1,146331,84257,"""Jorge Chavez""",21368,0.03000000,0,0,0,0,0,0,0,1.03905000,0,50,50
Brighton School District 27J Board of Education Director District No. 1,opportunistic_benefits,in_progress,1,210180,28565,"""Tom Green""",5675,0.03000000,0,0,0,0,0,0,0,1.03905000,0,270,270
Brighton School District 27J Board of Education Director District No. 3,opportunistic_benefits,in_progress,1,210180,28565,"""Melinda Carbajal""",4357,0.03000000,0,0,0,0,0,0,0,1.03905000,0,352,352
Brighton School District 27J Board of Education Director District No. 6,opportunistic_benefits,not_auditable,1,210180,28565,"""Annie Jensen""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Brighton School District 27J Board of Education Director District No. 7,opportunistic_benefits,not_auditable,1,210180,28565,"""Rachel Wilhelm""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Broomfield - Adams 12 Five Star School District Director District No 5,county_wide_contest,in_progress,1,26559,14285,"""Alexis Marsh-Holschen""",2481,0.03000000,0,0,0,0,0,0,0,1.03905000,0,79,79
Buena Vista School District R-31 Board of Education Director At Large - 2 Year Term,opportunistic_benefits,in_progress,1,9530,4349,"""Paula Dylan""",570,0.03000000,0,0,0,0,0,0,0,1.03905000,0,122,122
Buena Vista School District R-31 Board of Education Director At Large - 4 Year Term,opportunistic_benefits,in_progress,1,9530,4349,"""Mallory Brooks""",397,0.03000000,0,0,0,0,0,0,0,1.03905000,0,175,175
Buena Vista School District R-31 Board of Education District 1,opportunistic_benefits,in_progress,1,9530,4349,"""Brett Mitchell""",72,0.03000000,0,0,0,0,0,0,0,1.03905000,0,965,965
Buena Vista School District R-31 Board of Education District 3,opportunistic_benefits,not_auditable,1,9530,4349,"""Norman Nyberg""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Buena Vista School District R-31 Board of Education District 4,opportunistic_benefits,not_auditable,1,9530,4349,"""George Richardson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Buffalo Highlands Metropolitan District Ballot Issue 6A,opportunistic_benefits,in_progress,1,103214,91,"""Yes/For""",71,0.03000000,0,0,0,0,0,0,0,1.03905000,0,10594,10594
Buffalo Highlands Metropolitan District Ballot Issue 6B,opportunistic_benefits,in_progress,1,103214,91,"""Yes/For""",67,0.03000000,0,0,0,0,0,0,0,1.03905000,0,11226,11226
Buffalo Highlands Metropolitan District Ballot Issue 6C,opportunistic_benefits,in_progress,1,103214,91,"""Yes/For""",69,0.03000000,0,0,0,0,0,0,0,1.03905000,0,10901,10901
BURLINGTON SCHOOL DISTRICT RE-6J BALLOT ISSUE 5C,county_wide_contest,in_progress,1,2590,1362,"""YES/FOR""",412,0.03000000,0,0,0,0,0,0,0,1.03905000,0,46,46
Burlington School District RE-6J Board of Directors - 4 Year Term,opportunistic_benefits,in_progress,4,2590,1362,"""Warren Schaal"",""Justin Carter"",""Casey McDaniel"",""Grant James""",53,0.03000000,0,0,0,0,0,0,0,1.03905000,0,357,357
Byers School District 32J School Board Director,opportunistic_benefits,in_progress,4,273728,851,"""Dennis Messer"",""Allison Harris"",""Jason Meier"",""Matt Eymann""",8,0.03000000,0,0,0,0,0,0,0,1.03905000,0,249332,249332
Canon City School District RE-1 Board of Directors - At Large,opportunistic_benefits,in_progress,3,15077,9909,"""Robin Reeser"",""Bret Meuli"",""Matthew Alexander""",29,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3789,3789
CANON CITY SCHOOL DISTRICT RE-1 ISSUE # 4A:  BONDS,county_wide_contest,in_progress,1,15077,9909,"""Yes/For""",2181,0.03000000,0,0,0,0,0,0,0,1.03905000,0,51,51
Centennial R-1 School District 1,opportunistic_benefits,in_progress,1,1229,628,"""Elizabeth Ann Gettel""",48,0.03000000,0,0,0,0,0,0,0,1.03905000,0,187,187
Centennial R-1 School District 5,opportunistic_benefits,not_auditable,1,1229,628,"""Pamela Vigil""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Center Consolidated School District 26 JT Director - District C,opportunistic_benefits,not_auditable,1,9126,523,"""Kimberlee Anne Duran""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Center Consolidated School District 26 JT Director - District Member At Large,opportunistic_benefits,in_progress,2,9126,523,"""Lloyd M. Garcia"",""Richard J. Barela""",55,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1210,1210
Center Fire Protection District Ballot Issue 7A - Mill Levy Increase,opportunistic_benefits,in_progress,1,9126,583,"""Yes/For""",78,0.03000000,0,0,0,0,0,0,0,1.03905000,0,853,853
Cherokee Ridge Estates MD Ballot Issue 6B,opportunistic_benefits,in_progress,1,144601,73,"""YES""",37,0.03000000,0,0,0,0,0,0,0,1.03905000,0,28479,28479
Cherry Creek School District No. 5 Director District A,opportunistic_benefits,in_progress,1,170514,88049,"""Anne Egan""",22552,0.03000000,0,0,0,0,0,0,0,1.03905000,0,56,56
Cherry Creek School District No. 5 Director District B,opportunistic_benefits,not_auditable,1,170514,88049,"""Ruthie Knowles""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Cherry Creek School District No. 5 Director District C,county_wide_contest,in_progress,1,170514,88049,"""Angela Garland""",19099,0.03000000,0,0,0,0,0,0,0,1.03905000,0,66,66
Cheyenne Mountain School District 12 Board of Directors - 4 Year Term,opportunistic_benefits,in_progress,3,196391,9133,"""Michael Grage"",""Betsy Kleiner"",""Susan Mellow""",505,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2834,2834
Cheyenne - Proposition II (Statutory),county_wide_contest,in_progress,1,660,660,"""No/Against""",293,0.03000000,0,0,0,0,0,0,0,1.03905000,0,17,17
City and County of Broomfield Councilmember Ward 1 (4 Years),opportunistic_benefits,in_progress,1,26559,4717,"""Kenny Van Nguyen""",505,0.03000000,0,0,0,0,0,0,0,1.03905000,0,384,384
City and County of Broomfield Councilmember Ward 2 (4 Years),opportunistic_benefits,not_auditable,1,26559,3037,"""Paloma Delgadillo""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City and County of Broomfield Councilmember Ward 3 (4 Years),opportunistic_benefits,in_progress,1,26559,6133,"""Jean Lim""",471,0.03000000,0,0,0,0,0,0,0,1.03905000,0,411,411
City and County of Broomfield Councilmember Ward 4 (4 Years),opportunistic_benefits,not_auditable,1,26559,6939,"""Laurie Anderson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City and County of Broomfield Councilmember Ward 5 (4 Years),opportunistic_benefits,in_progress,1,26559,5483,"""Heidi Henkel""",279,0.03000000,0,0,0,0,0,0,0,1.03905000,0,694,694
City and County of Broomfield - Mayor (2 Years),opportunistic_benefits,not_auditable,1,26559,26309,"""Guyleen Castriotta""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City and County of Denver Referred Question 2P,opportunistic_benefits,in_progress,1,164966,164052,"""Yes""",90295,0.03000000,0,0,0,0,0,0,0,1.03905000,0,14,14
City Council Ward 1,opportunistic_benefits,in_progress,1,2119,319,"""Joey Edwards""",55,0.03000000,0,0,0,0,0,0,0,1.03905000,0,281,281
City Council Ward 3,opportunistic_benefits,not_auditable,1,2119,323,"""Cisco Tharp""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Alamosa Councilor at Large,opportunistic_benefits,not_auditable,1,3826,1849,"""Michael Carson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Alamosa Councilor Ward 1,opportunistic_benefits,not_auditable,1,3826,546,"""Liz Hensley""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Alamosa Councilor Ward 2,opportunistic_benefits,not_auditable,1,3826,564,"""Dawn Krebs""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Alamosa Councilor Ward 3,opportunistic_benefits,in_progress,1,3826,372,"""Jacqueline (Jackie) Vigil""",81,0.03000000,0,0,0,0,0,0,0,1.03905000,0,345,345
City of Arvada Council Member At-Large,opportunistic_benefits,in_progress,1,310261,46729,"""Sharon H. Davis""",5942,0.03000000,0,0,0,0,0,0,0,1.03905000,0,381,381
City of Arvada Council Member District 2,opportunistic_benefits,in_progress,1,310261,10418,"""Shawna Ambrose""",210,0.03000000,0,0,0,0,0,0,0,1.03905000,0,10767,10767
City of Arvada Council Member District 4,opportunistic_benefits,in_progress,1,207047,14015,"""Bob Fifer""",3139,0.03000000,0,0,0,0,0,0,0,1.03905000,0,481,481
City of Arvada Mayor,opportunistic_benefits,in_progress,1,310261,46729,"""Lauren Simpson""",464,0.03000000,0,0,0,0,0,0,0,1.03905000,0,4873,4873
City of Aurora Ballot Question 3A,opportunistic_benefits,in_progress,1,418329,81627,"""No/Against""",11826,0.03000000,0,0,0,0,0,0,0,1.03905000,0,258,258
City of Aurora Ballot Question 3B,opportunistic_benefits,in_progress,1,418329,81627,"""Yes/For""",15808,0.03000000,0,0,0,0,0,0,0,1.03905000,0,193,193
City of Aurora Ballot Question 3C,opportunistic_benefits,in_progress,1,418329,81627,"""Yes/For""",24932,0.03000000,0,0,0,0,0,0,0,1.03905000,0,123,123
City of Aurora Ballot Question 3D,opportunistic_benefits,in_progress,1,418329,81627,"""Yes/For""",28072,0.03000000,0,0,0,0,0,0,0,1.03905000,0,109,109
City of Aurora Council Member At-Large,opportunistic_benefits,in_progress,2,418329,81627,"""Alison Coombs"",""Curtis Gardner""",5806,0.03000000,0,0,0,0,0,0,0,1.03905000,0,526,526
City of Aurora Council Member Ward IV,opportunistic_benefits,in_progress,1,170514,14607,"""Stephanie Y. Hancock""",1009,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1232,1232
City of Aurora Council Member Ward V,opportunistic_benefits,in_progress,1,170514,18895,"""Angela Lawson""",3557,0.03000000,0,0,0,0,0,0,0,1.03905000,0,350,350
City of Aurora Council Member Ward VI,opportunistic_benefits,in_progress,1,315115,19858,"""Francoise Bergan""",3667,0.03000000,0,0,0,0,0,0,0,1.03905000,0,627,627
City of Aurora Mayor,opportunistic_benefits,in_progress,1,418329,81627,"""Mike Coffman""",9544,0.03000000,0,0,0,0,0,0,0,1.03905000,0,320,320
City of Boulder Ballot Issue 2A,opportunistic_benefits,in_progress,1,119772,34249,"""Yes/For""",16337,0.03000000,0,0,0,0,0,0,0,1.03905000,0,54,54
City of Boulder Ballot Question 2B,opportunistic_benefits,in_progress,1,119772,34249,"""Yes/For""",21984,0.03000000,0,0,0,0,0,0,0,1.03905000,0,40,40
City of Boulder Ballot Question 302,county_wide_contest,in_progress,1,119772,34249,"""Yes/For""",7288,0.03000000,0,0,0,0,0,0,0,1.03905000,0,120,120
City of Boulder Council Candidates,opportunistic_benefits,in_progress,4,119772,34249,"""Taishya Adams"",""Tara Winer"",""Ryan Schuchard"",""Tina Marquis""",47,0.03000000,0,0,0,0,0,0,0,1.03905000,0,18570,18570
City of Brighton Ballot Issue 3F,opportunistic_benefits,in_progress,1,183621,8244,"""No/Against""",2321,0.03000000,0,0,0,0,0,0,0,1.03905000,0,577,577
City of Brighton Councilmember Ward 1,opportunistic_benefits,in_progress,1,183621,2578,"""Tom Green""",762,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1756,1756
City of Brighton Councilmember Ward 2,opportunistic_benefits,not_auditable,1,183621,1581,"""Jim Snyder""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Brighton Councilmember Ward 3,opportunistic_benefits,not_auditable,1,103214,1698,"""Chris Fiedler""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Brighton Councilmember Ward 4,opportunistic_benefits,in_progress,1,103214,2387,"""Kathryn Le Donne""",113,0.03000000,0,0,0,0,0,0,0,1.03905000,0,6656,6656
City of Brush Councilor Ward 1,opportunistic_benefits,not_auditable,1,7240,449,"""Nathan Tyree""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Brush Councilor Ward 2,opportunistic_benefits,in_progress,1,7240,403,"""Daniel R. Scalise""",11,0.03000000,0,0,0,0,0,0,0,1.03905000,0,4797,4797
City of Brush Councilor Ward 3,opportunistic_benefits,in_progress,1,7240,289,"""Justin Spradlin""",49,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1077,1077
City of Canon City - City Council - At-Large,opportunistic_benefits,in_progress,2,15077,5567,"""Amy Schmisseur"",""Gerald Meloni""",555,0.03000000,0,0,0,0,0,0,0,1.03905000,0,198,198
City of Canon City - City Council - District 2,opportunistic_benefits,not_auditable,1,15077,5567,"""Kathy Worthington""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Canon City - City Council - District 4,opportunistic_benefits,not_auditable,1,15077,5567,"""Timothy Dennehy""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Canon City - Mayor,opportunistic_benefits,in_progress,1,15077,5567,"""Preston Troutman""",787,0.03000000,0,0,0,0,0,0,0,1.03905000,0,140,140
City of Caste Pines Ballot Issue 2E,opportunistic_benefits,in_progress,1,144601,6543,"""YES""",563,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1872,1872
City of Castle Pines Ballot Issue 2F,opportunistic_benefits,in_progress,1,144601,6543,"""YES""",316,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3335,3335
City of Castle Pines - Council District 1,opportunistic_benefits,in_progress,1,144601,2479,"""Deborah M. Mulvey""",124,0.03000000,0,0,0,0,0,0,0,1.03905000,0,8498,8498
City of Castle Pines - Council District 2,opportunistic_benefits,not_auditable,1,144601,2421,"""Ron Cole""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Castle Pines - Council District 3,opportunistic_benefits,in_progress,1,144601,1643,"""Geoff Blue""",320,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3293,3293
City of Centennial Council Member District 1,opportunistic_benefits,in_progress,1,170514,10375,"""Amy Tharp""",1769,0.03000000,0,0,0,0,0,0,0,1.03905000,0,703,703
City of Centennial Council Member District 2,opportunistic_benefits,in_progress,1,170514,10094,"""Christine Sweetland""",2189,0.03000000,0,0,0,0,0,0,0,1.03905000,0,568,568
City of Centennial Council Member District 3,opportunistic_benefits,in_progress,1,170514,10341,"""Richard Holt""",2631,0.03000000,0,0,0,0,0,0,0,1.03905000,0,473,473
City of Centennial Council Member District 4,opportunistic_benefits,not_auditable,1,170514,8215,"""Don Sheehan""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Colorado Springs Ballot Ballot Issue 2A,county_wide_contest,in_progress,1,196391,130457,"""No""",7176,0.03000000,0,0,0,0,0,0,0,1.03905000,0,200,200
City of Commerce City Ballot Question 3Q,opportunistic_benefits,in_progress,1,103214,10587,"""Yes/For""",1641,0.03000000,0,0,0,0,0,0,0,1.03905000,0,459,459
City of Commerce City Ballot Question 3R,opportunistic_benefits,in_progress,1,103214,10587,"""No/Against""",86,0.03000000,0,0,0,0,0,0,0,1.03905000,0,8746,8746
City of Commerce City Ballot Question 3S,opportunistic_benefits,in_progress,1,103214,10587,"""Yes/For""",2971,0.03000000,0,0,0,0,0,0,0,1.03905000,0,254,254
City of Commerce City Ballot Question 3T,opportunistic_benefits,in_progress,1,103214,10587,"""Yes/For""",4529,0.03000000,0,0,0,0,0,0,0,1.03905000,0,167,167
City of Commerce City Councilmember - At Large,opportunistic_benefits,in_progress,2,103214,10587,"""Yong Gen ""Craig"" Kim"",""Charles Dukes""",856,0.03000000,0,0,0,0,0,0,0,1.03905000,0,879,879
City of Commerce City Councilmember - Ward 2,opportunistic_benefits,in_progress,1,103214,1456,"""Rocky Teter""",36,0.03000000,0,0,0,0,0,0,0,1.03905000,0,20893,20893
City of Commerce City Councilmember - Ward 3,opportunistic_benefits,in_progress,1,103214,2659,"""Renee M. Chacon""",1203,0.03000000,0,0,0,0,0,0,0,1.03905000,0,626,626
City of Commerce City Councilmember - Ward 4,opportunistic_benefits,in_progress,1,103214,4351,"""Susan Noble""",185,0.03000000,0,0,0,0,0,0,0,1.03905000,0,4066,4066
City of Commerce City Mayor,opportunistic_benefits,in_progress,1,103214,10587,"""Steve Douglas""",1137,0.03000000,0,0,0,0,0,0,0,1.03905000,0,662,662
City of Craig Ballot Question 2A - Charter Amendment for Revocable Permits,opportunistic_benefits,in_progress,1,3676,2159,"""No/Against""",351,0.03000000,0,0,0,0,0,0,0,1.03905000,0,77,77
City of Craig Ballot Question 2B - Charter Amendment Regarding Council President,opportunistic_benefits,in_progress,1,3676,2159,"""No/Against""",926,0.03000000,0,0,0,0,0,0,0,1.03905000,0,29,29
City of Craig City Council,opportunistic_benefits,in_progress,4,3676,2159,"""Derek Duran"",""Randy Looper"",""Nathan Butler"",""Luke Tucker""",153,0.03000000,0,0,0,0,0,0,0,1.03905000,0,176,176
City of Craig Mayor,opportunistic_benefits,in_progress,1,3676,2159,"""Chris Nichols""",540,0.03000000,0,0,0,0,0,0,0,1.03905000,0,50,50
City of Cripple Creek Ballot Issue 2A,opportunistic_benefits,in_progress,1,11628,341,"""Yes/For""",35,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2421,2421
City of Cripple Creek Council - Ward 4,opportunistic_benefits,not_auditable,1,11628,171,"""Cody Schwab""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Cripple Creek Council - Ward 5,opportunistic_benefits,not_auditable,1,11628,170,"""Jared Bowman""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Cripple Creek Mayor,opportunistic_benefits,in_progress,1,11628,341,"""Annie Durham""",128,0.03000000,0,0,0,0,0,0,0,1.03905000,0,662,662
