County,Tabulator ID,Batch,# of Ballot Cards,Location/box #
Mesa,204,2001,100,101
Mesa,204,2002,98,101
Mesa,204,2003,100,101
Mesa,204,2004,100,101
Mesa,204,2005,99,101
Mesa,204,2006,100,101
Mesa,204,2007,98,101
Mesa,204,2008,100,101
Mesa,204,2009,100,101
Mesa,204,2010,100,101
Mesa,204,2011,99,101
Mesa,204,2012,100,101
Mesa,204,2013,50,101
Mesa,204,2014,100,101
Mesa,204,2015,100,101
Mesa,204,2016,26,101
Mesa,204,2017,6,101
Mesa,204,2018,99,101
Mesa,204,2019,100,101
Mesa,204,2020,100,101
Mesa,204,2021,99,101
Mesa,204,2022,100,102
Mesa,204,2023,100,102
Mesa,204,2024,100,102
Mesa,204,2025,100,102
Mesa,204,2026,100,102
Mesa,204,2027,100,102
Mesa,204,2028,16,102
Mesa,204,2029,100,102
Mesa,204,2030,100,102
Mesa,204,2031,100,102
Mesa,204,2032,97,102
Mesa,204,2033,5,102
Mesa,204,2034,100,102
Mesa,204,2035,100,102
Mesa,204,2036,98,102
Mesa,204,2037,1,102
Mesa,204,2038,100,102
Mesa,204,2039,14,102
Mesa,204,2040,100,103
Mesa,204,2041,99,103
Mesa,204,2042,100,103
Mesa,204,2043,100,103
Mesa,204,2044,33,103
Mesa,204,2045,76,103
Mesa,204,2046,8,103
Mesa,204,2047,100,103
Mesa,204,2048,100,103
Mesa,204,2049,99,103
Mesa,204,2050,100,103
Mesa,204,2051,99,103
Mesa,204,2052,98,103
Mesa,204,2053,100,103
Mesa,204,2054,100,103
Mesa,204,2055,100,103
Mesa,204,2056,100,103
Mesa,204,2057,100,104
Mesa,204,2058,86,104
Mesa,204,2059,100,104
Mesa,204,2060,2,104
Mesa,204,2061,9,104
Mesa,204,2062,11,104
Mesa,204,2063,5,104
Mesa,204,2064,9,104
Mesa,204,2065,3,104
Mesa,204,2066,27,104
Mesa,204,2067,85,104
Mesa,204,2068,100,104
Mesa,204,2069,59,104
Mesa,204,2070,100,104
Mesa,204,2071,100,104
Mesa,204,2072,99,104
Mesa,204,2073,6,104
Mesa,204,2074,78,104
Mesa,204,2075,55,104
Mesa,204,2076,100,104
Mesa,204,2077,100,104
Mesa,204,2078,100,104
Mesa,204,2079,68,104
Mesa,204,2080,100,104
Mesa,204,2081,100,105
Mesa,204,2082,100,105
Mesa,204,2083,100,105
Mesa,204,2084,100,105
Mesa,204,2085,100,105
Mesa,204,2086,100,105
Mesa,204,2087,100,105
Mesa,204,2088,100,105
Mesa,204,2089,100,105
Mesa,204,2090,99,105
Mesa,204,2091,33,105
Mesa,204,2092,100,105
Mesa,204,2093,99,105
Mesa,204,2094,99,105
Mesa,204,2095,100,105
Mesa,204,2096,98,105
Mesa,204,2097,42,106
Mesa,204,2098,100,106
Mesa,204,2099,100,106
Mesa,204,2100,100,106
Mesa,204,2101,65,106
Mesa,204,2102,100,106
Mesa,204,2103,41,106
Mesa,204,2104,42,106
Mesa,204,2105,100,106
Mesa,204,2106,100,106
Mesa,204,2107,27,106
Mesa,204,2108,99,106
Mesa,204,2109,100,106
Mesa,204,2110,91,106
Mesa,204,2111,100,106
Mesa,204,2112,91,106
Mesa,204,2113,8,106
Mesa,204,2114,98,106
Mesa,204,2115,99,106
Mesa,204,2116,100,107
Mesa,204,2117,99,107
Mesa,204,2118,99,107
Mesa,204,2119,100,107
Mesa,204,2120,100,107
Mesa,204,2121,100,107
Mesa,204,2122,100,107
Mesa,204,2123,99,107
Mesa,204,2124,28,107
Mesa,204,2125,100,107
Mesa,204,2126,100,107
Mesa,204,2127,83,107
Mesa,204,2128,100,107
Mesa,204,2129,53,107
Mesa,204,2130,100,107
Mesa,204,2131,100,107
Mesa,204,2132,98,108
Mesa,204,2133,99,108
Mesa,204,2134,100,108
Mesa,204,2135,6,108
Mesa,204,2136,6,108
Mesa,204,2137,100,108
Mesa,204,2138,100,108
Mesa,204,2139,100,108
Mesa,204,2140,23,108
Mesa,204,2141,100,108
Mesa,204,2142,100,108
Mesa,204,2143,99,108
Mesa,204,2144,100,108
Mesa,204,2145,100,108
Mesa,204,2146,99,108
Mesa,204,2147,100,108
Mesa,204,2148,100,108
Mesa,204,2149,100,109
Mesa,204,2150,100,109
Mesa,204,2151,90,109
Mesa,204,2152,100,109
Mesa,204,2153,100,109
Mesa,204,2154,100,109
Mesa,204,2155,100,109
Mesa,204,2156,100,109
Mesa,204,2157,100,109
Mesa,204,2158,100,109
Mesa,204,2159,100,109
Mesa,204,2160,99,109
Mesa,204,2161,98,109
Mesa,204,2162,99,109
Mesa,204,2163,100,109
Mesa,204,2164,99,110
Mesa,204,2165,100,110
Mesa,204,2166,100,110
Mesa,204,2167,100,110
Mesa,204,2168,100,110
Mesa,204,2169,11,110
Mesa,204,2170,100,110
Mesa,204,2171,100,110
Mesa,204,2172,100,110
Mesa,204,2173,81,110
Mesa,204,2174,99,110
Mesa,204,2175,100,110
Mesa,204,2176,100,110
Mesa,204,2177,99,110
Mesa,204,2178,31,110
Mesa,204,2179,100,110
Mesa,204,2180,100,111
Mesa,204,2181,100,111
Mesa,204,2182,100,111
Mesa,204,2183,48,111
Mesa,204,2184,100,111
Mesa,204,2185,100,111
Mesa,204,2186,100,111
Mesa,204,2187,100,111
Mesa,204,2188,99,111
Mesa,204,2189,100,111
Mesa,204,2190,100,111
Mesa,204,2191,100,111
Mesa,204,2192,100,111
Mesa,204,2193,99,111
Mesa,204,2194,100,111
Mesa,204,2195,100,112
Mesa,204,2196,100,112
Mesa,204,2197,12,112
Mesa,204,2198,15,112
Mesa,204,2199,99,112
Mesa,204,2200,100,112
Mesa,204,2201,99,112
Mesa,204,2202,63,112
Mesa,204,2203,98,112
Mesa,204,2204,99,112
Mesa,204,2205,98,112
Mesa,204,2206,100,112
Mesa,204,2207,100,112
Mesa,204,2208,100,112
Mesa,204,2209,100,112
Mesa,204,2210,59,112
Mesa,204,2211,100,112
Mesa,204,2212,99,113
Mesa,204,2213,99,113
Mesa,204,2214,28,113
Mesa,204,2215,91,113
Mesa,204,2216,98,113
Mesa,204,2217,99,113
Mesa,204,2218,100,113
Mesa,204,2219,100,113
Mesa,204,2220,99,113
Mesa,204,2221,100,113
Mesa,204,2222,100,113
Mesa,204,2223,100,113
Mesa,204,2224,100,113
Mesa,204,2225,100,113
Mesa,204,2226,100,113
Mesa,204,2227,57,113
Mesa,204,2228,98,114
Mesa,204,2229,100,114
Mesa,204,2230,32,114
Mesa,204,2231,100,114
Mesa,204,2232,100,114
Mesa,204,2233,63,114
Mesa,204,2234,100,114
Mesa,204,2235,73,114
Mesa,204,2236,100,114
Mesa,204,2237,99,114
Mesa,204,2238,99,114
Mesa,204,2239,100,114
Mesa,204,2240,72,114
Mesa,204,2241,99,114
Mesa,204,2242,59,114
Mesa,204,2243,100,114
Mesa,204,2244,100,115
Mesa,204,2245,100,115
Mesa,204,2246,100,115
Mesa,204,2247,99,115
Mesa,204,2248,100,115
Mesa,204,2249,100,115
Mesa,204,2250,99,115
Mesa,204,2251,100,115
Mesa,204,2252,3,115
Mesa,204,2253,100,115
Mesa,204,2254,73,115
Mesa,204,2255,100,115
Mesa,204,2256,100,115
Mesa,204,2257,100,115
Mesa,204,2258,58,115
Mesa,204,2259,100,116
Mesa,204,2260,100,116
Mesa,204,2261,100,116
Mesa,204,2262,14,116
Mesa,204,2263,100,116
Mesa,204,2264,100,116
Mesa,204,2265,99,116
Mesa,204,2266,100,116
Mesa,204,2267,100,116
Mesa,204,2268,100,116
Mesa,204,2269,99,116
Mesa,204,2270,100,116
Mesa,204,2271,98,116
Mesa,204,2272,100,116
Mesa,204,2273,99,116
Mesa,204,2274,99,117
Mesa,204,2275,100,117
Mesa,204,2276,100,117
Mesa,204,2277,44,117
