County,Tabulator,Batch,# of ballots,location
Otero,201,1,14,9
Otero,201,2,25,9
Otero,201,3,24,9
Otero,201,4,25,9
Otero,201,5,25,9
Otero,201,6,25,9
Otero,201,7,25,9
Otero,201,8,25,9
Otero,201,9,25,9
Otero,201,10,25,9
Otero,201,11,25,9
Otero,201,12,25,9
Otero,201,13,19,9
Otero,201,14,24,9
Otero,201,15,25,9
Otero,201,16,25,9
Otero,201,17,25,9
Otero,201,18,25,9
Otero,201,19,25,9
Otero,201,20,25,9
Otero,201,21,25,9
Otero,201,22,25,23
Otero,201,23,5,23
Otero,201,24,24,23
Otero,201,25,15,23
Otero,201,26,21,23
Otero,201,27,25,23
Otero,201,28,25,23
Otero,201,29,25,23
Otero,201,30,25,23
Otero,201,31,24,23
Otero,201,32,25,23
Otero,201,33,25,23
Otero,201,34,25,23
Otero,201,35,25,23
Otero,201,36,25,23
Otero,201,37,25,23
Otero,201,38,25,23
Otero,201,39,23,23
Otero,201,40,24,23
Otero,201,41,25,23
Otero,201,42,25,23
Otero,201,43,20,23
Otero,201,44,7,23
Otero,201,45,25,23
Otero,201,46,25,23
Otero,201,47,25,23
Otero,201,48,25,23
Otero,201,49,25,23
Otero,201,50,25,23
Otero,201,51,25,23
Otero,201,52,25,23
Otero,201,53,25,17
Otero,201,54,25,17
Otero,201,55,24,17
Otero,201,56,25,17
Otero,201,57,23,17
Otero,201,58,20,17
Otero,201,59,23,17
Otero,201,60,25,17
Otero,201,61,24,17
Otero,201,62,24,17
Otero,201,63,25,17
Otero,201,64,24,17
Otero,201,65,12,17
Otero,201,66,25,17
Otero,201,67,25,17
Otero,201,68,25,17
Otero,201,69,24,17
Otero,201,70,25,17
Otero,201,71,24,17
Otero,201,72,25,17
Otero,201,73,25,17
Otero,201,74,25,17
Otero,201,75,25,17
Otero,201,76,24,17
Otero,201,77,25,17
Otero,201,78,25,17
Otero,201,79,25,17
Otero,201,80,25,17
Otero,201,81,25,17
Otero,201,82,24,17
Otero,201,83,24,17
Otero,201,84,23,17
Otero,201,85,25,17
Otero,201,86,22,17
Otero,201,87,19,17
Otero,201,88,25,17
Otero,201,89,24,17
Otero,201,90,25,17
Otero,201,91,25,17
Otero,201,92,25,17
Otero,201,93,25,17
Otero,201,94,24,17
Otero,201,95,24,17
Otero,201,96,25,3
Otero,201,97,1,3
Otero,201,98,19,3
Otero,201,99,25,3
Otero,201,100,25,3
Otero,201,101,25,3
Otero,201,102,23,3
Otero,201,103,24,3
Otero,201,104,25,3
Otero,201,105,25,15
Otero,201,106,24,15
Otero,201,107,25,15
Otero,201,108,25,15
Otero,201,109,24,15
Otero,201,110,24,15
Otero,201,111,25,15
Otero,201,112,25,15
Otero,201,113,25,15
Otero,201,114,25,15
Otero,201,115,24,15
Otero,201,116,25,15
Otero,201,117,25,15
Otero,201,118,22,15
Otero,201,119,25,1
Otero,201,120,36,1
Otero,201,121,14,1
Otero,201,122,25,1
Otero,202,1,25,13
Otero,202,2,25,13
Otero,202,3,6,13
Otero,202,4,25,13
Otero,202,5,25,13
Otero,202,6,25,13
Otero,202,7,24,13
Otero,202,8,25,13
Otero,202,9,25,13
Otero,202,10,25,13
Otero,202,11,25,13
Otero,202,12,25,13
Otero,202,13,25,13
Otero,202,14,25,13
Otero,202,15,25,13
Otero,202,16,25,13
Otero,202,17,25,13
Otero,202,18,25,13
Otero,202,19,25,13
Otero,202,20,14,13
Otero,202,21,25,13
Otero,202,22,25,12
Otero,202,23,25,12
Otero,202,24,25,12
Otero,202,25,24,12
Otero,202,26,25,12
Otero,202,27,24,12
Otero,202,28,25,12
Otero,202,29,25,12
Otero,202,30,24,12
Otero,202,31,24,12
Otero,202,32,25,12
Otero,202,33,25,12
Otero,202,34,20,12
Otero,202,35,25,12
Otero,202,36,2,12
Otero,202,37,25,12
Otero,202,38,25,12
Otero,202,39,25,12
Otero,202,40,25,12
Otero,202,41,25,12
Otero,202,42,25,12
Otero,202,43,25,12
Otero,202,44,25,12
Otero,202,45,25,6
Otero,202,46,21,6
Otero,202,47,24,6
Otero,202,48,24,6
Otero,202,49,24,6
Otero,202,50,25,6
Otero,202,51,24,6
Otero,202,52,25,6
Otero,202,53,25,6
Otero,202,54,25,6
Otero,202,55,25,6
Otero,202,56,23,6
Otero,202,57,25,6
Otero,202,58,23,6
Otero,202,59,24,6
Otero,202,60,12,6
Otero,202,61,6,6
Otero,202,62,3,6
Otero,202,63,24,6
Otero,202,64,24,6
Otero,202,65,3,6
Otero,202,66,24,6
Otero,202,67,25,6
Otero,202,68,25,6
Otero,202,69,25,6
Otero,202,70,25,6
Otero,202,71,24,6
Otero,202,72,24,6
Otero,202,73,25,6
Otero,202,74,25,6
Otero,202,75,24,6
Otero,202,76,25,6
Otero,202,77,25,6
Otero,202,78,25,6
Otero,202,79,25,6
Otero,202,80,25,6
Otero,202,81,25,6
Otero,202,82,25,6
Otero,202,83,25,6
Otero,202,84,25,6
Otero,202,85,24,6
Otero,202,86,24,6
Otero,202,87,24,6
Otero,202,88,24,6
Otero,202,89,24,6
Otero,202,90,21,6
Otero,202,91,24,21
Otero,202,92,25,21
Otero,202,93,23,21
Otero,202,94,23,21
Otero,202,95,25,21
Otero,202,96,23,21
Otero,202,97,23,21
Otero,202,98,25,21
Otero,202,99,23,21
Otero,202,100,25,21
Otero,202,101,25,21
Otero,202,102,24,21
Otero,202,103,25,21
Otero,202,104,6,21
Otero,202,105,24,21
Otero,202,106,25,21
Otero,202,107,25,21
Otero,202,108,25,21
Otero,202,109,21,21
Otero,202,110,25,21
Otero,202,111,18,20
Otero,202,112,23,20
Otero,202,113,25,20
Otero,202,114,24,20
Otero,202,115,24,20
Otero,202,116,25,20
Otero,202,117,25,20
Otero,202,118,25,20
Otero,202,119,25,20
Otero,202,120,25,20
Otero,202,121,25,20
Otero,202,122,25,20
Otero,202,123,25,20
Otero,202,124,25,20
