county_name,contest_name,imprinted_id,ballot_type,choice_per_voting_computer,audit_board_selection,consensus,record_type,audit_board_comment,timestamp,cvr_id,audit_reason
Adams,Adams 12 Five Star School District Director District No 1,101-100-58,33,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:26:20.067596,1234702,
Adams,Adams 12 Five Star School District Director District No 1,101-10-26,37,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 09:38:21.183466,1191946,
Adams,Adams 12 Five Star School District Director District No 1,101-11-88,35,"""Ken Murphy-Montoya""","""Ken Murphy-Montoya""",YES,uploaded,"",2023-11-20 09:40:47.884257,1192197,
Adams,Adams 12 Five Star School District Director District No 1,101-123-21,38,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:38:22.254856,1243989,
Adams,Adams 12 Five Star School District Director District No 1,101-123-95,38,"","",YES,uploaded,"",2023-11-20 10:39:55.208088,1244060,
Adams,Adams 12 Five Star School District Director District No 1,101-132-73,33,"""Ken Murphy-Montoya""","""Ken Murphy-Montoya""",YES,uploaded,"",2023-11-20 10:45:12.386004,1249262,
Adams,Adams 12 Five Star School District Director District No 1,101-13-52,33,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 09:43:04.314779,1192870,
Adams,Adams 12 Five Star School District Director District No 1,101-135-4,45,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:46:44.432992,1250723,
Adams,Adams 12 Five Star School District Director District No 1,101-137-45,35,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:47:27.523128,1251893,
Adams,Adams 12 Five Star School District Director District No 1,101-143-23,34,"""Ken Murphy-Montoya""","""Ken Murphy-Montoya""",YES,uploaded,"",2023-11-20 10:49:52.765644,1254252,
Adams,Adams 12 Five Star School District Director District No 1,101-145-30,33,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:51:36.381792,1255588,
Adams,Adams 12 Five Star School District Director District No 1,101-145-76,33,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:53:01.46498,1255524,
Adams,Adams 12 Five Star School District Director District No 1,101-146-54,37,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:54:14.800596,1256241,
Adams,Adams 12 Five Star School District Director District No 1,101-152-13,45,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:55:59.517681,1260182,
Adams,Adams 12 Five Star School District Director District No 1,101-159-75,33,"","",YES,uploaded,"",2023-11-20 10:59:39.546242,1263707,
Adams,Adams 12 Five Star School District Director District No 1,101-165-84,34,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 11:02:23.607205,1267530,
Adams,Adams 12 Five Star School District Director District No 1,101-166-86,45,"""Ken Murphy-Montoya""","""Ken Murphy-Montoya""",YES,uploaded,"",2023-11-20 11:04:50.452884,1270322,
Adams,Adams 12 Five Star School District Director District No 1,101-167-29,37,"""Ken Murphy-Montoya""","""Ken Murphy-Montoya""",YES,uploaded,"",2023-11-20 11:24:39.142365,1270792,
Adams,Adams 12 Five Star School District Director District No 1,101-169-60,32,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 11:27:00.256586,1271739,
Adams,Adams 12 Five Star School District Director District No 1,101-184-39,38,"""Ken Murphy-Montoya""","""Ken Murphy-Montoya""",YES,uploaded,"",2023-11-20 11:32:11.11751,1277492,
Adams,Adams 12 Five Star School District Director District No 1,101-184-89,34,"""Ken Murphy-Montoya""","""Ken Murphy-Montoya""",YES,uploaded,"",2023-11-20 11:33:13.060222,1277440,
Adams,Adams 12 Five Star School District Director District No 1,101-188-10,32,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 11:34:45.894488,1279271,
Adams,Adams 12 Five Star School District Director District No 1,101-194-99,34,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 12:26:54.003602,1281161,
Adams,Adams 12 Five Star School District Director District No 1,101-205-31,38,"""Ken Murphy-Montoya""","""Ken Murphy-Montoya""",YES,uploaded,"",2023-11-20 12:29:57.70082,1283242,
Adams,Adams 12 Five Star School District Director District No 1,101-205-77,37,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 12:31:08.170846,1283236,
Adams,Adams 12 Five Star School District Director District No 1,101-206-16,48,"""Ken Murphy-Montoya""","""Ken Murphy-Montoya""",YES,uploaded,"",2023-11-20 12:32:47.08768,1283292,
Adams,Adams 12 Five Star School District Director District No 1,101-40-11,34,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 09:51:27.428793,1205781,
Adams,Adams 12 Five Star School District Director District No 1,101-51-41,33,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 09:53:59.654824,1212865,
Adams,Adams 12 Five Star School District Director District No 1,101-54-85,48,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 09:55:02.41752,1213785,
Adams,Adams 12 Five Star School District Director District No 1,101-63-78,33,"","",YES,uploaded,"",2023-11-20 10:08:27.518886,1218043,
Adams,Adams 12 Five Star School District Director District No 1,101-72-5,48,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:11:01.303406,1221493,
Adams,Adams 12 Five Star School District Director District No 1,101-87-100,33,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:19:27.29291,1229456,
Adams,Adams 12 Five Star School District Director District No 1,101-87-36,33,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:17:21.038312,1229477,
Adams,Adams 12 Five Star School District Director District No 1,101-93-13,37,"""Ken Murphy-Montoya""","""Ken Murphy-Montoya""",YES,uploaded,"",2023-11-20 10:22:18.566704,1232254,
Adams,Adams 12 Five Star School District Director District No 1,101-97-75,37,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:23:58.734961,1233724,
Adams,Adams 12 Five Star School District Director District No 1,102-101-14,34,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:09:01.602133,1241101,
Adams,Adams 12 Five Star School District Director District No 1,102-101-34,35,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:10:01.500052,1241087,
Adams,Adams 12 Five Star School District Director District No 1,102-106-18,33,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:12:37.157806,1243792,
Adams,Adams 12 Five Star School District Director District No 1,102-114-91,34,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:20:09.139535,1251059,
Adams,Adams 12 Five Star School District Director District No 1,102-118-66,45,"""Ken Murphy-Montoya""","""Ken Murphy-Montoya""",YES,uploaded,"",2023-11-20 10:25:52.254657,1252731,
Adams,Adams 12 Five Star School District Director District No 1,102-121-52,32,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:26:33.302254,1254679,
Adams,Adams 12 Five Star School District Director District No 1,102-121-56,34,"""Ken Murphy-Montoya""","""Ken Murphy-Montoya""",YES,uploaded,"",2023-11-20 10:27:23.407815,1254648,
Adams,Adams 12 Five Star School District Director District No 1,102-121-65,34,"""Ken Murphy-Montoya""","""Ken Murphy-Montoya""",YES,uploaded,"",2023-11-20 10:28:22.071516,1254706,
Adams,Adams 12 Five Star School District Director District No 1,102-126-88,33,"","",YES,uploaded,"",2023-11-20 10:29:45.291332,1258475,
Adams,Adams 12 Five Star School District Director District No 1,102-130-45,33,"""Lori Goldstein""","""Lori Goldstein""",YES,uploaded,"",2023-11-20 10:31:50.452044,1261743,
Adams,Adams 12 Five Star School District Director District No 1,102-134-38,33,"""Ken Murphy-Montoya""","""Ken Murphy-Montoya""",YES,uploaded,"",2023-11-20 10:34:48.966704,1264531,
