County,Tabulator ID,Batch,#of Ballots,Location
Routt,103,1,25,1
Routt,103,2,25,1
Routt,103,3,25,1
Routt,103,4,25,1
Routt,103,5,25,1
Routt,103,6,25,1
Routt,103,7,25,1
Routt,103,8,25,1
Routt,103,9,25,1
Routt,103,10,25,1
Routt,103,11,25,1
Routt,103,12,25,1
Routt,103,13,25,1
Routt,103,14,25,1
Routt,103,15,25,1
Routt,103,16,25,1
Routt,103,17,25,1
Routt,103,18,25,1
Routt,103,19,25,1
Routt,103,20,25,1
Routt,103,21,25,1
Routt,103,22,25,1
Routt,103,23,25,1
Routt,103,24,25,1
Routt,103,25,25,1
Routt,103,26,25,1
Routt,103,27,25,1
Routt,103,28,25,1
Routt,103,29,25,1
Routt,103,30,25,1
Routt,103,31,25,1
Routt,103,32,25,1
Routt,103,33,25,1
Routt,103,34,25,1
Routt,103,35,25,1
Routt,103,36,25,1
Routt,103,37,25,1
Routt,103,38,24,1
Routt,103,39,24,1
Routt,103,40,24,1
Routt,103,41,24,1
Routt,103,42,24,1
Routt,103,43,24,1
Routt,103,44,24,1
Routt,103,45,24,1
Routt,103,46,24,1
Routt,103,47,24,1
Routt,103,48,24,1
Routt,103,49,24,1
Routt,103,50,24,1
Routt,103,51,24,2
Routt,103,52,24,2
Routt,103,53,24,2
Routt,103,54,24,2
Routt,103,55,24,2
Routt,103,56,24,2
Routt,103,57,24,2
Routt,103,58,24,2
Routt,103,59,24,2
Routt,103,60,24,2
Routt,103,61,24,2
Routt,103,62,24,2
Routt,103,63,24,2
Routt,103,64,24,2
Routt,103,65,24,2
Routt,103,66,24,2
Routt,103,67,23,2
Routt,103,68,23,2
Routt,103,69,23,2
Routt,103,70,23,2
Routt,103,71,23,2
Routt,103,72,23,2
Routt,103,73,22,2
Routt,103,74,22,2
Routt,103,75,21,2
Routt,103,76,25,2
Routt,103,77,25,2
Routt,103,78,25,2
Routt,103,79,25,2
Routt,103,80,25,2
Routt,103,81,25,2
Routt,103,82,25,2
Routt,103,83,25,2
Routt,103,84,25,2
Routt,103,85,25,2
Routt,103,86,25,2
Routt,103,87,25,2
Routt,103,88,25,2
Routt,103,89,25,2
Routt,103,90,25,2
Routt,103,91,25,2
Routt,103,92,25,2
Routt,103,93,25,2
Routt,103,94,25,2
Routt,103,95,25,2
Routt,103,96,24,2
Routt,103,97,25,2
Routt,103,98,25,2
Routt,103,99,25,2
Routt,103,100,25,2
Routt,103,101,25,2
Routt,103,102,25,2
Routt,103,103,25,2
Routt,103,104,25,2
Routt,103,105,24,2
Routt,103,106,24,2
Routt,103,107,24,2
Routt,103,108,24,2
Routt,103,109,24,2
Routt,103,110,24,2
Routt,103,111,24,2
Routt,103,112,24,2
Routt,103,113,24,2
Routt,103,114,24,2
Routt,103,115,24,2
Routt,103,116,24,2
Routt,103,117,23,2
Routt,103,118,24,2
Routt,103,119,23,2
Routt,103,120,23,2
Routt,103,121,23,2
Routt,103,122,23,2
Routt,103,123,22,2
Routt,103,124,25,2
Routt,103,125,25,2
Routt,103,126,25,2
Routt,103,127,25,2
Routt,103,128,25,2
Routt,103,129,25,2
Routt,103,130,25,2
Routt,103,131,25,2
Routt,103,132,25,2
Routt,103,133,25,2
Routt,103,134,25,2
Routt,103,135,25,2
Routt,103,136,25,2
Routt,103,137,25,2
Routt,103,138,24,2
Routt,103,139,25,2
Routt,103,140,25,2
Routt,103,141,25,2
Routt,103,142,25,2
Routt,103,143,25,2
Routt,103,144,25,2
Routt,103,145,25,2
Routt,103,146,25,2
Routt,103,147,24,2
Routt,103,148,25,2
Routt,103,149,25,2
Routt,103,150,24,2
Routt,103,151,24,2
Routt,103,152,24,2
Routt,103,153,24,2
Routt,103,154,24,2
Routt,103,155,24,2
Routt,103,156,24,2
Routt,103,157,24,2
Routt,103,158,24,2
Routt,103,159,24,2
Routt,103,160,24,2
Routt,103,161,23,2
Routt,103,162,23,2
Routt,103,163,23,2
Routt,103,164,23,2
Routt,103,165,23,2
Routt,103,166,25,2
Routt,103,167,25,3
Routt,103,168,25,3
Routt,103,169,25,3
Routt,103,170,25,3
Routt,103,171,25,3
Routt,103,172,25,3
Routt,103,173,25,3
Routt,103,174,25,3
Routt,103,175,25,3
Routt,103,176,25,3
Routt,103,177,25,3
Routt,103,178,25,3
Routt,103,179,25,3
Routt,103,180,25,3
Routt,103,181,25,3
Routt,103,182,25,3
Routt,103,183,25,3
Routt,103,184,25,3
Routt,103,185,25,3
Routt,103,186,25,3
Routt,103,187,25,3
Routt,103,188,25,3
Routt,103,189,25,3
Routt,103,190,25,3
Routt,103,191,25,3
Routt,103,192,25,3
Routt,103,193,24,3
Routt,103,194,26,3
Routt,103,195,25,3
Routt,103,196,25,3
Routt,103,197,25,3
Routt,103,198,25,3
Routt,103,199,25,3
Routt,103,200,25,3
Routt,103,201,25,3
Routt,103,202,25,3
Routt,103,203,24,3
Routt,103,204,24,3
Routt,103,205,24,3
Routt,103,206,24,3
Routt,103,207,24,3
Routt,103,208,24,3
Routt,103,209,23,3
Routt,103,210,23,3
Routt,103,211,12,3
Routt,103,212,25,3
Routt,103,213,25,3
Routt,103,214,25,3
Routt,103,215,25,3
Routt,103,216,25,3
Routt,103,217,25,3
Routt,103,218,25,3
Routt,103,219,25,3
Routt,103,220,25,3
Routt,103,221,25,3
Routt,103,222,25,3
Routt,103,223,24,3
Routt,103,224,24,3
Routt,103,225,23,3
Routt,103,226,25,3
Routt,103,227,25,3
Routt,103,228,25,3
Routt,103,229,25,3
Routt,103,230,25,3
Routt,103,231,25,3
Routt,103,232,25,3
Routt,103,233,25,3
Routt,103,234,25,3
Routt,103,235,25,3
Routt,103,236,25,3
Routt,103,237,25,3
Routt,103,238,25,3
Routt,103,239,25,3
Routt,103,240,25,3
Routt,103,241,25,3
Routt,103,242,25,3
Routt,103,243,25,3
Routt,103,244,24,3
Routt,103,245,24,3
Routt,103,246,24,3
Routt,103,247,24,3
Routt,103,248,24,3
Routt,103,249,24,3
Routt,103,250,24,3
Routt,103,251,24,3
Routt,103,252,24,3
Routt,103,253,24,3
Routt,103,254,24,3
Routt,103,255,23,3
Routt,103,256,23,3
Routt,103,257,25,4
Routt,103,258,25,4
Routt,103,259,25,4
Routt,103,260,25,4
Routt,103,261,25,4
Routt,103,262,25,4
Routt,103,263,25,4
Routt,103,264,25,4
Routt,103,265,25,4
Routt,103,266,25,4
Routt,103,267,25,4
Routt,103,268,25,4
Routt,103,269,25,4
Routt,103,270,24,4
Routt,103,271,24,4
Routt,103,272,24,4
Routt,103,273,24,4
Routt,103,274,24,4
Routt,103,275,24,4
Routt,103,276,24,4
Routt,103,277,24,4
Routt,103,278,24,4
Routt,103,279,24,4
Routt,103,280,24,4
Routt,103,281,24,4
Routt,103,282,25,4
Routt,103,283,24,4
Routt,103,284,23,4
Routt,103,285,23,4
Routt,103,286,22,4
Routt,103,287,25,4
Routt,103,288,25,4
Routt,103,289,25,4
Routt,103,290,25,4
Routt,103,291,24,4
Routt,103,292,24,4
Routt,103,293,24,4
Routt,103,294,21,4
Routt,103,295,22,4
Routt,103,296,21,4
Routt,103,297,98,4
Routt,103,298,25,4
Routt,103,299,25,4
Routt,103,300,25,4
Routt,103,301,25,4
Routt,103,302,25,4
Routt,103,303,25,4
Routt,103,304,25,4
Routt,103,305,24,4
Routt,103,306,24,4
Routt,103,307,24,4
Routt,103,308,24,4
Routt,103,309,23,4
Routt,103,310,30,4
Routt,103,311,25,4
Routt,103,312,25,4
Routt,103,313,25,4
Routt,103,314,25,4
Routt,103,315,25,4
Routt,103,316,25,4
Routt,103,317,25,4
Routt,103,318,25,4
Routt,103,319,25,4
Routt,103,320,25,4
Routt,103,321,24,4
Routt,103,322,24,4
Routt,103,323,24,4
Routt,103,324,24,4
Routt,103,325,23,4
Routt,103,326,23,4
Routt,103,327,25,4
Routt,103,328,25,4
Routt,103,329,25,4
Routt,103,330,25,4
Routt,103,331,24,4
Routt,103,332,24,4
Routt,103,333,24,4
Routt,103,334,24,4
Routt,103,335,24,4
Routt,103,336,22,4
Routt,103,337,25,4
Routt,103,338,25,4
Routt,103,339,25,4
Routt,103,340,25,4
Routt,103,341,24,4
Routt,103,342,23,4
Routt,103,343,25,4
Routt,103,344,25,4
Routt,103,345,25,4
Routt,103,346,25,4
Routt,103,347,23,4
Routt,103,348,23,4
Routt,103,349,25,4
Routt,103,350,25,4
Routt,103,351,25,4
Routt,103,352,25,4
Routt,103,353,25,4
Routt,103,354,24,4
Routt,103,355,24,4
Routt,103,356,23,4
Routt,103,357,25,5
Routt,103,358,25,5
Routt,103,359,25,5
Routt,103,360,25,5
Routt,103,361,25,5
Routt,103,362,24,5
Routt,103,363,25,5
Routt,103,364,25,5
Routt,103,365,25,5
Routt,103,366,7,5
Routt,103,367,12,5
Routt,103,368,25,5
Routt,103,369,25,5
Routt,103,370,25,5
Routt,103,371,25,5
Routt,103,372,25,5
Routt,103,373,25,5
Routt,103,374,25,5
Routt,103,375,24,5
Routt,103,376,24,5
Routt,103,377,25,5
Routt,103,378,64,5
