County,Device ID,Batch,# of Ballots,Location
Delta,1,1,46,1
Delta,1,2,28,1
Delta,1,3,25,1
Delta,1,4,56,1
Delta,1,5,27,1
Delta,1,6,56,1
Delta,1,7,28,1
Delta,1,8,32,1
Delta,1,9,50,1
Delta,1,10,48,1
Delta,1,11,50,1
Delta,1,12,50,1
Delta,1,13,50,1
Delta,1,14,25,1
Delta,1,15,50,1
Delta,1,16,50,1
Delta,1,17,28,1
Delta,1,18,28,1
Delta,1,19,50,1
Delta,1,20,14,1
Delta,1,21,50,1
Delta,1,22,54,1
Delta,1,23,50,1
Delta,1,24,44,1
Delta,1,25,25,1
Delta,1,26,44,1
Delta,1,27,20,1
Delta,1,28,50,1
Delta,1,29,17,1
Delta,1,30,48,1
Delta,1,31,25,1
Delta,1,32,50,1
Delta,1,33,50,1
Delta,1,34,44,1
Delta,1,35,50,1
Delta,1,36,50,1
Delta,1,37,50,1
Delta,1,38,50,1
Delta,1,39,25,1
Delta,1,40,25,1
Delta,1,41,48,1
Delta,1,42,25,1
Delta,1,43,50,1
Delta,1,44,25,1
Delta,1,45,29,1
Delta,1,46,25,1
Delta,1,47,25,1
Delta,1,48,50,2
Delta,1,49,24,2
Delta,1,50,24,2
Delta,1,51,13,2
Delta,1,52,26,2
Delta,1,53,47,2
Delta,1,54,44,2
Delta,1,55,46,2
Delta,1,56,50,2
Delta,1,57,25,2
Delta,1,58,25,2
Delta,1,59,8,2
Delta,1,60,25,2
Delta,1,61,23,2
Delta,1,62,50,2
Delta,1,63,26,2
Delta,1,64,50,2
Delta,1,65,48,2
Delta,1,66,50,2
Delta,1,67,48,2
Delta,1,68,50,2
Delta,1,69,25,2
Delta,1,70,1,2
Delta,1,71,49,2
Delta,1,72,10,2
Delta,1,73,25,2
Delta,1,74,25,2
Delta,1,75,25,2
Delta,1,76,50,2
Delta,1,77,21,2
Delta,1,78,25,2
Delta,1,79,50,2
Delta,1,80,48,2
Delta,1,81,25,2
Delta,1,82,54,2
Delta,1,83,25,2
Delta,1,84,25,2
Delta,1,85,29,2
