County,Tabulator ID,Batch,# of Ballots,Location,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,718,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,719,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,720,17,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,721,16,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,722,17,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,723,16,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,724,32,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,725,17,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,726,17,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,727,29,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,728,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,729,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,730,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,731,24,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,732,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,733,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,734,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,735,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,736,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,737,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,738,20,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,739,23,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,740,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,741,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,742,21,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,743,22,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,744,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,745,24,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,746,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,747,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,748,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,749,24,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,750,24,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,751,24,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,752,18,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,753,18,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,754,24,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,755,24,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,756,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,757,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,758,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,759,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,760,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,761,19,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,762,24,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,763,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,764,28,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,765,19,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,766,20,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,767,18,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,768,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,769,24,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,770,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,771,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,772,24,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,773,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,774,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,775,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,776,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,777,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,778,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,779,17,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,780,21,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,781,20,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,782,21,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,783,20,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,784,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,785,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,786,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,787,22,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,788,29,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,789,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,790,24,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,791,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,792,28,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,793,27,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,794,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,795,24,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,796,16,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,797,15,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,798,23,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,799,23,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,800,32,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,801,16,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,802,24,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,803,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,804,25,Box 18,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,805,25,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,806,25,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,807,22,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,808,22,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,809,25,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,810,25,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,811,24,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,812,25,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,813,25,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,814,25,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,815,23,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,816,23,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,817,15,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,818,16,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,819,25,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,820,28,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,821,19,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,822,19,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,823,20,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,824,18,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,825,24,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,826,25,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,827,25,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,828,25,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,829,25,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,830,21,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,831,20,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,832,15,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,833,19,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,834,25,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,835,24,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,836,23,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,837,23,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,838,31,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,839,23,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,840,23,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,841,25,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,842,25,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,843,32,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,844,22,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,845,23,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,846,24,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,847,25,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,848,24,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,849,24,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,850,21,Box 19,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,851,20,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,852,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,853,24,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,854,18,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,855,18,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,856,23,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,857,17,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,858,20,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,859,19,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,860,19,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,861,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,862,20,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,863,24,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,864,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,865,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,866,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,867,24,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,868,24,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,869,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,870,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,871,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,872,28,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,873,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,874,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,875,24,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,876,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,877,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,878,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,879,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,880,24,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,881,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,882,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,883,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,884,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,885,24,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,886,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,887,23,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,888,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,889,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,890,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,891,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,892,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,893,25,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,894,20,Box 20,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,895,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,896,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,897,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,898,27,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,899,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,900,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,901,27,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,902,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,903,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,904,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,905,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,906,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,907,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,908,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,909,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,910,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,911,24,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,912,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,913,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,914,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,915,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,916,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,917,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,918,24,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,919,23,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,920,20,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,921,20,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,922,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,923,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,924,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,925,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,926,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,927,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,928,21,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,929,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,930,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,931,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,932,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,933,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,934,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,935,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,936,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,937,24,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,938,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,939,25,Box 21,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,940,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,941,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,942,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,943,24,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,944,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,945,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,946,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,947,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,948,24,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,949,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,950,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,951,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,952,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,953,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,954,24,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,955,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,956,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,957,18,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,958,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,959,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,960,24,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,961,23,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,962,22,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,963,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,964,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,965,24,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,966,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,967,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,968,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,969,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,970,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,971,20,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,972,23,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,973,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,974,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,975,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,976,22,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,977,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,978,24,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,979,23,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,980,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,981,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,982,25,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,983,31,Box 22,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,984,24,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,985,32,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,986,31,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,987,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,988,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,989,30,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,990,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,991,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,992,20,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,993,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,994,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,995,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,996,23,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,997,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,998,22,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,999,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1000,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1001,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1002,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1003,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1004,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1005,24,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1006,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1007,30,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1008,30,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1009,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1010,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1011,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1012,21,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1013,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1014,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1015,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1016,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1017,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1018,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1019,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1020,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1021,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1022,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1023,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1024,24,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1025,25,Box 23,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1026,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1027,24,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1028,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1029,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1030,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1031,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1032,23,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1033,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1034,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1035,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1036,20,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1037,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1038,24,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1039,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1040,20,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1041,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1042,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1043,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1044,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1045,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1046,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1047,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1048,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1049,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1050,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1051,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1052,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1053,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1054,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1055,33,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1056,33,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1057,24,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1058,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1059,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1060,24,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1061,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1062,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1063,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1064,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1065,13,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1066,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1067,19,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1068,25,Box 24,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1069,25,Box 25,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1070,24,Box 25,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1071,25,Box 25,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1072,25,Box 25,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1073,21,Box 25,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1074,25,Box 25,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1075,20,Box 25,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1076,25,Box 25,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1077,25,Box 25,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1078,25,Box 25,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1079,25,Box 25,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1080,24,Box 25,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1081,24,Box 25,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,1082,25,Box 25,,,,,,,,,,,,,,,,,,,,,
