County,Tabulator ID,Batch,# of Ballots,Location,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,351,25,Box 8,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,352,25,Box 8,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,353,25,Box 8,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,354,18,Box 8,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,355,15,Box 8,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,356,25,Box 8,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,357,25,Box 8,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,358,17,Box 8,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,359,17,Box 8,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,360,25,Box 8,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,361,25,Box 8,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,362,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,363,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,364,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,365,20,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,366,20,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,367,18,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,368,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,369,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,370,15,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,371,15,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,372,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,373,24,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,374,22,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,375,21,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,376,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,377,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,378,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,379,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,380,30,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,381,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,382,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,383,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,384,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,385,26,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,386,26,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,387,26,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,388,26,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,389,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,390,20,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,391,24,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,392,28,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,393,31,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,394,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,395,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,396,26,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,397,26,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,398,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,399,25,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,400,24,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,401,24,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,402,24,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,403,21,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,404,20,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,405,30,Box 9,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,406,19,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,407,20,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,408,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,409,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,410,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,411,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,412,31,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,413,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,414,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,415,29,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,416,24,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,417,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,418,23,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,419,23,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,420,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,421,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,422,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,423,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,424,24,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,425,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,426,24,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,427,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,428,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,429,26,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,430,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,431,26,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,432,26,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,433,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,434,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,435,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,436,26,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,437,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,438,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,439,18,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,440,18,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,441,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,442,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,443,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,444,23,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,445,24,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,446,24,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,447,22,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,448,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,449,25,Box 10,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,450,24,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,451,24,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,452,22,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,453,22,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,454,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,455,31,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,456,20,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,457,23,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,458,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,459,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,460,20,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,461,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,462,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,463,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,464,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,465,21,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,466,20,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,467,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,468,24,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,469,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,470,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,471,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,472,24,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,473,24,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,474,23,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,475,23,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,476,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,477,13,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,478,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,479,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,480,24,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,481,24,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,482,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,483,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,484,24,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,485,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,486,19,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,487,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,488,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,489,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,490,26,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,491,25,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,492,20,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,493,18,Box 11,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,494,24,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,495,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,496,24,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,497,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,498,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,499,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,500,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,501,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,502,19,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,503,18,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,504,24,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,505,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,506,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,507,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,508,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,509,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,510,24,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,511,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,512,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,513,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,514,24,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,515,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,516,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,517,21,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,518,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,519,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,520,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,521,24,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,522,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,523,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,524,24,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,525,24,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,526,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,527,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,528,24,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,529,24,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,530,24,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,531,24,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,532,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,533,17,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,534,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,535,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,536,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,537,25,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,538,24,Box 12,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,539,24,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,540,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,541,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,542,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,543,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,544,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,545,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,546,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,547,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,548,20,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,549,20,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,550,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,551,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,552,33,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,553,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,554,24,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,555,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,556,26,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,557,24,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,558,24,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,559,22,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,560,22,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,561,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,562,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,563,24,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,564,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,565,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,566,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,567,24,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,568,24,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,569,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,570,24,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,571,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,572,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,573,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,574,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,575,24,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,576,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,577,28,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,578,27,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,579,25,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,580,20,Box 13,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,581,22,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,582,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,583,22,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,584,22,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,585,22,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,586,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,587,23,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,588,23,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,589,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,590,28,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,591,20,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,592,20,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,593,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,594,24,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,595,20,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,596,20,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,597,26,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,598,26,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,599,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,600,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,601,24,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,602,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,603,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,604,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,605,23,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,606,23,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,607,23,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,608,23,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,609,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,610,20,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,611,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,612,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,613,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,614,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,615,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,616,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,617,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,618,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,619,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,620,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,621,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,622,24,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,623,27,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,624,27,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,625,25,Box 14,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,626,21,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,627,20,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,628,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,629,22,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,630,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,631,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,632,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,633,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,634,27,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,635,23,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,636,22,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,637,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,638,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,639,27,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,640,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,641,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,642,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,643,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,644,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,645,23,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,646,22,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,647,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,648,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,649,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,650,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,651,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,652,22,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,653,24,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,654,24,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,655,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,656,22,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,657,26,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,658,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,659,21,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,660,20,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,661,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,662,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,663,24,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,664,25,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,665,21,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,666,22,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,667,26,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,668,26,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,669,19,Box 15,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,670,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,671,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,672,24,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,673,23,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,674,24,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,675,23,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,676,26,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,677,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,678,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,679,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,680,15,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,681,20,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,682,18,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,683,19,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,684,24,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,685,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,686,21,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,687,20,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,688,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,689,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,690,28,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,691,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,692,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,693,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,694,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,695,20,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,696,19,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,697,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,698,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,699,22,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,700,23,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,701,24,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,702,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,703,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,704,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,705,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,706,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,707,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,708,24,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,709,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,710,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,711,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,712,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,713,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,714,25,Box 16,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,715,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,716,25,Box 17,,,,,,,,,,,,,,,,,,,,,
Broomfield,4,717,27,Box 17,,,,,,,,,,,,,,,,,,,,,
