County,TABULATOR ID,BATCH,# OF BALLOTS,LOCATION
Otero,2,1,25,22
Otero,2,2,25,22
Otero,2,3,25,22
Otero,2,4,25,22
Otero,2,5,25,22
Otero,2,6,25,22
Otero,2,7,25,22
Otero,2,8,25,22
Otero,2,9,25,22
Otero,2,10,25,22
Otero,2,11,25,22
Otero,2,12,25,22
Otero,2,13,25,22
Otero,2,14,25,22
Otero,2,15,25,22
Otero,2,16,25,22
Otero,2,17,25,22
Otero,2,18,25,22
Otero,2,19,25,22
Otero,2,20,25,22
Otero,2,21,25,22
Otero,2,22,25,22
Otero,2,23,25,22
Otero,2,24,25,22
Otero,2,25,25,22
Otero,2,26,25,22
Otero,2,27,25,22
Otero,2,28,25,22
Otero,2,29,25,22
Otero,2,30,25,22
Otero,2,31,25,22
Otero,2,32,25,22
Otero,2,33,25,22
Otero,2,34,25,22
Otero,2,35,25,22
Otero,2,36,25,22
Otero,2,37,25,22
Otero,2,38,25,22
Otero,2,39,25,22
Otero,2,40,25,22
Otero,2,41,25,2
Otero,2,42,25,2
Otero,2,43,25,2
Otero,2,44,25,2
Otero,2,45,25,2
Otero,2,46,25,2
Otero,2,47,25,2
Otero,2,48,25,2
Otero,2,49,25,2
Otero,2,50,25,2
Otero,2,51,25,2
Otero,2,52,25,2
Otero,2,53,25,2
Otero,2,54,25,2
Otero,2,55,25,2
Otero,2,56,25,2
Otero,2,57,25,2
Otero,2,58,25,2
Otero,2,59,25,2
Otero,2,60,25,2
Otero,2,61,25,2
Otero,2,62,25,2
Otero,2,63,25,2
Otero,2,64,25,18
Otero,2,65,25,18
Otero,2,66,25,18
Otero,2,67,25,18
Otero,2,68,25,18
Otero,2,69,25,18
Otero,2,70,25,18
Otero,2,71,25,18
Otero,2,72,25,18
Otero,2,73,25,18
Otero,2,74,25,18
Otero,2,75,25,18
Otero,2,76,25,18
Otero,2,77,21,18
Otero,2,78,25,18
Otero,2,79,25,18
Otero,2,80,25,18
Otero,2,81,25,18
Otero,2,82,25,18
Otero,2,83,25,18
Otero,2,84,25,18
Otero,2,85,25,18
Otero,2,86,25,18
Otero,2,87,25,14
Otero,2,88,25,14
Otero,2,89,25,14
Otero,2,90,25,14
Otero,2,91,25,14
Otero,2,92,25,14
Otero,2,93,25,14
Otero,2,94,25,14
Otero,2,95,25,14
Otero,2,96,25,14
Otero,2,97,25,14
Otero,2,98,25,14
Otero,2,99,25,14
Otero,2,100,25,14
Otero,2,101,25,14
Otero,2,102,25,14
Otero,2,103,25,14
Otero,2,104,25,14
Otero,2,105,25,14
Otero,2,106,25,14
Otero,2,107,25,14
Otero,2,108,25,14
Otero,2,109,25,14
Otero,2,110,25,14
Otero,2,111,25,14
Otero,2,112,25,14
Otero,2,113,25,14
Otero,2,114,25,14
Otero,2,115,25,6
Otero,2,116,25,6
Otero,2,117,25,6
Otero,2,118,25,6
Otero,2,119,25,6
Otero,2,120,25,6
Otero,2,121,25,6
Otero,2,122,25,6
Otero,2,123,25,6
Otero,2,124,25,6
Otero,2,125,25,6
Otero,2,126,25,6
Otero,2,127,25,6
Otero,2,128,25,6
Otero,2,129,25,6
Otero,2,130,25,6
Otero,2,131,25,6
Otero,2,132,25,6
Otero,2,133,25,6
Otero,2,134,25,6
Otero,2,135,25,6
Otero,2,136,25,6
Otero,2,137,25,6
Otero,2,138,25,6
Otero,2,139,25,6
Otero,2,140,25,6
Otero,2,141,25,6
Otero,2,142,25,6
Otero,2,143,25,6
Otero,2,144,25,6
Otero,2,145,25,6
Otero,2,146,25,6
Otero,2,147,25,6
Otero,2,148,25,6
Otero,2,149,25,6
Otero,2,150,25,6
Otero,2,151,25,6
Otero,2,152,25,6
Otero,2,153,25,6
Otero,2,154,25,6
Otero,2,155,25,1
Otero,2,156,25,1
Otero,2,157,25,1
Otero,2,158,25,1
Otero,2,159,25,1
Otero,2,160,25,1
Otero,2,161,25,1
Otero,2,162,25,1
Otero,2,163,25,1
Otero,2,164,25,1
Otero,2,165,25,1
Otero,2,166,25,1
Otero,2,167,25,1
Otero,2,168,25,1
Otero,2,169,25,1
Otero,2,170,25,9
Otero,2,171,25,9
Otero,2,172,25,9
Otero,2,173,25,9
Otero,2,174,21,9
Otero,4,1,25,17
Otero,4,2,25,17
Otero,4,3,25,17
Otero,4,4,25,17
Otero,4,5,25,17
Otero,4,6,25,17
Otero,4,7,25,17
Otero,4,8,25,17
Otero,4,9,25,17
Otero,4,10,25,17
Otero,4,11,25,17
Otero,4,12,25,17
Otero,4,13,25,17
Otero,4,14,25,17
Otero,4,15,25,17
Otero,4,16,25,17
Otero,4,17,25,17
Otero,4,18,25,17
Otero,4,19,25,17
Otero,4,20,25,17
Otero,4,21,25,17
Otero,4,22,25,17
Otero,4,23,25,17
Otero,4,24,25,17
Otero,4,25,25,17
Otero,4,26,25,17
Otero,4,27,25,17
Otero,4,28,25,17
Otero,4,29,25,17
Otero,4,30,25,17
Otero,4,31,25,17
Otero,4,32,25,17
Otero,4,33,25,17
Otero,4,34,25,17
Otero,4,35,25,17
Otero,4,36,25,17
Otero,4,37,25,17
Otero,4,38,25,17
Otero,4,39,25,23
Otero,4,40,25,23
Otero,4,41,25,23
Otero,4,42,25,23
Otero,4,43,25,23
Otero,4,44,25,23
Otero,4,45,25,23
Otero,4,46,25,23
Otero,4,47,25,23
Otero,4,48,25,23
Otero,4,49,25,23
Otero,4,50,25,23
Otero,4,51,25,23
Otero,4,52,25,23
Otero,4,53,25,23
Otero,4,54,25,23
Otero,4,55,25,23
Otero,4,56,25,23
Otero,4,57,25,23
Otero,4,58,25,23
Otero,4,59,25,23
Otero,4,60,25,23
Otero,4,61,25,23
Otero,4,62,25,23
Otero,4,63,25,23
Otero,4,64,25,23
Otero,4,65,25,23
Otero,4,66,25,23
Otero,4,67,25,23
Otero,4,68,25,23
Otero,4,69,25,23
Otero,4,70,25,23
Otero,4,71,25,23
Otero,4,72,25,23
Otero,4,73,25,23
Otero,4,74,25,23
Otero,4,75,25,23
Otero,4,76,25,3
Otero,4,77,25,3
Otero,4,78,25,3
Otero,4,79,25,3
Otero,4,80,25,3
Otero,4,81,25,3
Otero,4,82,25,3
Otero,4,83,25,3
Otero,4,84,25,3
Otero,4,85,25,3
Otero,4,86,25,3
Otero,4,87,25,3
Otero,4,88,25,3
Otero,4,89,25,3
Otero,4,90,25,3
Otero,4,91,25,3
Otero,4,92,25,3
Otero,4,93,25,3
Otero,4,94,25,3
Otero,4,95,25,3
Otero,4,96,25,3
Otero,4,97,25,3
Otero,4,98,25,3
Otero,4,99,25,3
Otero,4,100,25,3
Otero,4,101,25,3
Otero,4,102,25,3
Otero,4,103,25,3
Otero,4,104,25,3
Otero,4,105,25,3
Otero,4,106,25,3
Otero,4,107,25,3
Otero,4,108,26,3
Otero,4,109,25,3
Otero,4,110,25,3
Otero,4,111,25,3
Otero,4,112,25,3
Otero,4,113,25,3
Otero,4,114,25,3
Otero,4,115,25,3
Otero,4,116,25,3
Otero,4,117,25,3
Otero,4,118,25,3
Otero,4,119,25,3
Otero,4,120,18,1
Otero,4,121,25,1
Otero,4,122,25,1
Otero,4,123,25,1
Otero,4,124,25,1
Otero,4,125,25,1
Otero,4,126,25,1
Otero,4,127,25,1
Otero,4,128,27,1
Otero,4,129,25,1
Otero,4,130,25,1
