County,Tabulator ID,Batch,# of Ballot Cards,Location,
Eagle,100,1204,25,Bin 39,
Eagle,100,1205,25,Bin 39,
Eagle,100,1206,25,Bin 39,
Eagle,100,1207,25,Bin 39,
Eagle,100,1208,25,Bin 39,
Eagle,100,1209,25,Bin 39,
Eagle,100,1210,22,Bin 39,
Eagle,100,1211,22,Bin 39,
Eagle,100,1212,25,Bin 39,
Eagle,100,1213,25,Bin 39,
Eagle,100,1214,25,Bin 39,
Eagle,100,1215,25,Bin 39,
Eagle,100,1216,25,Bin 39,
Eagle,100,1217,25,Bin 39,
Eagle,100,1218,25,Bin 39,
Eagle,100,1219,25,Bin 39,
Eagle,100,1220,24,Bin 40,
Eagle,100,1221,24,Bin 40,
Eagle,100,1222,24,Bin 40,
Eagle,100,1223,25,Bin 40,
Eagle,100,1224,25,Bin 40,
Eagle,100,1225,25,Bin 40,
Eagle,100,1226,25,Bin 40,
Eagle,100,1227,25,Bin 40,
Eagle,100,1228,25,Bin 40,
Eagle,100,1229,25,Bin 40,
Eagle,100,1230,25,Bin 40,
Eagle,100,1231,22,Bin 40,
Eagle,100,1232,22,Bin 40,
Eagle,100,1233,25,Bin 40,
Eagle,100,1234,25,Bin 40,
Eagle,100,1235,25,Bin 40,
Eagle,100,1236,25,Bin 40,
Eagle,100,1237,25,Bin 40,
Eagle,100,1238,25,Bin 40,
Eagle,100,1239,25,Bin 40,
Eagle,100,1240,25,Bin 40,
Eagle,100,1241,20,Bin 40,
Eagle,100,1242,24,Bin 40,
Eagle,100,1243,24,Bin 40,
Eagle,100,1244,25,Bin 40,
Eagle,100,1245,25,Bin 40,
Eagle,100,1246,25,Bin 40,
Eagle,100,1247,25,Bin 40,
Eagle,100,1248,25,Bin 40,
Eagle,100,1249,25,Bin 40,
Eagle,100,1250,14,Bin 41,
Eagle,100,1251,14,Bin 41,
Eagle,100,1252,14,Bin 41,
Eagle,100,1253,14,Bin 41,
Eagle,100,1254,25,Bin 41,
Eagle,100,1255,25,Bin 41,
Eagle,100,1256,25,Bin 41,
Eagle,100,1257,25,Bin 41,
Eagle,100,1258,25,Bin 41,
Eagle,100,1259,25,Bin 41,
Eagle,100,1260,25,Bin 41,
Eagle,100,1261,25,Bin 41,
Eagle,100,1262,25,Bin 41,
Eagle,100,1263,25,Bin 41,
Eagle,100,1264,25,Bin 41,
Eagle,100,1265,25,Bin 41,
Eagle,100,1266,18,Bin 41,
Eagle,100,1267,19,Bin 41,
Eagle,100,1268,19,Bin 41,
Eagle,100,1269,25,Bin 41,
Eagle,100,1270,25,Bin 41,
Eagle,100,1271,25,Bin 41,
Eagle,100,1272,25,Bin 41,
Eagle,100,1273,25,Bin 41,
Eagle,100,1274,25,Bin 41,
Eagle,100,1275,25,Bin 41,
Eagle,100,1276,25,Bin 41,
Eagle,100,1277,25,Bin 41,
Eagle,100,1278,25,Bin 41,
Eagle,100,1279,22,Bin 41,
Eagle,100,1280,25,Bin 41,
Eagle,100,1281,25,Bin 41,
Eagle,100,1282,22,Bin 42,
Eagle,100,1283,22,Bin 42,
Eagle,100,1284,25,Bin 42,
Eagle,100,1285,25,Bin 42,
Eagle,100,1286,25,Bin 42,
Eagle,100,1287,25,Bin 42,
Eagle,100,1288,25,Bin 42,
Eagle,100,1289,25,Bin 42,
Eagle,100,1290,20,Bin 42,
Eagle,100,1291,20,Bin 42,
Eagle,100,1292,25,Bin 42,
Eagle,100,1293,25,Bin 42,
Eagle,100,1294,25,Bin 42,
Eagle,100,1295,25,Bin 42,
Eagle,100,1296,25,Bin 42,
Eagle,100,1297,25,Bin 42,
Eagle,100,1298,25,Bin 42,
Eagle,100,1299,25,Bin 42,
Eagle,100,1300,25,Bin 42,
Eagle,100,1301,25,Bin 42,
Eagle,100,1302,25,Bin 42,
Eagle,100,1303,25,Bin 42,
Eagle,100,1304,20,Bin 42,
Eagle,100,1305,25,Bin 42,
Eagle,100,1306,25,Bin 42,
Eagle,100,1307,25,Bin 42,
Eagle,100,1308,25,Bin 42,
Eagle,100,1309,25,Bin 42,
Eagle,100,1310,25,Bin 42,
Eagle,100,1311,25,Bin 42,
Eagle,100,1312,25,Bin 42,
Eagle,100,1313,12,Bin 43,
Eagle,100,1314,25,Bin 43,
Eagle,100,1315,25,Bin 43,
Eagle,100,1316,25,Bin 43,
Eagle,100,1317,25,Bin 43,
Eagle,100,1318,25,Bin 43,
Eagle,100,1319,25,Bin 43,
Eagle,100,1320,25,Bin 43,
Eagle,100,1321,25,Bin 43,
Eagle,100,1322,25,Bin 43,
Eagle,100,1323,25,Bin 43,
Eagle,100,1324,20,Bin 43,
Eagle,100,1325,20,Bin 43,
Eagle,100,1326,25,Bin 43,
Eagle,100,1327,25,Bin 43,
Eagle,100,1328,25,Bin 43,
Eagle,100,1329,25,Bin 43,
Eagle,100,1330,25,Bin 43,
Eagle,100,1331,25,Bin 43,
Eagle,100,1332,25,Bin 43,
Eagle,100,1333,25,Bin 43,
Eagle,100,1334,18,Bin 43,
Eagle,100,1335,18,Bin 43,
Eagle,100,1336,25,Bin 43,
Eagle,100,1337,25,Bin 43,
Eagle,100,1338,25,Bin 43,
Eagle,100,1339,25,Bin 43,
Eagle,100,1340,25,Bin 43,
Eagle,100,1341,25,Bin 43,
Eagle,100,1342,25,Bin 43,
Eagle,100,1343,25,Bin 43,
Eagle,100,1344,25,Bin 43,
Eagle,100,1345,25,Bin 43,
Eagle,100,1346,18,Bin 44,
Eagle,100,1347,25,Bin 44,
Eagle,100,1348,25,Bin 44,
Eagle,100,1349,25,Bin 44,
Eagle,100,1350,25,Bin 44,
Eagle,100,1351,25,Bin 44,
Eagle,100,1352,25,Bin 44,
Eagle,100,1353,25,Bin 44,
Eagle,100,1354,25,Bin 44,
Eagle,100,1355,18,Bin 44,
Eagle,100,1356,18,Bin 44,
Eagle,100,1357,25,Bin 44,
Eagle,100,1358,25,Bin 44,
Eagle,100,1359,25,Bin 44,
Eagle,100,1360,25,Bin 44,
Eagle,100,1361,25,Bin 44,
Eagle,100,1362,25,Bin 44,
Eagle,100,1363,25,Bin 44,
Eagle,100,1364,25,Bin 44,
Eagle,100,1365,25,Bin 44,
Eagle,100,1366,25,Bin 44,
Eagle,100,1367,25,Bin 44,
Eagle,100,1368,25,Bin 44,
Eagle,100,1369,25,Bin 44,
Eagle,100,1370,25,Bin 44,
Eagle,100,1371,25,Bin 44,
Eagle,100,1372,25,Bin 44,
Eagle,100,1373,24,Bin 44,
Eagle,100,1374,24,Bin 44,
Eagle,100,1375,24,Bin 44,
Eagle,100,1376,25,Bin 44,
Eagle,100,1377,25,Bin 45,
Eagle,100,1378,25,Bin 45,
Eagle,100,1379,25,Bin 45,
Eagle,100,1380,25,Bin 45,
Eagle,100,1381,25,Bin 45,
Eagle,100,1382,25,Bin 45,
Eagle,100,1383,25,Bin 45,
Eagle,100,1384,25,Bin 45,
Eagle,100,1385,13,Bin 45,
Eagle,100,1386,13,Bin 45,
Eagle,100,1387,25,Bin 45,
Eagle,100,1388,25,Bin 45,
Eagle,100,1389,25,Bin 45,
Eagle,100,1390,25,Bin 45,
Eagle,100,1391,25,Bin 45,
Eagle,100,1392,25,Bin 45,
Eagle,100,1393,25,Bin 45,
Eagle,100,1394,25,Bin 45,
Eagle,100,1395,8,Bin 45,
Eagle,100,1396,24,Bin 45,
Eagle,100,1397,25,Bin 45,
Eagle,100,1398,25,Bin 45,
Eagle,100,1399,25,Bin 45,
Eagle,100,1400,25,Bin 45,
Eagle,100,1401,25,Bin 45,
Eagle,100,1402,25,Bin 45,
Eagle,100,1403,25,Bin 45,
Eagle,100,1404,8,Bin 45,
Eagle,100,1405,25,Bin 45,
Eagle,100,1406,25,Bin 45,
Eagle,100,1407,25,Bin 45,
Eagle,100,1408,25,Bin 45,
Eagle,100,1409,25,Bin 45,
Eagle,100,1410,25,Bin 45,
Eagle,100,1411,25,Bin 45,
Eagle,100,1412,25,Bin 45,
Eagle,100,1413,22,Bin 46,
Eagle,100,1414,22,Bin 46,
Eagle,100,1415,25,Bin 46,
Eagle,100,1416,25,Bin 46,
Eagle,100,1417,25,Bin 46,
Eagle,100,1418,25,Bin 46,
Eagle,100,1419,25,Bin 46,
Eagle,100,1420,25,Bin 46,
Eagle,100,1421,20,Bin 46,
Eagle,100,1422,20,Bin 46,
Eagle,100,1423,25,Bin 46,
Eagle,100,1424,25,Bin 46,
Eagle,100,1425,25,Bin 46,
Eagle,100,1426,25,Bin 46,
Eagle,100,1427,25,Bin 46,
Eagle,100,1428,25,Bin 46,
Eagle,100,1429,25,Bin 46,
Eagle,100,1430,25,Bin 46,
Eagle,100,1431,25,Bin 46,
Eagle,100,1432,25,Bin 46,
Eagle,100,1433,12,Bin 46,
Eagle,100,1434,25,Bin 46,
Eagle,100,1435,25,Bin 46,
Eagle,100,1436,25,Bin 46,
Eagle,100,1437,25,Bin 46,
Eagle,100,1438,25,Bin 46,
Eagle,100,1439,25,Bin 46,
Eagle,100,1440,25,Bin 46,
Eagle,100,1441,25,Bin 46,
Eagle,100,1442,25,Bin 46,
Eagle,100,1443,25,Bin 46,
Eagle,100,1444,25,Bin 46,
Eagle,100,1445,25,Bin 46,
Eagle,100,1446,25,Bin 47,
Eagle,100,1447,25,Bin 47,
Eagle,100,1448,25,Bin 47,
Eagle,100,1449,25,Bin 47,
Eagle,100,1450,25,Bin 47,
Eagle,100,1451,25,Bin 47,
Eagle,100,1452,25,Bin 47,
Eagle,100,1453,25,Bin 47,
Eagle,100,1454,25,Bin 47,
Eagle,100,1455,25,Bin 47,
Eagle,100,1456,20,Bin 47,
Eagle,100,1457,20,Bin 47,
Eagle,100,1458,25,Bin 47,
Eagle,100,1459,25,Bin 47,
Eagle,100,1460,25,Bin 47,
Eagle,100,1461,25,Bin 47,
Eagle,100,1462,25,Bin 47,
Eagle,100,1463,25,Bin 47,
Eagle,100,1464,25,Bin 47,
Eagle,100,1465,25,Bin 47,
Eagle,100,1466,24,Bin 47,
Eagle,100,1467,24,Bin 47,
Eagle,100,1468,24,Bin 47,
Eagle,100,1469,24,Bin 47,
Eagle,100,1470,24,Bin 47,
Eagle,100,1471,25,Bin 47,
Eagle,100,1472,25,Bin 47,
Eagle,100,1473,25,Bin 47,
Eagle,100,1474,25,Bin 47,
Eagle,100,1475,25,Bin 47,
Eagle,100,1476,25,Bin 47,
Eagle,100,1477,25,Bin 47,
Eagle,100,1478,17,Bin 48,
Eagle,100,1479,17,Bin 48,
Eagle,100,1480,24,Bin 48,
Eagle,100,1481,24,Bin 48,
Eagle,100,1482,25,Bin 48,
Eagle,100,1483,25,Bin 48,
Eagle,100,1484,25,Bin 48,
Eagle,100,1485,25,Bin 48,
Eagle,100,1486,25,Bin 48,
Eagle,100,1487,25,Bin 48,
Eagle,100,1488,25,Bin 48,
Eagle,100,1489,25,Bin 48,
Eagle,100,1490,24,Bin 48,
Eagle,100,1491,25,Bin 48,
Eagle,100,1492,25,Bin 48,
Eagle,100,1493,25,Bin 48,
Eagle,100,1494,25,Bin 48,
Eagle,100,1495,25,Bin 48,
Eagle,100,1496,25,Bin 48,
Eagle,100,1497,25,Bin 48,
Eagle,100,1498,25,Bin 48,
Eagle,100,1499,25,Bin 48,
Eagle,100,1500,25,Bin 48,
Eagle,100,1501,25,Bin 48,
Eagle,100,1502,25,Bin 48,
Eagle,100,1503,2,Bin 48,
Eagle,100,1504,24,Bin 48,
Eagle,100,1505,25,Bin 48,
Eagle,100,1506,25,Bin 48,
Eagle,100,1507,25,Bin 48,
Eagle,100,1508,25,Bin 48,
Eagle,100,1509,25,Bin 49,
Eagle,100,1510,25,Bin 49,
Eagle,100,1511,25,Bin 49,
Eagle,100,1512,25,Bin 49,
Eagle,100,1513,25,Bin 49,
Eagle,100,1514,25,Bin 49,
Eagle,100,1515,25,Bin 49,
Eagle,100,1516,15,Bin 49,
Eagle,100,1517,15,Bin 49,
Eagle,100,1518,25,Bin 49,
Eagle,100,1519,25,Bin 49,
Eagle,100,1520,25,Bin 49,
Eagle,100,1521,25,Bin 49,
Eagle,100,1522,25,Bin 49,
Eagle,100,1523,25,Bin 49,
Eagle,100,1524,25,Bin 49,
Eagle,100,1525,25,Bin 49,
Eagle,100,1526,25,Bin 49,
Eagle,100,1527,25,Bin 49,
Eagle,100,1528,21,Bin 49,
Eagle,100,1529,21,Bin 49,
Eagle,100,1530,25,Bin 49,
Eagle,100,1531,25,Bin 49,
Eagle,100,1532,25,Bin 49,
Eagle,100,1533,25,Bin 49,
Eagle,100,1534,25,Bin 49,
Eagle,100,1535,25,Bin 49,
Eagle,100,1536,14,Bin 49,
Eagle,100,1537,25,Bin 49,
Eagle,100,1538,25,Bin 49,
Eagle,100,1539,25,Bin 49,
Eagle,100,1540,25,Bin 49,
Eagle,100,1541,25,Bin 49,
Eagle,100,1542,25,Bin 50,
Eagle,100,1543,25,Bin 50,
Eagle,100,1544,25,Bin 50,
Eagle,100,1545,25,Bin 50,
Eagle,100,1546,25,Bin 50,
Eagle,100,1547,25,Bin 50,
Eagle,100,1548,25,Bin 50,
Eagle,100,1549,18,Bin 50,
Eagle,100,1550,18,Bin 50,
Eagle,100,1551,24,Bin 50,
Eagle,100,1552,25,Bin 50,
Eagle,100,1553,25,Bin 50,
Eagle,100,1554,25,Bin 50,
Eagle,100,1555,25,Bin 50,
Eagle,100,1556,25,Bin 50,
Eagle,100,1557,25,Bin 50,
Eagle,100,1558,25,Bin 50,
Eagle,100,1559,25,Bin 50,
Eagle,100,1560,25,Bin 50,
Eagle,100,1561,25,Bin 50,
Eagle,100,1562,25,Bin 50,
Eagle,100,1563,25,Bin 50,
Eagle,100,1564,25,Bin 50,
Eagle,100,1565,6,Bin 50,
Eagle,100,1566,25,Bin 50,
Eagle,100,1567,24,Bin 50,
Eagle,100,1568,25,Bin 50,
Eagle,100,1569,25,Bin 50,
Eagle,100,1570,25,Bin 50,
Eagle,100,1571,25,Bin 50,
Eagle,100,1572,25,Bin 50,
Eagle,100,1573,25,Bin 50,
Eagle,100,1574,21,Bin 51,
Eagle,100,1575,21,Bin 51,
Eagle,100,1576,25,Bin 51,
Eagle,100,1577,25,Bin 51,
Eagle,100,1578,25,Bin 51,
Eagle,100,1579,25,Bin 51,
Eagle,100,1580,25,Bin 51,
Eagle,100,1581,25,Bin 51,
Eagle,100,1582,25,Bin 51,
Eagle,100,1583,25,Bin 51,
Eagle,100,1584,2,Bin 51,
Eagle,100,1585,25,Bin 51,
Eagle,100,1586,25,Bin 51,
Eagle,100,1587,25,Bin 51,
Eagle,100,1588,25,Bin 51,
Eagle,100,1589,25,Bin 51,
Eagle,100,1590,25,Bin 51,
Eagle,100,1591,25,Bin 51,
Eagle,100,1592,25,Bin 51,
Eagle,100,1593,25,Bin 51,
Eagle,100,1594,25,Bin 51,
Eagle,100,1595,25,Bin 51,
Eagle,100,1596,25,Bin 51,
Eagle,100,1597,23,Bin 51,
Eagle,100,1598,23,Bin 51,
Eagle,100,1599,25,Bin 51,
Eagle,100,1600,25,Bin 51,
Eagle,100,1601,25,Bin 51,
Eagle,100,1602,25,Bin 51,
Eagle,100,1603,25,Bin 51,
Eagle,100,1604,25,Bin 51,
Eagle,100,1605,25,Bin 52,
Eagle,100,1606,25,Bin 52,
Eagle,100,1607,25,Bin 52,
Eagle,100,1608,25,Bin 52,
Eagle,100,1609,25,Bin 52,
Eagle,100,1610,25,Bin 52,
Eagle,100,1611,8,Bin 52,
Eagle,100,1612,25,Bin 52,
Eagle,100,1613,25,Bin 52,
Eagle,100,1614,25,Bin 52,
Eagle,100,1615,25,Bin 52,
Eagle,100,1616,25,Bin 52,
Eagle,100,1617,25,Bin 52,
Eagle,100,1618,25,Bin 52,
Eagle,100,1619,25,Bin 52,
Eagle,100,1620,25,Bin 52,
Eagle,100,1621,25,Bin 52,
Eagle,100,1622,25,Bin 52,
Eagle,100,1623,25,Bin 52,
Eagle,100,1624,18,Bin 52,
Eagle,100,1625,18,Bin 52,
Eagle,100,1626,25,Bin 52,
Eagle,100,1627,25,Bin 52,
Eagle,100,1628,25,Bin 52,
Eagle,100,1629,25,Bin 52,
Eagle,100,1630,25,Bin 52,
Eagle,100,1631,25,Bin 52,
Eagle,100,1632,25,Bin 52,
Eagle,100,1633,25,Bin 52,
Eagle,100,1634,14,Bin 52,
Eagle,100,1635,25,Bin 53,
Eagle,100,1636,25,Bin 53,
Eagle,100,1637,25,Bin 53,
Eagle,100,1638,25,Bin 53,
Eagle,100,1639,25,Bin 53,
Eagle,100,1640,25,Bin 53,
Eagle,100,1641,20,Bin 53,
Eagle,100,1642,25,Bin 53,
Eagle,100,1643,25,Bin 53,
Eagle,100,1644,25,Bin 53,
Eagle,100,1645,25,Bin 53,
Eagle,100,1646,25,Bin 53,
Eagle,100,1647,25,Bin 53,
Eagle,100,1648,19,Bin 53,
Eagle,100,1649,19,Bin 53,
Eagle,100,1650,25,Bin 53,
Eagle,100,1651,25,Bin 53,
Eagle,100,1652,25,Bin 53,
Eagle,100,1653,25,Bin 53,
Eagle,100,1654,25,Bin 53,
Eagle,100,1655,25,Bin 53,
Eagle,100,1656,25,Bin 53,
Eagle,100,1657,25,Bin 53,
Eagle,100,1658,14,Bin 53,
Eagle,100,1659,14,Bin 53,
Eagle,100,1660,24,Bin 53,
Eagle,100,1661,25,Bin 53,
Eagle,100,1662,25,Bin 53,
Eagle,100,1663,25,Bin 53,
Eagle,100,1664,25,Bin 53,
Eagle,100,1665,25,Bin 53,
Eagle,100,1666,25,Bin 53,
Eagle,100,1667,25,Bin 53,
Eagle,100,1668,16,Bin 54,
Eagle,100,1669,16,Bin 54,
Eagle,100,1670,10,Bin 54,
Eagle,100,1671,12,Bin 54,
Eagle,100,1672,18,Bin 54,
Eagle,100,1673,18,Bin 54,
Eagle,100,1674,22,Bin 54,
Eagle,100,1675,22,Bin 54,
Eagle,100,1676,25,Bin 54,
Eagle,100,1677,25,Bin 54,
Eagle,100,1678,25,Bin 54,
Eagle,100,1679,25,Bin 54,
Eagle,100,1680,25,Bin 54,
Eagle,100,1681,25,Bin 54,
Eagle,100,1682,25,Bin 54,
Eagle,100,1683,25,Bin 54,
Eagle,100,1684,18,Bin 54,
Eagle,100,1685,18,Bin 54,
Eagle,100,1686,24,Bin 54,
Eagle,100,1687,24,Bin 54,
Eagle,100,1688,25,Bin 54,
Eagle,100,1689,25,Bin 54,
Eagle,100,1690,25,Bin 54,
Eagle,100,1691,25,Bin 54,
Eagle,100,1692,25,Bin 54,
Eagle,100,1693,25,Bin 54,
Eagle,100,1694,25,Bin 54,
Eagle,100,1695,25,Bin 54,
Eagle,100,1696,25,Bin 54,
Eagle,100,1697,25,Bin 54,
Eagle,100,1698,25,Bin 54,
Eagle,100,1699,25,Bin 54,
Eagle,100,1700,15,Bin 55,
Eagle,100,1701,15,Bin 55,
Eagle,100,1702,25,Bin 55,
Eagle,100,1703,25,Bin 55,
Eagle,100,1704,25,Bin 55,
Eagle,100,1705,25,Bin 55,
Eagle,100,1706,25,Bin 55,
Eagle,100,1707,25,Bin 55,
Eagle,100,1708,8,Bin 55,
Eagle,100,1709,23,Bin 55,
Eagle,100,1710,25,Bin 55,
Eagle,100,1711,25,Bin 55,
Eagle,100,1712,25,Bin 55,
Eagle,100,1713,25,Bin 55,
Eagle,100,1714,25,Bin 55,
Eagle,100,1715,16,Bin 55,
Eagle,100,1716,16,Bin 55,
Eagle,100,1717,24,Bin 55,
Eagle,100,1718,25,Bin 55,
Eagle,100,1719,25,Bin 55,
Eagle,100,1720,25,Bin 55,
Eagle,100,1721,25,Bin 55,
Eagle,100,1722,25,Bin 55,
Eagle,100,1723,25,Bin 55,
Eagle,100,1724,25,Bin 55,
Eagle,100,1725,25,Bin 55,
Eagle,100,1726,25,Bin 55,
Eagle,100,1727,2,Bin 55,
Eagle,100,1728,25,Bin 55,
Eagle,100,1729,25,Bin 55,
Eagle,100,1730,25,Bin 55,
Eagle,100,1731,25,Bin 55,
Eagle,100,1732,25,Bin 55,
Eagle,100,1733,25,Bin 56,
Eagle,100,1734,25,Bin 56,
Eagle,100,1735,25,Bin 56,
Eagle,100,1736,25,Bin 56,
Eagle,100,1737,25,Bin 56,
Eagle,100,1738,25,Bin 56,
Eagle,100,1739,25,Bin 56,
Eagle,100,1740,17,Bin 56,
Eagle,100,1741,17,Bin 56,
Eagle,100,1742,25,Bin 56,
Eagle,100,1743,25,Bin 56,
Eagle,100,1744,25,Bin 56,
Eagle,100,1745,25,Bin 56,
Eagle,100,1746,25,Bin 56,
Eagle,100,1747,25,Bin 56,
Eagle,100,1748,25,Bin 56,
Eagle,100,1749,25,Bin 56,
Eagle,100,1750,25,Bin 56,
Eagle,100,1751,25,Bin 56,
Eagle,100,1752,25,Bin 56,
Eagle,100,1753,25,Bin 56,
Eagle,100,1754,23,Bin 56,
Eagle,100,1755,23,Bin 56,
Eagle,100,1756,25,Bin 56,
Eagle,100,1757,24,Bin 56,
Eagle,100,1758,25,Bin 56,
Eagle,100,1759,25,Bin 56,
Eagle,100,1760,25,Bin 56,
Eagle,100,1761,25,Bin 56,
Eagle,100,1762,25,Bin 56,
Eagle,100,1763,25,Bin 56,
Eagle,100,1764,25,Bin 56,
Eagle,100,1765,25,Bin 56,
Eagle,100,1766,22,Bin 57,
Eagle,100,1767,22,Bin 57,
Eagle,100,1768,20,Bin 57,
Eagle,100,1769,20,Bin 57,
Eagle,100,1770,25,Bin 57,
Eagle,100,1771,25,Bin 57,
Eagle,100,1772,25,Bin 57,
Eagle,100,1773,25,Bin 57,
Eagle,100,1774,25,Bin 57,
Eagle,100,1775,25,Bin 57,
Eagle,100,1776,25,Bin 57,
Eagle,100,1777,25,Bin 57,
Eagle,100,1778,12,Bin 57,
Eagle,100,1779,25,Bin 57,
Eagle,100,1780,25,Bin 57,
Eagle,100,1781,25,Bin 57,
Eagle,100,1782,25,Bin 57,
Eagle,100,1783,25,Bin 57,
Eagle,100,1784,25,Bin 57,
Eagle,100,1785,25,Bin 57,
Eagle,100,1786,25,Bin 57,
Eagle,100,1787,15,Bin 57,
Eagle,100,1788,15,Bin 57,
Eagle,100,1789,25,Bin 57,
Eagle,100,1790,24,Bin 57,
Eagle,100,1791,25,Bin 57,
Eagle,100,1792,24,Bin 57,
Eagle,100,1793,25,Bin 57,
Eagle,100,1794,25,Bin 57,
Eagle,100,1795,25,Bin 57,
Eagle,100,1796,25,Bin 57,
Eagle,100,1797,25,Bin 57,
Eagle,100,1798,25,Bin 57,
Eagle,100,1799,14,Bin 57,
Eagle,100,1800,24,Bin 58,
Eagle,100,1801,10,Bin 58,
Eagle,100,1802,25,Bin 58,
Eagle,100,1803,25,Bin 58,
Eagle,100,1804,25,Bin 58,
Eagle,100,1805,16,Bin 58,
Eagle,100,1806,25,Bin 58,
Eagle,100,1807,22,Bin 58,
Eagle,100,1808,4,Bin 58,
Eagle,100,1809,25,Bin 58,
Eagle,100,1810,7,Bin 58,
Eagle,100,1811,24,Bin 58,
Eagle,100,1812,24,Bin 58,
Eagle,100,1813,25,Bin 58,
Eagle,100,1814,25,Bin 58,
Eagle,100,1815,25,Bin 58,
Eagle,100,1816,25,Bin 58,
Eagle,100,1817,25,Bin 58,
Eagle,100,1818,25,Bin 58,
Eagle,100,1819,25,Bin 58,
Eagle,100,1820,25,Bin 58,
Eagle,100,1821,25,Bin 58,
Eagle,100,1822,25,Bin 58,
Eagle,100,1823,25,Bin 58,
Eagle,100,1824,24,Bin 58,
Eagle,100,1825,24,Bin 58,
Eagle,100,1826,25,Bin 58,
Eagle,100,1827,25,Bin 58,
Eagle,100,1828,25,Bin 58,
Eagle,100,1829,25,Bin 58,
Eagle,100,1830,25,Bin 58,
Eagle,100,1831,25,Bin 58,
Eagle,100,1832,16,Bin 58,
Eagle,100,1833,25,Bin 58,
Eagle,100,1834,25,Bin 59,
Eagle,100,1835,25,Bin 59,
Eagle,100,1836,25,Bin 59,
Eagle,100,1837,25,Bin 59,
Eagle,100,1838,25,Bin 59,
Eagle,100,1839,25,Bin 59,
Eagle,100,1840,25,Bin 59,
Eagle,100,1841,25,Bin 59,
Eagle,100,1842,25,Bin 59,
Eagle,100,1843,25,Bin 59,
Eagle,100,1844,25,Bin 59,
Eagle,100,1845,13,Bin 59,
Eagle,100,1846,13,Bin 59,
Eagle,100,1847,25,Bin 59,
Eagle,100,1848,25,Bin 59,
Eagle,100,1849,25,Bin 59,
Eagle,100,1850,25,Bin 59,
Eagle,100,1851,25,Bin 59,
Eagle,100,1852,25,Bin 59,
Eagle,100,1853,25,Bin 59,
Eagle,100,1854,25,Bin 59,
Eagle,100,1855,22,Bin 59,
Eagle,100,1856,22,Bin 59,
Eagle,100,1857,23,Bin 59,
Eagle,100,1858,25,Bin 59,
Eagle,100,1859,25,Bin 59,
Eagle,100,1860,25,Bin 59,
Eagle,100,1861,25,Bin 59,
Eagle,100,1862,25,Bin 59,
Eagle,100,1863,25,Bin 59,
Eagle,100,1864,25,Bin 60,
Eagle,100,1865,24,Bin 60,
Eagle,100,1866,24,Bin 60,
Eagle,100,1867,24,Bin 60,
Eagle,100,1868,25,Bin 60,
Eagle,100,1869,25,Bin 60,
Eagle,100,1870,25,Bin 60,
Eagle,100,1871,25,Bin 60,
Eagle,100,1872,25,Bin 60,
Eagle,100,1873,25,Bin 60,
Eagle,100,1874,25,Bin 60,
Eagle,100,1875,25,Bin 60,
Eagle,100,1876,25,Bin 60,
Eagle,100,1877,25,Bin 60,
Eagle,100,1878,25,Bin 60,
Eagle,100,1879,25,Bin 60,
Eagle,100,1880,25,Bin 60,
Eagle,100,1881,25,Bin 60,
Eagle,100,1882,25,Bin 60,
Eagle,100,1883,25,Bin 60,
Eagle,100,1884,25,Bin 60,
Eagle,100,1885,14,Bin 60,
Eagle,100,1886,4,Bin 60,
Eagle,100,1887,8,Bin 61,
Eagle,100,1888,25,Bin 61,
Eagle,100,1889,25,Bin 61,
Eagle,100,1890,25,Bin 61,
Eagle,100,1891,25,Bin 61,
Eagle,100,1892,25,Bin 61,
Eagle,100,1893,25,Bin 61,
Eagle,100,1894,25,Bin 61,
Eagle,100,1895,25,Bin 61,
Eagle,100,1896,25,Bin 61,
Eagle,100,1897,25,Bin 61,
Eagle,100,1898,25,Bin 61,
Eagle,100,1899,25,Bin 61,
Eagle,100,1900,25,Bin 61,
Eagle,100,1901,25,Bin 61,
Eagle,100,1902,25,Bin 61,
Eagle,100,1903,25,Bin 61,
Eagle,100,1904,25,Bin 61,
Eagle,100,1905,25,Bin 61,
Eagle,100,1906,25,Bin 61,
Eagle,100,1907,25,Bin 61,
Eagle,100,1908,25,Bin 61,
Eagle,100,1909,25,Bin 61,
