county_name,contest_name,choice,votes
Adams,State Treasurer - REP,Kevin Grantham,26084
Adams,Attorney General - REP (Adams),Michael J. Allen,16047
Adams,Attorney General - REP (Adams),David Willson,11969
Adams,State Board of Education Member - Congressional District 7 - REP,Steve Barton,98
Adams,Regent of the University of Colorado - Congressional District 6 - REP,Veanessa Burbage,954
Adams,Regent of the University of Colorado - Congressional District 7 - REP,Paul Mueller,60
Adams,Regent of the University of Colorado - Congressional District 7 - REP,Joan Poston,49
Adams,State Senator - District 21 - REP,Frederick Alfred Jr,6807
Adams,State Senator - District 24 - REP,Kevin Allen,9500
Adams,State Senator - District 25 - REP,Rich Guggenheim,5211
Adams,State Representative - District 24 - REP,Kristopher Johnson,102
Adams,State Representative - District 29 - REP,Kristine Ireland,3086
Adams,State Representative - District 31 - REP,Ray Roll,3266
Adams,State Representative - District 32 - REP,Michelle D. Lee,2265
Adams,State Representative - District 32 - REP,Damon L Scordo,1186
Adams,State Representative - District 33 - REP,Nate Jorgensen,1759
Adams,State Representative - District 34 - REP,Craig Sullivan,5430
Adams,State Representative - District 36 - REP,Paul E. Nelson,960
Adams,State Representative - District 48 - REP,Carlos Barron,3654
Adams,State Representative - District 56 - REP,Chris Richardson,2048
Adams,Adams County Commissioner - District 4 - REP,Joseph P Domenico,25758
Adams,Adams County Clerk and Recorder - REP,Karen Hoopes,25831
Adams,Adams County Sheriff - REP,Mark Goodell,26136
Adams,Secretary of State - LBR,Alex Astley,162
Adams,Secretary of State - LBR,Sean Vadney,98
Adams,Governor - UNI,Jeff Peckman,16
Adams,Governor - UNI,Paul Noel Fiorino,11
Alamosa,United States Senator - DEM,John Hickenlooper,969
Alamosa,United States Senator - DEM,Julie Gonzales,763
Alamosa,Representative to the 120th United States Congress - District 3 - DEM,Dwayne L. Romero,837
Alamosa,Representative to the 120th United States Congress - District 3 - DEM,Alex Kelloff,815
Alamosa,Governor - DEM,Phil Weiser,954
Alamosa,Governor - DEM,Michael Bennet,779
Alamosa,Secretary of State - DEM,Amanda Gonzalez,1229
Alamosa,Secretary of State - DEM,Jessie Danielson,396
Alamosa,State Treasurer - DEM,Jeff Bridges,1343
Alamosa,Attorney General - DEM,Jena Griswold,859
Alamosa,Attorney General - DEM,Michael Dougherty,349
Alamosa,Attorney General - DEM,Hetal Doshi,235
Alamosa,Attorney General - DEM,David Seligman,225
Alamosa,State Board of Education Member - Congressional District 3 - DEM,Barb Clementi,1330
Alamosa,State Representative - District 62 - DEM,Matthew Martinez,1516
Alamosa,Alamosa County Commissioner - District 2 - DEM,Sherry Perdue,1353
Alamosa,Alamosa County Assessor - DEM,Jason Duncan,898
Alamosa,Alamosa County Assessor - DEM,Adam Lauer,645
Alamosa,Alamosa County Sheriff - DEM,Robert Jackson,1463
Alamosa,Secretary of State - LBR,Alex Astley,6
Alamosa,Secretary of State - LBR,Sean Vadney,0
Alamosa,United States Senator - REP,Mark Baisley,1309
Alamosa,Representative to the 120th United States Congress - District 3 - REP,Jeff Hurd,1010
Alamosa,Representative to the 120th United States Congress - District 3 - REP,Ron Hanks,584
Alamosa,Governor - REP,Barb Kirkmeyer,675
Alamosa,Governor - REP,Victor Marx,568
Alamosa,Governor - REP,Scott Bottoms,374
Alamosa,Governor - REP,"Kelvin ""K-Man"" Wimberly",0
Alamosa,Secretary of State - REP,James Wiley,1320
Alamosa,State Treasurer - REP,Kevin Grantham,1306
Alamosa,Attorney General - REP (Alamosa),Michael J. Allen,897
Alamosa,Attorney General - REP (Alamosa),David Willson,545
Alamosa,State Board of Education Member - Congressional District 3 - REP,Sherri M Wright,1284
Alamosa,State Representative - District 62 - REP,Steven Rodriguez,1263
Alamosa,State Representative - District 62 - REP,Evans Gonzalez,32
Alamosa,Alamosa County Commissioner - District 2 - REP,Arlan Van Ry,1435
Alamosa,Alamosa County Clerk and Recorder - REP,Tina Espinoza,825
Alamosa,Alamosa County Clerk and Recorder - REP,Jamie Greeman,804
Alamosa,Alamosa County Treasurer - REP,Amy McKinley,1454
Alamosa,Alamosa County Surveyor - REP,Anthony James Martin,1369
Alamosa,Alamosa County Coroner - REP,Joseph Dzuris,1392
Alamosa,Governor - UNI,Jeff Peckman,1
Alamosa,Governor - UNI,Paul Noel Fiorino,0
Arapahoe,United States Senator - DEM,John Hickenlooper,52705
Arapahoe,United States Senator - DEM,Julie Gonzales,42707
Arapahoe,Representative to the 120th United States Congress - District 1 - DEM,Melat Kiros,667
Arapahoe,Representative to the 120th United States Congress - District 1 - DEM,Diana DeGette,565
Arapahoe,Representative to the 120th United States Congress - District 1 - DEM,Wanda James,93
Arapahoe,Representative to the 120th United States Congress - District 4 - DEM,Eileen Laubacher,3812
Arapahoe,Representative to the 120th United States Congress - District 4 - DEM,Jenna Preston,44
Arapahoe,Representative to the 120th United States Congress - District 6 - DEM,Jason Crow,79253
Arapahoe,Governor - DEM,Phil Weiser,53836
Arapahoe,Governor - DEM,Michael Bennet,41069
Arapahoe,Secretary of State - DEM,Amanda Gonzalez,55715
Arapahoe,Secretary of State - DEM,Jessie Danielson,32665
Arapahoe,State Treasurer - DEM,Jeff Bridges,79972
Arapahoe,Attorney General - DEM,Jena Griswold,41014
Arapahoe,Attorney General - DEM,David Seligman,18507
Arapahoe,Attorney General - DEM,Michael Dougherty,17420
Arapahoe,Attorney General - DEM,Hetal Doshi,16520
Arapahoe,State Board of Education Member - Congressional District 1 - DEM,Lisa Escarcega,1036
Arapahoe,Regent of the University of Colorado - Congressional District 6 - DEM,Ilana Spiegel,73292
Arapahoe,State Senator - District 21 - DEM,Adrienne Benavidez,233
Arapahoe,State Senator - District 21 - DEM,Alex Ryckman,152
Arapahoe,State Senator - District 27 - DEM,Tom Sullivan,20340
Arapahoe,State Senator - District 29 - DEM,Iman M. Jodeh,18117
Arapahoe,State Senator - District 32 - DEM,Emily Sirota,1110
Arapahoe,State Representative - District 3 - DEM,Gena Ozols,6656
Arapahoe,State Representative - District 9 - DEM,Monica VanBuskirk,1933
Arapahoe,State Representative - District 9 - DEM,Neal Walia,1523
Arapahoe,State Representative - District 36 - DEM,Michael Carter,4318
Arapahoe,State Representative - District 37 - DEM,Chad Clifford,11980
Arapahoe,State Representative - District 38 - DEM,Gretchen Rydin,12497
Arapahoe,State Representative - District 40 - DEM,Naquetta Ricks,10869
Arapahoe,State Representative - District 41 - DEM,Jamie Jackson,6549
Arapahoe,State Representative - District 41 - DEM,Anne Keke,5479
Arapahoe,State Representative - District 42 - DEM,Sarah Amelia Woodson,4825
Arapahoe,State Representative - District 42 - DEM,Mandy Lindsay,2422
Arapahoe,State Representative - District 61 - DEM,Eliza Hamrick,10768
Arapahoe,Arapahoe County Commissioner - District 2 - DEM,Jessica Campbell,12883
Arapahoe,Arapahoe County Commissioner - District 2 - DEM,Angela Garland,6933
Arapahoe,Arapahoe County Commissioner - District 4 - DEM,Leslie Summey,9034
Arapahoe,Arapahoe County Commissioner - District 4 - DEM,Maya Wheeler,7895
Arapahoe,Arapahoe County Clerk and Recorder - DEM,Joan Lopez,81232
Arapahoe,Arapahoe County Treasurer - DEM,Michael Westerberg,78038
Arapahoe,Arapahoe County Assessor - DEM,PK Kaiser,77117
Arapahoe,Arapahoe County Sheriff - DEM,Tyler Scott Brown,75169
Arapahoe,Arapahoe County Coroner - DEM,Casey Bitting,75586
Arapahoe,Secretary of State - LBR,Alex Astley,213
Arapahoe,Secretary of State - LBR,Sean Vadney,160
Arapahoe,United States Senator - REP,Mark Baisley,36374
Arapahoe,Representative to the 120th United States Congress - District 1 - REP,Christy Peterson,160
Arapahoe,Representative to the 120th United States Congress - District 4 - REP,Lauren Boebert,2919
Arapahoe,Representative to the 120th United States Congress - District 6 - REP,Mel Tewahade,30670
Arapahoe,Governor - REP,Barb Kirkmeyer,18981
Arapahoe,Governor - REP,Victor Marx,14385
Arapahoe,Governor - REP,Scott Bottoms,8272
Arapahoe,Governor - REP,"Kelvin ""K-Man"" Wimberly",10
Arapahoe,Secretary of State - REP,James Wiley,34936
Arapahoe,State Treasurer - REP,Kevin Grantham,36038
Arapahoe,Attorney General - REP (Arapahoe),Michael J. Allen,22904
Arapahoe,Attorney General - REP (Arapahoe),David Willson,15587
Arapahoe,State Board of Education Member - Congressional District 1 - REP,Frederick Espinoza,161
Arapahoe,Regent of the University of Colorado - Congressional District 6 - REP,Veanessa Burbage,31394
Arapahoe,State Senator - District 21 - REP,Frederick Alfred Jr,1032
Arapahoe,State Senator - District 27 - REP,Danielle Lammon,6228
Arapahoe,State Senator - District 27 - REP,Darryl Gibbs,5940
Arapahoe,State Senator - District 29 - REP,Robert McKenna,6341
Arapahoe,State Senator - District 32 - REP,Sydnnia Wulff,174
Arapahoe,State Representative - District 3 - REP,Rebecca Winegar,2186
Arapahoe,State Representative - District 9 - REP,Tom Cowhick,554
Arapahoe,State Representative - District 36 - REP,Paul E. Nelson,1835
Arapahoe,State Representative - District 37 - REP,Jill Thompson,6094
Arapahoe,State Representative - District 40 - REP,Clinton Porter,4489
Arapahoe,State Representative - District 56 - REP,Chris Richardson,1889
Arapahoe,State Representative - District 61 - REP,Scott Shamblin,6617
Arapahoe,Arapahoe County Commissioner - District 2 - REP,Carl Schuldies,9507
Arapahoe,Arapahoe County Commissioner - District 4 - REP,"Sonda ""Sunny"" Banka",5080
Arapahoe,Arapahoe County Clerk and Recorder - REP,Annette Budd,35770
Arapahoe,Arapahoe County Assessor - REP,Jesse Lind,35284
Arapahoe,Arapahoe County Sheriff - REP,Kevin Scott Edling,35037
Arapahoe,Governor - UNI,Jeff Peckman,25
Arapahoe,Governor - UNI,Paul Noel Fiorino,16
Archuleta,United States Senator - DEM,John Hickenlooper,1193
Archuleta,United States Senator - DEM,Julie Gonzales,627
Archuleta,Representative to the 120th United States Congress - District 3 - DEM,Dwayne L. Romero,850
Archuleta,Representative to the 120th United States Congress - District 3 - DEM,Alex Kelloff,845
Archuleta,Governor - DEM,Michael Bennet,1017
Archuleta,Governor - DEM,Phil Weiser,795
Archuleta,Secretary of State - DEM,Amanda Gonzalez,992
Archuleta,Secretary of State - DEM,Jessie Danielson,679
Archuleta,State Treasurer - DEM,Jeff Bridges,1450
Archuleta,Attorney General - DEM (Archuleta),Jena Griswold,1013
Archuleta,Attorney General - DEM (Archuleta),Michael Dougherty,285
Archuleta,Attorney General - DEM (Archuleta),Hetal Doshi,257
Archuleta,Attorney General - DEM (Archuleta),David Seligman,201
Archuleta,State Board of Education Member - Congressional District 3 - DEM,Barb Clementi,1454
Archuleta,State Representative - District 59 - DEM,Katie Stewart,1475
Archuleta,Secretary of State - LBR,Alex Astley,7
Archuleta,Secretary of State - LBR,Sean Vadney,1
Archuleta,United States Senator - REP,Mark Baisley,2072
Archuleta,Representative to the 120th United States Congress - District 3 - REP,Jeff Hurd,1466
Archuleta,Representative to the 120th United States Congress - District 3 - REP,Ron Hanks,1056
Archuleta,Governor - REP,Victor Marx,982
Archuleta,Governor - REP,Scott Bottoms,821
Archuleta,Governor - REP,Barb Kirkmeyer,714
Archuleta,Governor - REP,"Kelvin ""K-Man"" Wimberly",0
Archuleta,Secretary of State - REP,James Wiley,2050
Archuleta,State Treasurer - REP,Kevin Grantham,2057
Archuleta,Attorney General - REP,Michael J. Allen,1158
Archuleta,Attorney General - REP,David Willson,1100
Archuleta,State Board of Education Member - Congressional District 3 - REP,Sherri M Wright,2004
Archuleta,State Representative - District 59 - REP,Naomi Riess,2031
Archuleta,Archuleta County Commissioner - District 3 - REP,Randy Betts,1822
Archuleta,Archuleta County Commissioner - District 3 - REP,Veronica Medina,902
Archuleta,Archuleta County Clerk and Recorder - REP,Kristy Archuleta,2264
Archuleta,Archuleta County Treasurer - REP,Elsa P. White,2249
Archuleta,Archuleta County Assessor - REP,Johanna Tully-Elliott,2196
Archuleta,Archuleta County Sheriff - REP,Mike Le Roux,2262
Archuleta,Archuleta County Coroner - REP,Brad Hunt,2219
Archuleta,Governor - UNI,Jeff Peckman,0
Archuleta,Governor - UNI,Paul Noel Fiorino,0
Baca,United States Senator - DEM,John Hickenlooper,87
Baca,United States Senator - DEM,Julie Gonzales,65
Baca,Representative to the 120th United States Congress - District 4 - DEM,Eileen Laubacher,107
Baca,Representative to the 120th United States Congress - District 4 - DEM,Jenna Preston,0
Baca,Governor - DEM,Michael Bennet,102
Baca,Governor - DEM,Phil Weiser,46
Baca,Secretary of State - DEM,Amanda Gonzalez,75
Baca,Secretary of State - DEM,Jessie Danielson,56
Baca,State Treasurer - DEM,Jeff Bridges,109
Baca,Attorney General - DEM,Jena Griswold,81
Baca,Attorney General - DEM,David Seligman,25
Baca,Attorney General - DEM,Michael Dougherty,24
Baca,Attorney General - DEM,Hetal Doshi,16
Baca,State Senator - District 35 - DEM,Duane L Gurule,106
Baca,State Representative - District 47 - DEM,Vic Meyers,111
Baca,Baca County Clerk and Recorder - DEM,Sharon Dubois,141
Baca,Secretary of State - LBR,Alex Astley,3
Baca,Secretary of State - LBR,Sean Vadney,0
Baca,United States Senator - REP,Mark Baisley,807
Baca,Representative to the 120th United States Congress - District 4 - REP,Lauren Boebert,829
Baca,Governor - REP,Victor Marx,506
Baca,Governor - REP,Barb Kirkmeyer,279
Baca,Governor - REP,Scott Bottoms,202
Baca,Governor - REP,"Kelvin ""K-Man"" Wimberly",0
Baca,Secretary of State - REP,James Wiley,819
Baca,State Treasurer - REP,Kevin Grantham,829
Baca,Attorney General - REP,Michael J. Allen,480
Baca,Attorney General - REP,David Willson,363
Baca,State Senator - District 35 - REP,Rod Pelton,854
Baca,State Representative - District 47 - REP,Ty Winter,895
Baca,Baca County Commissioner - District 2 - REP,Tyson Chick,576
Baca,Baca County Commissioner - District 2 - REP,Anthony LeBlanc,289
Baca,Baca County Commissioner - District 2 - REP,Jason T Franklin,171
Baca,Baca County Treasurer - REP,Jozy Stegman,886
Baca,Baca County Assessor - REP,Crista D. Figgins,925
Baca,Baca County Sheriff - REP,Aaron Mack Shiplett,848
Baca,Baca County Coroner - REP,Everett Brisendine,873
Baca,Governor - UNI,Jeff Peckman,0
Baca,Governor - UNI,Paul Noel Fiorino,0
Bent,United States Senator - DEM,John Hickenlooper,203
Bent,United States Senator - DEM,Julie Gonzales,119
Bent,Representative to the 120th United States Congress - District 4 - DEM,Eileen Laubacher,268
Bent,Representative to the 120th United States Congress - District 4 - DEM,Jenna Preston,0
Bent,Governor - DEM (Bent),Michael Bennet,236
Bent,Governor - DEM (Bent),Phil Weiser,88
Bent,Secretary of State - DEM,Amanda Gonzalez,211
Bent,Secretary of State - DEM,Jessie Danielson,93
Bent,State Treasurer - DEM,Jeff Bridges,260
Bent,Attorney General - DEM,Jena Griswold,210
Bent,Attorney General - DEM,Michael Dougherty,44
Bent,Attorney General - DEM,Hetal Doshi,37
Bent,Attorney General - DEM,David Seligman,27
Bent,State Senator - District 35 - DEM,Duane L Gurule,254
Bent,State Representative - District 47 - DEM,Vic Meyers,266
Bent,Secretary of State - LBR,Alex Astley,1
Bent,Secretary of State - LBR,Sean Vadney,1
Bent,United States Senator - REP,Mark Baisley,585
Bent,Representative to the 120th United States Congress - District 4 - REP,Lauren Boebert,622
Bent,Governor - REP,Victor Marx,417
Bent,Governor - REP,Barb Kirkmeyer,174
Bent,Governor - REP,Scott Bottoms,118
Bent,Governor - REP,"Kelvin ""K-Man"" Wimberly",0
Bent,Secretary of State - REP,James Wiley,601
Bent,State Treasurer - REP,Kevin Grantham,605
Bent,Attorney General - REP (Bent),Michael J. Allen,382
Bent,Attorney General - REP (Bent),David Willson,237
Bent,State Senator - District 35 - REP,Rod Pelton,635
Bent,State Representative - District 47 - REP,Ty Winter,661
Bent,Bent County Commissioner - District 2 - REP,C J Gallegos,606
Bent,Bent County Clerk and Recorder - REP,Anne Boswell,537
Bent,Bent County Treasurer - REP,Jennifer M. Godfrey,631
Bent,Bent County Sheriff - REP,Jake R. Six,550
Bent,Bent County Coroner - REP,Jason E. Nichols,640
Bent,Governor - UNI,Jeff Peckman,0
Bent,Governor - UNI,Paul Noel Fiorino,0
Boulder,United States Senator - DEM,John Hickenlooper,43566
Boulder,United States Senator - DEM,Julie Gonzales,41430
Boulder,Representative to the 120th United States Congress - District 2 - DEM,Joe Neguse,75179
Boulder,Governor - DEM,Phil Weiser,52520
Boulder,Governor - DEM,Michael Bennet,31980
Boulder,Secretary of State - DEM,Amanda Gonzalez,47911
Boulder,Secretary of State - DEM,Jessie Danielson,27907
Boulder,State Treasurer - DEM,Jeff Bridges,66302
Boulder,Attorney General - DEM (Boulder),Michael Dougherty,30250
Boulder,Attorney General - DEM (Boulder),Jena Griswold,25696
Boulder,Attorney General - DEM (Boulder),David Seligman,16329
Boulder,Attorney General - DEM (Boulder),Hetal Doshi,10715
Boulder,Regent of the University of Colorado - Congressional District 2 - DEM,Edie Hooton,29692
Boulder,Regent of the University of Colorado - Congressional District 2 - DEM,Kubs Lalchandani,22619
Boulder,Regent of the University of Colorado - Congressional District 2 - DEM,Murray Smith,20475
Boulder,State Senator - District 15 - DEM,Janice Marchman,5114
Boulder,State Senator - District 17 - DEM,Katie Wallace,28183
Boulder,State Representative - District 10 - DEM,Junie Joseph,14385
Boulder,State Representative - District 11 - DEM,Karen McCormick,15480
Boulder,State Representative - District 12 - DEM,Kyle Brown,19596
Boulder,State Representative - District 19 - DEM,Jillaire McMillan,3271
Boulder,State Representative - District 19 - DEM,Anil Pesaramelli,2631
Boulder,State Representative - District 19 - DEM,Colton Jonjak Plahn,1100
Boulder,State Representative - District 49 - DEM,Lesley Smith,10092
Boulder,Boulder County Commissioner - District 3 - DEM,Ashley Stolzmann,63802
Boulder,Boulder County Clerk and Recorder - DEM,Molly Fitzpatrick,65609
Boulder,Boulder County Treasurer - DEM,Rachel Friend,41051
Boulder,Boulder County Treasurer - DEM,Jenn Kaaoush,31924
Boulder,Boulder County Assessor - DEM,Cynthia Braddock,62303
Boulder,Boulder County Sheriff - DEM,Curtis Johnson,62384
Boulder,Boulder County Surveyor - DEM,Kayce D. W. Keane,62001
Boulder,Boulder County Coroner - DEM,Jeff Martin,62149
Boulder,Secretary of State - LBR,Alex Astley,101
Boulder,Secretary of State - LBR,Sean Vadney,70
Boulder,United States Senator - REP,Mark Baisley,11461
Boulder,Representative to the 120th United States Congress - District 2 - REP (Boulder),Kelley Anne Dennison,7475
Boulder,Representative to the 120th United States Congress - District 2 - REP (Boulder),Christina Blunt (Ducommun),4754
Boulder,Governor - REP,Barb Kirkmeyer,6848
Boulder,Governor - REP,Victor Marx,4435
Boulder,Governor - REP,Scott Bottoms,2730
Boulder,Governor - REP,"Kelvin ""K-Man"" Wimberly",3
Boulder,Secretary of State - REP,James Wiley,11242
Boulder,State Treasurer - REP,Kevin Grantham,11280
Boulder,Attorney General - REP,Michael J. Allen,7424
Boulder,Attorney General - REP,David Willson,5198
Boulder,Regent of the University of Colorado - Congressional District 2 - REP,Marty Neilson,11015
Boulder,State Senator - District 15 - REP,Rob Woodward,1107
Boulder,State Senator - District 17 - REP,Pat Miller,6854
Boulder,State Representative - District 12 - REP,Ryan Rhatigan,2999
Boulder,State Representative - District 19 - REP,Dan Woog,1797
Boulder,State Representative - District 49 - REP,Michael Sheperek,1294
Boulder,Governor - UNI,Paul Noel Fiorino,6
Boulder,Governor - UNI,Jeff Peckman,3
Broomfield,United States Senator - DEM,John Hickenlooper,8598
Broomfield,United States Senator - DEM,Julie Gonzales,7909
Broomfield,Representative to the 120th United States Congress - District 7 - DEM,Brittany Pettersen,13828
Broomfield,Governor - DEM,Phil Weiser,9426
Broomfield,Governor - DEM,Michael Bennet,6944
Broomfield,Secretary of State - DEM,Amanda Gonzalez,9364
Broomfield,Secretary of State - DEM,Jessie Danielson,5899
Broomfield,State Treasurer - DEM,Jeff Bridges,13388
Broomfield,Attorney General - DEM,Jena Griswold,6636
Broomfield,Attorney General - DEM,Michael Dougherty,3769
Broomfield,Attorney General - DEM,David Seligman,3032
Broomfield,Attorney General - DEM,Hetal Doshi,2740
Broomfield,State Board of Education Member - Congressional District 7 - DEM,Karla Esser,13154
Broomfield,Regent of the University of Colorado - Congressional District 7 - DEM,Nolbert Chavez,13078
Broomfield,State Senator - District 25 - DEM,William Lindstedt,13317
Broomfield,State Representative - District 33 - DEM (Broomfield),Kenny Van Nguyen,8866
Broomfield,State Representative - District 33 - DEM (Broomfield),Heidi Henkel,7195
Broomfield,Secretary of State - LBR,Alex Astley,25
Broomfield,Secretary of State - LBR,Sean Vadney,17
Broomfield,United States Senator - REP,Mark Baisley,5255
Broomfield,Representative to the 120th United States Congress - District 7 - REP,Tim Bennett,5084
Broomfield,Governor - REP,Barb Kirkmeyer,3067
Broomfield,Governor - REP,Victor Marx,2040
Broomfield,Governor - REP,Scott Bottoms,1020
Broomfield,Governor - REP,"Kelvin ""K-Man"" Wimberly",4
Broomfield,Secretary of State - REP,James Wiley,5066
Broomfield,State Treasurer - REP,Kevin Grantham,5182
Broomfield,Attorney General - REP (Broomfield),Michael J. Allen,3315
Broomfield,Attorney General - REP (Broomfield),David Willson,2280
Broomfield,State Board of Education Member - Congressional District 7 - REP,Steve Barton,5047
Broomfield,Regent of the University of Colorado - Congressional District 7 - REP,Paul Mueller,3270
Broomfield,Regent of the University of Colorado - Congressional District 7 - REP,Joan Poston,1998
Broomfield,State Senator - District 25 - REP,Rich Guggenheim,5176
Broomfield,State Representative - District 33 - REP,Nate Jorgensen,5193
Broomfield,Governor - UNI,Jeff Peckman,4
Broomfield,Governor - UNI,Paul Noel Fiorino,0
Chaffee,United States Senator - DEM,John Hickenlooper,2807
Chaffee,United States Senator - DEM,Julie Gonzales,1911
Chaffee,Representative to the 120th United States Congress - District 7 - DEM,Brittany Pettersen,3995
Chaffee,Governor - DEM,Michael Bennet,2369
Chaffee,Governor - DEM,Phil Weiser,2312
Chaffee,Secretary of State - DEM (Chaffee),Amanda Gonzalez,2584
Chaffee,Secretary of State - DEM (Chaffee),Jessie Danielson,1559
Chaffee,State Treasurer - DEM,Jeff Bridges,3520
Chaffee,Attorney General - DEM,Jena Griswold,1987
Chaffee,Attorney General - DEM,Hetal Doshi,1273
Chaffee,Attorney General - DEM,Michael Dougherty,820
Chaffee,Attorney General - DEM,David Seligman,492
Chaffee,State Board of Education Member - Congressional District 7 - DEM,Karla Esser,3417
Chaffee,Regent of the University of Colorado - Congressional District 7 - DEM,Nolbert Chavez,3382
Chaffee,State Senator - District 4 - DEM,Justin Kurth,3429
Chaffee,State Representative - District 13 - DEM,Chris Floyd,2197
Chaffee,State Representative - District 13 - DEM,Consuelo Redhorse,1863
Chaffee,State Representative - District 60 - DEM,Kathryn Kester Green,301
Chaffee,Chaffee County Commissioner - District 3 - DEM,PT Wood,3508
Chaffee,Chaffee County Clerk and Recorder - DEM,Sophia Gibb,3548
Chaffee,Chaffee County Treasurer - DEM,Jolene Ellis,3488
Chaffee,Chaffee County Coroner - DEM,Jeff Graf,3531
Chaffee,Secretary of State - LBR,Alex Astley,10
Chaffee,Secretary of State - LBR,Sean Vadney,6
Chaffee,United States Senator - REP,Mark Baisley,2178
Chaffee,Representative to the 120th United States Congress - District 7 - REP,Tim Bennett,2089
Chaffee,Governor - REP,Victor Marx,1324
Chaffee,Governor - REP,Barb Kirkmeyer,879
Chaffee,Governor - REP,Scott Bottoms,454
Chaffee,Governor - REP,"Kelvin ""K-Man"" Wimberly",0
Chaffee,Secretary of State - REP,James Wiley,2072
Chaffee,State Treasurer - REP,Kevin Grantham,2176
Chaffee,Attorney General - REP,Michael J. Allen,1331
Chaffee,Attorney General - REP,David Willson,1041
Chaffee,State Board of Education Member - Congressional District 7 - REP,Steve Barton,2058
Chaffee,Regent of the University of Colorado - Congressional District 7 - REP (Chaffee),Paul Mueller,1386
Chaffee,Regent of the University of Colorado - Congressional District 7 - REP (Chaffee),Joan Poston,717
Chaffee,State Senator - District 4 - REP,Teddy Collins,2142
Chaffee,State Representative - District 13 - REP,Miguel Martinez,1924
Chaffee,State Representative - District 60 - REP,Matt Alexander,118
Chaffee,State Representative - District 60 - REP,Michelle Gray,105
Chaffee,Chaffee County Commissioner - District 3 - REP,Toby Taylor,2264
Chaffee,Governor - UNI,Paul Noel Fiorino,1
Chaffee,Governor - UNI,Jeff Peckman,0
Cheyenne,United States Senator - DEM,John Hickenlooper,37
Cheyenne,United States Senator - DEM,Julie Gonzales,11
